Scenario,Entry_Year,Nationality,EB_Category,Total_Created,Aged_Out,Saved,Exited,Still_Dependent,AgeOut_Pct,Save_Pct,Exit_Pct
Uncapped,2011,China,EB-4,11,0,10,1,0,0.00,90.91,9.09
Uncapped,2011,China,EB-5,578,0,578,0,0,0.00,100.00,0.00
Uncapped,2011,India,EB-1,1624,0,1624,0,0,0.00,100.00,0.00
Uncapped,2011,India,EB-2,10486,466,7972,2048,0,4.44,76.03,19.53
Uncapped,2011,India,EB-3,3107,513,1360,1234,0,16.51,43.77,39.72
Uncapped,2011,India,EB-4,198,0,182,16,0,0.00,91.92,8.08
Uncapped,2011,India,EB-5,17,0,17,0,0,0.00,100.00,0.00
Uncapped,2011,Other,EB-1,5540,0,5540,0,0,0.00,100.00,0.00
Uncapped,2011,Other,EB-2,9778,0,9720,58,0,0.00,99.41,0.59
Uncapped,2011,Other,EB-3,4333,11,3703,619,0,0.25,85.46,14.29
Uncapped,2011,Other,EB-4,4062,2,3736,324,0,0.05,91.97,7.98
Uncapped,2011,Other,EB-5,314,0,314,0,0,0.00,100.00,0.00
Uncapped,2012,China,EB-1,815,0,815,0,0,0.00,100.00,0.00
Uncapped,2012,China,EB-2,824,7,683,134,0,0.85,82.89,16.26
Uncapped,2012,China,EB-3,114,7,58,49,0,6.14,50.88,42.98
Uncapped,2012,China,EB-4,14,0,13,1,0,0.00,92.86,7.14
Uncapped,2012,China,EB-5,1558,0,1558,0,0,0.00,100.00,0.00
Uncapped,2012,India,EB-1,1891,0,1891,0,0,0.00,100.00,0.00
Uncapped,2012,India,EB-2,10501,656,7686,2159,0,6.25,73.19,20.56
Uncapped,2012,India,EB-3,1948,247,1003,698,0,12.68,51.49,35.83
Uncapped,2012,India,EB-4,396,1,337,58,0,0.25,85.10,14.65
Uncapped,2012,India,EB-5,27,0,27,0,0,0.00,100.00,0.00
Uncapped,2012,Other,EB-1,5571,0,5571,0,0,0.00,100.00,0.00
Uncapped,2012,Other,EB-2,8738,0,8664,74,0,0.00,99.15,0.85
Uncapped,2012,Other,EB-3,2390,3,2026,361,0,0.13,84.77,15.10
Uncapped,2012,Other,EB-4,5805,27,4831,947,0,0.47,83.22,16.31
Uncapped,2012,Other,EB-5,584,0,584,0,0,0.00,100.00,0.00
Uncapped,2013,China,EB-1,980,0,980,0,0,0.00,100.00,0.00
Uncapped,2013,China,EB-2,704,12,581,111,0,1.70,82.53,15.77
Uncapped,2013,China,EB-3,124,13,58,53,0,10.48,46.77,42.74
Uncapped,2013,China,EB-4,32,0,29,3,0,0.00,90.62,9.38
Uncapped,2013,China,EB-5,1649,0,1649,0,0,0.00,100.00,0.00
Uncapped,2013,India,EB-1,2490,0,2490,0,0,0.00,100.00,0.00
Uncapped,2013,India,EB-2,10020,657,7225,2138,0,6.56,72.11,21.34
Uncapped,2013,India,EB-3,1634,166,958,510,0,10.16,58.63,31.21
Uncapped,2013,India,EB-4,704,10,549,145,0,1.42,77.98,20.60
Uncapped,2013,India,EB-5,24,0,24,0,0,0.00,100.00,0.00
Uncapped,2013,Other,EB-1,6363,0,6363,0,0,0.00,100.00,0.00
Uncapped,2013,Other,EB-2,7657,0,7657,0,0,0.00,100.00,0.00
Uncapped,2013,Other,EB-3,2271,0,2049,222,0,0.00,90.22,9.78
Uncapped,2013,Other,EB-4,11069,224,7644,3201,0,2.02,69.06,28.92
Uncapped,2013,Other,EB-5,605,0,605,0,0,0.00,100.00,0.00
Uncapped,2014,China,EB-1,1117,0,1115,2,0,0.00,99.82,0.18
Uncapped,2014,China,EB-2,831,15,630,186,0,1.81,75.81,22.38
Uncapped,2014,China,EB-3,1355,135,746,474,0,9.96,55.06,34.98
Uncapped,2014,China,EB-4,31,0,28,3,0,0.00,90.32,9.68
Uncapped,2014,China,EB-5,2220,0,2216,4,0,0.00,99.82,0.18
Uncapped,2014,India,EB-1,3394,0,3393,1,0,0.00,99.97,0.03
Uncapped,2014,India,EB-2,11863,992,8100,2771,0,8.36,68.28,23.36
Uncapped,2014,India,EB-3,1846,133,1151,562,0,7.20,62.35,30.44
Uncapped,2014,India,EB-4,523,16,338,169,0,3.06,64.63,32.31
Uncapped,2014,India,EB-5,65,0,65,0,0,0.00,100.00,0.00
Uncapped,2014,Other,EB-1,6267,0,6267,0,0,0.00,100.00,0.00
Uncapped,2014,Other,EB-2,9099,0,9094,5,0,0.00,99.95,0.05
Uncapped,2014,Other,EB-3,2730,0,2586,144,0,0.00,94.73,5.27
Uncapped,2014,Other,EB-4,9337,422,5288,3627,0,4.52,56.63,38.85
Uncapped,2014,Other,EB-5,775,0,775,0,0,0.00,100.00,0.00
Uncapped,2015,China,EB-1,1304,0,1296,8,0,0.00,99.39,0.61
Uncapped,2015,China,EB-2,1030,19,801,210,0,1.84,77.77,20.39
Uncapped,2015,China,EB-3,447,42,241,164,0,9.40,53.91,36.69
Uncapped,2015,China,EB-4,61,0,61,0,0,0.00,100.00,0.00
Uncapped,2015,China,EB-5,3587,0,3388,199,0,0.00,94.45,5.55
Uncapped,2015,India,EB-1,3151,0,3127,24,0,0.00,99.24,0.76
Uncapped,2015,India,EB-2,14861,1312,9803,3746,0,8.83,65.96,25.21
Uncapped,2015,India,EB-3,2936,191,1917,828,0,6.51,65.29,28.20
Uncapped,2015,India,EB-4,1082,61,653,368,0,5.64,60.35,34.01
Uncapped,2015,India,EB-5,216,0,216,0,0,0.00,100.00,0.00
Uncapped,2015,Other,EB-1,7344,0,7344,0,0,0.00,100.00,0.00
Uncapped,2015,Other,EB-2,10144,0,10087,57,0,0.00,99.44,0.56
Uncapped,2015,Other,EB-3,4393,0,4228,165,0,0.00,96.24,3.76
Uncapped,2015,Other,EB-4,12848,838,6286,5724,0,6.52,48.93,44.55
Uncapped,2015,Other,EB-5,1599,0,1599,0,0,0.00,100.00,0.00
Uncapped,2016,China,EB-1,1411,0,1381,30,0,0.00,97.87,2.13
Uncapped,2016,China,EB-2,1590,58,1189,343,0,3.65,74.78,21.57
Uncapped,2016,China,EB-3,1094,126,532,436,0,11.52,48.63,39.85
Uncapped,2016,China,EB-4,69,0,69,0,0,0.00,100.00,0.00
Uncapped,2016,China,EB-5,2935,0,2448,487,0,0.00,83.41,16.59
Uncapped,2016,India,EB-1,3951,0,3883,68,0,0.00,98.28,1.72
Uncapped,2016,India,EB-2,22174,2130,14422,5622,0,9.61,65.04,25.35
Uncapped,2016,India,EB-3,4702,259,3176,1267,0,5.51,67.55,26.95
Uncapped,2016,India,EB-4,697,44,379,274,0,6.31,54.38,39.31
Uncapped,2016,India,EB-5,333,0,328,5,0,0.00,98.50,1.50
Uncapped,2016,Other,EB-1,8198,0,8160,38,0,0.00,99.54,0.46
Uncapped,2016,Other,EB-2,12423,0,12197,226,0,0.00,98.18,1.82
Uncapped,2016,Other,EB-3,8343,0,8174,169,0,0.00,97.97,2.03
Uncapped,2016,Other,EB-4,12195,1052,5269,5874,0,8.63,43.21,48.17
Uncapped,2016,Other,EB-5,1387,0,1387,0,0,0.00,100.00,0.00
Uncapped,2017,China,EB-1,1477,0,1428,49,0,0.00,96.68,3.32
Uncapped,2017,China,EB-2,1302,230,713,359,0,17.67,54.76,27.57
Uncapped,2017,China,EB-3,1535,119,811,605,0,7.75,52.83,39.41
Uncapped,2017,China,EB-4,26,0,26,0,0,0.00,100.00,0.00
Uncapped,2017,China,EB-5,4297,9,3454,834,0,0.21,80.38,19.41
Uncapped,2017,India,EB-1,4545,0,4418,127,0,0.00,97.21,2.79
Uncapped,2017,India,EB-2,19245,2194,11630,5421,0,11.40,60.43,28.17
Uncapped,2017,India,EB-3,3941,151,2858,932,0,3.83,72.52,23.65
Uncapped,2017,India,EB-4,493,22,264,207,0,4.46,53.55,41.99
Uncapped,2017,India,EB-5,564,0,538,26,0,0.00,95.39,4.61
Uncapped,2017,Other,EB-1,8779,0,8647,132,0,0.00,98.50,1.50
Uncapped,2017,Other,EB-2,10304,0,10006,298,0,0.00,97.11,2.89
Uncapped,2017,Other,EB-3,8575,0,8327,248,0,0.00,97.11,2.89
Uncapped,2017,Other,EB-4,8059,898,2979,4182,0,11.14,36.96,51.89
Uncapped,2017,Other,EB-5,2077,0,2077,0,0,0.00,100.00,0.00
Uncapped,2018,China,EB-1,1368,0,1305,63,0,0.00,95.39,4.61
Uncapped,2018,China,EB-2,1634,338,763,533,0,20.69,46.70,32.62
Uncapped,2018,China,EB-3,1363,118,739,506,0,8.66,54.22,37.12
Uncapped,2018,China,EB-4,42,0,42,0,0,0.00,100.00,0.00
Uncapped,2018,China,EB-5,4984,89,3783,1112,0,1.79,75.90,22.31
Uncapped,2018,India,EB-1,4045,2,3897,146,0,0.05,96.34,3.61
Uncapped,2018,India,EB-2,18272,2358,10537,5377,0,12.90,57.67,29.43
Uncapped,2018,India,EB-3,3762,144,2733,885,0,3.83,72.65,23.52
Uncapped,2018,India,EB-4,378,38,193,147,0,10.05,51.06,38.89
Uncapped,2018,India,EB-5,885,1,777,107,0,0.11,87.80,12.09
Uncapped,2018,Other,EB-1,7207,0,7032,175,0,0.00,97.57,2.43
Uncapped,2018,Other,EB-2,10474,0,10123,351,0,0.00,96.65,3.35
Uncapped,2018,Other,EB-3,10308,0,9892,416,0,0.00,95.96,4.04
Uncapped,2018,Other,EB-4,6243,762,2273,3208,0,12.21,36.41,51.39
Uncapped,2018,Other,EB-5,2686,0,2686,0,0,0.00,100.00,0.00
Uncapped,2019,China,EB-1,1125,0,1061,64,0,0.00,94.31,5.69
Uncapped,2019,China,EB-2,2033,414,943,676,0,20.36,46.38,33.25
Uncapped,2019,China,EB-3,1212,122,666,424,0,10.07,54.95,34.98
Uncapped,2019,China,EB-4,47,0,47,0,0,0.00,100.00,0.00
Uncapped,2019,China,EB-5,1291,38,934,319,0,2.94,72.35,24.71
Uncapped,2019,India,EB-1,3694,0,3582,112,0,0.00,96.97,3.03
Uncapped,2019,India,EB-2,20454,2915,11356,6183,0,14.25,55.52,30.23
Uncapped,2019,India,EB-3,5036,112,3765,1159,0,2.22,74.76,23.01
Uncapped,2019,India,EB-4,505,64,184,257,0,12.67,36.44,50.89
Uncapped,2019,India,EB-5,302,4,265,33,0,1.32,87.75,10.93
Uncapped,2019,Other,EB-1,5665,0,5526,139,0,0.00,97.55,2.45
Uncapped,2019,Other,EB-2,10779,2,10244,533,0,0.02,95.04,4.94
Uncapped,2019,Other,EB-3,11966,0,11120,846,0,0.00,92.93,7.07
Uncapped,2019,Other,EB-4,8650,1167,2817,4666,0,13.49,32.57,53.94
Uncapped,2019,Other,EB-5,743,0,743,0,0,0.00,100.00,0.00
Uncapped,2020,China,EB-1,876,0,829,47,0,0.00,94.63,5.37
Uncapped,2020,China,EB-2,2217,496,947,774,0,22.37,42.72,34.91
Uncapped,2020,China,EB-3,1527,119,915,493,0,7.79,59.92,32.29
Uncapped,2020,China,EB-4,23,0,23,0,0,0.00,100.00,0.00
Uncapped,2020,China,EB-5,851,0,674,177,0,0.00,79.20,20.80
Uncapped,2020,India,EB-1,3269,0,3189,80,0,0.00,97.55,2.45
Uncapped,2020,India,EB-2,16592,2618,8779,5195,0,15.78,52.91,31.31
Uncapped,2020,India,EB-3,4261,73,3366,822,0,1.71,79.00,19.29
Uncapped,2020,India,EB-4,547,113,138,296,0,20.66,25.23,54.11
Uncapped,2020,India,EB-5,195,3,176,16,0,1.54,90.26,8.21
Uncapped,2020,Other,EB-1,5359,0,5359,0,0,0.00,100.00,0.00
Uncapped,2020,Other,EB-2,9971,3,9330,638,0,0.03,93.57,6.40
Uncapped,2020,Other,EB-3,11201,0,10371,830,0,0.00,92.59,7.41
Uncapped,2020,Other,EB-4,8455,1334,2106,5015,0,15.78,24.91,59.31
Uncapped,2020,Other,EB-5,500,0,500,0,0,0.00,100.00,0.00
Uncapped,2021,China,EB-1,1039,0,996,43,0,0.00,95.86,4.14
Uncapped,2021,China,EB-2,1908,442,792,674,0,23.17,41.51,35.32
Uncapped,2021,China,EB-3,3230,266,1833,1131,0,8.24,56.75,35.02
Uncapped,2021,China,EB-4,9,0,9,0,0,0.00,100.00,0.00
Uncapped,2021,China,EB-5,853,0,726,127,0,0.00,85.11,14.89
Uncapped,2021,India,EB-1,3944,0,3871,73,0,0.00,98.15,1.85
Uncapped,2021,India,EB-2,17790,2881,9040,5869,0,16.19,50.82,32.99
Uncapped,2021,India,EB-3,22376,589,17066,4721,0,2.63,76.27,21.10
Uncapped,2021,India,EB-4,446,96,104,246,0,21.52,23.32,55.16
Uncapped,2021,India,EB-5,221,6,203,12,0,2.71,91.86,5.43
Uncapped,2021,Other,EB-1,5018,0,5018,0,0,0.00,100.00,0.00
Uncapped,2021,Other,EB-2,10502,5,9844,653,0,0.05,93.73,6.22
Uncapped,2021,Other,EB-3,11420,0,10630,790,0,0.00,93.08,6.92
Uncapped,2021,Other,EB-4,9935,1848,1919,6168,0,18.60,19.32,62.08
Uncapped,2021,Other,EB-5,506,0,498,8,0,0.00,98.42,1.58
Uncapped,2022,China,EB-1,1336,0,1290,46,0,0.00,96.56,3.44
Uncapped,2022,China,EB-2,2120,514,825,781,0,24.25,38.92,36.84
Uncapped,2022,China,EB-3,1267,99,671,497,0,7.81,52.96,39.23
Uncapped,2022,China,EB-4,43,0,43,0,0,0.00,100.00,0.00
Uncapped,2022,China,EB-5,165,0,136,29,0,0.00,82.42,17.58
Uncapped,2022,India,EB-1,4324,0,4213,111,0,0.00,97.43,2.57
Uncapped,2022,India,EB-2,21452,3954,9964,7534,0,18.43,46.45,35.12
Uncapped,2022,India,EB-3,7574,212,5686,1676,0,2.80,75.07,22.13
Uncapped,2022,India,EB-4,1078,234,187,657,0,21.71,17.35,60.95
Uncapped,2022,India,EB-5,63,2,51,10,0,3.17,80.95,15.87
Uncapped,2022,Other,EB-1,6029,0,6029,0,0,0.00,100.00,0.00
Uncapped,2022,Other,EB-2,12819,8,12060,751,0,0.06,94.08,5.86
Uncapped,2022,Other,EB-3,14854,0,13751,1103,0,0.00,92.57,7.43
Uncapped,2022,Other,EB-4,15871,3149,2509,10213,0,19.84,15.81,64.35
Uncapped,2022,Other,EB-5,156,0,156,0,0,0.00,100.00,0.00
Uncapped,2023,China,EB-1,2136,0,2051,85,0,0.00,96.02,3.98
Uncapped,2023,China,EB-2,2649,771,950,928,0,29.11,35.86,35.03
Uncapped,2023,China,EB-3,1099,111,608,380,0,10.10,55.32,34.58
Uncapped,2023,China,EB-4,22,0,22,0,0,0.00,100.00,0.00
Uncapped,2023,China,EB-5,657,0,570,87,0,0.00,86.76,13.24
Uncapped,2023,India,EB-1,5737,0,5566,171,0,0.00,97.02,2.98
Uncapped,2023,India,EB-2,18545,3854,7949,6742,0,20.78,42.86,36.35
Uncapped,2023,India,EB-3,5842,178,4318,1346,0,3.05,73.91,23.04
Uncapped,2023,India,EB-4,1152,269,151,732,0,23.35,13.11,63.54
Uncapped,2023,India,EB-5,260,0,234,26,0,0.00,90.00,10.00
Uncapped,2023,Other,EB-1,8420,0,8420,0,0,0.00,100.00,0.00
Uncapped,2023,Other,EB-2,16491,2738,7994,5759,0,16.60,48.47,34.92
Uncapped,2023,Other,EB-3,18904,1470,11140,6294,0,7.78,58.93,33.29
Uncapped,2023,Other,EB-4,10734,2441,1170,7123,0,22.74,10.90,66.36
Uncapped,2023,Other,EB-5,483,0,483,0,0,0.00,100.00,0.00
Uncapped,2024,China,EB-1,1877,0,1805,72,0,0.00,96.16,3.84
Uncapped,2024,China,EB-2,2540,758,848,934,0,29.84,33.39,36.77
Uncapped,2024,China,EB-3,2322,222,1264,836,0,9.56,54.44,36.00
Uncapped,2024,China,EB-4,37,0,37,0,0,0.00,100.00,0.00
Uncapped,2024,China,EB-5,1576,0,1435,141,0,0.00,91.05,8.95
Uncapped,2024,India,EB-1,4773,0,4640,133,0,0.00,97.21,2.79
Uncapped,2024,India,EB-2,18040,4296,6790,6954,0,23.81,37.64,38.55
Uncapped,2024,India,EB-3,4610,172,3441,997,0,3.73,74.64,21.63
Uncapped,2024,India,EB-4,931,277,64,590,0,29.75,6.87,63.37
Uncapped,2024,India,EB-5,723,0,648,75,0,0.00,89.63,10.37
Uncapped,2024,Other,EB-1,7852,0,7852,0,0,0.00,100.00,0.00
Uncapped,2024,Other,EB-2,13194,3610,2866,6718,0,27.36,21.72,50.92
Uncapped,2024,Other,EB-3,17149,1773,8821,6555,0,10.34,51.44,38.22
Uncapped,2024,Other,EB-4,11047,2771,554,7722,0,25.08,5.01,69.90
Uncapped,2024,Other,EB-5,1271,0,1271,0,0,0.00,100.00,0.00
Uncapped,2025,China,EB-1,1930,0,1867,63,0,0.00,96.74,3.26
Uncapped,2025,China,EB-2,2540,831,766,943,0,32.72,30.16,37.13
Uncapped,2025,China,EB-3,2433,253,1218,962,0,10.40,50.06,39.54
Uncapped,2025,China,EB-4,39,16,0,23,0,41.03,0.00,58.97
Uncapped,2025,China,EB-5,1638,0,1462,176,0,0.00,89.26,10.74
Uncapped,2025,India,EB-1,4734,0,4621,113,0,0.00,97.61,2.39
Uncapped,2025,India,EB-2,18236,4723,5935,7578,0,25.90,32.55,41.56
Uncapped,2025,India,EB-3,4709,231,3318,1160,0,4.91,70.46,24.63
Uncapped,2025,India,EB-4,959,298,19,642,0,31.07,1.98,66.94
Uncapped,2025,India,EB-5,697,0,645,52,0,0.00,92.54,7.46
Uncapped,2025,Other,EB-1,8119,5,7666,448,0,0.06,94.42,5.52
Uncapped,2025,Other,EB-2,12971,3681,2416,6874,0,28.38,18.63,53.00
Uncapped,2025,Other,EB-3,17288,1923,8246,7119,0,11.12,47.70,41.18
Uncapped,2025,Other,EB-4,11070,3064,162,7844,0,27.68,1.46,70.86
Uncapped,2025,Other,EB-5,1232,3,1008,221,0,0.24,81.82,17.94
Uncapped,2026,China,EB-1,1765,0,1692,73,0,0.00,95.86,4.14
Uncapped,2026,China,EB-2,2644,895,673,1076,0,33.85,25.45,40.70
Uncapped,2026,China,EB-3,2385,249,1212,924,0,10.44,50.82,38.74
Uncapped,2026,China,EB-4,47,11,0,36,0,23.40,0.00,76.60
Uncapped,2026,China,EB-5,1576,0,1445,131,0,0.00,91.69,8.31
Uncapped,2026,India,EB-1,4660,0,4553,107,0,0.00,97.70,2.30
Uncapped,2026,India,EB-2,18451,4946,5558,7947,0,26.81,30.12,43.07
Uncapped,2026,India,EB-3,4742,242,3279,1221,0,5.10,69.15,25.75
Uncapped,2026,India,EB-4,998,347,2,649,0,34.77,0.20,65.03
Uncapped,2026,India,EB-5,714,0,664,50,0,0.00,93.00,7.00
Uncapped,2026,Other,EB-1,8353,9,7861,483,0,0.11,94.11,5.78
Uncapped,2026,Other,EB-2,12774,3869,2110,6795,0,30.29,16.52,53.19
Uncapped,2026,Other,EB-3,17113,2061,7959,7093,0,12.04,46.51,41.45
Uncapped,2026,Other,EB-4,10965,3101,14,7850,0,28.28,0.13,71.59
Uncapped,2026,Other,EB-5,1391,1,1227,163,0,0.07,88.21,11.72
Uncapped,2027,China,EB-1,1838,0,1740,98,0,0.00,94.67,5.33
Uncapped,2027,China,EB-2,2487,880,578,1029,0,35.38,23.24,41.38
Uncapped,2027,China,EB-3,2331,286,1054,991,0,12.27,45.22,42.51
Uncapped,2027,China,EB-4,66,25,0,41,0,37.88,0.00,62.12
Uncapped,2027,China,EB-5,1548,0,1397,151,0,0.00,90.25,9.75
Uncapped,2027,India,EB-1,4774,0,4631,143,0,0.00,97.00,3.00
Uncapped,2027,India,EB-2,18564,5439,4959,8166,0,29.30,26.71,43.99
Uncapped,2027,India,EB-3,4727,325,3185,1217,0,6.88,67.38,25.75
Uncapped,2027,India,EB-4,966,309,0,657,0,31.99,0.00,68.01
Uncapped,2027,India,EB-5,713,0,669,44,0,0.00,93.83,6.17
Uncapped,2027,Other,EB-1,8123,15,7567,541,0,0.18,93.16,6.66
Uncapped,2027,Other,EB-2,12907,4036,1824,7047,0,31.27,14.13,54.60
Uncapped,2027,Other,EB-3,17102,2191,7529,7382,0,12.81,44.02,43.16
Uncapped,2027,Other,EB-4,10915,3109,0,7806,0,28.48,0.00,71.52
Uncapped,2027,Other,EB-5,1323,5,1092,226,0,0.38,82.54,17.08
Uncapped,2028,China,EB-1,1863,0,1746,117,0,0.00,93.72,6.28
Uncapped,2028,China,EB-2,2613,932,576,1105,0,35.67,22.04,42.29
Uncapped,2028,China,EB-3,2365,315,1084,966,0,13.32,45.84,40.85
Uncapped,2028,China,EB-4,49,19,0,30,0,38.78,0.00,61.22
Uncapped,2028,China,EB-5,1602,0,1456,146,0,0.00,90.89,9.11
Uncapped,2028,India,EB-1,4632,1,4423,208,0,0.02,95.49,4.49
Uncapped,2028,India,EB-2,18216,5591,4332,8293,0,30.69,23.78,45.53
Uncapped,2028,India,EB-3,4645,316,3003,1326,0,6.80,64.65,28.55
Uncapped,2028,India,EB-4,940,318,0,622,0,33.83,0.00,66.17
Uncapped,2028,India,EB-5,672,0,624,48,0,0.00,92.86,7.14
Uncapped,2028,Other,EB-1,8054,14,7410,630,0,0.17,92.00,7.82
Uncapped,2028,Other,EB-2,12912,4217,1714,6981,0,32.66,13.27,54.07
Uncapped,2028,Other,EB-3,17203,2487,7198,7518,0,14.46,41.84,43.70
Uncapped,2028,Other,EB-4,11202,3176,0,8026,0,28.35,0.00,71.65
Uncapped,2028,Other,EB-5,1379,8,1129,242,0,0.58,81.87,17.55
Uncapped,2029,China,EB-1,1887,0,1770,117,0,0.00,93.80,6.20
Uncapped,2029,China,EB-2,2591,1004,504,1083,0,38.75,19.45,41.80
Uncapped,2029,China,EB-3,2273,312,1052,909,0,13.73,46.28,39.99
Uncapped,2029,China,EB-4,55,18,0,37,0,32.73,0.00,67.27
Uncapped,2029,China,EB-5,1610,0,1467,143,0,0.00,91.12,8.88
Uncapped,2029,India,EB-1,4575,3,4380,192,0,0.07,95.74,4.20
Uncapped,2029,India,EB-2,18247,5837,4007,8403,0,31.99,21.96,46.05
Uncapped,2029,India,EB-3,4721,344,2961,1416,0,7.29,62.72,29.99
Uncapped,2029,India,EB-4,878,315,0,563,0,35.88,0.00,64.12
Uncapped,2029,India,EB-5,707,0,636,71,0,0.00,89.96,10.04
Uncapped,2029,Other,EB-1,8323,21,7526,776,0,0.25,90.42,9.32
Uncapped,2029,Other,EB-2,12877,4167,1456,7254,0,32.36,11.31,56.33
Uncapped,2029,Other,EB-3,17249,2612,7065,7572,0,15.14,40.96,43.90
Uncapped,2029,Other,EB-4,11057,3151,0,7906,0,28.50,0.00,71.50
Uncapped,2029,Other,EB-5,1240,7,1055,178,0,0.56,85.08,14.35
Uncapped,2030,China,EB-1,1889,0,1751,138,0,0.00,92.69,7.31
Uncapped,2030,China,EB-2,2550,965,502,1083,0,37.84,19.69,42.47
Uncapped,2030,China,EB-3,2326,350,979,997,0,15.05,42.09,42.86
Uncapped,2030,China,EB-4,55,12,0,43,0,21.82,0.00,78.18
Uncapped,2030,China,EB-5,1616,0,1465,151,0,0.00,90.66,9.34
Uncapped,2030,India,EB-1,4772,4,4517,251,0,0.08,94.66,5.26
Uncapped,2030,India,EB-2,18204,5985,3718,8501,0,32.88,20.42,46.70
Uncapped,2030,India,EB-3,4805,382,2992,1431,0,7.95,62.27,29.78
Uncapped,2030,India,EB-4,937,289,0,648,0,30.84,0.00,69.16
Uncapped,2030,India,EB-5,686,0,642,44,0,0.00,93.59,6.41
Uncapped,2030,Other,EB-1,8030,29,7265,736,0,0.36,90.47,9.17
Uncapped,2030,Other,EB-2,13095,4341,1431,7323,0,33.15,10.93,55.92
