Scenario,Entry_Year,Nationality,EB_Category,Total_Created,Aged_Out,Saved,Exited,Still_Dependent,AgeOut_Pct,Save_Pct,Exit_Pct
Capped,2021,ROW,EB-3,11271,0,10468,803,0,0.00,92.88,7.12
Capped,2021,ROW,EB-4,9935,1957,1786,6192,0,19.70,17.98,62.33
Capped,2021,ROW,EB-5,559,0,556,3,0,0.00,99.46,0.54
Capped,2022,China,EB-1,1331,0,1280,51,0,0.00,96.17,3.83
Capped,2022,China,EB-2,2129,827,297,923,82,38.84,13.95,43.35
Capped,2022,China,EB-3,1301,239,486,576,0,18.37,37.36,44.27
Capped,2022,China,EB-4,43,0,43,0,0,0.00,100.00,0.00
Capped,2022,China,EB-5,189,0,163,26,0,0.00,86.24,13.76
Capped,2022,India,EB-1,4337,0,4219,118,0,0.00,97.28,2.72
Capped,2022,India,EB-2,21408,7841,0,10624,2943,36.63,0.00,49.63
Capped,2022,India,EB-3,7678,2441,0,3949,1288,31.79,0.00,51.43
Capped,2022,India,EB-4,1078,114,491,473,0,10.58,45.55,43.88
Capped,2022,India,EB-5,60,0,53,7,0,0.00,88.33,11.67
Capped,2022,ROW,EB-1,6274,0,6274,0,0,0.00,100.00,0.00
Capped,2022,ROW,EB-2,12879,3,12162,714,0,0.02,94.43,5.54
Capped,2022,ROW,EB-3,14739,0,13640,1099,0,0.00,92.54,7.46
Capped,2022,ROW,EB-4,15871,3380,2237,10254,0,21.30,14.09,64.61
Capped,2022,ROW,EB-5,142,0,142,0,0,0.00,100.00,0.00
Capped,2023,China,EB-1,2151,0,2039,112,0,0.00,94.79,5.21
Capped,2023,China,EB-2,2582,1046,0,1062,474,40.51,0.00,41.13
Capped,2023,China,EB-3,1063,183,391,489,0,17.22,36.78,46.00
Capped,2023,China,EB-4,22,0,22,0,0,0.00,100.00,0.00
Capped,2023,China,EB-5,651,0,548,103,0,0.00,84.18,15.82
Capped,2023,India,EB-1,5771,1,5595,175,0,0.02,96.95,3.03
Capped,2023,India,EB-2,18315,6239,0,8358,3718,34.06,0.00,45.63
Capped,2023,India,EB-3,5829,1712,0,2746,1371,29.37,0.00,47.11
Capped,2023,India,EB-4,1152,148,463,541,0,12.85,40.19,46.96
Capped,2023,India,EB-5,230,0,214,16,0,0.00,93.04,6.96
Capped,2023,ROW,EB-1,8285,0,8285,0,0,0.00,100.00,0.00
Capped,2023,ROW,EB-2,16357,10,15151,1196,0,0.06,92.63,7.31
Capped,2023,ROW,EB-3,18930,19,16932,1979,0,0.10,89.45,10.45
Capped,2023,ROW,EB-4,10734,2551,985,7198,0,23.77,9.18,67.06
Capped,2023,ROW,EB-5,528,0,528,0,0,0.00,100.00,0.00
Capped,2024,China,EB-1,1891,0,1736,155,0,0.00,91.80,8.20
Capped,2024,China,EB-2,2549,885,0,1042,622,34.72,0.00,40.88
Capped,2024,China,EB-3,2326,459,794,1073,0,19.73,34.14,46.13
Capped,2024,China,EB-4,37,0,37,0,0,0.00,100.00,0.00
Capped,2024,China,EB-5,1564,0,1340,224,0,0.00,85.68,14.32
Capped,2024,India,EB-1,4740,12,4502,226,0,0.25,94.98,4.77
Capped,2024,India,EB-2,18087,5290,0,7922,4875,29.25,0.00,43.80
Capped,2024,India,EB-3,4812,1189,0,2141,1482,24.71,0.00,44.49
Capped,2024,India,EB-4,931,167,346,418,0,17.94,37.16,44.90
Capped,2024,India,EB-5,679,3,598,78,0,0.44,88.07,11.49
Capped,2024,ROW,EB-1,8031,0,8031,0,0,0.00,100.00,0.00
Capped,2024,ROW,EB-2,12929,13,11776,1140,0,0.10,91.08,8.82
Capped,2024,ROW,EB-3,17108,46,14546,2516,0,0.27,85.02,14.71
Capped,2024,ROW,EB-4,11047,2792,35,7632,588,25.27,0.32,69.09
Capped,2024,ROW,EB-5,1247,0,1247,0,0,0.00,100.00,0.00
Capped,2025,China,EB-1,1920,2,1704,214,0,0.10,88.75,11.15
Capped,2025,China,EB-2,2568,875,0,923,770,34.07,0.00,35.94
Capped,2025,China,EB-3,2318,537,661,1104,16,23.17,28.52,47.63
Capped,2025,China,EB-4,39,0,39,0,0,0.00,100.00,0.00
Capped,2025,China,EB-5,1609,0,1377,232,0,0.00,85.58,14.42
Capped,2025,India,EB-1,4685,12,4377,296,0,0.26,93.43,6.32
Capped,2025,India,EB-2,18215,4514,0,7410,6291,24.78,0.00,40.68
Capped,2025,India,EB-3,4700,917,0,1972,1811,19.51,0.00,41.96
Capped,2025,India,EB-4,959,170,277,512,0,17.73,28.88,53.39
Capped,2025,India,EB-5,692,6,622,64,0,0.87,89.88,9.25
Capped,2025,ROW,EB-1,7895,0,7895,0,0,0.00,100.00,0.00
Capped,2025,ROW,EB-2,13030,22,11826,1182,0,0.17,90.76,9.07
Capped,2025,ROW,EB-3,17208,95,14190,2923,0,0.55,82.46,16.99
Capped,2025,ROW,EB-4,11070,2735,0,7495,840,24.71,0.00,67.71
Capped,2025,ROW,EB-5,1193,0,1193,0,0,0.00,100.00,0.00
Capped,2026,China,EB-1,1835,11,1624,200,0,0.60,88.50,10.90
Capped,2026,China,EB-2,2686,761,0,974,951,28.33,0.00,36.26
Capped,2026,China,EB-3,2332,545,0,1148,639,23.37,0.00,49.23
Capped,2026,China,EB-4,47,0,47,0,0,0.00,100.00,0.00
Capped,2026,China,EB-5,1514,0,1274,240,0,0.00,84.15,15.85
Capped,2026,India,EB-1,4571,20,4162,389,0,0.44,91.05,8.51
Capped,2026,India,EB-2,18409,3904,0,6807,7698,21.21,0.00,36.98
Capped,2026,India,EB-3,4680,786,0,1788,2106,16.79,0.00,38.21
Capped,2026,India,EB-4,998,198,269,531,0,19.84,26.95,53.21
Capped,2026,India,EB-5,720,4,658,58,0,0.56,91.39,8.06
Capped,2026,ROW,EB-1,8164,0,8164,0,0,0.00,100.00,0.00
Capped,2026,ROW,EB-2,12821,16,11570,1235,0,0.12,90.24,9.63
Capped,2026,ROW,EB-3,17105,150,13577,3378,0,0.88,79.37,19.75
Capped,2026,ROW,EB-4,10965,2507,0,7266,1192,22.86,0.00,66.27
Capped,2026,ROW,EB-5,1282,0,1282,0,0,0.00,100.00,0.00
Capped,2027,China,EB-1,1917,15,1638,264,0,0.78,85.45,13.77
Capped,2027,China,EB-2,2611,646,0,876,1089,24.74,0.00,33.55
Capped,2027,China,EB-3,2309,481,0,1098,730,20.83,0.00,47.55
Capped,2027,China,EB-4,66,0,66,0,0,0.00,100.00,0.00
Capped,2027,China,EB-5,1529,0,1309,220,0,0.00,85.61,14.39
Capped,2027,India,EB-1,4587,41,4145,401,0,0.89,90.36,8.74
Capped,2027,India,EB-2,18509,3274,0,6147,9088,17.69,0.00,33.21
Capped,2027,India,EB-3,4756,681,0,1577,2498,14.32,0.00,33.16
Capped,2027,India,EB-4,966,204,236,526,0,21.12,24.43,54.45
Capped,2027,India,EB-5,718,3,647,68,0,0.42,90.11,9.47
Capped,2027,ROW,EB-1,8299,0,8299,0,0,0.00,100.00,0.00
Capped,2027,ROW,EB-2,13151,28,11703,1420,0,0.21,88.99,10.80
Capped,2027,ROW,EB-3,17415,192,13433,3790,0,1.10,77.13,21.76
Capped,2027,ROW,EB-4,10915,2309,0,7186,1420,21.15,0.00,65.84
Capped,2027,ROW,EB-5,1318,0,1318,0,0,0.00,100.00,0.00
Capped,2028,China,EB-1,1856,41,1545,270,0,2.21,83.24,14.55
Capped,2028,China,EB-2,2523,518,0,850,1155,20.53,0.00,33.69
Capped,2028,China,EB-3,2393,433,0,1042,918,18.09,0.00,43.54
Capped,2028,China,EB-4,49,0,49,0,0,0.00,100.00,0.00
Capped,2028,China,EB-5,1568,0,1331,237,0,0.00,84.89,15.11
Capped,2028,India,EB-1,4536,53,3986,497,0,1.17,87.87,10.96
Capped,2028,India,EB-2,18117,2564,0,5530,10023,14.15,0.00,30.52
Capped,2028,India,EB-3,4750,472,0,1506,2772,9.94,0.00,31.71
Capped,2028,India,EB-4,940,220,37,541,142,23.40,3.94,57.55
Capped,2028,India,EB-5,664,10,588,66,0,1.51,88.55,9.94
Capped,2028,ROW,EB-1,8143,0,8143,0,0,0.00,100.00,0.00
Capped,2028,ROW,EB-2,12900,32,11533,1335,0,0.25,89.40,10.35
Capped,2028,ROW,EB-3,17071,273,12623,4175,0,1.60,73.94,24.46
Capped,2028,ROW,EB-4,11202,2233,0,6953,2016,19.93,0.00,62.07
Capped,2028,ROW,EB-5,1261,0,1261,0,0,0.00,100.00,0.00
Capped,2029,China,EB-1,1846,61,1477,308,0,3.30,80.01,16.68
Capped,2029,China,EB-2,2596,462,0,739,1395,17.80,0.00,28.47
Capped,2029,China,EB-3,2311,322,0,1010,979,13.93,0.00,43.70
Capped,2029,China,EB-4,55,0,55,0,0,0.00,100.00,0.00
Capped,2029,China,EB-5,1546,0,1322,224,0,0.00,85.51,14.49
Capped,2029,India,EB-1,4599,75,4041,483,0,1.63,87.87,10.50
Capped,2029,India,EB-2,18302,1984,0,4857,11461,10.84,0.00,26.54
Capped,2029,India,EB-3,4735,385,0,1455,2895,8.13,0.00,30.73
Capped,2029,India,EB-4,878,182,0,474,222,20.73,0.00,53.99
Capped,2029,India,EB-5,709,8,639,62,0,1.13,90.13,8.74
Capped,2029,ROW,EB-1,8316,0,8316,0,0,0.00,100.00,0.00
Capped,2029,ROW,EB-2,12975,28,11448,1499,0,0.22,88.23,11.55
Capped,2029,ROW,EB-3,17147,372,12320,4455,0,2.17,71.85,25.98
Capped,2029,ROW,EB-4,11057,1896,0,6753,2408,17.15,0.00,61.07
Capped,2029,ROW,EB-5,1237,0,1237,0,0,0.00,100.00,0.00
Capped,2030,China,EB-1,1887,78,1432,377,0,4.13,75.89,19.98
Capped,2030,China,EB-2,2550,359,0,786,1405,14.08,0.00,30.82
Capped,2030,China,EB-3,2305,303,0,876,1126,13.15,0.00,38.00
Capped,2030,China,EB-4,55,0,55,0,0,0.00,100.00,0.00
Capped,2030,China,EB-5,1535,0,1271,264,0,0.00,82.80,17.20
Capped,2030,India,EB-1,4717,136,3978,603,0,2.88,84.33,12.78
Capped,2030,India,EB-2,18239,1481,0,4360,12398,8.12,0.00,23.90
Capped,2030,India,EB-3,4750,296,0,1291,3163,6.23,0.00,27.18
Capped,2030,India,EB-4,937,180,0,493,264,19.21,0.00,52.61
Capped,2030,India,EB-5,713,7,630,76,0,0.98,88.36,10.66
Capped,2030,ROW,EB-1,8225,0,8225,0,0,0.00,100.00,0.00
Capped,2030,ROW,EB-2,12705,24,11046,1635,0,0.19,86.94,12.87
Capped,2030,ROW,EB-3,17095,473,11995,4627,0,2.77,70.17,27.07
Capped,2030,ROW,EB-4,11006,1736,0,6499,2771,15.77,0.00,59.05
Capped,2030,ROW,EB-5,1215,0,1215,0,0,0.00,100.00,0.00
Capped,2031,China,EB-1,1925,85,1398,442,0,4.42,72.62,22.96
Capped,2031,China,EB-2,2537,247,0,717,1573,9.74,0.00,28.26
Capped,2031,China,EB-3,2432,258,0,908,1266,10.61,0.00,37.34
Capped,2031,China,EB-4,45,0,45,0,0,0.00,100.00,0.00
Capped,2031,China,EB-5,1527,0,1295,232,0,0.00,84.81,15.19
Capped,2031,India,EB-1,4615,177,3780,658,0,3.84,81.91,14.26
Capped,2031,India,EB-2,18364,1041,0,3898,13425,5.67,0.00,21.23
Capped,2031,India,EB-3,4589,194,0,1157,3238,4.23,0.00,25.21
Capped,2031,India,EB-4,882,122,0,488,272,13.83,0.00,55.33
Capped,2031,India,EB-5,691,10,622,59,0,1.45,90.01,8.54
Capped,2031,ROW,EB-1,8104,0,8104,0,0,0.00,100.00,0.00
Capped,2031,ROW,EB-2,12933,43,11180,1710,0,0.33,86.45,13.22
Capped,2031,ROW,EB-3,17036,522,11690,4824,0,3.06,68.62,28.32
Capped,2031,ROW,EB-4,10933,1540,0,6150,3243,14.09,0.00,56.25
Capped,2031,ROW,EB-5,1258,0,1258,0,0,0.00,100.00,0.00
Capped,2032,China,EB-1,1785,146,704,340,595,8.18,39.44,19.05
Capped,2032,China,EB-2,2623,260,0,721,1642,9.91,0.00,27.49
Capped,2032,China,EB-3,2186,204,0,795,1187,9.33,0.00,36.37
Capped,2032,China,EB-4,50,0,50,0,0,0.00,100.00,0.00
Capped,2032,China,EB-5,1559,0,1369,190,0,0.00,87.81,12.19
Capped,2032,India,EB-1,4665,223,1890,736,1816,4.78,40.51,15.78
Capped,2032,India,EB-2,18272,715,0,3382,14175,3.91,0.00,18.51
Capped,2032,India,EB-3,4668,128,0,978,3562,2.74,0.00,20.95
Capped,2032,India,EB-4,857,107,0,404,346,12.49,0.00,47.14
Capped,2032,India,EB-5,712,8,631,73,0,1.12,88.62,10.25
Capped,2032,ROW,EB-1,8109,0,8109,0,0,0.00,100.00,0.00
Capped,2032,ROW,EB-2,12903,46,11140,1717,0,0.36,86.34,13.31
Capped,2032,ROW,EB-3,16910,619,11422,4869,0,3.66,67.55,28.79
Capped,2032,ROW,EB-4,10966,1326,0,5733,3907,12.09,0.00,52.28
Capped,2032,ROW,EB-5,1282,0,1282,0,0,0.00,100.00,0.00
Capped,2033,China,EB-1,1821,100,0,365,1356,5.49,0.00,20.04
Capped,2033,China,EB-2,2676,146,0,635,1895,5.46,0.00,23.73
Capped,2033,China,EB-3,2247,153,0,677,1417,6.81,0.00,30.13
Capped,2033,China,EB-4,50,0,50,0,0,0.00,100.00,0.00
Capped,2033,China,EB-5,1554,0,1324,230,0,0.00,85.20,14.80
Capped,2033,India,EB-1,4630,202,0,656,3772,4.36,0.00,14.17
Capped,2033,India,EB-2,18348,434,0,2813,15101,2.37,0.00,15.33
Capped,2033,India,EB-3,4749,88,0,947,3714,1.85,0.00,19.94
Capped,2033,India,EB-4,848,90,0,384,374,10.61,0.00,45.28
Capped,2033,India,EB-5,754,14,670,70,0,1.86,88.86,9.28
Capped,2033,ROW,EB-1,8283,0,8283,0,0,0.00,100.00,0.00
Capped,2033,ROW,EB-2,12992,55,11117,1820,0,0.42,85.57,14.01
Capped,2033,ROW,EB-3,17081,722,9577,5081,1701,4.23,56.07,29.75
Capped,2033,ROW,EB-4,11022,1010,0,5517,4495,9.16,0.00,50.05
Capped,2033,ROW,EB-5,1379,0,1379,0,0,0.00,100.00,0.00
Capped,2034,China,EB-1,1932,87,0,336,1509,4.50,0.00,17.39
Capped,2034,China,EB-2,2621,88,0,544,1989,3.36,0.00,20.76
Capped,2034,China,EB-3,2327,78,0,664,1585,3.35,0.00,28.53
Capped,2034,China,EB-4,55,0,55,0,0,0.00,100.00,0.00
Capped,2034,China,EB-5,1543,0,1257,286,0,0.00,81.46,18.54
Capped,2034,India,EB-1,4669,115,0,585,3969,2.46,0.00,12.53
Capped,2034,India,EB-2,18261,279,0,2525,15457,1.53,0.00,13.83
Capped,2034,India,EB-3,4638,50,0,782,3806,1.08,0.00,16.86
Capped,2034,India,EB-4,970,91,0,383,496,9.38,0.00,39.48
Capped,2034,India,EB-5,720,13,623,84,0,1.81,86.53,11.67
Capped,2034,ROW,EB-1,8222,0,8222,0,0,0.00,100.00,0.00
Capped,2034,ROW,EB-2,12886,55,11038,1793,0,0.43,85.66,13.91
Capped,2034,ROW,EB-3,17174,705,0,5196,11273,4.11,0.00,30.26
Capped,2034,ROW,EB-4,11064,816,0,5135,5113,7.38,0.00,46.41
Capped,2034,ROW,EB-5,1149,0,1149,0,0,0.00,100.00,0.00
Capped,2035,China,EB-1,1864,20,0,302,1542,1.07,0.00,16.20
Capped,2035,China,EB-2,2424,26,0,411,1987,1.07,0.00,16.96
Capped,2035,China,EB-3,2259,38,0,619,1602,1.68,0.00,27.40
Capped,2035,China,EB-4,34,0,34,0,0,0.00,100.00,0.00
Capped,2035,China,EB-5,1578,0,1325,253,0,0.00,83.97,16.03
Capped,2035,India,EB-1,4665,47,0,498,4120,1.01,0.00,10.68
Capped,2035,India,EB-2,18407,166,0,2261,15980,0.90,0.00,12.28
Capped,2035,India,EB-3,4548,40,0,776,3732,0.88,0.00,17.06
Capped,2035,India,EB-4,900,54,0,330,516,6.00,0.00,36.67
Capped,2035,India,EB-5,676,9,590,77,0,1.33,87.28,11.39
Capped,2035,ROW,EB-1,8360,0,8360,0,0,0.00,100.00,0.00
Capped,2035,ROW,EB-2,12828,55,10906,1867,0,0.43,85.02,14.55
Capped,2035,ROW,EB-3,17302,478,0,4603,12221,2.76,0.00,26.60
Capped,2035,ROW,EB-4,11047,638,0,4518,5891,5.78,0.00,40.90
Capped,2035,ROW,EB-5,1299,0,1299,0,0,0.00,100.00,0.00
Capped,2036,China,EB-1,1932,9,0,224,1699,0.47,0.00,11.59
Capped,2036,China,EB-2,2539,15,0,403,2121,0.59,0.00,15.87
Capped,2036,China,EB-3,2323,24,0,566,1733,1.03,0.00,24.37
Capped,2036,China,EB-4,51,0,51,0,0,0.00,100.00,0.00
Capped,2036,China,EB-5,1529,0,331,232,966,0.00,21.65,15.17
Capped,2036,India,EB-1,4773,39,0,409,4325,0.82,0.00,8.57
Capped,2036,India,EB-2,18421,111,0,1933,16377,0.60,0.00,10.49
Capped,2036,India,EB-3,4639,19,0,599,4021,0.41,0.00,12.91
Capped,2036,India,EB-4,945,27,0,338,580,2.86,0.00,35.77
Capped,2036,India,EB-5,631,14,142,84,391,2.22,22.50,13.31
Capped,2036,ROW,EB-1,8061,0,8061,0,0,0.00,100.00,0.00
Capped,2036,ROW,EB-2,12786,55,10861,1870,0,0.43,84.94,14.63
Capped,2036,ROW,EB-3,17133,231,0,4082,12820,1.35,0.00,23.83
Capped,2036,ROW,EB-4,11072,383,0,4093,6596,3.46,0.00,36.97
Capped,2036,ROW,EB-5,1262,0,1262,0,0,0.00,100.00,0.00
Capped,2037,China,EB-1,1869,0,0,147,1722,0.00,0.00,7.87
Capped,2037,China,EB-2,2580,6,0,322,2252,0.23,0.00,12.48
Capped,2037,China,EB-3,2313,7,0,421,1885,0.30,0.00,18.20
Capped,2037,China,EB-4,44,0,44,0,0,0.00,100.00,0.00
Capped,2037,China,EB-5,1508,0,0,191,1317,0.00,0.00,12.67
Capped,2037,India,EB-1,4698,14,0,280,4404,0.30,0.00,5.96
Capped,2037,India,EB-2,18366,33,0,1427,16906,0.18,0.00,7.77
Capped,2037,India,EB-3,4682,6,0,522,4154,0.13,0.00,11.15
Capped,2037,India,EB-4,903,13,0,249,641,1.44,0.00,27.57
Capped,2037,India,EB-5,732,0,0,75,657,0.00,0.00,10.25
Capped,2037,ROW,EB-1,8057,0,8057,0,0,0.00,100.00,0.00
Capped,2037,ROW,EB-2,12409,57,3051,1852,7449,0.46,24.59,14.92
Capped,2037,ROW,EB-3,16855,148,0,3212,13495,0.88,0.00,19.06
Capped,2037,ROW,EB-4,10917,228,0,3294,7395,2.09,0.00,30.17
Capped,2037,ROW,EB-5,1206,0,1206,0,0,0.00,100.00,0.00
Capped,2038,China,EB-1,1950,0,0,142,1808,0.00,0.00,7.28
Capped,2038,China,EB-2,2472,0,0,224,2248,0.00,0.00,9.06
Capped,2038,China,EB-3,2361,0,0,299,2062,0.00,0.00,12.66
Capped,2038,China,EB-4,57,0,57,0,0,0.00,100.00,0.00
Capped,2038,China,EB-5,1532,0,0,134,1398,0.00,0.00,8.75
Capped,2038,India,EB-1,4806,4,0,228,4574,0.08,0.00,4.74
Capped,2038,India,EB-2,18367,4,0,1147,17216,0.02,0.00,6.24
Capped,2038,India,EB-3,4585,0,0,403,4182,0.00,0.00,8.79
Capped,2038,India,EB-4,960,8,0,219,733,0.83,0.00,22.81
Capped,2038,India,EB-5,704,0,0,59,645,0.00,0.00,8.38
Capped,2038,ROW,EB-1,8176,0,8176,0,0,0.00,100.00,0.00
Capped,2038,ROW,EB-2,13107,42,0,1602,11463,0.32,0.00,12.22
Capped,2038,ROW,EB-3,17255,30,0,2587,14638,0.17,0.00,14.99
Capped,2038,ROW,EB-4,11127,88,0,2523,8516,0.79,0.00,22.67
Capped,2038,ROW,EB-5,1280,0,1280,0,0,0.00,100.00,0.00
Capped,2039,China,EB-1,1866,0,0,80,1786,0.00,0.00,4.29
Capped,2039,China,EB-2,2500,0,0,166,2334,0.00,0.00,6.64
Capped,2039,China,EB-3,2398,0,0,237,2161,0.00,0.00,9.88
Capped,2039,China,EB-4,62,0,62,0,0,0.00,100.00,0.00
Capped,2039,China,EB-5,1614,0,0,120,1494,0.00,0.00,7.43
Capped,2039,India,EB-1,4742,0,0,162,4580,0.00,0.00,3.42
Capped,2039,India,EB-2,18271,0,0,779,17492,0.00,0.00,4.26
Capped,2039,India,EB-3,4801,0,0,251,4550,0.00,0.00,5.23
Capped,2039,India,EB-4,932,1,0,146,785,0.11,0.00,15.67
Capped,2039,India,EB-5,715,0,0,38,677,0.00,0.00,5.31
Capped,2039,ROW,EB-1,8210,0,8210,0,0,0.00,100.00,0.00
Capped,2039,ROW,EB-2,13406,17,0,1079,12310,0.13,0.00,8.05
Capped,2039,ROW,EB-3,16891,0,0,1746,15145,0.00,0.00,10.34
Capped,2039,ROW,EB-4,10872,29,0,1712,9131,0.27,0.00,15.75
Capped,2039,ROW,EB-5,1214,0,1214,0,0,0.00,100.00,0.00
Capped,2040,China,EB-1,1872,0,0,51,1821,0.00,0.00,2.72
Capped,2040,China,EB-2,2577,0,0,66,2511,0.00,0.00,2.56
Capped,2040,China,EB-3,2363,0,0,103,2260,0.00,0.00,4.36
Capped,2040,China,EB-4,59,0,59,0,0,0.00,100.00,0.00
Capped,2040,China,EB-5,1559,0,0,52,1507,0.00,0.00,3.34
Capped,2040,India,EB-1,4529,0,0,63,4466,0.00,0.00,1.39
Capped,2040,India,EB-2,18169,0,0,375,17794,0.00,0.00,2.06
Capped,2040,India,EB-3,4564,0,0,126,4438,0.00,0.00,2.76
Capped,2040,India,EB-4,898,0,0,51,847,0.00,0.00,5.68
Capped,2040,India,EB-5,696,0,0,18,678,0.00,0.00,2.59
Capped,2040,ROW,EB-1,8160,0,8160,0,0,0.00,100.00,0.00
Capped,2040,ROW,EB-2,13381,0,0,514,12867,0.00,0.00,3.84
Capped,2040,ROW,EB-3,17393,0,0,960,16433,0.00,0.00,5.52
Capped,2040,ROW,EB-4,10988,0,0,800,10188,0.00,0.00,7.28
Capped,2040,ROW,EB-5,1229,0,1229,0,0,0.00,100.00,0.00
