Scenario,Entry_Year,Nationality,EB_Category,Total_Created,Aged_Out,Saved,Exited,Still_Dependent,AgeOut_Pct,Save_Pct,Exit_Pct
Uncapped,2009,China,EB-1,660,0,660,0,0,0.00,100.00,0.00
Uncapped,2009,China,EB-2,2642,0,2529,113,0,0.00,95.72,4.28
Uncapped,2009,China,EB-3,10057,730,6264,3063,0,7.26,62.28,30.46
Uncapped,2009,China,EB-4,11,0,11,0,0,0.00,100.00,0.00
Uncapped,2009,China,EB-5,330,0,330,0,0,0.00,100.00,0.00
Uncapped,2009,India,EB-1,1291,0,1291,0,0,0.00,100.00,0.00
Uncapped,2009,India,EB-2,7621,1,7440,180,0,0.01,97.62,2.36
Uncapped,2009,India,EB-3,39120,4995,21149,12976,0,12.77,54.06,33.17
Uncapped,2009,India,EB-4,162,0,162,0,0,0.00,100.00,0.00
Uncapped,2009,India,EB-5,13,0,13,0,0,0.00,100.00,0.00
Uncapped,2009,ROW,EB-1,7992,0,7992,0,0,0.00,100.00,0.00
Uncapped,2009,ROW,EB-2,8109,0,8109,0,0,0.00,100.00,0.00
Uncapped,2009,ROW,EB-3,43378,98,38917,4363,0,0.23,89.72,10.06
Uncapped,2009,ROW,EB-4,2678,0,2675,3,0,0.00,99.89,0.11
Uncapped,2009,ROW,EB-5,600,0,600,0,0,0.00,100.00,0.00
Uncapped,2010,China,EB-1,784,0,784,0,0,0.00,100.00,0.00
Uncapped,2010,China,EB-2,731,0,661,70,0,0.00,90.42,9.58
Uncapped,2010,China,EB-3,228,30,93,105,0,13.16,40.79,46.05
Uncapped,2010,China,EB-5,301,0,301,0,0,0.00,100.00,0.00
Uncapped,2010,India,EB-1,1470,0,1470,0,0,0.00,100.00,0.00
Uncapped,2010,India,EB-2,7157,7,6710,440,0,0.10,93.75,6.15
Uncapped,2010,India,EB-3,3029,615,1150,1264,0,20.30,37.97,41.73
Uncapped,2010,India,EB-4,198,0,198,0,0,0.00,100.00,0.00
Uncapped,2010,India,EB-5,27,0,27,0,0,0.00,100.00,0.00
Uncapped,2010,ROW,EB-1,7549,0,7549,0,0,0.00,100.00,0.00
Uncapped,2010,ROW,EB-2,9104,0,9092,12,0,0.00,99.87,0.13
Uncapped,2010,ROW,EB-3,5995,47,4819,1129,0,0.78,80.38,18.83
Uncapped,2010,ROW,EB-4,3422,0,3370,52,0,0.00,98.48,1.52
Uncapped,2010,ROW,EB-5,581,0,581,0,0,0.00,100.00,0.00
Uncapped,2011,China,EB-1,735,0,735,0,0,0.00,100.00,0.00
Uncapped,2011,China,EB-2,850,3,740,107,0,0.35,87.06,12.59
Uncapped,2011,China,EB-3,170,27,83,60,0,15.88,48.82,35.29
Uncapped,2011,China,EB-4,11,0,10,1,0,0.00,90.91,9.09
Uncapped,2011,China,EB-5,583,0,583,0,0,0.00,100.00,0.00
Uncapped,2011,India,EB-1,1605,0,1605,0,0,0.00,100.00,0.00
Uncapped,2011,India,EB-2,10498,456,7983,2059,0,4.34,76.04,19.61
Uncapped,2011,India,EB-3,3113,523,1400,1190,0,16.80,44.97,38.23
Uncapped,2011,India,EB-4,198,0,187,11,0,0.00,94.44,5.56
Uncapped,2011,India,EB-5,11,0,11,0,0,0.00,100.00,0.00
Uncapped,2011,ROW,EB-1,5605,0,5605,0,0,0.00,100.00,0.00
Uncapped,2011,ROW,EB-2,9789,0,9727,62,0,0.00,99.37,0.63
Uncapped,2011,ROW,EB-3,4526,10,3868,648,0,0.22,85.46,14.32
Uncapped,2011,ROW,EB-4,4062,2,3729,331,0,0.05,91.80,8.15
Uncapped,2011,ROW,EB-5,374,0,374,0,0,0.00,100.00,0.00
Uncapped,2012,China,EB-1,876,0,876,0,0,0.00,100.00,0.00
Uncapped,2012,China,EB-2,785,12,666,107,0,1.53,84.84,13.63
Uncapped,2012,China,EB-3,113,9,54,50,0,7.96,47.79,44.25
Uncapped,2012,China,EB-4,14,0,11,3,0,0.00,78.57,21.43
Uncapped,2012,China,EB-5,1539,0,1539,0,0,0.00,100.00,0.00
Uncapped,2012,India,EB-1,1918,0,1918,0,0,0.00,100.00,0.00
Uncapped,2012,India,EB-2,10384,613,7675,2096,0,5.90,73.91,20.18
Uncapped,2012,India,EB-3,1907,238,961,708,0,12.48,50.39,37.13
Uncapped,2012,India,EB-4,396,4,340,52,0,1.01,85.86,13.13
Uncapped,2012,India,EB-5,27,0,27,0,0,0.00,100.00,0.00
Uncapped,2012,ROW,EB-1,5585,0,5585,0,0,0.00,100.00,0.00
Uncapped,2012,ROW,EB-2,8964,0,8902,62,0,0.00,99.31,0.69
Uncapped,2012,ROW,EB-3,2451,3,2126,322,0,0.12,86.74,13.14
Uncapped,2012,ROW,EB-4,5805,18,4811,976,0,0.31,82.88,16.81
Uncapped,2012,ROW,EB-5,545,0,545,0,0,0.00,100.00,0.00
Uncapped,2013,China,EB-1,968,0,968,0,0,0.00,100.00,0.00
Uncapped,2013,China,EB-2,701,7,567,127,0,1.00,80.88,18.12
Uncapped,2013,China,EB-3,129,11,69,49,0,8.53,53.49,37.98
Uncapped,2013,China,EB-4,32,0,24,8,0,0.00,75.00,25.00
Uncapped,2013,China,EB-5,1598,0,1598,0,0,0.00,100.00,0.00
Uncapped,2013,India,EB-1,2376,0,2376,0,0,0.00,100.00,0.00
Uncapped,2013,India,EB-2,9906,636,7203,2067,0,6.42,72.71,20.87
Uncapped,2013,India,EB-3,1573,190,919,464,0,12.08,58.42,29.50
Uncapped,2013,India,EB-4,704,13,585,106,0,1.85,83.10,15.06
Uncapped,2013,India,EB-5,27,0,27,0,0,0.00,100.00,0.00
Uncapped,2013,ROW,EB-1,6498,0,6498,0,0,0.00,100.00,0.00
Uncapped,2013,ROW,EB-2,7601,0,7601,0,0,0.00,100.00,0.00
Uncapped,2013,ROW,EB-3,2150,0,1949,201,0,0.00,90.65,9.35
Uncapped,2013,ROW,EB-4,11069,225,7628,3216,0,2.03,68.91,29.05
Uncapped,2013,ROW,EB-5,594,0,594,0,0,0.00,100.00,0.00
Uncapped,2014,China,EB-1,1153,0,1153,0,0,0.00,100.00,0.00
Uncapped,2014,China,EB-2,813,13,622,178,0,1.60,76.51,21.89
Uncapped,2014,China,EB-3,1362,118,740,504,0,8.66,54.33,37.00
Uncapped,2014,China,EB-4,31,0,30,1,0,0.00,96.77,3.23
Uncapped,2014,China,EB-5,2222,0,2211,11,0,0.00,99.50,0.50
Uncapped,2014,India,EB-1,3407,0,3403,4,0,0.00,99.88,0.12
Uncapped,2014,India,EB-2,11746,991,7792,2963,0,8.44,66.34,25.23
Uncapped,2014,India,EB-3,1822,150,1167,505,0,8.23,64.05,27.72
Uncapped,2014,India,EB-4,523,18,338,167,0,3.44,64.63,31.93
Uncapped,2014,India,EB-5,92,0,92,0,0,0.00,100.00,0.00
Uncapped,2014,ROW,EB-1,6274,0,6274,0,0,0.00,100.00,0.00
Uncapped,2014,ROW,EB-2,9303,0,9294,9,0,0.00,99.90,0.10
Uncapped,2014,ROW,EB-3,2741,0,2610,131,0,0.00,95.22,4.78
Uncapped,2014,ROW,EB-4,9337,431,5303,3603,0,4.62,56.80,38.59
Uncapped,2014,ROW,EB-5,755,0,755,0,0,0.00,100.00,0.00
Uncapped,2015,China,EB-1,1268,0,1260,8,0,0.00,99.37,0.63
Uncapped,2015,China,EB-2,1135,19,878,238,0,1.67,77.36,20.97
Uncapped,2015,China,EB-3,444,49,249,146,0,11.04,56.08,32.88
Uncapped,2015,China,EB-4,61,0,61,0,0,0.00,100.00,0.00
Uncapped,2015,China,EB-5,3488,0,3292,196,0,0.00,94.38,5.62
Uncapped,2015,India,EB-1,3207,0,3178,29,0,0.00,99.10,0.90
Uncapped,2015,India,EB-2,14764,1275,9818,3671,0,8.64,66.50,24.86
Uncapped,2015,India,EB-3,2937,188,1938,811,0,6.40,65.99,27.61
Uncapped,2015,India,EB-4,1082,66,652,364,0,6.10,60.26,33.64
Uncapped,2015,India,EB-5,234,0,232,2,0,0.00,99.15,0.85
Uncapped,2015,ROW,EB-1,7416,0,7416,0,0,0.00,100.00,0.00
Uncapped,2015,ROW,EB-2,9937,0,9876,61,0,0.00,99.39,0.61
Uncapped,2015,ROW,EB-3,4397,0,4222,175,0,0.00,96.02,3.98
Uncapped,2015,ROW,EB-4,12848,843,6407,5598,0,6.56,49.87,43.57
Uncapped,2015,ROW,EB-5,1523,0,1523,0,0,0.00,100.00,0.00
Uncapped,2016,China,EB-1,1417,0,1372,45,0,0.00,96.82,3.18
Uncapped,2016,China,EB-2,1520,48,1132,340,0,3.16,74.47,22.37
Uncapped,2016,China,EB-3,1097,109,533,455,0,9.94,48.59,41.48
Uncapped,2016,China,EB-4,69,0,69,0,0,0.00,100.00,0.00
Uncapped,2016,China,EB-5,2906,0,2403,503,0,0.00,82.69,17.31
Uncapped,2016,India,EB-1,3979,0,3910,69,0,0.00,98.27,1.73
Uncapped,2016,India,EB-2,22549,2111,14596,5842,0,9.36,64.73,25.91
Uncapped,2016,India,EB-3,4683,260,3211,1212,0,5.55,68.57,25.88
Uncapped,2016,India,EB-4,697,43,367,287,0,6.17,52.65,41.18
Uncapped,2016,India,EB-5,294,0,290,4,0,0.00,98.64,1.36
Uncapped,2016,ROW,EB-1,8367,0,8322,45,0,0.00,99.46,0.54
Uncapped,2016,ROW,EB-2,12227,0,12011,216,0,0.00,98.23,1.77
Uncapped,2016,ROW,EB-3,8356,0,8161,195,0,0.00,97.67,2.33
Uncapped,2016,ROW,EB-4,12195,1066,5259,5870,0,8.74,43.12,48.13
Uncapped,2016,ROW,EB-5,1434,0,1434,0,0,0.00,100.00,0.00
Uncapped,2017,China,EB-1,1509,0,1458,51,0,0.00,96.62,3.38
Uncapped,2017,China,EB-2,1259,197,692,370,0,15.65,54.96,29.39
Uncapped,2017,China,EB-3,1495,130,771,594,0,8.70,51.57,39.73
Uncapped,2017,China,EB-4,26,0,26,0,0,0.00,100.00,0.00
Uncapped,2017,China,EB-5,4120,9,3276,835,0,0.22,79.51,20.27
Uncapped,2017,India,EB-1,4495,0,4378,117,0,0.00,97.40,2.60
Uncapped,2017,India,EB-2,19249,2140,11792,5317,0,11.12,61.26,27.62
Uncapped,2017,India,EB-3,3954,160,2829,965,0,4.05,71.55,24.41
Uncapped,2017,India,EB-4,493,24,296,173,0,4.87,60.04,35.09
Uncapped,2017,India,EB-5,568,0,538,30,0,0.00,94.72,5.28
Uncapped,2017,ROW,EB-1,8640,0,8507,133,0,0.00,98.46,1.54
Uncapped,2017,ROW,EB-2,10328,0,10057,271,0,0.00,97.38,2.62
Uncapped,2017,ROW,EB-3,8486,0,8238,248,0,0.00,97.08,2.92
Uncapped,2017,ROW,EB-4,8059,888,2994,4177,0,11.02,37.15,51.83
Uncapped,2017,ROW,EB-5,2063,0,2063,0,0,0.00,100.00,0.00
Uncapped,2018,China,EB-1,1366,0,1270,96,0,0.00,92.97,7.03
Uncapped,2018,China,EB-2,1723,357,784,582,0,20.72,45.50,33.78
Uncapped,2018,China,EB-3,1327,124,668,535,0,9.34,50.34,40.32
Uncapped,2018,China,EB-4,42,0,42,0,0,0.00,100.00,0.00
Uncapped,2018,China,EB-5,4877,77,3680,1120,0,1.58,75.46,22.96
Uncapped,2018,India,EB-1,3950,1,3760,189,0,0.03,95.19,4.78
Uncapped,2018,India,EB-2,18177,2305,10510,5362,0,12.68,57.82,29.50
Uncapped,2018,India,EB-3,3692,130,2713,849,0,3.52,73.48,23.00
Uncapped,2018,India,EB-4,378,30,192,156,0,7.94,50.79,41.27
Uncapped,2018,India,EB-5,853,4,778,71,0,0.47,91.21,8.32
Uncapped,2018,ROW,EB-1,7231,0,7052,179,0,0.00,97.52,2.48
Uncapped,2018,ROW,EB-2,10387,0,10033,354,0,0.00,96.59,3.41
Uncapped,2018,ROW,EB-3,10293,0,9911,382,0,0.00,96.29,3.71
Uncapped,2018,ROW,EB-4,6243,749,2156,3338,0,12.00,34.53,53.47
Uncapped,2018,ROW,EB-5,2655,0,2655,0,0,0.00,100.00,0.00
Uncapped,2019,China,EB-1,1124,0,1052,72,0,0.00,93.59,6.41
Uncapped,2019,China,EB-2,2141,437,1009,695,0,20.41,47.13,32.46
Uncapped,2019,China,EB-3,1242,105,716,421,0,8.45,57.65,33.90
Uncapped,2019,China,EB-4,47,0,47,0,0,0.00,100.00,0.00
Uncapped,2019,China,EB-5,1300,25,936,339,0,1.92,72.00,26.08
Uncapped,2019,India,EB-1,3537,0,3409,128,0,0.00,96.38,3.62
Uncapped,2019,India,EB-2,20287,2941,11261,6085,0,14.50,55.51,29.99
Uncapped,2019,India,EB-3,5036,137,3825,1074,0,2.72,75.95,21.33
Uncapped,2019,India,EB-4,505,68,183,254,0,13.47,36.24,50.30
Uncapped,2019,India,EB-5,253,3,228,22,0,1.19,90.12,8.70
Uncapped,2019,ROW,EB-1,5720,0,5597,123,0,0.00,97.85,2.15
Uncapped,2019,ROW,EB-2,10835,2,10422,411,0,0.02,96.19,3.79
Uncapped,2019,ROW,EB-3,12196,0,11419,777,0,0.00,93.63,6.37
Uncapped,2019,ROW,EB-4,8650,1149,2715,4786,0,13.28,31.39,55.33
Uncapped,2019,ROW,EB-5,796,0,796,0,0,0.00,100.00,0.00
Uncapped,2020,China,EB-1,897,0,853,44,0,0.00,95.09,4.91
Uncapped,2020,China,EB-2,2118,482,909,727,0,22.76,42.92,34.32
Uncapped,2020,China,EB-3,1507,102,904,501,0,6.77,59.99,33.24
Uncapped,2020,China,EB-4,23,0,23,0,0,0.00,100.00,0.00
Uncapped,2020,China,EB-5,850,0,676,174,0,0.00,79.53,20.47
Uncapped,2020,India,EB-1,3139,0,3070,69,0,0.00,97.80,2.20
Uncapped,2020,India,EB-2,16656,2612,8732,5312,0,15.68,52.43,31.89
Uncapped,2020,India,EB-3,4160,93,3266,801,0,2.24,78.51,19.25
Uncapped,2020,India,EB-4,547,98,158,291,0,17.92,28.88,53.20
Uncapped,2020,India,EB-5,190,4,168,18,0,2.11,88.42,9.47
Uncapped,2020,ROW,EB-1,5418,0,5418,0,0,0.00,100.00,0.00
Uncapped,2020,ROW,EB-2,9952,4,9339,609,0,0.04,93.84,6.12
Uncapped,2020,ROW,EB-3,11273,0,10358,915,0,0.00,91.88,8.12
Uncapped,2020,ROW,EB-4,8455,1331,2079,5045,0,15.74,24.59,59.67
Uncapped,2020,ROW,EB-5,500,0,500,0,0,0.00,100.00,0.00
Uncapped,2021,China,EB-1,970,0,929,41,0,0.00,95.77,4.23
Uncapped,2021,China,EB-2,1936,426,857,653,0,22.00,44.27,33.73
Uncapped,2021,China,EB-3,3317,252,1893,1172,0,7.60,57.07,35.33
Uncapped,2021,China,EB-4,9,0,9,0,0,0.00,100.00,0.00
Uncapped,2021,China,EB-5,765,0,629,136,0,0.00,82.22,17.78
Uncapped,2021,India,EB-1,3844,0,3755,89,0,0.00,97.68,2.32
Uncapped,2021,India,EB-2,17643,2834,9074,5735,0,16.06,51.43,32.51
Uncapped,2021,India,EB-3,22134,589,16874,4671,0,2.66,76.24,21.10
Uncapped,2021,India,EB-4,446,90,102,254,0,20.18,22.87,56.95
Uncapped,2021,India,EB-5,231,5,192,34,0,2.16,83.12,14.72
Uncapped,2021,ROW,EB-1,5041,0,5041,0,0,0.00,100.00,0.00
Uncapped,2021,ROW,EB-2,10572,5,9895,672,0,0.05,93.60,6.36
Uncapped,2021,ROW,EB-3,11271,0,10468,803,0,0.00,92.88,7.12
Uncapped,2021,ROW,EB-4,9935,1857,1968,6110,0,18.69,19.81,61.50
Uncapped,2021,ROW,EB-5,559,0,556,3,0,0.00,99.46,0.54
Uncapped,2022,China,EB-1,1331,0,1280,51,0,0.00,96.17,3.83
Uncapped,2022,China,EB-2,2129,564,795,770,0,26.49,37.34,36.17
Uncapped,2022,China,EB-3,1301,127,693,481,0,9.76,53.27,36.97
Uncapped,2022,China,EB-4,43,0,43,0,0,0.00,100.00,0.00
Uncapped,2022,China,EB-5,189,0,173,16,0,0.00,91.53,8.47
Uncapped,2022,India,EB-1,4337,0,4219,118,0,0.00,97.28,2.72
Uncapped,2022,India,EB-2,21408,3915,9968,7525,0,18.29,46.56,35.15
Uncapped,2022,India,EB-3,7678,211,5770,1697,0,2.75,75.15,22.10
Uncapped,2022,India,EB-4,1078,242,209,627,0,22.45,19.39,58.16
Uncapped,2022,India,EB-5,60,0,56,4,0,0.00,93.33,6.67
Uncapped,2022,ROW,EB-1,6274,0,6274,0,0,0.00,100.00,0.00
Uncapped,2022,ROW,EB-2,12879,3,12162,714,0,0.02,94.43,5.54
Uncapped,2022,ROW,EB-3,14739,0,13640,1099,0,0.00,92.54,7.46
Uncapped,2022,ROW,EB-4,15871,3199,2591,10081,0,20.16,16.33,63.52
Uncapped,2022,ROW,EB-5,142,0,142,0,0,0.00,100.00,0.00
Uncapped,2023,China,EB-1,2151,0,2059,92,0,0.00,95.72,4.28
Uncapped,2023,China,EB-2,2582,718,919,945,0,27.81,35.59,36.60
Uncapped,2023,China,EB-3,1063,104,567,392,0,9.78,53.34,36.88
Uncapped,2023,China,EB-4,22,0,22,0,0,0.00,100.00,0.00
Uncapped,2023,China,EB-5,651,0,562,89,0,0.00,86.33,13.67
Uncapped,2023,India,EB-1,5771,0,5625,146,0,0.00,97.47,2.53
Uncapped,2023,India,EB-2,18315,3870,7802,6643,0,21.13,42.60,36.27
Uncapped,2023,India,EB-3,5829,177,4310,1342,0,3.04,73.94,23.02
Uncapped,2023,India,EB-4,1152,296,166,690,0,25.69,14.41,59.90
Uncapped,2023,India,EB-5,230,0,216,14,0,0.00,93.91,6.09
Uncapped,2023,ROW,EB-1,8285,0,8285,0,0,0.00,100.00,0.00
Uncapped,2023,ROW,EB-2,16357,2682,7820,5855,0,16.40,47.81,35.80
Uncapped,2023,ROW,EB-3,18930,1550,11153,6227,0,8.19,58.92,32.89
Uncapped,2023,ROW,EB-4,10734,2575,1120,7039,0,23.99,10.43,65.58
Uncapped,2023,ROW,EB-5,528,0,528,0,0,0.00,100.00,0.00
Uncapped,2024,China,EB-1,1891,0,1812,79,0,0.00,95.82,4.18
Uncapped,2024,China,EB-2,2549,779,847,923,0,30.56,33.23,36.21
Uncapped,2024,China,EB-3,2326,209,1204,913,0,8.99,51.76,39.25
Uncapped,2024,China,EB-4,37,0,37,0,0,0.00,100.00,0.00
Uncapped,2024,China,EB-5,1564,0,1426,138,0,0.00,91.18,8.82
Uncapped,2024,India,EB-1,4740,0,4613,127,0,0.00,97.32,2.68
Uncapped,2024,India,EB-2,18087,4212,6809,7066,0,23.29,37.65,39.07
Uncapped,2024,India,EB-3,4812,168,3493,1151,0,3.49,72.59,23.92
Uncapped,2024,India,EB-4,931,277,31,574,49,29.75,3.33,61.65
Uncapped,2024,India,EB-5,679,0,630,49,0,0.00,92.78,7.22
Uncapped,2024,ROW,EB-1,8031,0,8031,0,0,0.00,100.00,0.00
Uncapped,2024,ROW,EB-2,12929,3487,2646,6796,0,26.97,20.47,52.56
Uncapped,2024,ROW,EB-3,17108,1787,8704,6617,0,10.45,50.88,38.68
Uncapped,2024,ROW,EB-4,11047,2861,239,7510,437,25.90,2.16,67.98
Uncapped,2024,ROW,EB-5,1247,0,1247,0,0,0.00,100.00,0.00
Uncapped,2025,China,EB-1,1920,0,1864,56,0,0.00,97.08,2.92
Uncapped,2025,China,EB-2,2568,832,98,958,680,32.40,3.82,37.31
Uncapped,2025,China,EB-3,2318,204,1161,953,0,8.80,50.09,41.11
Uncapped,2025,China,EB-4,39,12,0,25,2,30.77,0.00,64.10
Uncapped,2025,China,EB-5,1609,0,1443,166,0,0.00,89.68,10.32
Uncapped,2025,India,EB-1,4685,0,4562,123,0,0.00,97.37,2.63
Uncapped,2025,India,EB-2,18215,4494,834,7235,5652,24.67,4.58,39.72
Uncapped,2025,India,EB-3,4700,191,3292,1217,0,4.06,70.04,25.89
Uncapped,2025,India,EB-4,959,281,0,589,89,29.30,0.00,61.42
Uncapped,2025,India,EB-5,692,0,636,56,0,0.00,91.91,8.09
Uncapped,2025,ROW,EB-1,7895,8,7502,385,0,0.10,95.02,4.88
Uncapped,2025,ROW,EB-2,13030,3555,326,6896,2253,27.28,2.50,52.92
Uncapped,2025,ROW,EB-3,17208,1909,8193,7106,0,11.09,47.61,41.29
Uncapped,2025,ROW,EB-4,11070,2665,0,7539,866,24.07,0.00,68.10
Uncapped,2025,ROW,EB-5,1193,2,990,201,0,0.17,82.98,16.85
Uncapped,2026,China,EB-1,1835,0,1760,75,0,0.00,95.91,4.09
Uncapped,2026,China,EB-2,2686,768,0,934,984,28.59,0.00,34.77
Uncapped,2026,China,EB-3,2332,260,1148,924,0,11.15,49.23,39.62
Uncapped,2026,China,EB-4,47,14,0,27,6,29.79,0.00,57.45
Uncapped,2026,China,EB-5,1514,0,1372,142,0,0.00,90.62,9.38
Uncapped,2026,India,EB-1,4571,0,4445,126,0,0.00,97.24,2.76
Uncapped,2026,India,EB-2,18409,3869,0,6744,7796,21.02,0.00,36.63
Uncapped,2026,India,EB-3,4680,277,3121,1282,0,5.92,66.69,27.39
Uncapped,2026,India,EB-4,998,273,0,591,134,27.35,0.00,59.22
Uncapped,2026,India,EB-5,720,0,673,47,0,0.00,93.47,6.53
Uncapped,2026,ROW,EB-1,8164,8,7691,465,0,0.10,94.21,5.70
Uncapped,2026,ROW,EB-2,12821,3240,0,6555,3026,25.27,0.00,51.13
Uncapped,2026,ROW,EB-3,17105,2037,7954,7114,0,11.91,46.50,41.59
Uncapped,2026,ROW,EB-4,10965,2503,0,7250,1212,22.83,0.00,66.12
Uncapped,2026,ROW,EB-5,1282,2,1100,180,0,0.16,85.80,14.04
Uncapped,2027,China,EB-1,1917,0,1829,88,0,0.00,95.41,4.59
Uncapped,2027,China,EB-2,2611,626,0,956,1029,23.98,0.00,36.61
Uncapped,2027,China,EB-3,2309,285,1080,944,0,12.34,46.77,40.88
Uncapped,2027,China,EB-4,66,14,0,49,3,21.21,0.00,74.24
Uncapped,2027,China,EB-5,1529,0,1390,139,0,0.00,90.91,9.09
Uncapped,2027,India,EB-1,4587,0,4445,142,0,0.00,96.90,3.10
Uncapped,2027,India,EB-2,18509,3272,0,6165,9072,17.68,0.00,33.31
Uncapped,2027,India,EB-3,4756,307,3146,1303,0,6.46,66.15,27.40
Uncapped,2027,India,EB-4,966,244,0,574,148,25.26,0.00,59.42
Uncapped,2027,India,EB-5,718,0,675,43,0,0.00,94.01,5.99
Uncapped,2027,ROW,EB-1,8299,17,7663,619,0,0.20,92.34,7.46
Uncapped,2027,ROW,EB-2,13151,3031,0,6334,3786,23.05,0.00,48.16
Uncapped,2027,ROW,EB-3,17415,2281,7845,7289,0,13.10,45.05,41.85
Uncapped,2027,ROW,EB-4,10915,2361,0,7109,1445,21.63,0.00,65.13
Uncapped,2027,ROW,EB-5,1318,3,1117,198,0,0.23,84.75,15.02
Uncapped,2028,China,EB-1,1856,0,1764,92,0,0.00,95.04,4.96
Uncapped,2028,China,EB-2,2523,531,0,862,1130,21.05,0.00,34.17
Uncapped,2028,China,EB-3,2393,312,1081,1000,0,13.04,45.17,41.79
Uncapped,2028,China,EB-4,49,12,0,26,11,24.49,0.00,53.06
Uncapped,2028,China,EB-5,1568,0,1424,144,0,0.00,90.82,9.18
Uncapped,2028,India,EB-1,4536,1,4354,181,0,0.02,95.99,3.99
Uncapped,2028,India,EB-2,18117,2579,0,5445,10093,14.24,0.00,30.05
Uncapped,2028,India,EB-3,4750,299,3134,1317,0,6.29,65.98,27.73
Uncapped,2028,India,EB-4,940,213,0,576,151,22.66,0.00,61.28
Uncapped,2028,India,EB-5,664,0,604,60,0,0.00,90.96,9.04
Uncapped,2028,ROW,EB-1,8143,13,7455,675,0,0.16,91.55,8.29
Uncapped,2028,ROW,EB-2,12900,2555,0,5872,4473,19.81,0.00,45.52
Uncapped,2028,ROW,EB-3,17071,2410,7186,7475,0,14.12,42.09,43.79
Uncapped,2028,ROW,EB-4,11202,2208,0,7065,1929,19.71,0.00,63.07
Uncapped,2028,ROW,EB-5,1261,5,1111,145,0,0.40,88.10,11.50
Uncapped,2029,China,EB-1,1846,0,1742,104,0,0.00,94.37,5.63
Uncapped,2029,China,EB-2,2596,456,0,798,1342,17.57,0.00,30.74
Uncapped,2029,China,EB-3,2311,315,286,939,771,13.63,12.38,40.63
Uncapped,2029,China,EB-4,55,10,0,37,8,18.18,0.00,67.27
Uncapped,2029,China,EB-5,1546,0,1395,151,0,0.00,90.23,9.77
Uncapped,2029,India,EB-1,4599,1,4407,191,0,0.02,95.83,4.15
Uncapped,2029,India,EB-2,18302,1948,0,5034,11320,10.64,0.00,27.51
Uncapped,2029,India,EB-3,4735,360,820,1364,2191,7.60,17.32,28.81
Uncapped,2029,India,EB-4,878,196,0,448,234,22.32,0.00,51.03
Uncapped,2029,India,EB-5,709,0,660,49,0,0.00,93.09,6.91
Uncapped,2029,ROW,EB-1,8316,24,7531,761,0,0.29,90.56,9.15
Uncapped,2029,ROW,EB-2,12975,2190,0,5525,5260,16.88,0.00,42.58
Uncapped,2029,ROW,EB-3,17147,2644,2023,7484,4996,15.42,11.80,43.65
Uncapped,2029,ROW,EB-4,11057,1950,0,6659,2448,17.64,0.00,60.22
Uncapped,2029,ROW,EB-5,1237,7,1023,207,0,0.57,82.70,16.73
Uncapped,2030,China,EB-1,1887,0,1752,135,0,0.00,92.85,7.15
Uncapped,2030,China,EB-2,2550,350,0,751,1449,13.73,0.00,29.45
