Year,Scenario,Nationality,EB_Category,Count
2023,Capped,Overall,EB-4,760
2023,Capped,Overall,EB-5,12
2024,Capped,India,Overall,2493
2024,Capped,China,Overall,273
2024,Capped,ROW,Overall,927
2024,Capped,Overall,EB-3,1193
2024,Capped,Overall,EB-2,1464
2024,Capped,Overall,EB-4,955
2024,Capped,Overall,EB-5,81
2025,Capped,India,Overall,3285
2025,Capped,China,Overall,366
2025,Capped,ROW,Overall,1016
2025,Capped,Overall,EB-3,1531
2025,Capped,Overall,EB-2,2029
2025,Capped,Overall,EB-4,1028
2025,Capped,Overall,EB-5,78
2025,Capped,Overall,EB-1,1
2026,Capped,India,Overall,3838
2026,Capped,China,Overall,329
2026,Capped,ROW,Overall,1227
2026,Capped,Overall,EB-3,1519
2026,Capped,Overall,EB-2,2607
2026,Capped,Overall,EB-4,1245
2026,Capped,Overall,EB-5,16
2026,Capped,Overall,EB-1,7
2027,Capped,India,Overall,4598
2027,Capped,China,Overall,335
2027,Capped,ROW,Overall,1396
2027,Capped,Overall,EB-3,1708
2027,Capped,Overall,EB-2,3232
2027,Capped,Overall,EB-4,1382
2027,Capped,Overall,EB-1,7
2028,Capped,India,Overall,5258
2028,Capped,China,Overall,490
2028,Capped,ROW,Overall,1561
2028,Capped,Overall,EB-3,1883
2028,Capped,Overall,EB-2,3861
2028,Capped,Overall,EB-4,1551
2028,Capped,Overall,EB-5,3
2028,Capped,Overall,EB-1,11
2029,Capped,India,Overall,6087
2029,Capped,China,Overall,523
2029,Capped,ROW,Overall,1745
2029,Capped,Overall,EB-3,2017
2029,Capped,Overall,EB-2,4621
2029,Capped,Overall,EB-4,1696
2029,Capped,Overall,EB-1,15
2029,Capped,Overall,EB-5,6
2030,Capped,India,Overall,7015
2030,Capped,China,Overall,540
2030,Capped,ROW,Overall,1957
2030,Capped,Overall,EB-3,2201
2030,Capped,Overall,EB-2,5409
2030,Capped,Overall,EB-4,1867
2030,Capped,Overall,EB-1,31
2030,Capped,Overall,EB-5,4
2031,Capped,India,Overall,7664
2031,Capped,China,Overall,735
2031,Capped,ROW,Overall,2100
2031,Capped,Overall,EB-3,2285
2031,Capped,Overall,EB-2,6138
2031,Capped,Overall,EB-4,2030
2031,Capped,Overall,EB-1,43
2031,Capped,Overall,EB-5,3
2032,Capped,India,Overall,8438
2032,Capped,China,Overall,792
2032,Capped,ROW,Overall,2327
2032,Capped,Overall,EB-3,2434
2032,Capped,Overall,EB-2,6831
2032,Capped,Overall,EB-4,2231
2032,Capped,Overall,EB-1,51
2032,Capped,Overall,EB-5,10
2033,Capped,India,Overall,9205
2033,Capped,China,Overall,931
2033,Capped,ROW,Overall,2528
2033,Capped,Overall,EB-3,2709
2033,Capped,Overall,EB-2,7513
2033,Capped,Overall,EB-4,2357
2033,Capped,Overall,EB-1,77
2033,Capped,Overall,EB-5,8
2034,Capped,India,Overall,10001
2034,Capped,China,Overall,1008
2034,Capped,ROW,Overall,2719
2034,Capped,Overall,EB-3,2918
2034,Capped,Overall,EB-2,8249
2034,Capped,Overall,EB-4,2451
2034,Capped,Overall,EB-1,103
2034,Capped,Overall,EB-5,7
2035,Capped,India,Overall,10691
2035,Capped,China,Overall,1185
2035,Capped,ROW,Overall,2769
2035,Capped,Overall,EB-2,8822
2035,Capped,Overall,EB-3,3210
2035,Capped,Overall,EB-4,2472
2035,Capped,Overall,EB-1,131
2035,Capped,Overall,EB-5,10
2036,Capped,India,Overall,11776
2036,Capped,China,Overall,1215
2036,Capped,ROW,Overall,2982
2036,Capped,Overall,EB-2,9728
2036,Capped,Overall,EB-3,3444
2036,Capped,Overall,EB-4,2625
2036,Capped,Overall,EB-1,168
2036,Capped,Overall,EB-5,8
2037,Capped,India,Overall,11847
2037,Capped,China,Overall,1450
2037,Capped,ROW,Overall,3093
2037,Capped,Overall,EB-2,9705
2037,Capped,Overall,EB-3,3825
2037,Capped,Overall,EB-4,2633
2037,Capped,Overall,EB-1,213
2037,Capped,Overall,EB-5,14
2038,Capped,India,Overall,11808
2038,Capped,China,Overall,1438
2038,Capped,ROW,Overall,3202
2038,Capped,Overall,EB-2,9617
2038,Capped,Overall,EB-3,3806
2038,Capped,Overall,EB-4,2753
2038,Capped,Overall,EB-1,259
2038,Capped,Overall,EB-5,13
2039,Capped,India,Overall,11959
2039,Capped,China,Overall,1616
2039,Capped,ROW,Overall,3448
2039,Capped,Overall,EB-2,9578
2039,Capped,Overall,EB-3,4294
2039,Capped,Overall,EB-4,2847
2039,Capped,Overall,EB-1,295
2039,Capped,Overall,EB-5,9
2040,Capped,India,Overall,12004
2040,Capped,China,Overall,1784
2040,Capped,ROW,Overall,3629
2040,Capped,Overall,EB-2,9708
2040,Capped,Overall,EB-3,4276
2040,Capped,Overall,EB-4,3005
2040,Capped,Overall,EB-1,414
2040,Capped,Overall,EB-5,14
