Year,Scenario,Nationality,EB_Category,Count
2021,Capped,Overall,EB-2,149
2021,Capped,Overall,EB-4,43
2022,Capped,India,Overall,627
2022,Capped,China,Overall,16
2022,Capped,Other,Overall,58
2022,Capped,Overall,EB-3,504
2022,Capped,Overall,EB-2,138
2022,Capped,Overall,EB-4,59
2023,Capped,India,Overall,891
2023,Capped,China,Overall,19
2023,Capped,Other,Overall,180
2023,Capped,Overall,EB-3,631
2023,Capped,Overall,EB-2,277
2023,Capped,Overall,EB-4,182
2024,Capped,India,Overall,1699
2024,Capped,China,Overall,24
2024,Capped,Other,Overall,246
2024,Capped,Overall,EB-3,1277
2024,Capped,Overall,EB-2,445
2024,Capped,Overall,EB-4,247
2025,Capped,India,Overall,1777
2025,Capped,China,Overall,20
2025,Capped,Other,Overall,257
2025,Capped,Overall,EB-3,998
2025,Capped,Overall,EB-2,797
2025,Capped,Overall,EB-4,259
2026,Capped,India,Overall,2306
2026,Capped,China,Overall,46
2026,Capped,Other,Overall,362
2026,Capped,Overall,EB-3,1117
2026,Capped,Overall,EB-2,1232
2026,Capped,Overall,EB-4,365
2027,Capped,India,Overall,2839
2027,Capped,China,Overall,86
2027,Capped,Other,Overall,388
2027,Capped,Overall,EB-3,1112
2027,Capped,Overall,EB-2,1808
2027,Capped,Overall,EB-4,393
2028,Capped,India,Overall,3825
2028,Capped,China,Overall,137
2028,Capped,Other,Overall,521
2028,Capped,Overall,EB-3,1795
2028,Capped,Overall,EB-2,2155
2028,Capped,Overall,EB-4,533
2029,Capped,India,Overall,4355
2029,Capped,China,Overall,183
2029,Capped,Other,Overall,717
2029,Capped,Overall,EB-3,1425
2029,Capped,Overall,EB-2,3093
2029,Capped,Overall,EB-4,737
2030,Capped,India,Overall,5075
2030,Capped,China,Overall,271
2030,Capped,Other,Overall,797
2030,Capped,Overall,EB-3,1438
2030,Capped,Overall,EB-2,3871
2030,Capped,Overall,EB-4,834
2031,Capped,India,Overall,6028
2031,Capped,China,Overall,368
2031,Capped,Other,Overall,1027
2031,Capped,Overall,EB-3,1511
2031,Capped,Overall,EB-2,4835
2031,Capped,Overall,EB-4,1077
2032,Capped,India,Overall,6697
2032,Capped,China,Overall,428
2032,Capped,Other,Overall,1318
2032,Capped,Overall,EB-3,1853
2032,Capped,Overall,EB-2,5213
2032,Capped,Overall,EB-4,1377
2033,Capped,India,Overall,7540
2033,Capped,China,Overall,498
2033,Capped,Other,Overall,1546
2033,Capped,Overall,EB-3,1909
2033,Capped,Overall,EB-2,6061
2033,Capped,Overall,EB-4,1614
2034,Capped,India,Overall,8721
2034,Capped,China,Overall,637
2034,Capped,Other,Overall,1454
2034,Capped,Overall,EB-3,2057
2034,Capped,Overall,EB-2,7228
2034,Capped,Overall,EB-4,1526
2034,Capped,Overall,EB-1,1
2035,Capped,India,Overall,9503
2035,Capped,China,Overall,704
2035,Capped,Other,Overall,1500
2035,Capped,Overall,EB-2,7853
2035,Capped,Overall,EB-3,2264
2035,Capped,Overall,EB-4,1589
2035,Capped,Overall,EB-1,1
2036,Capped,India,Overall,10725
2036,Capped,China,Overall,874
2036,Capped,Other,Overall,1638
2036,Capped,Overall,EB-2,8418
2036,Capped,Overall,EB-3,3072
2036,Capped,Overall,EB-4,1739
2036,Capped,Overall,EB-1,8
2037,Capped,India,Overall,10662
2037,Capped,China,Overall,958
2037,Capped,Other,Overall,1631
2037,Capped,Overall,EB-2,8787
2037,Capped,Overall,EB-3,2733
2037,Capped,Overall,EB-4,1707
2037,Capped,Overall,EB-1,24
2038,Capped,India,Overall,10722
2038,Capped,China,Overall,1085
2038,Capped,Other,Overall,1965
2038,Capped,Overall,EB-2,8727
2038,Capped,Overall,EB-3,2937
2038,Capped,Overall,EB-4,2079
2038,Capped,Overall,EB-1,29
2039,Capped,India,Overall,10614
2039,Capped,China,Overall,1198
2039,Capped,Other,Overall,2009
2039,Capped,Overall,EB-2,8787
2039,Capped,Overall,EB-3,2853
2039,Capped,Overall,EB-4,2121
2039,Capped,Overall,EB-1,60
2040,Capped,India,Overall,11716
2040,Capped,China,Overall,1264
2040,Capped,Other,Overall,2134
2040,Capped,Overall,EB-2,8887
2040,Capped,Overall,EB-3,3965
2040,Capped,Overall,EB-4,2198
2040,Capped,Overall,EB-1,64
