Year,Scenario,Nationality,EB_Category,Count
2032,Uncapped,Overall,EB-4,3273
2032,Uncapped,Overall,EB-3,2803
2032,Uncapped,Overall,EB-5,65
2032,Uncapped,Overall,EB-1,61
2033,Uncapped,India,Overall,5257
2033,Uncapped,China,Overall,992
2033,Uncapped,ROW,Overall,8070
2033,Uncapped,Overall,EB-2,7425
2033,Uncapped,Overall,EB-4,3562
2033,Uncapped,Overall,EB-3,3158
2033,Uncapped,Overall,EB-5,65
2033,Uncapped,Overall,EB-1,109
2034,Uncapped,India,Overall,5792
2034,Uncapped,China,Overall,1202
2034,Uncapped,ROW,Overall,9042
2034,Uncapped,Overall,EB-2,8450
2034,Uncapped,Overall,EB-4,3779
2034,Uncapped,Overall,EB-3,3626
2034,Uncapped,Overall,EB-5,59
2034,Uncapped,Overall,EB-1,122
2035,Uncapped,India,Overall,6300
2035,Uncapped,China,Overall,1258
2035,Uncapped,ROW,Overall,9866
2035,Uncapped,Overall,EB-2,9456
2035,Uncapped,Overall,EB-4,3868
2035,Uncapped,Overall,EB-3,3836
2035,Uncapped,Overall,EB-5,73
2035,Uncapped,Overall,EB-1,191
2036,Uncapped,India,Overall,7037
2036,Uncapped,China,Overall,1340
2036,Uncapped,ROW,Overall,11067
2036,Uncapped,Overall,EB-2,10631
2036,Uncapped,Overall,EB-4,4137
2036,Uncapped,Overall,EB-3,4322
2036,Uncapped,Overall,EB-5,106
2036,Uncapped,Overall,EB-1,248
2037,Uncapped,India,Overall,7456
2037,Uncapped,China,Overall,1478
2037,Uncapped,ROW,Overall,11888
2037,Uncapped,Overall,EB-2,11634
2037,Uncapped,Overall,EB-4,4277
2037,Uncapped,Overall,EB-3,4513
2037,Uncapped,Overall,EB-5,123
2037,Uncapped,Overall,EB-1,275
2038,Uncapped,India,Overall,8214
2038,Uncapped,China,Overall,1649
2038,Uncapped,ROW,Overall,12729
2038,Uncapped,Overall,EB-2,12803
2038,Uncapped,Overall,EB-4,4331
2038,Uncapped,Overall,EB-3,4969
2038,Uncapped,Overall,EB-5,140
2038,Uncapped,Overall,EB-1,349
2039,Uncapped,India,Overall,8680
2039,Uncapped,China,Overall,1785
2039,Uncapped,ROW,Overall,13534
2039,Uncapped,Overall,EB-2,13899
2039,Uncapped,Overall,EB-4,4351
2039,Uncapped,Overall,EB-3,5179
2039,Uncapped,Overall,EB-1,440
2039,Uncapped,Overall,EB-5,130
2040,Uncapped,India,Overall,9353
2040,Uncapped,China,Overall,1883
2040,Uncapped,ROW,Overall,14762
2040,Uncapped,Overall,EB-2,15079
2040,Uncapped,Overall,EB-4,4543
2040,Uncapped,Overall,EB-3,5612
2040,Uncapped,Overall,EB-5,219
2040,Uncapped,Overall,EB-1,545
2011,Capped,ROW,Overall,39
2011,Capped,India,Overall,1
2011,Capped,Overall,EB-3,40
2012,Capped,China,Overall,39
2012,Capped,ROW,Overall,81
2012,Capped,India,Overall,46
2012,Capped,Overall,EB-3,163
2012,Capped,Overall,EB-2,1
2012,Capped,Overall,EB-4,2
2013,Capped,India,Overall,146
2013,Capped,China,Overall,56
2013,Capped,ROW,Overall,69
2013,Capped,Overall,EB-3,255
2013,Capped,Overall,EB-2,6
2013,Capped,Overall,EB-4,10
2014,Capped,India,Overall,212
2014,Capped,China,Overall,63
2014,Capped,ROW,Overall,51
2014,Capped,Overall,EB-3,256
2014,Capped,Overall,EB-2,30
2014,Capped,Overall,EB-4,40
2015,Capped,China,Overall,97
2015,Capped,India,Overall,185
2015,Capped,ROW,Overall,106
2015,Capped,Overall,EB-3,214
2015,Capped,Overall,EB-2,66
2015,Capped,Overall,EB-4,108
2016,Capped,China,Overall,274
2016,Capped,India,Overall,322
2016,Capped,ROW,Overall,212
2016,Capped,Overall,EB-3,480
2016,Capped,Overall,EB-2,104
2016,Capped,Overall,EB-4,224
2017,Capped,China,Overall,173
2017,Capped,India,Overall,585
2017,Capped,ROW,Overall,319
2017,Capped,Overall,EB-3,567
2017,Capped,Overall,EB-2,168
2017,Capped,Overall,EB-4,342
2018,Capped,India,Overall,807
2018,Capped,China,Overall,45
2018,Capped,ROW,Overall,474
2018,Capped,Overall,EB-3,552
2018,Capped,Overall,EB-2,270
2018,Capped,Overall,EB-4,504
2019,Capped,India,Overall,1271
2019,Capped,China,Overall,177
2019,Capped,ROW,Overall,651
2019,Capped,Overall,EB-3,967
2019,Capped,Overall,EB-2,448
2019,Capped,Overall,EB-4,684
2020,Capped,India,Overall,1511
2020,Capped,China,Overall,172
2020,Capped,ROW,Overall,799
2020,Capped,Overall,EB-3,933
2020,Capped,Overall,EB-2,710
2020,Capped,Overall,EB-4,839
2021,Capped,China,Overall,230
2021,Capped,India,Overall,1772
2021,Capped,ROW,Overall,897
2021,Capped,Overall,EB-3,1099
2021,Capped,Overall,EB-2,861
2021,Capped,Overall,EB-4,939
2022,Capped,India,Overall,1805
2022,Capped,China,Overall,182
2022,Capped,ROW,Overall,926
2022,Capped,Overall,EB-3,1134
2022,Capped,Overall,EB-2,811
2022,Capped,Overall,EB-4,961
2022,Capped,Overall,EB-5,7
2023,Capped,India,Overall,2511
2023,Capped,China,Overall,197
2023,Capped,ROW,Overall,1042
2023,Capped,Overall,EB-3,1450
2023,Capped,Overall,EB-2,1161
2023,Capped,Overall,EB-4,1093
2023,Capped,Overall,EB-5,46
2024,Capped,India,Overall,3065
2024,Capped,China,Overall,403
2024,Capped,ROW,Overall,1341
2024,Capped,Overall,EB-3,1567
2024,Capped,Overall,EB-2,1720
2024,Capped,Overall,EB-4,1376
2024,Capped,Overall,EB-5,146
2025,Capped,India,Overall,4124
2025,Capped,China,Overall,574
2025,Capped,ROW,Overall,1529
2025,Capped,Overall,EB-3,2023
2025,Capped,Overall,EB-2,2388
2025,Capped,Overall,EB-4,1556
2025,Capped,Overall,EB-5,257
2025,Capped,Overall,EB-1,3
2026,Capped,India,Overall,4786
2026,Capped,China,Overall,585
2026,Capped,ROW,Overall,1798
2026,Capped,Overall,EB-3,2121
2026,Capped,Overall,EB-2,2998
2026,Capped,Overall,EB-4,1839
2026,Capped,Overall,EB-5,197
2026,Capped,Overall,EB-1,14
2027,Capped,India,Overall,5912
2027,Capped,China,Overall,646
2027,Capped,ROW,Overall,2103
2027,Capped,Overall,EB-3,2539
2027,Capped,Overall,EB-2,3838
2027,Capped,Overall,EB-4,2095
2027,Capped,Overall,EB-5,164
2027,Capped,Overall,EB-1,25
2028,Capped,India,Overall,7013
2028,Capped,China,Overall,709
2028,Capped,ROW,Overall,2401
2028,Capped,Overall,EB-3,3004
2028,Capped,Overall,EB-2,4589
2028,Capped,Overall,EB-4,2354
2028,Capped,Overall,EB-5,143
2028,Capped,Overall,EB-1,33
2029,Capped,India,Overall,8329
2029,Capped,China,Overall,710
2029,Capped,ROW,Overall,2543
2029,Capped,Overall,EB-3,3339
2029,Capped,Overall,EB-2,5673
2029,Capped,Overall,EB-4,2435
2029,Capped,Overall,EB-5,76
2029,Capped,Overall,EB-1,59
2030,Capped,India,Overall,9810
2030,Capped,China,Overall,781
2030,Capped,ROW,Overall,2791
2030,Capped,Overall,EB-3,3619
2030,Capped,Overall,EB-2,6919
2030,Capped,Overall,EB-4,2642
2030,Capped,Overall,EB-5,91
2030,Capped,Overall,EB-1,111
2031,Capped,India,Overall,10254
2031,Capped,China,Overall,1101
2031,Capped,ROW,Overall,3193
2031,Capped,Overall,EB-3,3316
2031,Capped,Overall,EB-2,7978
2031,Capped,Overall,EB-4,2942
2031,Capped,Overall,EB-5,123
2031,Capped,Overall,EB-1,189
2032,Capped,India,Overall,11581
2032,Capped,China,Overall,1293
2032,Capped,ROW,Overall,3663
2032,Capped,Overall,EB-3,3439
2032,Capped,Overall,EB-2,9399
2032,Capped,Overall,EB-4,3289
2032,Capped,Overall,EB-1,246
2032,Capped,Overall,EB-5,164
2033,Capped,India,Overall,12909
2033,Capped,China,Overall,1425
2033,Capped,ROW,Overall,3951
2033,Capped,Overall,EB-3,3725
2033,Capped,Overall,EB-2,10534
2033,Capped,Overall,EB-4,3457
2033,Capped,Overall,EB-1,382
2033,Capped,Overall,EB-5,187
2034,Capped,India,Overall,14496
2034,Capped,China,Overall,1728
2034,Capped,ROW,Overall,4342
2034,Capped,Overall,EB-3,4229
2034,Capped,Overall,EB-2,11977
2034,Capped,Overall,EB-4,3641
2034,Capped,Overall,EB-1,507
2034,Capped,Overall,EB-5,212
2035,Capped,India,Overall,16547
2035,Capped,China,Overall,1883
2035,Capped,ROW,Overall,4698
2035,Capped,Overall,EB-2,13488
2035,Capped,Overall,EB-3,4923
2035,Capped,Overall,EB-4,3849
2035,Capped,Overall,EB-1,624
2035,Capped,Overall,EB-5,244
2036,Capped,India,Overall,17897
2036,Capped,China,Overall,1984
2036,Capped,ROW,Overall,5168
2036,Capped,Overall,EB-2,14449
2036,Capped,Overall,EB-3,5466
2036,Capped,Overall,EB-4,4094
2036,Capped,Overall,EB-1,788
2036,Capped,Overall,EB-5,252
2037,Capped,India,Overall,18355
2037,Capped,China,Overall,2195
2037,Capped,ROW,Overall,5441
2037,Capped,Overall,EB-2,14671
2037,Capped,Overall,EB-3,5941
2037,Capped,Overall,EB-4,4245
2037,Capped,Overall,EB-1,847
2037,Capped,Overall,EB-5,287
2038,Capped,India,Overall,18295
2038,Capped,China,Overall,2464
2038,Capped,ROW,Overall,5921
2038,Capped,Overall,EB-2,14543
2038,Capped,Overall,EB-3,6356
2038,Capped,Overall,EB-4,4460
2038,Capped,Overall,EB-1,1012
2038,Capped,Overall,EB-5,309
2039,Capped,India,Overall,18767
2039,Capped,China,Overall,2741
2039,Capped,ROW,Overall,5939
2039,Capped,Overall,EB-2,14730
2039,Capped,Overall,EB-3,6833
2039,Capped,Overall,EB-4,4297
2039,Capped,Overall,EB-1,1230
2039,Capped,Overall,EB-5,357
2040,Capped,India,Overall,19242
2040,Capped,China,Overall,2886
2040,Capped,ROW,Overall,6417
2040,Capped,Overall,EB-2,14861
2040,Capped,Overall,EB-3,7297
2040,Capped,Overall,EB-4,4591
2040,Capped,Overall,EB-1,1429
2040,Capped,Overall,EB-5,367
