run_index,year,annual_aged_out_China_cap,annual_aged_out_China_unc,annual_aged_out_EB1_cap,annual_aged_out_EB1_unc,annual_aged_out_EB2_cap,annual_aged_out_EB2_unc,annual_aged_out_EB3_cap,annual_aged_out_EB3_unc,annual_aged_out_EB4_cap,annual_aged_out_EB4_unc,annual_aged_out_EB5_cap,annual_aged_out_EB5_unc,annual_aged_out_India_cap,annual_aged_out_India_unc,annual_aged_out_Other_cap,annual_aged_out_Other_unc,annual_aged_out_cap,annual_aged_out_unc,annual_backlog_China_cap,annual_backlog_China_unc,annual_backlog_India_cap,annual_backlog_India_unc,annual_backlog_Other_cap,annual_backlog_Other_unc,annual_backlog_total_cap,annual_backlog_total_unc,annual_conversions_cap,annual_conversions_unc,annual_exited_China_cap,annual_exited_China_unc,annual_exited_EB1_cap,annual_exited_EB1_unc,annual_exited_EB2_cap,annual_exited_EB2_unc,annual_exited_EB3_cap,annual_exited_EB3_unc,annual_exited_EB4_cap,annual_exited_EB4_unc,annual_exited_EB5_cap,annual_exited_EB5_unc,annual_exited_India_cap,annual_exited_India_unc,annual_exited_Other_cap,annual_exited_Other_unc,annual_exited_cap,annual_exited_unc,annual_visas_consumed_cap,annual_visas_consumed_unc,cumul_aged_out_cap,cumul_aged_out_unc
0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38451.0,38451.0,93221.0,93221.0,73924.0,73924.0,205596.0,205596.0,63686.0,63686.0,1670.0,1670.0,0.0,0.0,544.0,544.0,7581.0,7581.0,3.0,3.0,0.0,0.0,2485.0,2485.0,3973.0,3973.0,8128.0,8128.0,140986.0,140986.0,0.0,0.0
0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36001.0,36001.0,106356.0,106356.0,67380.0,67380.0,209737.0,209737.0,68112.0,68112.0,35.0,35.0,0.0,0.0,304.0,304.0,-98.0,-98.0,89.0,89.0,0.0,0.0,537.0,537.0,-277.0,-277.0,8423.0,8423.0,150263.0,150263.0,0.0,0.0
0,2011,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,31.0,32.0,32.0,32721.0,32721.0,124796.0,124796.0,64055.0,64055.0,221572.0,221572.0,63494.0,63494.0,-96.0,-96.0,0.0,0.0,351.0,351.0,-462.0,-462.0,289.0,289.0,0.0,0.0,421.0,421.0,-147.0,-147.0,8601.0,8601.0,139300.0,139300.0,32.0,32.0
0,2012,35.0,35.0,0.0,0.0,0.0,0.0,151.0,151.0,2.0,2.0,0.0,0.0,46.0,46.0,72.0,72.0,153.0,153.0,31944.0,31944.0,140937.0,140937.0,56234.0,56234.0,229115.0,229115.0,65499.0,65499.0,9.0,9.0,0.0,0.0,376.0,376.0,-750.0,-750.0,454.0,454.0,0.0,0.0,330.0,330.0,-259.0,-259.0,8681.0,8681.0,144647.0,144647.0,185.0,185.0
0,2013,55.0,55.0,0.0,0.0,4.0,4.0,227.0,227.0,10.0,10.0,0.0,0.0,132.0,132.0,54.0,54.0,241.0,241.0,30735.0,30735.0,153338.0,153338.0,50143.0,50143.0,234216.0,234216.0,72458.0,72458.0,-81.0,-81.0,0.0,0.0,235.0,235.0,-1034.0,-1034.0,1134.0,1134.0,0.0,0.0,382.0,382.0,34.0,34.0,9016.0,9016.0,161269.0,161269.0,426.0,426.0
0,2014,56.0,56.0,0.0,0.0,26.0,26.0,223.0,223.0,33.0,33.0,0.0,0.0,192.0,192.0,34.0,34.0,282.0,282.0,34661.0,34661.0,176009.0,176009.0,47625.0,47625.0,258295.0,258295.0,68199.0,68199.0,-79.0,-79.0,2.0,2.0,515.0,515.0,-1169.0,-1169.0,664.0,664.0,13.0,13.0,96.0,96.0,8.0,8.0,9041.0,9041.0,151359.0,151359.0,708.0,708.0
0,2015,79.0,79.0,0.0,0.0,76.0,76.0,187.0,187.0,81.0,81.0,0.0,0.0,186.0,186.0,79.0,79.0,344.0,344.0,42689.0,42689.0,209579.0,209579.0,59214.0,59214.0,311482.0,311482.0,64642.0,64642.0,179.0,179.0,78.0,78.0,880.0,880.0,-356.0,-356.0,1465.0,1465.0,123.0,123.0,996.0,996.0,1015.0,1015.0,11231.0,11231.0,143952.0,143952.0,1052.0,1052.0
0,2016,231.0,231.0,0.0,0.0,114.0,114.0,450.0,450.0,177.0,177.0,0.0,0.0,344.0,344.0,166.0,166.0,741.0,741.0,54037.0,54037.0,262853.0,262853.0,89893.0,89893.0,406783.0,406783.0,62971.0,62971.0,469.0,469.0,184.0,184.0,1480.0,1480.0,428.0,428.0,1500.0,1500.0,127.0,127.0,1261.0,1261.0,1989.0,1989.0,14950.0,14950.0,140350.0,140350.0,1793.0,1793.0
0,2017,153.0,153.0,0.0,0.0,176.0,176.0,525.0,525.0,260.0,260.0,0.0,0.0,567.0,567.0,241.0,241.0,961.0,961.0,68252.0,68252.0,306700.0,306700.0,110137.0,110137.0,485089.0,485089.0,62564.0,62564.0,394.0,394.0,206.0,206.0,840.0,840.0,634.0,634.0,872.0,872.0,146.0,146.0,1159.0,1159.0,1145.0,1145.0,17648.0,17648.0,139605.0,139605.0,2754.0,2754.0
0,2018,46.0,46.0,0.0,0.0,261.0,261.0,520.0,520.0,394.0,394.0,0.0,0.0,760.0,760.0,369.0,369.0,1175.0,1175.0,84732.0,84732.0,346394.0,346394.0,121980.0,121980.0,553106.0,553106.0,62672.0,62672.0,631.0,631.0,139.0,139.0,1015.0,1015.0,619.0,619.0,98.0,98.0,342.0,342.0,1062.0,1062.0,520.0,520.0,19861.0,19861.0,139482.0,139482.0,3929.0,3929.0
0,2019,115.0,115.0,0.0,0.0,417.0,417.0,858.0,858.0,537.0,537.0,0.0,0.0,1184.0,1184.0,513.0,513.0,1812.0,1812.0,93371.0,93371.0,391947.0,391947.0,154169.0,154169.0,639487.0,639487.0,63390.0,63390.0,344.0,344.0,23.0,23.0,1650.0,1650.0,463.0,463.0,1225.0,1225.0,22.0,22.0,1084.0,1084.0,1955.0,1955.0,23244.0,23244.0,140588.0,140588.0,5741.0,5741.0
0,2020,124.0,124.0,2.0,2.0,659.0,659.0,837.0,837.0,633.0,633.0,0.0,0.0,1406.0,1406.0,601.0,601.0,2131.0,2131.0,102949.0,102949.0,424406.0,424406.0,191145.0,191145.0,718500.0,718500.0,66794.0,66794.0,553.0,553.0,-145.0,-145.0,1169.0,1169.0,773.0,773.0,1853.0,1853.0,109.0,109.0,1284.0,1284.0,1922.0,1922.0,27003.0,27003.0,147154.0,147154.0,7872.0,7872.0
0,2021,168.0,168.0,0.0,0.0,776.0,776.0,926.0,926.0,707.0,707.0,0.0,0.0,1563.0,1563.0,678.0,678.0,2409.0,2409.0,112667.0,112667.0,470195.0,470195.0,216260.0,216260.0,799122.0,799122.0,89068.0,89068.0,501.0,501.0,-108.0,-108.0,862.0,862.0,2080.0,2080.0,472.0,472.0,54.0,54.0,1610.0,1610.0,1249.0,1249.0,30363.0,30363.0,195507.0,195507.0,10281.0,10281.0
0,2022,111.0,111.0,0.0,0.0,709.0,709.0,897.0,897.0,684.0,684.0,1.0,1.0,1522.0,1522.0,658.0,658.0,2291.0,2291.0,110099.0,110099.0,486323.0,486323.0,238022.0,238022.0,834444.0,834444.0,126605.0,126605.0,-146.0,-146.0,-79.0,-79.0,237.0,237.0,225.0,225.0,1343.0,1343.0,-92.0,-92.0,373.0,373.0,1407.0,1407.0,31997.0,31997.0,275252.0,275252.0,12572.0,12572.0
0,2023,162.0,162.0,0.0,0.0,1086.0,1086.0,1177.0,1177.0,751.0,751.0,13.0,13.0,2137.0,2137.0,728.0,728.0,3027.0,3027.0,116071.0,116071.0,525523.0,525523.0,305183.0,305183.0,946777.0,946777.0,89574.0,89574.0,321.0,321.0,152.0,152.0,1724.0,1724.0,1603.0,1603.0,2783.0,2783.0,-200.0,-200.0,1907.0,1907.0,3834.0,3834.0,38059.0,38059.0,193927.0,193927.0,15599.0,15599.0
0,2024,320.0,320.0,0.0,0.0,1540.0,1540.0,1190.0,1190.0,957.0,957.0,92.0,92.0,2523.0,2523.0,936.0,936.0,3779.0,3779.0,130203.0,130203.0,560705.0,560705.0,384026.0,384026.0,1074934.0,1074934.0,77130.0,77130.0,322.0,322.0,131.0,131.0,1328.0,1328.0,1220.0,1220.0,2837.0,2837.0,1.0,1.0,1312.0,1312.0,3883.0,3883.0,43576.0,43576.0,167395.0,167395.0,19378.0,19378.0
0,2025,373.0,322.0,2.0,0.0,2156.0,1757.0,1530.0,832.0,1105.0,1104.0,115.0,44.0,3446.0,2305.0,1089.0,1110.0,4908.0,3737.0,143561.0,140278.0,594402.0,550016.0,458781.0,507412.0,1196744.0,1197706.0,77258.0,76844.0,465.0,460.0,64.0,255.0,1723.0,1654.0,1322.0,551.0,3158.0,3285.0,-48.0,-74.0,1771.0,-1087.0,3983.0,6298.0,49795.0,49247.0,167395.0,167395.0,24286.0,23115.0
0,2026,395.0,389.0,8.0,5.0,2636.0,2038.0,1567.0,637.0,1271.0,1245.0,53.0,3.0,3881.0,2134.0,1259.0,1405.0,5535.0,3928.0,156858.0,152469.0,626755.0,544048.0,529283.0,619139.0,1312896.0,1315656.0,77398.0,76037.0,411.0,428.0,192.0,239.0,1493.0,1704.0,1039.0,793.0,2868.0,2920.0,-74.0,-27.0,1484.0,-595.0,3623.0,5796.0,55313.0,54876.0,167395.0,167395.0,29821.0,27043.0
0,2027,365.0,412.0,2.0,9.0,3232.0,2350.0,1723.0,595.0,1403.0,1361.0,1.0,1.0,4588.0,2200.0,1408.0,1704.0,6361.0,4316.0,169054.0,160755.0,657350.0,544500.0,596877.0,723007.0,1423281.0,1428262.0,77021.0,75602.0,494.0,262.0,127.0,226.0,2072.0,1506.0,833.0,1311.0,3117.0,2751.0,-5.0,-15.0,1813.0,47.0,3837.0,5470.0,61457.0,60655.0,167395.0,167395.0,36182.0,31359.0
0,2028,442.0,490.0,8.0,14.0,3848.0,2665.0,1867.0,836.0,1559.0,1532.0,5.0,3.0,5277.0,2341.0,1568.0,2219.0,7287.0,5050.0,181260.0,169806.0,685558.0,545007.0,660086.0,818973.0,1526904.0,1533786.0,78554.0,77653.0,426.0,272.0,149.0,42.0,1853.0,1616.0,1233.0,1042.0,1992.0,2318.0,2.0,13.0,2079.0,232.0,2724.0,4527.0,66686.0,65686.0,167395.0,167395.0,43469.0,36409.0
0,2029,512.0,552.0,21.0,14.0,4694.0,3145.0,1998.0,1045.0,1631.0,1637.0,4.0,4.0,6149.0,2578.0,1687.0,2715.0,8348.0,5845.0,193279.0,178517.0,711255.0,545089.0,720359.0,911178.0,1624893.0,1634784.0,78993.0,77740.0,377.0,279.0,100.0,173.0,2226.0,1137.0,956.0,1171.0,1941.0,1924.0,-28.0,34.0,2064.0,218.0,2754.0,3942.0,71881.0,70125.0,167395.0,167395.0,51817.0,42254.0
0,2030,552.0,541.0,43.0,18.0,5418.0,3596.0,2104.0,1390.0,1835.0,1864.0,6.0,9.0,6969.0,2788.0,1885.0,3548.0,9406.0,6877.0,204879.0,186487.0,734688.0,544791.0,777921.0,998793.0,1717488.0,1730071.0,79477.0,78694.0,443.0,262.0,155.0,186.0,2266.0,1996.0,855.0,1304.0,1602.0,1299.0,32.0,-28.0,2138.0,681.0,2329.0,3814.0,76791.0,74882.0,167395.0,167395.0,61223.0,49131.0
0,2031,721.0,656.0,46.0,25.0,6072.0,4039.0,2390.0,1713.0,2046.0,2042.0,11.0,7.0,7713.0,2879.0,2131.0,4291.0,10565.0,7826.0,216127.0,193874.0,756098.0,545779.0,832443.0,1081273.0,1804668.0,1820926.0,80122.0,79148.0,504.0,327.0,216.0,270.0,2180.0,995.0,444.0,796.0,1932.0,1888.0,-2.0,29.0,1990.0,-352.0,2276.0,4003.0,81561.0,78860.0,167395.0,167395.0,71788.0,56957.0
0,2032,834.0,733.0,54.0,26.0,6773.0,4610.0,2531.0,2013.0,2206.0,2232.0,6.0,12.0,8422.0,3066.0,2314.0,5094.0,11570.0,8893.0,226996.0,202092.0,774833.0,557024.0,884603.0,1146457.0,1886432.0,1905573.0,80286.0,80753.0,155.0,305.0,97.0,-8.0,2467.0,1664.0,807.0,692.0,1842.0,2285.0,39.0,-30.0,2407.0,749.0,2690.0,3549.0,86813.0,83463.0,167395.0,167395.0,83358.0,65850.0
0,2033,899.0,745.0,83.0,19.0,7516.0,5131.0,2735.0,2118.0,2396.0,2343.0,7.0,3.0,9252.0,3271.0,2586.0,5598.0,12737.0,9614.0,237218.0,208697.0,791923.0,568885.0,935304.0,1210651.0,1964445.0,1988233.0,79877.0,79623.0,686.0,377.0,117.0,208.0,2042.0,1532.0,1026.0,849.0,1004.0,478.0,-29.0,50.0,1877.0,863.0,1597.0,1877.0,90973.0,86580.0,167395.0,167395.0,96095.0,75464.0
0,2034,1024.0,801.0,88.0,20.0,8225.0,5973.0,2950.0,2136.0,2399.0,2431.0,7.0,6.0,9978.0,3533.0,2667.0,6232.0,13669.0,10566.0,247292.0,214751.0,806668.0,580441.0,985899.0,1272655.0,2039859.0,2067847.0,79252.0,79820.0,260.0,-45.0,91.0,131.0,1916.0,1301.0,783.0,540.0,437.0,928.0,-3.0,-51.0,2139.0,369.0,825.0,2525.0,94197.0,89429.0,167395.0,167395.0,109764.0,86030.0
0,2035,1083.0,859.0,137.0,36.0,8865.0,6481.0,3285.0,2419.0,2500.0,2478.0,14.0,5.0,10903.0,3697.0,2815.0,6863.0,14801.0,11419.0,256740.0,220218.0,818873.0,591309.0,1034744.0,1332743.0,2110357.0,2144270.0,79043.0,79741.0,424.0,403.0,191.0,116.0,2564.0,1591.0,953.0,367.0,1420.0,1203.0,-3.0,-7.0,2628.0,705.0,2073.0,2162.0,99322.0,92699.0,167395.0,167395.0,124565.0,97449.0
0,2036,1268.0,935.0,197.0,44.0,9415.0,6976.0,3457.0,2653.0,2676.0,2622.0,9.0,4.0,11435.0,3950.0,3051.0,7414.0,15754.0,12299.0,266065.0,226194.0,828653.0,600767.0,1082436.0,1389595.0,2177154.0,2216556.0,78986.0,80308.0,263.0,281.0,87.0,90.0,1928.0,1885.0,842.0,643.0,890.0,901.0,11.0,51.0,2190.0,646.0,1305.0,2643.0,103080.0,96269.0,167395.0,167395.0,140319.0,109748.0
0,2037,1393.0,943.0,216.0,38.0,9718.0,7440.0,3659.0,2692.0,2586.0,2688.0,14.0,10.0,11800.0,4157.0,3000.0,7768.0,16193.0,12868.0,274754.0,231542.0,836751.0,612498.0,1126929.0,1439779.0,2238434.0,2283819.0,80356.0,82343.0,588.0,260.0,230.0,158.0,1696.0,1349.0,1065.0,427.0,1125.0,1075.0,31.0,-21.0,2089.0,741.0,1470.0,1987.0,107227.0,99257.0,167395.0,167395.0,156512.0,122616.0
0,2038,1528.0,1055.0,261.0,50.0,9885.0,8108.0,3838.0,2978.0,2745.0,2796.0,21.0,8.0,11960.0,4646.0,3262.0,8239.0,16750.0,13940.0,283099.0,236843.0,842569.0,624785.0,1169371.0,1486162.0,2295039.0,2347790.0,81328.0,82819.0,450.0,146.0,159.0,94.0,1795.0,949.0,540.0,236.0,1212.0,1504.0,-3.0,33.0,1559.0,802.0,1694.0,1868.0,110930.0,102073.0,167395.0,167395.0,173262.0,136556.0
0,2039,1627.0,1105.0,308.0,62.0,9942.0,8494.0,4029.0,3093.0,2804.0,2833.0,16.0,4.0,12132.0,4803.0,3340.0,8578.0,17099.0,14486.0,290642.0,241375.0,847225.0,637148.0,1210523.0,1529857.0,2348390.0,2408380.0,81571.0,83228.0,411.0,236.0,50.0,172.0,1353.0,1426.0,834.0,958.0,752.0,404.0,22.0,12.0,1479.0,1029.0,1121.0,1707.0,113941.0,105045.0,167395.0,167395.0,190361.0,151042.0
0,2040,1722.0,1170.0,358.0,82.0,9663.0,8940.0,4291.0,3262.0,2982.0,3124.0,9.0,6.0,11960.0,5110.0,3621.0,9134.0,17303.0,15414.0,298214.0,246251.0,849981.0,648374.0,1249618.0,1570884.0,2397813.0,2465509.0,81760.0,83737.0,419.0,95.0,155.0,157.0,1287.0,1307.0,1028.0,390.0,1272.0,1097.0,-3.0,1.0,1559.0,785.0,1761.0,2072.0,117680.0,107997.0,167395.0,167395.0,207664.0,166456.0
1,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38435.0,38435.0,93635.0,93635.0,73307.0,73307.0,205377.0,205377.0,63898.0,63898.0,1702.0,1702.0,0.0,0.0,562.0,562.0,7570.0,7570.0,3.0,3.0,0.0,0.0,2609.0,2609.0,3824.0,3824.0,8135.0,8135.0,140986.0,140986.0,0.0,0.0
1,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36002.0,36002.0,107200.0,107200.0,66596.0,66596.0,209798.0,209798.0,67916.0,67916.0,42.0,42.0,0.0,0.0,259.0,259.0,-135.0,-135.0,80.0,80.0,0.0,0.0,304.0,304.0,-142.0,-142.0,8339.0,8339.0,150263.0,150263.0,0.0,0.0
1,2011,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,23.0,24.0,24.0,32858.0,32858.0,125922.0,125922.0,63059.0,63059.0,221839.0,221839.0,63455.0,63455.0,-129.0,-129.0,0.0,0.0,352.0,352.0,-536.0,-536.0,279.0,279.0,0.0,0.0,507.0,507.0,-283.0,-283.0,8434.0,8434.0,139300.0,139300.0,24.0,24.0
1,2012,39.0,39.0,0.0,0.0,0.0,0.0,138.0,138.0,2.0,2.0,0.0,0.0,25.0,25.0,76.0,76.0,140.0,140.0,32195.0,32195.0,141990.0,141990.0,55697.0,55697.0,229882.0,229882.0,65130.0,65130.0,-51.0,-51.0,0.0,0.0,390.0,390.0,-765.0,-765.0,491.0,491.0,0.0,0.0,352.0,352.0,-185.0,-185.0,8550.0,8550.0,144647.0,144647.0,164.0,164.0
1,2013,60.0,60.0,0.0,0.0,7.0,7.0,226.0,226.0,7.0,7.0,0.0,0.0,138.0,138.0,42.0,42.0,240.0,240.0,30903.0,30903.0,154162.0,154162.0,49754.0,49754.0,234819.0,234819.0,72522.0,72522.0,13.0,13.0,0.0,0.0,221.0,221.0,-762.0,-762.0,1107.0,1107.0,0.0,0.0,395.0,395.0,158.0,158.0,9116.0,9116.0,161269.0,161269.0,404.0,404.0
1,2014,53.0,53.0,0.0,0.0,16.0,16.0,202.0,202.0,28.0,28.0,0.0,0.0,164.0,164.0,29.0,29.0,246.0,246.0,34831.0,34831.0,176806.0,176806.0,47144.0,47144.0,258781.0,258781.0,68137.0,68137.0,-16.0,-16.0,3.0,3.0,591.0,591.0,-1316.0,-1316.0,802.0,802.0,24.0,24.0,70.0,70.0,50.0,50.0,9220.0,9220.0,151359.0,151359.0,650.0,650.0
1,2015,74.0,74.0,0.0,0.0,58.0,58.0,191.0,191.0,77.0,77.0,0.0,0.0,183.0,183.0,69.0,69.0,326.0,326.0,42553.0,42553.0,210345.0,210345.0,58706.0,58706.0,311604.0,311604.0,64825.0,64825.0,179.0,179.0,85.0,85.0,1001.0,1001.0,-352.0,-352.0,1348.0,1348.0,110.0,110.0,1041.0,1041.0,972.0,972.0,11412.0,11412.0,143952.0,143952.0,976.0,976.0
1,2016,220.0,220.0,0.0,0.0,85.0,85.0,451.0,451.0,175.0,175.0,0.0,0.0,320.0,320.0,171.0,171.0,711.0,711.0,53857.0,53857.0,263880.0,263880.0,89436.0,89436.0,407173.0,407173.0,62982.0,62982.0,304.0,304.0,152.0,152.0,1168.0,1168.0,300.0,300.0,1541.0,1541.0,98.0,98.0,1070.0,1070.0,1885.0,1885.0,14671.0,14671.0,140350.0,140350.0,1687.0,1687.0
1,2017,123.0,123.0,0.0,0.0,158.0,158.0,503.0,503.0,314.0,314.0,0.0,0.0,557.0,557.0,295.0,295.0,975.0,975.0,67905.0,67905.0,308037.0,308037.0,109701.0,109701.0,485643.0,485643.0,62412.0,62412.0,490.0,490.0,255.0,255.0,937.0,937.0,740.0,740.0,786.0,786.0,247.0,247.0,1300.0,1300.0,1175.0,1175.0,17636.0,17636.0,139605.0,139605.0,2662.0,2662.0
1,2018,43.0,43.0,0.0,0.0,287.0,287.0,541.0,541.0,392.0,392.0,0.0,0.0,820.0,820.0,357.0,357.0,1220.0,1220.0,84149.0,84149.0,347653.0,347653.0,121853.0,121853.0,553655.0,553655.0,62463.0,62463.0,523.0,523.0,120.0,120.0,1314.0,1314.0,596.0,596.0,178.0,178.0,231.0,231.0,1282.0,1282.0,634.0,634.0,20075.0,20075.0,139482.0,139482.0,3882.0,3882.0
1,2019,143.0,143.0,1.0,1.0,416.0,416.0,950.0,950.0,588.0,588.0,0.0,0.0,1263.0,1263.0,549.0,549.0,1955.0,1955.0,92767.0,92767.0,393518.0,393518.0,153808.0,153808.0,640093.0,640093.0,63343.0,63343.0,406.0,406.0,-2.0,-2.0,1216.0,1216.0,560.0,560.0,1319.0,1319.0,66.0,66.0,851.0,851.0,1902.0,1902.0,23234.0,23234.0,140588.0,140588.0,5837.0,5837.0
1,2020,116.0,116.0,0.0,0.0,651.0,651.0,829.0,829.0,634.0,634.0,0.0,0.0,1395.0,1395.0,603.0,603.0,2114.0,2114.0,102757.0,102757.0,425874.0,425874.0,190858.0,190858.0,719489.0,719489.0,66672.0,66672.0,321.0,321.0,-149.0,-149.0,1041.0,1041.0,785.0,785.0,1772.0,1772.0,59.0,59.0,1222.0,1222.0,1965.0,1965.0,26742.0,26742.0,147154.0,147154.0,7951.0,7951.0
1,2021,170.0,170.0,0.0,0.0,794.0,794.0,930.0,930.0,675.0,675.0,0.0,0.0,1585.0,1585.0,644.0,644.0,2399.0,2399.0,112800.0,112800.0,471537.0,471537.0,216290.0,216290.0,800627.0,800627.0,88698.0,88698.0,706.0,706.0,-101.0,-101.0,915.0,915.0,1946.0,1946.0,621.0,621.0,94.0,94.0,1603.0,1603.0,1166.0,1166.0,30217.0,30217.0,195507.0,195507.0,10350.0,10350.0
1,2022,134.0,134.0,0.0,0.0,728.0,728.0,954.0,954.0,685.0,685.0,0.0,0.0,1574.0,1574.0,659.0,659.0,2367.0,2367.0,110174.0,110174.0,488184.0,488184.0,238060.0,238060.0,836418.0,836418.0,126262.0,126262.0,-26.0,-26.0,-38.0,-38.0,481.0,481.0,336.0,336.0,998.0,998.0,-123.0,-123.0,468.0,468.0,1212.0,1212.0,31871.0,31871.0,275252.0,275252.0,12717.0,12717.0
1,2023,163.0,163.0,0.0,0.0,1112.0,1112.0,1216.0,1216.0,753.0,753.0,12.0,12.0,2194.0,2194.0,736.0,736.0,3093.0,3093.0,116364.0,116364.0,527762.0,527762.0,305061.0,305061.0,949187.0,949187.0,89732.0,89732.0,30.0,30.0,110.0,110.0,1640.0,1640.0,1318.0,1318.0,2679.0,2679.0,-153.0,-153.0,1666.0,1666.0,3898.0,3898.0,37465.0,37465.0,193927.0,193927.0,15810.0,15810.0
1,2024,290.0,290.0,0.0,0.0,1528.0,1528.0,1236.0,1236.0,910.0,910.0,94.0,94.0,2593.0,2593.0,885.0,885.0,3768.0,3768.0,130354.0,130354.0,563241.0,563241.0,383386.0,383386.0,1076981.0,1076981.0,77035.0,77035.0,607.0,607.0,128.0,128.0,1512.0,1512.0,1459.0,1459.0,3468.0,3468.0,2.0,2.0,1728.0,1728.0,4234.0,4234.0,44034.0,44034.0,167395.0,167395.0,19578.0,19578.0
1,2025,376.0,320.0,0.0,0.0,2071.0,1692.0,1611.0,853.0,1052.0,1043.0,113.0,42.0,3427.0,2265.0,1044.0,1045.0,4847.0,3630.0,143758.0,140580.0,596958.0,552439.0,457838.0,506771.0,1198554.0,1199790.0,77409.0,76939.0,399.0,207.0,194.0,320.0,1325.0,1424.0,1436.0,484.0,2903.0,2960.0,-11.0,-107.0,1546.0,-1341.0,3902.0,6215.0,49881.0,49115.0,167395.0,167395.0,24425.0,23208.0
1,2026,370.0,359.0,1.0,5.0,2697.0,2026.0,1528.0,649.0,1250.0,1255.0,49.0,6.0,3917.0,2170.0,1238.0,1412.0,5525.0,3941.0,156558.0,152373.0,629157.0,546599.0,528968.0,619075.0,1314683.0,1318047.0,77421.0,75973.0,370.0,477.0,123.0,172.0,1939.0,1667.0,712.0,687.0,2746.0,3027.0,-88.0,-35.0,1617.0,-653.0,3445.0,5694.0,55313.0,54633.0,167395.0,167395.0,29950.0,27149.0
1,2027,358.0,405.0,5.0,8.0,3256.0,2291.0,1746.0,589.0,1324.0,1335.0,1.0,7.0,4659.0,2168.0,1315.0,1657.0,6332.0,4230.0,168897.0,160987.0,659998.0,547186.0,596467.0,722391.0,1425362.0,1430564.0,76923.0,75689.0,462.0,344.0,104.0,182.0,1891.0,1725.0,971.0,1498.0,3036.0,2563.0,-54.0,56.0,1745.0,262.0,3741.0,5418.0,61261.0,60657.0,167395.0,167395.0,36282.0,31379.0
1,2028,474.0,504.0,12.0,14.0,3941.0,2683.0,1956.0,878.0,1544.0,1528.0,8.0,4.0,5412.0,2376.0,1575.0,2227.0,7461.0,5107.0,180753.0,170028.0,688249.0,547367.0,659839.0,818997.0,1528841.0,1536392.0,78230.0,77376.0,571.0,288.0,119.0,254.0,2277.0,1385.0,1305.0,1166.0,2231.0,2248.0,-39.0,-51.0,2064.0,309.0,3258.0,4405.0,67154.0,65659.0,167395.0,167395.0,43743.0,36486.0
1,2029,498.0,523.0,33.0,21.0,4642.0,3121.0,2004.0,1117.0,1754.0,1704.0,6.0,2.0,6119.0,2593.0,1822.0,2849.0,8439.0,5965.0,192723.0,178697.0,714085.0,547405.0,720484.0,911164.0,1627292.0,1637266.0,78944.0,77802.0,271.0,284.0,159.0,109.0,1698.0,1473.0,912.0,1182.0,1499.0,1694.0,46.0,70.0,1980.0,195.0,2063.0,4049.0,71468.0,70187.0,167395.0,167395.0,52182.0,42451.0
1,2030,531.0,544.0,47.0,25.0,5405.0,3613.0,2126.0,1420.0,1921.0,1977.0,5.0,6.0,6980.0,2747.0,1993.0,3750.0,9504.0,7041.0,204305.0,186865.0,737441.0,547457.0,778261.0,998450.0,1720007.0,1732772.0,79447.0,78631.0,498.0,345.0,143.0,138.0,2254.0,1522.0,1042.0,1188.0,1805.0,1735.0,-11.0,-44.0,2167.0,139.0,2568.0,4055.0,76701.0,74726.0,167395.0,167395.0,61686.0,49492.0
1,2031,764.0,704.0,60.0,19.0,6191.0,4114.0,2358.0,1806.0,2048.0,2111.0,15.0,4.0,7742.0,2824.0,2166.0,4526.0,10672.0,8054.0,215447.0,193892.0,758794.0,547517.0,832861.0,1081623.0,1807102.0,1823032.0,80073.0,79348.0,411.0,136.0,169.0,107.0,2438.0,1299.0,422.0,881.0,1899.0,2197.0,66.0,45.0,2109.0,306.0,2474.0,4087.0,81695.0,79255.0,167395.0,167395.0,72358.0,57546.0
1,2032,786.0,710.0,73.0,27.0,6757.0,4567.0,2429.0,1925.0,2121.0,2126.0,10.0,8.0,8353.0,3029.0,2251.0,4914.0,11390.0,8653.0,226158.0,202025.0,777989.0,558826.0,885015.0,1146713.0,1889162.0,1907564.0,80282.0,80742.0,463.0,424.0,75.0,182.0,2016.0,1942.0,1042.0,826.0,1711.0,1435.0,-18.0,-51.0,2086.0,596.0,2277.0,3314.0,86521.0,83589.0,167395.0,167395.0,83748.0,66199.0
