run_index,seed,final_cumul_aged_out_unc,final_cumul_exited_unc,final_cumul_visas_unc,final_cumul_conversions_unc,final_backlog_total_unc,final_aged_out_India_unc,final_exited_India_unc,final_backlog_India_unc,final_ageout_pct_India_unc,final_aged_out_China_unc,final_exited_China_unc,final_backlog_China_unc,final_ageout_pct_China_unc,final_aged_out_Other_unc,final_exited_Other_unc,final_backlog_Other_unc,final_ageout_pct_Other_unc,final_aged_out_EB1_unc,final_exited_EB1_unc,final_aged_out_EB2_unc,final_exited_EB2_unc,final_aged_out_EB3_unc,final_exited_EB3_unc,final_aged_out_EB4_unc,final_exited_EB4_unc,final_aged_out_EB5_unc,final_exited_EB5_unc,final_cumul_aged_out_cap,final_cumul_exited_cap,final_cumul_visas_cap,final_cumul_conversions_cap,final_backlog_total_cap,final_aged_out_India_cap,final_exited_India_cap,final_backlog_India_cap,final_ageout_pct_India_cap,final_aged_out_China_cap,final_exited_China_cap,final_backlog_China_cap,final_ageout_pct_China_cap,final_aged_out_Other_cap,final_exited_Other_cap,final_backlog_Other_cap,final_ageout_pct_Other_cap,final_aged_out_EB1_cap,final_exited_EB1_cap,final_aged_out_EB2_cap,final_exited_EB2_cap,final_aged_out_EB3_cap,final_exited_EB3_cap,final_aged_out_EB4_cap,final_exited_EB4_cap,final_aged_out_EB5_cap,final_exited_EB5_cap,diff_aged_out_India,diff_exited_India,diff_backlog_India,diff_ageout_pct_India,diff_aged_out_China,diff_exited_China,diff_backlog_China,diff_ageout_pct_China,diff_aged_out_Other,diff_exited_Other,diff_backlog_Other,diff_ageout_pct_Other,diff_aged_out_EB1,diff_exited_EB1,diff_aged_out_EB2,diff_exited_EB2,diff_aged_out_EB3,diff_exited_EB3,diff_aged_out_EB4,diff_exited_EB4,diff_aged_out_EB5,diff_exited_EB5,diff_backlog_total,diff_cumul_aged_out
26,26,167048.0,1626624.0,5249356.0,2439418.0,2467380.0,66690.0,22270.0,649103.0,39.922656960873525,13223.0,9339.0,246936.0,7.915688903788133,87135.0,76039.0,1571341.0,52.161654135338345,481.0,2921.0,87962.0,37110.0,38674.0,23571.0,39706.0,43437.0,225.0,609.0,208322.0,1697054.0,5249356.0,2436178.0,2400190.0,148924.0,47856.0,851487.0,71.48740891504498,16209.0,12028.0,297701.0,7.78074327243402,43189.0,58255.0,1251002.0,20.731847812521,1820.0,2782.0,114013.0,44936.0,52431.0,26313.0,39652.0,43537.0,406.0,571.0,82234.0,25586.0,202384.0,31.564751954171456,2986.0,2689.0,50765.0,-0.1349456313541122,-43946.0,-17784.0,-320339.0,-31.429806322817345,1339.0,-139.0,26051.0,7826.0,13757.0,2742.0,-54.0,100.0,181.0,-38.0,-67190.0,41274.0
27,27,167492.0,1626881.0,5249356.0,2439265.0,2467276.0,66829.0,22467.0,648536.0,39.89981611062021,13215.0,9608.0,246924.0,7.889929071239223,87448.0,76275.0,1571816.0,52.21025481814057,438.0,3120.0,88230.0,37397.0,38649.0,23765.0,39965.0,43434.0,210.0,634.0,208402.0,1698779.0,5249356.0,2435892.0,2398751.0,148991.0,47549.0,850331.0,71.49211619850098,16101.0,11980.0,297595.0,7.725933532307751,43310.0,57795.0,1250825.0,20.781950269191274,1789.0,2798.0,113972.0,44557.0,52455.0,25988.0,39806.0,43414.0,380.0,567.0,82162.0,25082.0,201795.0,31.592300087880773,2886.0,2372.0,50671.0,-0.16399553893147178,-44138.0,-18480.0,-320991.0,-31.428304548949296,1351.0,-322.0,25742.0,7160.0,13806.0,2223.0,-159.0,-20.0,170.0,-67.0,-68525.0,40910.0
28,28,166429.0,1626074.0,5249356.0,2440697.0,2466651.0,66360.0,22126.0,648299.0,39.87285869650121,13365.0,9249.0,246588.0,8.03045142373024,86704.0,76089.0,1571764.0,52.09668987976855,449.0,2958.0,87397.0,37002.0,38713.0,23550.0,39605.0,43366.0,265.0,588.0,208010.0,1698045.0,5249356.0,2437811.0,2397566.0,148764.0,47974.0,849927.0,71.51771549444739,16279.0,11964.0,297731.0,7.82606605451661,42967.0,58299.0,1249908.0,20.656218451036008,1847.0,2871.0,114009.0,45037.0,52245.0,26111.0,39457.0,43641.0,452.0,577.0,82404.0,25848.0,201628.0,31.644856797946176,2914.0,2715.0,51143.0,-0.2043853692136297,-43737.0,-17790.0,-321856.0,-31.44047142873254,1398.0,-87.0,26612.0,8035.0,13532.0,2561.0,-148.0,275.0,187.0,-11.0,-69085.0,41581.0
29,29,167093.0,1624608.0,5249356.0,2440141.0,2468673.0,66278.0,22023.0,650330.0,39.66533607033209,13349.0,9310.0,246635.0,7.988964229500937,87466.0,76366.0,1571708.0,52.345699700166975,479.0,3070.0,87525.0,37181.0,38971.0,23602.0,39883.0,43279.0,235.0,567.0,208547.0,1696393.0,5249356.0,2437334.0,2399695.0,148602.0,47378.0,851778.0,71.25587996950328,16516.0,11813.0,297612.0,7.919557701621217,43429.0,57705.0,1250305.0,20.824562328875505,1850.0,2812.0,113831.0,44351.0,52543.0,26053.0,39890.0,43100.0,433.0,580.0,82324.0,25355.0,201448.0,31.590543899171195,3167.0,2503.0,50977.0,-0.06940652787971935,-44037.0,-18661.0,-321403.0,-31.52113737129147,1371.0,-258.0,26306.0,7170.0,13572.0,2451.0,7.0,-179.0,198.0,13.0,-68978.0,41454.0
30,30,166689.0,1626887.0,5249356.0,2439632.0,2466903.0,66077.0,22234.0,649583.0,39.64088812099179,13329.0,9374.0,246015.0,7.996328491982075,87283.0,76079.0,1571305.0,52.36278338702614,476.0,3178.0,87598.0,36968.0,38585.0,23616.0,39752.0,43314.0,278.0,611.0,208608.0,1697953.0,5249356.0,2436759.0,2398710.0,149318.0,47666.0,852381.0,71.57827120724038,16462.0,11667.0,297778.0,7.891356036201872,42828.0,58117.0,1248551.0,20.530372756557753,1881.0,2799.0,114256.0,44523.0,52671.0,26164.0,39348.0,43402.0,452.0,562.0,83241.0,25432.0,202798.0,31.937383086248587,3133.0,2293.0,51763.0,-0.10497245578020298,-44455.0,-17962.0,-322754.0,-31.832410630468388,1405.0,-379.0,26658.0,7555.0,14086.0,2548.0,-404.0,88.0,174.0,-49.0,-68193.0,41919.0
31,31,167813.0,1625140.0,5249356.0,2439536.0,2468746.0,66941.0,21769.0,650523.0,39.89023496391817,13469.0,9376.0,245995.0,8.02619582511486,87403.0,76145.0,1572228.0,52.08356921096697,446.0,3070.0,88175.0,36727.0,39077.0,23579.0,39888.0,43310.0,227.0,604.0,209385.0,1696566.0,5249356.0,2437407.0,2399449.0,149732.0,47515.0,852118.0,71.5103756238508,16487.0,11716.0,297247.0,7.874011987487164,43166.0,57823.0,1250084.0,20.615612388662033,1845.0,2790.0,114473.0,44354.0,52876.0,25853.0,39767.0,43479.0,424.0,578.0,82791.0,25746.0,201595.0,31.620140659932638,3018.0,2340.0,51252.0,-0.15218383762769516,-44237.0,-18322.0,-322144.0,-31.467956822304938,1399.0,-280.0,26298.0,7627.0,13799.0,2274.0,-121.0,169.0,197.0,-26.0,-69297.0,41572.0
32,32,167421.0,1626240.0,5249356.0,2439710.0,2467472.0,66269.0,22463.0,650298.0,39.58225073318162,13354.0,9426.0,246744.0,7.976299269506215,87798.0,76069.0,1570430.0,52.44144999731216,488.0,3040.0,88198.0,37388.0,38597.0,23763.0,39903.0,43151.0,235.0,616.0,208348.0,1698771.0,5249356.0,2436446.0,2398205.0,148771.0,47438.0,851786.0,71.40505308426287,16403.0,11727.0,298039.0,7.872885748843282,43174.0,57773.0,1248380.0,20.72206116689385,1870.0,2723.0,114160.0,44508.0,52180.0,25793.0,39730.0,43358.0,408.0,556.0,82502.0,24975.0,201488.0,31.822802351081258,3049.0,2301.0,51295.0,-0.10341352066293297,-44624.0,-18296.0,-322050.0,-31.71938883041831,1382.0,-317.0,25962.0,7120.0,13583.0,2030.0,-173.0,207.0,173.0,-60.0,-69267.0,40927.0
33,33,167315.0,1625606.0,5249356.0,2439286.0,2468530.0,66389.0,21818.0,649762.0,39.679048501329824,13319.0,9425.0,247107.0,7.960433912082001,87607.0,75891.0,1571661.0,52.36051758658817,470.0,3031.0,87855.0,36834.0,38953.0,23400.0,39797.0,43274.0,240.0,595.0,208376.0,1698092.0,5249356.0,2436443.0,2398887.0,148695.0,47784.0,851233.0,71.3589856797328,16350.0,11878.0,298411.0,7.846393058701578,43331.0,57645.0,1249243.0,20.79462126156563,1787.0,2833.0,113789.0,44741.0,52655.0,26152.0,39719.0,43015.0,426.0,566.0,82306.0,25966.0,201471.0,31.679937178402973,3031.0,2453.0,51304.0,-0.11404085338042336,-44276.0,-18246.0,-322418.0,-31.565896325022543,1317.0,-198.0,25934.0,7907.0,13702.0,2752.0,-78.0,-259.0,186.0,-29.0,-69643.0,41061.0
34,34,166813.0,1624606.0,5249356.0,2441408.0,2467408.0,65891.0,22047.0,649202.0,39.499919071055615,13095.0,9254.0,246516.0,7.850107605522352,87827.0,76184.0,1571690.0,52.64997332342204,501.0,3069.0,87299.0,36852.0,38739.0,23529.0,40049.0,43396.0,225.0,639.0,207967.0,1696559.0,5249356.0,2439182.0,2397681.0,148372.0,47654.0,849764.0,71.3440113094866,16219.0,11951.0,297688.0,7.7988334687714875,43376.0,57817.0,1250229.0,20.857155221741912,1785.0,2833.0,113456.0,44664.0,52548.0,26266.0,39763.0,43041.0,415.0,618.0,82481.0,25607.0,200562.0,31.84409223843099,3124.0,2697.0,51172.0,-0.05127413675086423,-44451.0,-18367.0,-321461.0,-31.792818101680126,1284.0,-236.0,26157.0,7812.0,13809.0,2737.0,-286.0,-355.0,190.0,-21.0,-69727.0,41154.0
35,35,166287.0,1625788.0,5249356.0,2440471.0,2467163.0,65900.0,22141.0,649335.0,39.63027777276636,13572.0,9446.0,246511.0,8.16179256345956,86815.0,76444.0,1571317.0,52.207929663774074,492.0,3037.0,87209.0,37373.0,38782.0,23536.0,39563.0,43488.0,241.0,597.0,208670.0,1696857.0,5249356.0,2437342.0,2399223.0,149102.0,47528.0,851358.0,71.4534911582882,16654.0,11873.0,298020.0,7.981022667369531,42914.0,57892.0,1249845.0,20.56548617434226,1952.0,2768.0,114182.0,44747.0,52711.0,25890.0,39393.0,43313.0,432.0,575.0,83202.0,25387.0,202023.0,31.82321338552184,3082.0,2427.0,51509.0,-0.18076989609002947,-43901.0,-18552.0,-321472.0,-31.642443489431813,1460.0,-269.0,26973.0,7374.0,13929.0,2354.0,-170.0,-175.0,191.0,-22.0,-67940.0,42383.0
36,36,166232.0,1625554.0,5249356.0,2439348.0,2468520.0,66177.0,21914.0,650482.0,39.81002454401078,13265.0,9463.0,245919.0,7.979811347995573,86790.0,75852.0,1572119.0,52.21016410799365,481.0,3019.0,87009.0,36964.0,38650.0,23615.0,39855.0,43064.0,237.0,567.0,208680.0,1696638.0,5249356.0,2437200.0,2399584.0,149203.0,47559.0,851122.0,71.49846655165804,16410.0,11884.0,297131.0,7.863714778608395,43067.0,57772.0,1251331.0,20.637818669733562,1782.0,2840.0,114169.0,44745.0,52602.0,25843.0,39687.0,43189.0,440.0,598.0,83026.0,25645.0,200640.0,31.68844200764726,3145.0,2421.0,51212.0,-0.11609656938717716,-43723.0,-18080.0,-320788.0,-31.572345438260086,1301.0,-179.0,27160.0,7781.0,13952.0,2228.0,-168.0,125.0,203.0,31.0,-68936.0,42448.0
37,37,166904.0,1625350.0,5249356.0,2439610.0,2468462.0,66792.0,22256.0,648890.0,40.01821406317404,13366.0,9502.0,246608.0,8.008196328428317,86746.0,75702.0,1572964.0,51.97358960839764,482.0,3091.0,87693.0,37239.0,38513.0,23446.0,39950.0,43072.0,266.0,612.0,209521.0,1696262.0,5249356.0,2436873.0,2400287.0,150016.0,47278.0,851927.0,71.59950553882427,16317.0,11809.0,297817.0,7.787763517738079,43188.0,57967.0,1250543.0,20.61273094343765,1905.0,2808.0,114548.0,44461.0,52795.0,25904.0,39791.0,43313.0,482.0,568.0,83224.0,25022.0,203037.0,31.581291475650232,2951.0,2307.0,51209.0,-0.22043281069023823,-43558.0,-17735.0,-322421.0,-31.360858664959988,1423.0,-283.0,26855.0,7222.0,14282.0,2458.0,-159.0,241.0,216.0,-44.0,-68175.0,42617.0
38,38,166780.0,1625933.0,5249356.0,2438897.0,2468592.0,66110.0,21868.0,649632.0,39.63904544909462,13468.0,9481.0,246960.0,8.075308790022785,87202.0,76246.0,1572000.0,52.2856457608826,497.0,3113.0,87687.0,36703.0,38703.0,23519.0,39630.0,43649.0,263.0,611.0,208603.0,1697602.0,5249356.0,2436434.0,2399386.0,148829.0,47606.0,851126.0,71.34557029381169,16684.0,11708.0,298065.0,7.9979674309573685,43090.0,57816.0,1250195.0,20.65646227523094,1857.0,2738.0,114345.0,44682.0,52480.0,25999.0,39445.0,43142.0,476.0,569.0,82719.0,25738.0,201494.0,31.706524844717073,3216.0,2227.0,51105.0,-0.07734135906541617,-44112.0,-18430.0,-321805.0,-31.629183485651662,1360.0,-375.0,26658.0,7979.0,13777.0,2480.0,-185.0,-507.0,213.0,-42.0,-69206.0,41823.0
39,39,166353.0,1625153.0,5249356.0,2439619.0,2468650.0,66157.0,21818.0,649889.0,39.76904534333616,13438.0,9513.0,246129.0,8.078002801271994,86758.0,76154.0,1572632.0,52.15295185539185,467.0,2987.0,87298.0,36818.0,38678.0,23746.0,39676.0,43318.0,234.0,616.0,208291.0,1696161.0,5249356.0,2436455.0,2400806.0,148917.0,47503.0,851771.0,71.49468772054482,16488.0,12014.0,297588.0,7.915848500415285,42886.0,57787.0,1251447.0,20.5894637790399,1922.0,2815.0,114264.0,44756.0,52253.0,26156.0,39439.0,43003.0,413.0,574.0,82760.0,25685.0,201882.0,31.725642377208658,3050.0,2501.0,51459.0,-0.16215430085670945,-43872.0,-18367.0,-321185.0,-31.56348807635195,1455.0,-172.0,26966.0,7938.0,13575.0,2410.0,-237.0,-315.0,179.0,-42.0,-67844.0,41938.0
40,40,166304.0,1625262.0,5249356.0,2440764.0,2467396.0,66185.0,22055.0,648847.0,39.797599576678856,13067.0,9455.0,246644.0,7.8572974793149895,87052.0,75463.0,1571905.0,52.34510294400616,474.0,3037.0,87202.0,36840.0,38668.0,23172.0,39720.0,43375.0,240.0,549.0,207313.0,1697630.0,5249356.0,2437436.0,2398356.0,148647.0,47649.0,850289.0,71.70172637509467,15993.0,11853.0,297478.0,7.714422153941142,42673.0,57704.0,1250589.0,20.583851470964195,1807.0,2708.0,113640.0,44601.0,52292.0,26335.0,39137.0,43002.0,437.0,560.0,82462.0,25594.0,201442.0,31.90412679841581,2926.0,2398.0,50834.0,-0.14287532537384706,-44379.0,-17759.0,-321316.0,-31.761251473041963,1333.0,-329.0,26438.0,7761.0,13624.0,3163.0,-583.0,-373.0,197.0,11.0,-69040.0,41009.0
41,41,166755.0,1624815.0,5249356.0,2441366.0,2467241.0,65951.0,22022.0,649466.0,39.549638691493506,13283.0,9423.0,245672.0,7.965578243530929,87521.0,75960.0,1572103.0,52.484783064975566,466.0,3042.0,87336.0,36997.0,38740.0,23508.0,39993.0,43261.0,220.0,597.0,208222.0,1696652.0,5249356.0,2438019.0,2398751.0,148622.0,47435.0,851284.0,71.37670371046288,16243.0,11605.0,296869.0,7.800808752197174,43357.0,57911.0,1250598.0,20.822487537339953,1869.0,2790.0,113496.0,44317.0,52795.0,25918.0,39684.0,43403.0,378.0,523.0,82671.0,25413.0,201818.0,31.82706501896937,2960.0,2182.0,51197.0,-0.16476949133375474,-44164.0,-18049.0,-321505.0,-31.662295527635614,1403.0,-252.0,26160.0,7320.0,14055.0,2410.0,-309.0,142.0,158.0,-74.0,-68490.0,41467.0
42,42,166175.0,1626494.0,5249356.0,2440448.0,2466480.0,66093.0,22075.0,650107.0,39.77313073567023,13271.0,9442.0,246055.0,7.986159169550173,86811.0,75675.0,1570318.0,52.2407100947796,480.0,3086.0,87145.0,36940.0,38716.0,23577.0,39586.0,42946.0,248.0,643.0,207866.0,1698161.0,5249356.0,2437077.0,2398184.0,148686.0,47763.0,852488.0,71.52973550267961,16475.0,11748.0,297772.0,7.92577910769438,42705.0,58034.0,1247924.0,20.544485389626008,1928.0,2731.0,113679.0,44854.0,52589.0,25983.0,39243.0,43402.0,427.0,575.0,82593.0,25688.0,202381.0,31.756604767009385,3204.0,2306.0,51717.0,-0.06038006185579281,-44106.0,-17641.0,-322394.0,-31.696224705153593,1448.0,-355.0,26534.0,7914.0,13873.0,2406.0,-343.0,456.0,179.0,-68.0,-68296.0,41691.0
43,43,167225.0,1623723.0,5249356.0,2440386.0,2469313.0,66607.0,22129.0,649915.0,39.830766930781884,13393.0,9340.0,246981.0,8.008969950665271,87225.0,75835.0,1572417.0,52.16026311855285,495.0,3112.0,87578.0,36820.0,38998.0,23540.0,39871.0,43223.0,283.0,609.0,208677.0,1696400.0,5249356.0,2437753.0,2399269.0,149201.0,47017.0,851973.0,71.49853601498967,16499.0,11839.0,297576.0,7.90647747475764,42977.0,57674.0,1249720.0,20.59498651025269,1832.0,2740.0,114402.0,44035.0,52305.0,25924.0,39661.0,43278.0,477.0,553.0,82594.0,24888.0,202058.0,31.667769084207784,3106.0,2499.0,50595.0,-0.10249247590763133,-44248.0,-18161.0,-322697.0,-31.56527660830016,1337.0,-372.0,26824.0,7215.0,13307.0,2384.0,-210.0,55.0,194.0,-56.0,-70044.0,41452.0
44,44,167351.0,1624393.0,5249356.0,2439387.0,2469642.0,67000.0,21890.0,650121.0,40.03561376986095,13163.0,9428.0,246697.0,7.8655042395922345,87188.0,75793.0,1572824.0,52.098881990546815,453.0,3021.0,87936.0,36615.0,39030.0,23568.0,39681.0,43269.0,251.0,638.0,209548.0,1695208.0,5249356.0,2437225.0,2400989.0,150027.0,47678.0,851383.0,71.59552942523909,16362.0,11939.0,298788.0,7.808234867428943,43159.0,58064.0,1250818.0,20.59623570733197,1854.0,2783.0,114345.0,44639.0,53219.0,26294.0,39654.0,43404.0,476.0,561.0,83027.0,25788.0,201262.0,31.55991565537814,3199.0,2511.0,52091.0,-0.057269372163291976,-44029.0,-17729.0,-322006.0,-31.502646283214844,1401.0,-238.0,26409.0,8024.0,14189.0,2726.0,-27.0,135.0,225.0,-77.0,-68653.0,42197.0
45,45,166956.0,1624192.0,5249356.0,2440272.0,2468958.0,66519.0,21913.0,650177.0,39.84223388198088,13360.0,9411.0,246194.0,8.002108339921895,87077.0,75617.0,1572587.0,52.15565777809722,510.0,3086.0,87730.0,36899.0,38634.0,23658.0,39843.0,42701.0,239.0,597.0,208642.0,1695186.0,5249356.0,2437402.0,2400834.0,149274.0,47457.0,852334.0,71.54551816029371,16362.0,11857.0,298087.0,7.842141083770286,43006.0,57458.0,1250413.0,20.612340755936007,1864.0,2824.0,114528.0,44418.0,52212.0,25888.0,39612.0,43011.0,426.0,631.0,82755.0,25544.0,202157.0,31.70328427831283,3002.0,2446.0,51893.0,-0.15996725615160923,-44071.0,-18159.0,-322174.0,-31.543317022161215,1354.0,-262.0,26798.0,7519.0,13578.0,2230.0,-231.0,310.0,187.0,34.0,-68124.0,41686.0
46,46,167050.0,1623295.0,5249356.0,2440866.0,2469261.0,66507.0,22217.0,649985.0,39.81263094881772,13396.0,9407.0,245603.0,8.01915594133493,87147.0,75550.0,1573673.0,52.16821310984735,428.0,3063.0,87702.0,36986.0,38981.0,23586.0,39685.0,42970.0,254.0,569.0,208971.0,1694899.0,5249356.0,2438364.0,2400159.0,149469.0,47249.0,852178.0,71.52619262959932,16394.0,11869.0,297486.0,7.845107694369075,43108.0,57955.0,1250495.0,20.6286996760316,1807.0,2760.0,114495.0,44348.0,52696.0,26257.0,39518.0,43146.0,455.0,562.0,82962.0,25032.0,202193.0,31.713561680781602,2998.0,2462.0,51883.0,-0.17404824696585486,-44039.0,-17595.0,-323178.0,-31.53951343381575,1379.0,-303.0,26793.0,7362.0,13715.0,2671.0,-167.0,176.0,201.0,-7.0,-69102.0,41921.0
47,47,168049.0,1625740.0,5249356.0,2439201.0,2468481.0,66786.0,21982.0,650430.0,39.74198001773292,13324.0,9419.0,246663.0,7.9286398609929245,87939.0,75822.0,1571388.0,52.329380121274156,464.0,2991.0,88346.0,37068.0,39022.0,23808.0,39990.0,42790.0,227.0,566.0,209081.0,1696618.0,5249356.0,2435198.0,2401606.0,149217.0,47398.0,850845.0,71.3680343981519,16466.0,11821.0,298849.0,7.87541670453078,43398.0,57972.0,1251912.0,20.75654889731731,1862.0,2860.0,114466.0,44475.0,52606.0,25847.0,39740.0,43413.0,407.0,596.0,82431.0,25416.0,200415.0,31.626054380418985,3142.0,2402.0,52186.0,-0.053223156462144594,-44541.0,-17850.0,-319476.0,-31.572831223956847,1398.0,-131.0,26120.0,7407.0,13584.0,2039.0,-250.0,623.0,180.0,30.0,-66875.0,41032.0
48,48,167365.0,1624133.0,5249356.0,2440903.0,2468386.0,66588.0,21912.0,650912.0,39.786096256684495,13298.0,9409.0,245892.0,7.945508320138619,87479.0,75729.0,1571582.0,52.26839542317689,440.0,2913.0,87757.0,36961.0,38891.0,23437.0,40046.0,43184.0,231.0,555.0,209039.0,1695581.0,5249356.0,2438286.0,2399555.0,149108.0,47706.0,851761.0,71.33023024411713,16522.0,11747.0,297489.0,7.903788288309837,43409.0,57785.0,1250305.0,20.765981467573038,1764.0,2757.0,114061.0,44738.0,52911.0,26069.0,39877.0,43076.0,426.0,598.0,82520.0,25794.0,200849.0,31.544133987432637,3224.0,2338.0,51597.0,-0.041720031828782034,-44070.0,-17944.0,-321277.0,-31.502413955603853,1324.0,-156.0,26304.0,7777.0,14020.0,2632.0,-169.0,-108.0,195.0,43.0,-68831.0,41674.0
49,49,167337.0,1625937.0,5249356.0,2439756.0,2467729.0,66399.0,21967.0,649438.0,39.67980781297621,13343.0,9352.0,246018.0,7.973729659310254,87595.0,76354.0,1572273.0,52.346462527713534,486.0,3094.0,87808.0,36902.0,39117.0,23610.0,39679.0,43496.0,247.0,571.0,208221.0,1696956.0,5249356.0,2437404.0,2399062.0,148731.0,47680.0,851103.0,71.42939472963822,16243.0,11994.0,297655.0,7.800846216279818,43247.0,57694.0,1250304.0,20.769759054081963,1814.0,2847.0,113703.0,44606.0,52532.0,26063.0,39739.0,43286.0,433.0,566.0,82332.0,25713.0,201665.0,31.74958691666201,2900.0,2642.0,51637.0,-0.172883443030436,-44348.0,-18660.0,-321969.0,-31.57670347363157,1328.0,-247.0,25895.0,7704.0,13415.0,2453.0,60.0,-210.0,186.0,-5.0,-68667.0,40884.0
