dimension,group,difference_backlog_start_2025,difference_new_principal_records,difference_principal_conversions,difference_principal_exits,difference_backlog_end_2040,accounting_residual,case,role,seed
category,EB-2,0,0,-8144,26121,-17977,0,catchall_60_65,primary,2057
category,EB-3,0,0,10468,-4040,-6428,0,catchall_60_65,primary,2057
category,EB-4,0,0,-2642,-615,3257,0,catchall_60_65,primary,2057
category,EB-5,0,0,-477,394,83,0,catchall_60_65,primary,2057
joint,EB-1 / India,0,0,-39453,3909,35544,0,catchall_60_65,primary,2057
joint,EB-1 / China,0,0,-28601,3741,24860,0,catchall_60_65,primary,2057
joint,EB-1 / ROW,0,0,64833,-8471,-56362,0,catchall_60_65,primary,2057
joint,EB-2 / India,0,0,-280583,92401,188182,0,catchall_60_65,primary,2057
joint,EB-2 / China,0,0,-13376,822,12554,0,catchall_60_65,primary,2057
joint,EB-2 / ROW,0,0,285815,-67102,-218713,0,catchall_60_65,primary,2057
joint,EB-3 / India,0,0,-157034,52535,104499,0,catchall_60_65,primary,2057
joint,EB-3 / China,0,0,-18555,4903,13652,0,catchall_60_65,primary,2057
joint,EB-3 / ROW,0,0,186057,-61478,-124579,0,catchall_60_65,primary,2057
joint,EB-4 / India,0,0,3332,-1215,-2117,0,catchall_60_65,primary,2057
joint,EB-4 / China,0,0,3373,-1029,-2344,0,catchall_60_65,primary,2057
joint,EB-4 / ROW,0,0,-9347,1629,7718,0,catchall_60_65,primary,2057
joint,EB-5 / India,0,0,-2114,218,1896,0,catchall_60_65,primary,2057
joint,EB-5 / China,0,0,-6697,1184,5513,0,catchall_60_65,primary,2057
joint,EB-5 / ROW,0,0,8334,-1008,-7326,0,catchall_60_65,primary,2057
overall,All,0,0,-3773,20583,-16810,0,catchall_60_65,primary,2058
nationality,India,0,0,-475276,147660,327616,0,catchall_60_65,primary,2058
nationality,China,0,0,-63704,8755,54949,0,catchall_60_65,primary,2058
nationality,ROW,0,0,535207,-135832,-399375,0,catchall_60_65,primary,2058
category,EB-1,0,0,-3217,-746,3963,0,catchall_60_65,primary,2058
category,EB-2,0,0,-8485,26347,-17862,0,catchall_60_65,primary,2058
category,EB-3,0,0,10791,-5606,-5185,0,catchall_60_65,primary,2058
category,EB-4,0,0,-2396,102,2294,0,catchall_60_65,primary,2058
category,EB-5,0,0,-466,486,-20,0,catchall_60_65,primary,2058
joint,EB-1 / India,0,0,-39375,3826,35549,0,catchall_60_65,primary,2058
joint,EB-1 / China,0,0,-28492,3860,24632,0,catchall_60_65,primary,2058
joint,EB-1 / ROW,0,0,64650,-8432,-56218,0,catchall_60_65,primary,2058
joint,EB-2 / India,0,0,-280328,92852,187476,0,catchall_60_65,primary,2058
joint,EB-2 / China,0,0,-13765,410,13355,0,catchall_60_65,primary,2058
joint,EB-2 / ROW,0,0,285608,-66915,-218693,0,catchall_60_65,primary,2058
joint,EB-3 / India,0,0,-156917,51908,105009,0,catchall_60_65,primary,2058
joint,EB-3 / China,0,0,-18206,4277,13929,0,catchall_60_65,primary,2058
joint,EB-3 / ROW,0,0,185914,-61791,-124123,0,catchall_60_65,primary,2058
joint,EB-4 / India,0,0,3474,-1165,-2309,0,catchall_60_65,primary,2058
joint,EB-4 / China,0,0,3379,-1047,-2332,0,catchall_60_65,primary,2058
joint,EB-4 / ROW,0,0,-9249,2314,6935,0,catchall_60_65,primary,2058
joint,EB-5 / India,0,0,-2130,239,1891,0,catchall_60_65,primary,2058
joint,EB-5 / China,0,0,-6620,1255,5365,0,catchall_60_65,primary,2058
joint,EB-5 / ROW,0,0,8284,-1008,-7276,0,catchall_60_65,primary,2058
overall,All,0,0,-3368,21736,-18368,0,catchall_60_65,primary,2059
nationality,India,0,0,-475445,147118,328327,0,catchall_60_65,primary,2059
nationality,China,0,0,-64129,9218,54911,0,catchall_60_65,primary,2059
nationality,ROW,0,0,536206,-134600,-401606,0,catchall_60_65,primary,2059
category,EB-1,0,0,-3419,-776,4195,0,catchall_60_65,primary,2059
category,EB-2,0,0,-8378,26386,-18008,0,catchall_60_65,primary,2059
category,EB-3,0,0,11154,-4684,-6470,0,catchall_60_65,primary,2059
category,EB-4,0,0,-2218,452,1766,0,catchall_60_65,primary,2059
category,EB-5,0,0,-507,358,149,0,catchall_60_65,primary,2059
joint,EB-1 / India,0,0,-39865,3951,35914,0,catchall_60_65,primary,2059
joint,EB-1 / China,0,0,-28955,3876,25079,0,catchall_60_65,primary,2059
joint,EB-1 / ROW,0,0,65401,-8603,-56798,0,catchall_60_65,primary,2059
joint,EB-2 / India,0,0,-280376,92687,187689,0,catchall_60_65,primary,2059
joint,EB-2 / China,0,0,-13625,826,12799,0,catchall_60_65,primary,2059
joint,EB-2 / ROW,0,0,285623,-67127,-218496,0,catchall_60_65,primary,2059
joint,EB-3 / India,0,0,-156526,51557,104969,0,catchall_60_65,primary,2059
joint,EB-3 / China,0,0,-18416,4445,13971,0,catchall_60_65,primary,2059
joint,EB-3 / ROW,0,0,186096,-60686,-125410,0,catchall_60_65,primary,2059
joint,EB-4 / India,0,0,3529,-1265,-2264,0,catchall_60_65,primary,2059
joint,EB-4 / China,0,0,3471,-1078,-2393,0,catchall_60_65,primary,2059
joint,EB-4 / ROW,0,0,-9218,2795,6423,0,catchall_60_65,primary,2059
joint,EB-5 / India,0,0,-2207,188,2019,0,catchall_60_65,primary,2059
joint,EB-5 / China,0,0,-6604,1149,5455,0,catchall_60_65,primary,2059
joint,EB-5 / ROW,0,0,8304,-979,-7325,0,catchall_60_65,primary,2059
overall,All,0,0,-3555,21335,-17780,0,catchall_60_65,primary,2060
nationality,India,0,0,-474770,146867,327903,0,catchall_60_65,primary,2060
nationality,China,0,0,-64224,8893,55331,0,catchall_60_65,primary,2060
nationality,ROW,0,0,535439,-134425,-401014,0,catchall_60_65,primary,2060
category,EB-1,0,0,-2838,-674,3512,0,catchall_60_65,primary,2060
category,EB-2,0,0,-8765,26466,-17701,0,catchall_60_65,primary,2060
category,EB-3,0,0,10738,-5571,-5167,0,catchall_60_65,primary,2060
category,EB-4,0,0,-2072,724,1348,0,catchall_60_65,primary,2060
category,EB-5,0,0,-618,390,228,0,catchall_60_65,primary,2060
joint,EB-1 / India,0,0,-39287,3835,35452,0,catchall_60_65,primary,2060
joint,EB-1 / China,0,0,-28423,3988,24435,0,catchall_60_65,primary,2060
joint,EB-1 / ROW,0,0,64872,-8497,-56375,0,catchall_60_65,primary,2060
joint,EB-2 / India,0,0,-280432,92579,187853,0,catchall_60_65,primary,2060
joint,EB-2 / China,0,0,-13861,577,13284,0,catchall_60_65,primary,2060
joint,EB-2 / ROW,0,0,285528,-66690,-218838,0,catchall_60_65,primary,2060
joint,EB-3 / India,0,0,-156311,51539,104772,0,catchall_60_65,primary,2060
joint,EB-3 / China,0,0,-18506,4121,14385,0,catchall_60_65,primary,2060
joint,EB-3 / ROW,0,0,185555,-61231,-124324,0,catchall_60_65,primary,2060
joint,EB-4 / India,0,0,3449,-1263,-2186,0,catchall_60_65,primary,2060
joint,EB-4 / China,0,0,3259,-1050,-2209,0,catchall_60_65,primary,2060
joint,EB-4 / ROW,0,0,-8780,3037,5743,0,catchall_60_65,primary,2060
joint,EB-5 / India,0,0,-2189,177,2012,0,catchall_60_65,primary,2060
joint,EB-5 / China,0,0,-6693,1257,5436,0,catchall_60_65,primary,2060
joint,EB-5 / ROW,0,0,8264,-1044,-7220,0,catchall_60_65,primary,2060
overall,All,0,0,-3944,20864,-16920,0,catchall_60_65,primary,2061
nationality,India,0,0,-474611,147578,327033,0,catchall_60_65,primary,2061
nationality,China,0,0,-64230,8527,55703,0,catchall_60_65,primary,2061
nationality,ROW,0,0,534897,-135241,-399656,0,catchall_60_65,primary,2061
category,EB-1,0,0,-3351,-527,3878,0,catchall_60_65,primary,2061
category,EB-2,0,0,-8506,25894,-17388,0,catchall_60_65,primary,2061
category,EB-3,0,0,10743,-5278,-5465,0,catchall_60_65,primary,2061
category,EB-4,0,0,-2288,349,1939,0,catchall_60_65,primary,2061
category,EB-5,0,0,-542,426,116,0,catchall_60_65,primary,2061
joint,EB-1 / India,0,0,-39741,4036,35705,0,catchall_60_65,primary,2061
joint,EB-1 / China,0,0,-28713,3839,24874,0,catchall_60_65,primary,2061
joint,EB-1 / ROW,0,0,65103,-8402,-56701,0,catchall_60_65,primary,2061
joint,EB-2 / India,0,0,-279454,92433,187021,0,catchall_60_65,primary,2061
joint,EB-2 / China,0,0,-13786,216,13570,0,catchall_60_65,primary,2061
joint,EB-2 / ROW,0,0,284734,-66755,-217979,0,catchall_60_65,primary,2061
joint,EB-3 / India,0,0,-156732,52089,104643,0,catchall_60_65,primary,2061
joint,EB-3 / China,0,0,-18607,4323,14284,0,catchall_60_65,primary,2061
joint,EB-3 / ROW,0,0,186082,-61690,-124392,0,catchall_60_65,primary,2061
joint,EB-4 / India,0,0,3521,-1236,-2285,0,catchall_60_65,primary,2061
joint,EB-4 / China,0,0,3463,-1020,-2443,0,catchall_60_65,primary,2061
joint,EB-4 / ROW,0,0,-9272,2605,6667,0,catchall_60_65,primary,2061
joint,EB-5 / India,0,0,-2205,256,1949,0,catchall_60_65,primary,2061
joint,EB-5 / China,0,0,-6587,1169,5418,0,catchall_60_65,primary,2061
joint,EB-5 / ROW,0,0,8250,-999,-7251,0,catchall_60_65,primary,2061
overall,All,0,0,-2695,20981,-18286,0,catchall_60_65,primary,2062
nationality,India,0,0,-475046,147768,327278,0,catchall_60_65,primary,2062
nationality,China,0,0,-64306,9353,54953,0,catchall_60_65,primary,2062
nationality,ROW,0,0,536657,-136140,-400517,0,catchall_60_65,primary,2062
category,EB-1,0,0,-3465,-410,3875,0,catchall_60_65,primary,2062
category,EB-2,0,0,-7733,26464,-18731,0,catchall_60_65,primary,2062
category,EB-3,0,0,11256,-5212,-6044,0,catchall_60_65,primary,2062
category,EB-4,0,0,-2259,-230,2489,0,catchall_60_65,primary,2062
category,EB-5,0,0,-494,369,125,0,catchall_60_65,primary,2062
joint,EB-1 / India,0,0,-39634,3851,35783,0,catchall_60_65,primary,2062
joint,EB-1 / China,0,0,-28679,4069,24610,0,catchall_60_65,primary,2062
joint,EB-1 / ROW,0,0,64848,-8330,-56518,0,catchall_60_65,primary,2062
joint,EB-2 / India,0,0,-280442,93149,187293,0,catchall_60_65,primary,2062
joint,EB-2 / China,0,0,-13565,513,13052,0,catchall_60_65,primary,2062
joint,EB-2 / ROW,0,0,286274,-67198,-219076,0,catchall_60_65,primary,2062
joint,EB-3 / India,0,0,-156354,51682,104672,0,catchall_60_65,primary,2062
joint,EB-3 / China,0,0,-18744,4669,14075,0,catchall_60_65,primary,2062
joint,EB-3 / ROW,0,0,186354,-61563,-124791,0,catchall_60_65,primary,2062
joint,EB-4 / India,0,0,3559,-1152,-2407,0,catchall_60_65,primary,2062
joint,EB-4 / China,0,0,3395,-1040,-2355,0,catchall_60_65,primary,2062
joint,EB-4 / ROW,0,0,-9213,1962,7251,0,catchall_60_65,primary,2062
joint,EB-5 / India,0,0,-2175,238,1937,0,catchall_60_65,primary,2062
joint,EB-5 / China,0,0,-6713,1142,5571,0,catchall_60_65,primary,2062
joint,EB-5 / ROW,0,0,8394,-1011,-7383,0,catchall_60_65,primary,2062
overall,All,0,0,-3646,21214,-17568,0,catchall_60_65,primary,2063
nationality,India,0,0,-475251,148683,326568,0,catchall_60_65,primary,2063
nationality,China,0,0,-64428,9186,55242,0,catchall_60_65,primary,2063
nationality,ROW,0,0,536033,-136655,-399378,0,catchall_60_65,primary,2063
category,EB-1,0,0,-3155,-789,3944,0,catchall_60_65,primary,2063
category,EB-2,0,0,-8401,27333,-18932,0,catchall_60_65,primary,2063
category,EB-3,0,0,10673,-5092,-5581,0,catchall_60_65,primary,2063
category,EB-4,0,0,-2221,-644,2865,0,catchall_60_65,primary,2063
category,EB-5,0,0,-542,406,136,0,catchall_60_65,primary,2063
joint,EB-1 / India,0,0,-39601,3775,35826,0,catchall_60_65,primary,2063
joint,EB-1 / China,0,0,-28652,3810,24842,0,catchall_60_65,primary,2063
joint,EB-1 / ROW,0,0,65098,-8374,-56724,0,catchall_60_65,primary,2063
joint,EB-2 / India,0,0,-280218,93925,186293,0,catchall_60_65,primary,2063
joint,EB-2 / China,0,0,-13676,803,12873,0,catchall_60_65,primary,2063
joint,EB-2 / ROW,0,0,285493,-67395,-218098,0,catchall_60_65,primary,2063
joint,EB-3 / India,0,0,-156734,51818,104916,0,catchall_60_65,primary,2063
joint,EB-3 / China,0,0,-18705,4423,14282,0,catchall_60_65,primary,2063
joint,EB-3 / ROW,0,0,186112,-61333,-124779,0,catchall_60_65,primary,2063
joint,EB-4 / India,0,0,3479,-1056,-2423,0,catchall_60_65,primary,2063
joint,EB-4 / China,0,0,3359,-1086,-2273,0,catchall_60_65,primary,2063
joint,EB-4 / ROW,0,0,-9059,1498,7561,0,catchall_60_65,primary,2063
joint,EB-5 / India,0,0,-2177,221,1956,0,catchall_60_65,primary,2063
joint,EB-5 / China,0,0,-6754,1236,5518,0,catchall_60_65,primary,2063
joint,EB-5 / ROW,0,0,8389,-1051,-7338,0,catchall_60_65,primary,2063
overall,All,0,0,-2778,59932,-57154,0,catchall_55_60,sensitivity,2014
nationality,India,0,0,-459986,226071,233915,0,catchall_55_60,sensitivity,2014
nationality,China,0,0,-66410,14642,51768,0,catchall_55_60,sensitivity,2014
nationality,ROW,0,0,523618,-180781,-342837,0,catchall_55_60,sensitivity,2014
category,EB-1,0,0,-3575,-3081,6656,0,catchall_55_60,sensitivity,2014
category,EB-2,0,0,-7318,56227,-48909,0,catchall_55_60,sensitivity,2014
category,EB-3,0,0,11580,7618,-19198,0,catchall_55_60,sensitivity,2014
category,EB-4,0,0,-2892,-664,3556,0,catchall_55_60,sensitivity,2014
category,EB-5,0,0,-573,-168,741,0,catchall_55_60,sensitivity,2014
joint,EB-1 / India,0,0,-40135,5940,34195,0,catchall_55_60,sensitivity,2014
joint,EB-1 / China,0,0,-29642,6239,23403,0,catchall_55_60,sensitivity,2014
joint,EB-1 / ROW,0,0,66202,-15260,-50942,0,catchall_55_60,sensitivity,2014
joint,EB-2 / India,0,0,-269950,145194,124756,0,catchall_55_60,sensitivity,2014
joint,EB-2 / China,0,0,-16189,2547,13642,0,catchall_55_60,sensitivity,2014
joint,EB-2 / ROW,0,0,278821,-91514,-187307,0,catchall_55_60,sensitivity,2014
joint,EB-3 / India,0,0,-152031,76172,75859,0,catchall_55_60,sensitivity,2014
joint,EB-3 / China,0,0,-17557,4974,12583,0,catchall_55_60,sensitivity,2014
joint,EB-3 / ROW,0,0,181168,-73528,-107640,0,catchall_55_60,sensitivity,2014
joint,EB-4 / India,0,0,4052,-1609,-2443,0,catchall_55_60,sensitivity,2014
joint,EB-4 / China,0,0,3346,-1182,-2164,0,catchall_55_60,sensitivity,2014
joint,EB-4 / ROW,0,0,-10290,2127,8163,0,catchall_55_60,sensitivity,2014
joint,EB-5 / India,0,0,-1922,374,1548,0,catchall_55_60,sensitivity,2014
joint,EB-5 / China,0,0,-6368,2064,4304,0,catchall_55_60,sensitivity,2014
joint,EB-5 / ROW,0,0,7717,-2606,-5111,0,catchall_55_60,sensitivity,2014
overall,All,0,0,-4109,-14970,19079,0,catchall_65_70,sensitivity,2014
nationality,India,0,0,-477458,83685,393773,0,catchall_65_70,sensitivity,2014
nationality,China,0,0,-65656,6957,58699,0,catchall_65_70,sensitivity,2014
nationality,ROW,0,0,539005,-105612,-433393,0,catchall_65_70,sensitivity,2014
category,EB-1,0,0,-3467,-1540,5007,0,catchall_65_70,sensitivity,2014
category,EB-2,0,0,-8568,-379,8947,0,catchall_65_70,sensitivity,2014
category,EB-3,0,0,10399,-13041,2642,0,catchall_65_70,sensitivity,2014
category,EB-4,0,0,-2051,159,1892,0,catchall_65_70,sensitivity,2014
category,EB-5,0,0,-422,-169,591,0,catchall_65_70,sensitivity,2014
joint,EB-1 / India,0,0,-39511,3059,36452,0,catchall_65_70,sensitivity,2014
joint,EB-1 / China,0,0,-28607,2988,25619,0,catchall_65_70,sensitivity,2014
joint,EB-1 / ROW,0,0,64651,-7587,-57064,0,catchall_65_70,sensitivity,2014
joint,EB-2 / India,0,0,-282629,48235,234394,0,catchall_65_70,sensitivity,2014
joint,EB-2 / China,0,0,-14084,583,13501,0,catchall_65_70,sensitivity,2014
joint,EB-2 / ROW,0,0,288145,-49197,-238948,0,catchall_65_70,sensitivity,2014
joint,EB-3 / India,0,0,-156344,33326,123018,0,catchall_65_70,sensitivity,2014
joint,EB-3 / China,0,0,-19979,4015,15964,0,catchall_65_70,sensitivity,2014
joint,EB-3 / ROW,0,0,186722,-50382,-136340,0,catchall_65_70,sensitivity,2014
joint,EB-4 / India,0,0,3188,-983,-2205,0,catchall_65_70,sensitivity,2014
joint,EB-4 / China,0,0,3346,-1012,-2334,0,catchall_65_70,sensitivity,2014
joint,EB-4 / ROW,0,0,-8585,2154,6431,0,catchall_65_70,sensitivity,2014
joint,EB-5 / India,0,0,-2162,48,2114,0,catchall_65_70,sensitivity,2014
joint,EB-5 / China,0,0,-6332,383,5949,0,catchall_65_70,sensitivity,2014
joint,EB-5 / ROW,0,0,8072,-600,-7472,0,catchall_65_70,sensitivity,2014
overall,All,0,0,-1520,12372,-10852,0,historical_replay,replay,2014
nationality,India,0,0,-458791,137649,321142,0,historical_replay,replay,2014
nationality,China,0,0,-58605,7876,50729,0,historical_replay,replay,2014
nationality,ROW,0,0,515876,-133153,-382723,0,historical_replay,replay,2014
category,EB-1,0,0,-3433,-748,4181,0,historical_replay,replay,2014
category,EB-2,0,0,-7055,20182,-13127,0,historical_replay,replay,2014
category,EB-3,0,0,11494,-7493,-4001,0,historical_replay,replay,2014
category,EB-4,0,0,-2101,-114,2215,0,historical_replay,replay,2014
category,EB-5,0,0,-425,545,-120,0,historical_replay,replay,2014
joint,EB-1 / India,0,0,-39798,3927,35871,0,historical_replay,replay,2014
joint,EB-1 / China,0,0,-28743,3833,24910,0,historical_replay,replay,2014
joint,EB-1 / ROW,0,0,65108,-8508,-56600,0,historical_replay,replay,2014
joint,EB-2 / India,0,0,-269434,86361,183073,0,historical_replay,replay,2014
joint,EB-2 / China,0,0,-11751,256,11495,0,historical_replay,replay,2014
joint,EB-2 / ROW,0,0,274130,-66435,-207695,0,historical_replay,replay,2014
joint,EB-3 / India,0,0,-150669,48266,102403,0,historical_replay,replay,2014
joint,EB-3 / China,0,0,-14773,3484,11289,0,historical_replay,replay,2014
joint,EB-3 / ROW,0,0,176936,-59243,-117693,0,historical_replay,replay,2014
joint,EB-4 / India,0,0,3341,-1201,-2140,0,historical_replay,replay,2014
joint,EB-4 / China,0,0,3525,-1129,-2396,0,historical_replay,replay,2014
joint,EB-4 / ROW,0,0,-8967,2216,6751,0,historical_replay,replay,2014
joint,EB-5 / India,0,0,-2231,296,1935,0,historical_replay,replay,2014
joint,EB-5 / China,0,0,-6863,1432,5431,0,historical_replay,replay,2014
joint,EB-5 / ROW,0,0,8669,-1183,-7486,0,historical_replay,replay,2014
