dimension,group,difference_backlog_start_2025,difference_new_principal_records,difference_principal_conversions,difference_principal_exits,difference_backlog_end_2040,accounting_residual,case,role,seed
category,EB-2,0,0,-8583,26505,-17922,0,catchall_60_65,primary,2028
category,EB-3,0,0,10648,-4223,-6425,0,catchall_60_65,primary,2028
category,EB-4,0,0,-2170,-81,2251,0,catchall_60_65,primary,2028
category,EB-5,0,0,-547,478,69,0,catchall_60_65,primary,2028
joint,EB-1 / India,0,0,-39432,3898,35534,0,catchall_60_65,primary,2028
joint,EB-1 / China,0,0,-28844,3706,25138,0,catchall_60_65,primary,2028
joint,EB-1 / ROW,0,0,64912,-8499,-56413,0,catchall_60_65,primary,2028
joint,EB-2 / India,0,0,-280831,92942,187889,0,catchall_60_65,primary,2028
joint,EB-2 / China,0,0,-13803,520,13283,0,catchall_60_65,primary,2028
joint,EB-2 / ROW,0,0,286051,-66957,-219094,0,catchall_60_65,primary,2028
joint,EB-3 / India,0,0,-156393,51832,104561,0,catchall_60_65,primary,2028
joint,EB-3 / China,0,0,-18420,4827,13593,0,catchall_60_65,primary,2028
joint,EB-3 / ROW,0,0,185461,-60882,-124579,0,catchall_60_65,primary,2028
joint,EB-4 / India,0,0,3467,-1185,-2282,0,catchall_60_65,primary,2028
joint,EB-4 / China,0,0,3283,-1017,-2266,0,catchall_60_65,primary,2028
joint,EB-4 / ROW,0,0,-8920,2121,6799,0,catchall_60_65,primary,2028
joint,EB-5 / India,0,0,-2133,224,1909,0,catchall_60_65,primary,2028
joint,EB-5 / China,0,0,-6700,1258,5442,0,catchall_60_65,primary,2028
joint,EB-5 / ROW,0,0,8286,-1004,-7282,0,catchall_60_65,primary,2028
overall,All,0,0,-4289,20910,-16621,0,catchall_60_65,primary,2029
nationality,India,0,0,-474988,147646,327342,0,catchall_60_65,primary,2029
nationality,China,0,0,-64070,9534,54536,0,catchall_60_65,primary,2029
nationality,ROW,0,0,534769,-136270,-398499,0,catchall_60_65,primary,2029
category,EB-1,0,0,-3196,-617,3813,0,catchall_60_65,primary,2029
category,EB-2,0,0,-8793,26775,-17982,0,catchall_60_65,primary,2029
category,EB-3,0,0,10581,-5501,-5080,0,catchall_60_65,primary,2029
category,EB-4,0,0,-2406,-194,2600,0,catchall_60_65,primary,2029
category,EB-5,0,0,-475,447,28,0,catchall_60_65,primary,2029
joint,EB-1 / India,0,0,-39500,3747,35753,0,catchall_60_65,primary,2029
joint,EB-1 / China,0,0,-28664,4108,24556,0,catchall_60_65,primary,2029
joint,EB-1 / ROW,0,0,64968,-8472,-56496,0,catchall_60_65,primary,2029
joint,EB-2 / India,0,0,-280228,93115,187113,0,catchall_60_65,primary,2029
joint,EB-2 / China,0,0,-13731,799,12932,0,catchall_60_65,primary,2029
joint,EB-2 / ROW,0,0,285166,-67139,-218027,0,catchall_60_65,primary,2029
joint,EB-3 / India,0,0,-156650,51796,104854,0,catchall_60_65,primary,2029
joint,EB-3 / China,0,0,-18681,4528,14153,0,catchall_60_65,primary,2029
joint,EB-3 / ROW,0,0,185912,-61825,-124087,0,catchall_60_65,primary,2029
joint,EB-4 / India,0,0,3543,-1262,-2281,0,catchall_60_65,primary,2029
joint,EB-4 / China,0,0,3428,-1076,-2352,0,catchall_60_65,primary,2029
joint,EB-4 / ROW,0,0,-9377,2144,7233,0,catchall_60_65,primary,2029
joint,EB-5 / India,0,0,-2153,250,1903,0,catchall_60_65,primary,2029
joint,EB-5 / China,0,0,-6422,1175,5247,0,catchall_60_65,primary,2029
joint,EB-5 / ROW,0,0,8100,-978,-7122,0,catchall_60_65,primary,2029
overall,All,0,0,-3666,20199,-16533,0,catchall_60_65,primary,2030
nationality,India,0,0,-474914,146954,327960,0,catchall_60_65,primary,2030
nationality,China,0,0,-63177,9613,53564,0,catchall_60_65,primary,2030
nationality,ROW,0,0,534425,-136368,-398057,0,catchall_60_65,primary,2030
category,EB-1,0,0,-3113,-655,3768,0,catchall_60_65,primary,2030
category,EB-2,0,0,-8677,25823,-17146,0,catchall_60_65,primary,2030
category,EB-3,0,0,10777,-5067,-5710,0,catchall_60_65,primary,2030
category,EB-4,0,0,-2137,-395,2532,0,catchall_60_65,primary,2030
category,EB-5,0,0,-516,493,23,0,catchall_60_65,primary,2030
joint,EB-1 / India,0,0,-39431,3742,35689,0,catchall_60_65,primary,2030
joint,EB-1 / China,0,0,-28372,3854,24518,0,catchall_60_65,primary,2030
joint,EB-1 / ROW,0,0,64690,-8251,-56439,0,catchall_60_65,primary,2030
joint,EB-2 / India,0,0,-280557,92265,188292,0,catchall_60_65,primary,2030
joint,EB-2 / China,0,0,-13463,925,12538,0,catchall_60_65,primary,2030
joint,EB-2 / ROW,0,0,285343,-67367,-217976,0,catchall_60_65,primary,2030
joint,EB-3 / India,0,0,-156478,51941,104537,0,catchall_60_65,primary,2030
joint,EB-3 / China,0,0,-18001,4534,13467,0,catchall_60_65,primary,2030
joint,EB-3 / ROW,0,0,185256,-61542,-123714,0,catchall_60_65,primary,2030
joint,EB-4 / India,0,0,3655,-1213,-2442,0,catchall_60_65,primary,2030
joint,EB-4 / China,0,0,3323,-970,-2353,0,catchall_60_65,primary,2030
joint,EB-4 / ROW,0,0,-9115,1788,7327,0,catchall_60_65,primary,2030
joint,EB-5 / India,0,0,-2103,219,1884,0,catchall_60_65,primary,2030
joint,EB-5 / China,0,0,-6664,1270,5394,0,catchall_60_65,primary,2030
joint,EB-5 / ROW,0,0,8251,-996,-7255,0,catchall_60_65,primary,2030
overall,All,0,0,-3256,21243,-17987,0,catchall_60_65,primary,2031
nationality,India,0,0,-474997,147899,327098,0,catchall_60_65,primary,2031
nationality,China,0,0,-63798,9665,54133,0,catchall_60_65,primary,2031
nationality,ROW,0,0,535539,-136321,-399218,0,catchall_60_65,primary,2031
category,EB-1,0,0,-3279,-641,3920,0,catchall_60_65,primary,2031
category,EB-2,0,0,-8242,27369,-19127,0,catchall_60_65,primary,2031
category,EB-3,0,0,11147,-5408,-5739,0,catchall_60_65,primary,2031
category,EB-4,0,0,-2356,-442,2798,0,catchall_60_65,primary,2031
category,EB-5,0,0,-526,365,161,0,catchall_60_65,primary,2031
joint,EB-1 / India,0,0,-39787,3948,35839,0,catchall_60_65,primary,2031
joint,EB-1 / China,0,0,-28700,3785,24915,0,catchall_60_65,primary,2031
joint,EB-1 / ROW,0,0,65208,-8374,-56834,0,catchall_60_65,primary,2031
joint,EB-2 / India,0,0,-280151,92899,187252,0,catchall_60_65,primary,2031
joint,EB-2 / China,0,0,-13407,1219,12188,0,catchall_60_65,primary,2031
joint,EB-2 / ROW,0,0,285316,-66749,-218567,0,catchall_60_65,primary,2031
joint,EB-3 / India,0,0,-156413,52016,104397,0,catchall_60_65,primary,2031
joint,EB-3 / China,0,0,-18523,4628,13895,0,catchall_60_65,primary,2031
joint,EB-3 / ROW,0,0,186083,-62052,-124031,0,catchall_60_65,primary,2031
joint,EB-4 / India,0,0,3439,-1182,-2257,0,catchall_60_65,primary,2031
joint,EB-4 / China,0,0,3405,-1090,-2315,0,catchall_60_65,primary,2031
joint,EB-4 / ROW,0,0,-9200,1830,7370,0,catchall_60_65,primary,2031
joint,EB-5 / India,0,0,-2085,218,1867,0,catchall_60_65,primary,2031
joint,EB-5 / China,0,0,-6573,1123,5450,0,catchall_60_65,primary,2031
joint,EB-5 / ROW,0,0,8132,-976,-7156,0,catchall_60_65,primary,2031
overall,All,0,0,-3634,21620,-17986,0,catchall_60_65,primary,2032
nationality,India,0,0,-475433,148172,327261,0,catchall_60_65,primary,2032
nationality,China,0,0,-64463,9555,54908,0,catchall_60_65,primary,2032
nationality,ROW,0,0,536262,-136107,-400155,0,catchall_60_65,primary,2032
category,EB-1,0,0,-3249,-760,4009,0,catchall_60_65,primary,2032
category,EB-2,0,0,-8763,27113,-18350,0,catchall_60_65,primary,2032
category,EB-3,0,0,10980,-5180,-5800,0,catchall_60_65,primary,2032
category,EB-4,0,0,-2166,86,2080,0,catchall_60_65,primary,2032
category,EB-5,0,0,-436,361,75,0,catchall_60_65,primary,2032
joint,EB-1 / India,0,0,-39585,3686,35899,0,catchall_60_65,primary,2032
joint,EB-1 / China,0,0,-28854,4010,24844,0,catchall_60_65,primary,2032
joint,EB-1 / ROW,0,0,65190,-8456,-56734,0,catchall_60_65,primary,2032
joint,EB-2 / India,0,0,-280320,93056,187264,0,catchall_60_65,primary,2032
joint,EB-2 / China,0,0,-13680,1104,12576,0,catchall_60_65,primary,2032
joint,EB-2 / ROW,0,0,285237,-67047,-218190,0,catchall_60_65,primary,2032
joint,EB-3 / India,0,0,-156893,52327,104566,0,catchall_60_65,primary,2032
joint,EB-3 / China,0,0,-18827,4390,14437,0,catchall_60_65,primary,2032
joint,EB-3 / ROW,0,0,186700,-61897,-124803,0,catchall_60_65,primary,2032
joint,EB-4 / India,0,0,3376,-1114,-2262,0,catchall_60_65,primary,2032
joint,EB-4 / China,0,0,3336,-1067,-2269,0,catchall_60_65,primary,2032
joint,EB-4 / ROW,0,0,-8878,2267,6611,0,catchall_60_65,primary,2032
joint,EB-5 / India,0,0,-2011,217,1794,0,catchall_60_65,primary,2032
joint,EB-5 / China,0,0,-6438,1118,5320,0,catchall_60_65,primary,2032
joint,EB-5 / ROW,0,0,8013,-974,-7039,0,catchall_60_65,primary,2032
overall,All,0,0,-3944,19463,-15519,0,catchall_60_65,primary,2033
nationality,India,0,0,-475291,146788,328503,0,catchall_60_65,primary,2033
nationality,China,0,0,-63477,8769,54708,0,catchall_60_65,primary,2033
nationality,ROW,0,0,534824,-136094,-398730,0,catchall_60_65,primary,2033
category,EB-1,0,0,-3133,-515,3648,0,catchall_60_65,primary,2033
category,EB-2,0,0,-8750,25598,-16848,0,catchall_60_65,primary,2033
category,EB-3,0,0,10630,-5348,-5282,0,catchall_60_65,primary,2033
category,EB-4,0,0,-2278,-767,3045,0,catchall_60_65,primary,2033
category,EB-5,0,0,-413,495,-82,0,catchall_60_65,primary,2033
joint,EB-1 / India,0,0,-39628,4097,35531,0,catchall_60_65,primary,2033
joint,EB-1 / China,0,0,-28599,3822,24777,0,catchall_60_65,primary,2033
joint,EB-1 / ROW,0,0,65094,-8434,-56660,0,catchall_60_65,primary,2033
joint,EB-2 / India,0,0,-280364,91998,188366,0,catchall_60_65,primary,2033
joint,EB-2 / China,0,0,-13256,275,12981,0,catchall_60_65,primary,2033
joint,EB-2 / ROW,0,0,284870,-66675,-218195,0,catchall_60_65,primary,2033
joint,EB-3 / India,0,0,-156697,51643,105054,0,catchall_60_65,primary,2033
joint,EB-3 / China,0,0,-18540,4524,14016,0,catchall_60_65,primary,2033
joint,EB-3 / ROW,0,0,185867,-61515,-124352,0,catchall_60_65,primary,2033
joint,EB-4 / India,0,0,3554,-1227,-2327,0,catchall_60_65,primary,2033
joint,EB-4 / China,0,0,3469,-1053,-2416,0,catchall_60_65,primary,2033
joint,EB-4 / ROW,0,0,-9301,1513,7788,0,catchall_60_65,primary,2033
joint,EB-5 / India,0,0,-2156,277,1879,0,catchall_60_65,primary,2033
joint,EB-5 / China,0,0,-6551,1201,5350,0,catchall_60_65,primary,2033
joint,EB-5 / ROW,0,0,8294,-983,-7311,0,catchall_60_65,primary,2033
overall,All,0,0,-4045,21231,-17186,0,catchall_60_65,primary,2034
nationality,India,0,0,-476019,148325,327694,0,catchall_60_65,primary,2034
nationality,China,0,0,-63405,9199,54206,0,catchall_60_65,primary,2034
nationality,ROW,0,0,535379,-136293,-399086,0,catchall_60_65,primary,2034
category,EB-1,0,0,-3407,-760,4167,0,catchall_60_65,primary,2034
category,EB-2,0,0,-8509,26696,-18187,0,catchall_60_65,primary,2034
category,EB-3,0,0,10455,-4329,-6126,0,catchall_60_65,primary,2034
category,EB-4,0,0,-2230,-790,3020,0,catchall_60_65,primary,2034
category,EB-5,0,0,-354,414,-60,0,catchall_60_65,primary,2034
joint,EB-1 / India,0,0,-40004,3888,36116,0,catchall_60_65,primary,2034
joint,EB-1 / China,0,0,-28562,3862,24700,0,catchall_60_65,primary,2034
joint,EB-1 / ROW,0,0,65159,-8510,-56649,0,catchall_60_65,primary,2034
joint,EB-2 / India,0,0,-280546,93460,187086,0,catchall_60_65,primary,2034
joint,EB-2 / China,0,0,-13495,630,12865,0,catchall_60_65,primary,2034
joint,EB-2 / ROW,0,0,285532,-67394,-218138,0,catchall_60_65,primary,2034
joint,EB-3 / India,0,0,-156862,52105,104757,0,catchall_60_65,primary,2034
joint,EB-3 / China,0,0,-18386,4636,13750,0,catchall_60_65,primary,2034
joint,EB-3 / ROW,0,0,185703,-61070,-124633,0,catchall_60_65,primary,2034
joint,EB-4 / India,0,0,3556,-1387,-2169,0,catchall_60_65,primary,2034
joint,EB-4 / China,0,0,3369,-1057,-2312,0,catchall_60_65,primary,2034
joint,EB-4 / ROW,0,0,-9155,1654,7501,0,catchall_60_65,primary,2034
joint,EB-5 / India,0,0,-2163,259,1904,0,catchall_60_65,primary,2034
joint,EB-5 / China,0,0,-6331,1128,5203,0,catchall_60_65,primary,2034
joint,EB-5 / ROW,0,0,8140,-973,-7167,0,catchall_60_65,primary,2034
overall,All,0,0,-3211,21744,-18533,0,catchall_60_65,primary,2035
nationality,India,0,0,-475164,147641,327523,0,catchall_60_65,primary,2035
nationality,China,0,0,-63850,8971,54879,0,catchall_60_65,primary,2035
nationality,ROW,0,0,535803,-134868,-400935,0,catchall_60_65,primary,2035
category,EB-1,0,0,-3283,-888,4171,0,catchall_60_65,primary,2035
category,EB-2,0,0,-8537,27374,-18837,0,catchall_60_65,primary,2035
category,EB-3,0,0,11555,-5525,-6030,0,catchall_60_65,primary,2035
category,EB-4,0,0,-2448,316,2132,0,catchall_60_65,primary,2035
category,EB-5,0,0,-498,467,31,0,catchall_60_65,primary,2035
joint,EB-1 / India,0,0,-39706,3738,35968,0,catchall_60_65,primary,2035
joint,EB-1 / China,0,0,-28387,3779,24608,0,catchall_60_65,primary,2035
joint,EB-1 / ROW,0,0,64810,-8405,-56405,0,catchall_60_65,primary,2035
joint,EB-2 / India,0,0,-280393,93789,186604,0,catchall_60_65,primary,2035
joint,EB-2 / China,0,0,-13660,641,13019,0,catchall_60_65,primary,2035
joint,EB-2 / ROW,0,0,285516,-67056,-218460,0,catchall_60_65,primary,2035
joint,EB-3 / India,0,0,-156483,51259,105224,0,catchall_60_65,primary,2035
joint,EB-3 / China,0,0,-18457,4324,14133,0,catchall_60_65,primary,2035
joint,EB-3 / ROW,0,0,186495,-61108,-125387,0,catchall_60_65,primary,2035
joint,EB-4 / India,0,0,3528,-1297,-2231,0,catchall_60_65,primary,2035
joint,EB-4 / China,0,0,3320,-1063,-2257,0,catchall_60_65,primary,2035
joint,EB-4 / ROW,0,0,-9296,2676,6620,0,catchall_60_65,primary,2035
joint,EB-5 / India,0,0,-2110,152,1958,0,catchall_60_65,primary,2035
joint,EB-5 / China,0,0,-6666,1290,5376,0,catchall_60_65,primary,2035
joint,EB-5 / ROW,0,0,8278,-975,-7303,0,catchall_60_65,primary,2035
overall,All,0,0,-4416,21173,-16757,0,catchall_60_65,primary,2036
nationality,India,0,0,-476513,148053,328460,0,catchall_60_65,primary,2036
nationality,China,0,0,-64168,8917,55251,0,catchall_60_65,primary,2036
nationality,ROW,0,0,536265,-135797,-400468,0,catchall_60_65,primary,2036
category,EB-1,0,0,-3220,-762,3982,0,catchall_60_65,primary,2036
category,EB-2,0,0,-9071,26299,-17228,0,catchall_60_65,primary,2036
category,EB-3,0,0,10700,-4916,-5784,0,catchall_60_65,primary,2036
category,EB-4,0,0,-2288,113,2175,0,catchall_60_65,primary,2036
category,EB-5,0,0,-537,439,98,0,catchall_60_65,primary,2036
joint,EB-1 / India,0,0,-39833,3853,35980,0,catchall_60_65,primary,2036
joint,EB-1 / China,0,0,-28856,3948,24908,0,catchall_60_65,primary,2036
joint,EB-1 / ROW,0,0,65469,-8563,-56906,0,catchall_60_65,primary,2036
joint,EB-2 / India,0,0,-280689,92564,188125,0,catchall_60_65,primary,2036
joint,EB-2 / China,0,0,-13829,712,13117,0,catchall_60_65,primary,2036
joint,EB-2 / ROW,0,0,285447,-66977,-218470,0,catchall_60_65,primary,2036
joint,EB-3 / India,0,0,-157333,52540,104793,0,catchall_60_65,primary,2036
joint,EB-3 / China,0,0,-18185,4135,14050,0,catchall_60_65,primary,2036
joint,EB-3 / ROW,0,0,186218,-61591,-124627,0,catchall_60_65,primary,2036
joint,EB-4 / India,0,0,3483,-1154,-2329,0,catchall_60_65,primary,2036
joint,EB-4 / China,0,0,3391,-1037,-2354,0,catchall_60_65,primary,2036
joint,EB-4 / ROW,0,0,-9162,2304,6858,0,catchall_60_65,primary,2036
joint,EB-5 / India,0,0,-2141,250,1891,0,catchall_60_65,primary,2036
joint,EB-5 / China,0,0,-6689,1159,5530,0,catchall_60_65,primary,2036
joint,EB-5 / ROW,0,0,8293,-970,-7323,0,catchall_60_65,primary,2036
overall,All,0,0,-3461,21594,-18133,0,catchall_60_65,primary,2037
nationality,India,0,0,-475272,147151,328121,0,catchall_60_65,primary,2037
nationality,China,0,0,-64594,9237,55357,0,catchall_60_65,primary,2037
nationality,ROW,0,0,536405,-134794,-401611,0,catchall_60_65,primary,2037
category,EB-1,0,0,-3282,-796,4078,0,catchall_60_65,primary,2037
category,EB-2,0,0,-8487,25581,-17094,0,catchall_60_65,primary,2037
category,EB-3,0,0,11228,-4350,-6878,0,catchall_60_65,primary,2037
category,EB-4,0,0,-2443,816,1627,0,catchall_60_65,primary,2037
category,EB-5,0,0,-477,343,134,0,catchall_60_65,primary,2037
joint,EB-1 / India,0,0,-39880,3840,36040,0,catchall_60_65,primary,2037
joint,EB-1 / China,0,0,-28675,3826,24849,0,catchall_60_65,primary,2037
joint,EB-1 / ROW,0,0,65273,-8462,-56811,0,catchall_60_65,primary,2037
joint,EB-2 / India,0,0,-280397,91941,188456,0,catchall_60_65,primary,2037
joint,EB-2 / China,0,0,-13832,943,12889,0,catchall_60_65,primary,2037
joint,EB-2 / ROW,0,0,285742,-67303,-218439,0,catchall_60_65,primary,2037
joint,EB-3 / India,0,0,-156371,52170,104201,0,catchall_60_65,primary,2037
joint,EB-3 / China,0,0,-18748,4401,14347,0,catchall_60_65,primary,2037
joint,EB-3 / ROW,0,0,186347,-60921,-125426,0,catchall_60_65,primary,2037
joint,EB-4 / India,0,0,3475,-1036,-2439,0,catchall_60_65,primary,2037
joint,EB-4 / China,0,0,3392,-1091,-2301,0,catchall_60_65,primary,2037
joint,EB-4 / ROW,0,0,-9310,2943,6367,0,catchall_60_65,primary,2037
joint,EB-5 / India,0,0,-2099,236,1863,0,catchall_60_65,primary,2037
joint,EB-5 / China,0,0,-6731,1158,5573,0,catchall_60_65,primary,2037
joint,EB-5 / ROW,0,0,8353,-1051,-7302,0,catchall_60_65,primary,2037
overall,All,0,0,-4539,21070,-16531,0,catchall_60_65,primary,2038
nationality,India,0,0,-475369,147694,327675,0,catchall_60_65,primary,2038
nationality,China,0,0,-64230,9090,55140,0,catchall_60_65,primary,2038
nationality,ROW,0,0,535060,-135714,-399346,0,catchall_60_65,primary,2038
category,EB-1,0,0,-3507,-832,4339,0,catchall_60_65,primary,2038
category,EB-2,0,0,-8865,26187,-17322,0,catchall_60_65,primary,2038
category,EB-3,0,0,10570,-4363,-6207,0,catchall_60_65,primary,2038
category,EB-4,0,0,-2264,-317,2581,0,catchall_60_65,primary,2038
category,EB-5,0,0,-473,395,78,0,catchall_60_65,primary,2038
joint,EB-1 / India,0,0,-39664,3763,35901,0,catchall_60_65,primary,2038
joint,EB-1 / China,0,0,-28554,3787,24767,0,catchall_60_65,primary,2038
joint,EB-1 / ROW,0,0,64711,-8382,-56329,0,catchall_60_65,primary,2038
joint,EB-2 / India,0,0,-280224,92460,187764,0,catchall_60_65,primary,2038
joint,EB-2 / China,0,0,-13878,374,13504,0,catchall_60_65,primary,2038
joint,EB-2 / ROW,0,0,285237,-66647,-218590,0,catchall_60_65,primary,2038
joint,EB-3 / India,0,0,-156922,52409,104513,0,catchall_60_65,primary,2038
joint,EB-3 / China,0,0,-18601,4786,13815,0,catchall_60_65,primary,2038
joint,EB-3 / ROW,0,0,186093,-61558,-124535,0,catchall_60_65,primary,2038
joint,EB-4 / India,0,0,3505,-1141,-2364,0,catchall_60_65,primary,2038
joint,EB-4 / China,0,0,3399,-1062,-2337,0,catchall_60_65,primary,2038
joint,EB-4 / ROW,0,0,-9168,1886,7282,0,catchall_60_65,primary,2038
joint,EB-5 / India,0,0,-2064,203,1861,0,catchall_60_65,primary,2038
joint,EB-5 / China,0,0,-6596,1205,5391,0,catchall_60_65,primary,2038
joint,EB-5 / ROW,0,0,8187,-1013,-7174,0,catchall_60_65,primary,2038
overall,All,0,0,-3294,19322,-16028,0,catchall_60_65,primary,2039
nationality,India,0,0,-473937,146209,327728,0,catchall_60_65,primary,2039
nationality,China,0,0,-63997,8861,55136,0,catchall_60_65,primary,2039
nationality,ROW,0,0,534640,-135748,-398892,0,catchall_60_65,primary,2039
category,EB-1,0,0,-3210,-835,4045,0,catchall_60_65,primary,2039
category,EB-2,0,0,-8461,25076,-16615,0,catchall_60_65,primary,2039
category,EB-3,0,0,11301,-5362,-5939,0,catchall_60_65,primary,2039
category,EB-4,0,0,-2347,33,2314,0,catchall_60_65,primary,2039
category,EB-5,0,0,-577,410,167,0,catchall_60_65,primary,2039
joint,EB-1 / India,0,0,-39383,3895,35488,0,catchall_60_65,primary,2039
joint,EB-1 / China,0,0,-28696,3861,24835,0,catchall_60_65,primary,2039
joint,EB-1 / ROW,0,0,64869,-8591,-56278,0,catchall_60_65,primary,2039
joint,EB-2 / India,0,0,-280100,91901,188199,0,catchall_60_65,primary,2039
joint,EB-2 / China,0,0,-13703,441,13262,0,catchall_60_65,primary,2039
joint,EB-2 / ROW,0,0,285342,-67266,-218076,0,catchall_60_65,primary,2039
joint,EB-3 / India,0,0,-155792,51507,104285,0,catchall_60_65,primary,2039
joint,EB-3 / China,0,0,-18372,4352,14020,0,catchall_60_65,primary,2039
joint,EB-3 / ROW,0,0,185465,-61221,-124244,0,catchall_60_65,primary,2039
joint,EB-4 / India,0,0,3436,-1291,-2145,0,catchall_60_65,primary,2039
joint,EB-4 / China,0,0,3350,-1042,-2308,0,catchall_60_65,primary,2039
joint,EB-4 / ROW,0,0,-9133,2366,6767,0,catchall_60_65,primary,2039
joint,EB-5 / India,0,0,-2098,197,1901,0,catchall_60_65,primary,2039
joint,EB-5 / China,0,0,-6576,1249,5327,0,catchall_60_65,primary,2039
joint,EB-5 / ROW,0,0,8097,-1036,-7061,0,catchall_60_65,primary,2039
overall,All,0,0,-3360,20982,-17622,0,catchall_60_65,primary,2040
nationality,India,0,0,-475140,147159,327981,0,catchall_60_65,primary,2040
nationality,China,0,0,-63436,8668,54768,0,catchall_60_65,primary,2040
nationality,ROW,0,0,535216,-134845,-400371,0,catchall_60_65,primary,2040
category,EB-1,0,0,-3155,-784,3939,0,catchall_60_65,primary,2040
category,EB-2,0,0,-7666,25455,-17789,0,catchall_60_65,primary,2040
category,EB-3,0,0,10241,-5033,-5208,0,catchall_60_65,primary,2040
category,EB-4,0,0,-2203,932,1271,0,catchall_60_65,primary,2040
category,EB-5,0,0,-577,412,165,0,catchall_60_65,primary,2040
joint,EB-1 / India,0,0,-39969,3882,36087,0,catchall_60_65,primary,2040
joint,EB-1 / China,0,0,-28541,3872,24669,0,catchall_60_65,primary,2040
joint,EB-1 / ROW,0,0,65355,-8538,-56817,0,catchall_60_65,primary,2040
joint,EB-2 / India,0,0,-280030,92132,187898,0,catchall_60_65,primary,2040
joint,EB-2 / China,0,0,-13602,362,13240,0,catchall_60_65,primary,2040
joint,EB-2 / ROW,0,0,285966,-67039,-218927,0,catchall_60_65,primary,2040
joint,EB-3 / India,0,0,-156560,51985,104575,0,catchall_60_65,primary,2040
joint,EB-3 / China,0,0,-18119,4280,13839,0,catchall_60_65,primary,2040
joint,EB-3 / ROW,0,0,184920,-61298,-123622,0,catchall_60_65,primary,2040
joint,EB-4 / India,0,0,3598,-1044,-2554,0,catchall_60_65,primary,2040
joint,EB-4 / China,0,0,3444,-1088,-2356,0,catchall_60_65,primary,2040
joint,EB-4 / ROW,0,0,-9245,3064,6181,0,catchall_60_65,primary,2040
joint,EB-5 / India,0,0,-2179,204,1975,0,catchall_60_65,primary,2040
joint,EB-5 / China,0,0,-6618,1242,5376,0,catchall_60_65,primary,2040
joint,EB-5 / ROW,0,0,8220,-1034,-7186,0,catchall_60_65,primary,2040
overall,All,0,0,-3163,21154,-17991,0,catchall_60_65,primary,2041
nationality,India,0,0,-475172,147958,327214,0,catchall_60_65,primary,2041
nationality,China,0,0,-63657,9378,54279,0,catchall_60_65,primary,2041
nationality,ROW,0,0,535666,-136182,-399484,0,catchall_60_65,primary,2041
category,EB-1,0,0,-3498,-657,4155,0,catchall_60_65,primary,2041
category,EB-2,0,0,-8140,26587,-18447,0,catchall_60_65,primary,2041
category,EB-3,0,0,11267,-5121,-6146,0,catchall_60_65,primary,2041
category,EB-4,0,0,-2278,-93,2371,0,catchall_60_65,primary,2041
category,EB-5,0,0,-514,438,76,0,catchall_60_65,primary,2041
joint,EB-1 / India,0,0,-39403,3761,35642,0,catchall_60_65,primary,2041
joint,EB-1 / China,0,0,-28728,4019,24709,0,catchall_60_65,primary,2041
joint,EB-1 / ROW,0,0,64633,-8437,-56196,0,catchall_60_65,primary,2041
joint,EB-2 / India,0,0,-280349,92985,187364,0,catchall_60_65,primary,2041
joint,EB-2 / China,0,0,-13411,807,12604,0,catchall_60_65,primary,2041
joint,EB-2 / ROW,0,0,285620,-67205,-218415,0,catchall_60_65,primary,2041
joint,EB-3 / India,0,0,-156835,52179,104656,0,catchall_60_65,primary,2041
joint,EB-3 / China,0,0,-18252,4376,13876,0,catchall_60_65,primary,2041
joint,EB-3 / ROW,0,0,186354,-61676,-124678,0,catchall_60_65,primary,2041
joint,EB-4 / India,0,0,3543,-1209,-2334,0,catchall_60_65,primary,2041
joint,EB-4 / China,0,0,3427,-1073,-2354,0,catchall_60_65,primary,2041
joint,EB-4 / ROW,0,0,-9248,2189,7059,0,catchall_60_65,primary,2041
joint,EB-5 / India,0,0,-2128,242,1886,0,catchall_60_65,primary,2041
joint,EB-5 / China,0,0,-6693,1249,5444,0,catchall_60_65,primary,2041
joint,EB-5 / ROW,0,0,8307,-1053,-7254,0,catchall_60_65,primary,2041
overall,All,0,0,-4070,20020,-15950,0,catchall_60_65,primary,2042
nationality,India,0,0,-474538,146952,327586,0,catchall_60_65,primary,2042
nationality,China,0,0,-64129,8910,55219,0,catchall_60_65,primary,2042
nationality,ROW,0,0,534597,-135842,-398755,0,catchall_60_65,primary,2042
category,EB-1,0,0,-3510,-683,4193,0,catchall_60_65,primary,2042
category,EB-2,0,0,-8870,25912,-17042,0,catchall_60_65,primary,2042
category,EB-3,0,0,11089,-5112,-5977,0,catchall_60_65,primary,2042
category,EB-4,0,0,-2187,-523,2710,0,catchall_60_65,primary,2042
category,EB-5,0,0,-592,426,166,0,catchall_60_65,primary,2042
joint,EB-1 / India,0,0,-39334,3800,35534,0,catchall_60_65,primary,2042
joint,EB-1 / China,0,0,-28798,4036,24762,0,catchall_60_65,primary,2042
joint,EB-1 / ROW,0,0,64622,-8519,-56103,0,catchall_60_65,primary,2042
joint,EB-2 / India,0,0,-280147,92384,187763,0,catchall_60_65,primary,2042
joint,EB-2 / China,0,0,-13483,380,13103,0,catchall_60_65,primary,2042
joint,EB-2 / ROW,0,0,284760,-66852,-217908,0,catchall_60_65,primary,2042
joint,EB-3 / India,0,0,-156138,51722,104416,0,catchall_60_65,primary,2042
joint,EB-3 / China,0,0,-18428,4289,14139,0,catchall_60_65,primary,2042
