dimension,group,quantity,policy,value,case,role,seed
joint,EB-1 / India,principal_backlog_2024,Historical,18924.0,catchall_60_65,primary,2026
joint,EB-1 / China,principal_backlog_2024,Historical,12620.0,catchall_60_65,primary,2026
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2026
joint,EB-2 / India,principal_backlog_2024,Historical,392055.0,catchall_60_65,primary,2026
joint,EB-2 / China,principal_backlog_2024,Historical,71498.0,catchall_60_65,primary,2026
joint,EB-2 / ROW,principal_backlog_2024,Historical,44249.0,catchall_60_65,primary,2026
joint,EB-3 / India,principal_backlog_2024,Historical,173410.0,catchall_60_65,primary,2026
joint,EB-3 / China,principal_backlog_2024,Historical,40331.0,catchall_60_65,primary,2026
joint,EB-3 / ROW,principal_backlog_2024,Historical,73436.0,catchall_60_65,primary,2026
joint,EB-4 / India,principal_backlog_2024,Historical,7115.0,catchall_60_65,primary,2026
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2026
joint,EB-4 / ROW,principal_backlog_2024,Historical,294818.0,catchall_60_65,primary,2026
joint,EB-5 / India,principal_backlog_2024,Historical,2132.0,catchall_60_65,primary,2026
joint,EB-5 / China,principal_backlog_2024,Historical,17922.0,catchall_60_65,primary,2026
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2026
overall,All,age21_events_2009_2024,Historical,23074.0,catchall_60_65,primary,2027
overall,All,principal_exits_2009_2024,Historical,240058.0,catchall_60_65,primary,2027
nationality,India,age21_events_2009_2024,Historical,14224.0,catchall_60_65,primary,2027
nationality,India,principal_exits_2009_2024,Historical,96831.0,catchall_60_65,primary,2027
nationality,China,age21_events_2009_2024,Historical,2028.0,catchall_60_65,primary,2027
nationality,China,principal_exits_2009_2024,Historical,32327.0,catchall_60_65,primary,2027
nationality,ROW,age21_events_2009_2024,Historical,6822.0,catchall_60_65,primary,2027
nationality,ROW,principal_exits_2009_2024,Historical,110900.0,catchall_60_65,primary,2027
category,EB-1,age21_events_2009_2024,Historical,3.0,catchall_60_65,primary,2027
category,EB-1,principal_exits_2009_2024,Historical,2364.0,catchall_60_65,primary,2027
category,EB-2,age21_events_2009_2024,Historical,6320.0,catchall_60_65,primary,2027
category,EB-2,principal_exits_2009_2024,Historical,68767.0,catchall_60_65,primary,2027
category,EB-3,age21_events_2009_2024,Historical,9526.0,catchall_60_65,primary,2027
category,EB-3,principal_exits_2009_2024,Historical,84914.0,catchall_60_65,primary,2027
category,EB-4,age21_events_2009_2024,Historical,7015.0,catchall_60_65,primary,2027
category,EB-4,principal_exits_2009_2024,Historical,82109.0,catchall_60_65,primary,2027
category,EB-5,age21_events_2009_2024,Historical,210.0,catchall_60_65,primary,2027
category,EB-5,principal_exits_2009_2024,Historical,1904.0,catchall_60_65,primary,2027
overall,All,principal_backlog_2024,Historical,1147564.0,catchall_60_65,primary,2027
nationality,India,principal_backlog_2024,Historical,593478.0,catchall_60_65,primary,2027
nationality,China,principal_backlog_2024,Historical,142753.0,catchall_60_65,primary,2027
nationality,ROW,principal_backlog_2024,Historical,411333.0,catchall_60_65,primary,2027
category,EB-1,principal_backlog_2024,Historical,31245.0,catchall_60_65,primary,2027
category,EB-2,principal_backlog_2024,Historical,507246.0,catchall_60_65,primary,2027
category,EB-3,principal_backlog_2024,Historical,287316.0,catchall_60_65,primary,2027
category,EB-4,principal_backlog_2024,Historical,301716.0,catchall_60_65,primary,2027
category,EB-5,principal_backlog_2024,Historical,20041.0,catchall_60_65,primary,2027
joint,EB-1 / India,principal_backlog_2024,Historical,18627.0,catchall_60_65,primary,2027
joint,EB-1 / China,principal_backlog_2024,Historical,12618.0,catchall_60_65,primary,2027
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2027
joint,EB-2 / India,principal_backlog_2024,Historical,392496.0,catchall_60_65,primary,2027
joint,EB-2 / China,principal_backlog_2024,Historical,71745.0,catchall_60_65,primary,2027
joint,EB-2 / ROW,principal_backlog_2024,Historical,43005.0,catchall_60_65,primary,2027
joint,EB-3 / India,principal_backlog_2024,Historical,172862.0,catchall_60_65,primary,2027
joint,EB-3 / China,principal_backlog_2024,Historical,40558.0,catchall_60_65,primary,2027
joint,EB-3 / ROW,principal_backlog_2024,Historical,73896.0,catchall_60_65,primary,2027
joint,EB-4 / India,principal_backlog_2024,Historical,7284.0,catchall_60_65,primary,2027
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2027
joint,EB-4 / ROW,principal_backlog_2024,Historical,294432.0,catchall_60_65,primary,2027
joint,EB-5 / India,principal_backlog_2024,Historical,2209.0,catchall_60_65,primary,2027
joint,EB-5 / China,principal_backlog_2024,Historical,17832.0,catchall_60_65,primary,2027
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2027
overall,All,age21_events_2009_2024,Historical,23210.0,catchall_60_65,primary,2028
overall,All,principal_exits_2009_2024,Historical,239057.0,catchall_60_65,primary,2028
nationality,India,age21_events_2009_2024,Historical,14217.0,catchall_60_65,primary,2028
nationality,India,principal_exits_2009_2024,Historical,96423.0,catchall_60_65,primary,2028
nationality,China,age21_events_2009_2024,Historical,2031.0,catchall_60_65,primary,2028
nationality,China,principal_exits_2009_2024,Historical,32097.0,catchall_60_65,primary,2028
nationality,ROW,age21_events_2009_2024,Historical,6962.0,catchall_60_65,primary,2028
nationality,ROW,principal_exits_2009_2024,Historical,110537.0,catchall_60_65,primary,2028
category,EB-1,age21_events_2009_2024,Historical,2.0,catchall_60_65,primary,2028
category,EB-1,principal_exits_2009_2024,Historical,2373.0,catchall_60_65,primary,2028
category,EB-2,age21_events_2009_2024,Historical,6350.0,catchall_60_65,primary,2028
category,EB-2,principal_exits_2009_2024,Historical,68175.0,catchall_60_65,primary,2028
category,EB-3,age21_events_2009_2024,Historical,9495.0,catchall_60_65,primary,2028
category,EB-3,principal_exits_2009_2024,Historical,84739.0,catchall_60_65,primary,2028
category,EB-4,age21_events_2009_2024,Historical,7141.0,catchall_60_65,primary,2028
category,EB-4,principal_exits_2009_2024,Historical,81890.0,catchall_60_65,primary,2028
category,EB-5,age21_events_2009_2024,Historical,222.0,catchall_60_65,primary,2028
category,EB-5,principal_exits_2009_2024,Historical,1880.0,catchall_60_65,primary,2028
overall,All,principal_backlog_2024,Historical,1148934.0,catchall_60_65,primary,2028
nationality,India,principal_backlog_2024,Historical,594600.0,catchall_60_65,primary,2028
nationality,China,principal_backlog_2024,Historical,142745.0,catchall_60_65,primary,2028
nationality,ROW,principal_backlog_2024,Historical,411589.0,catchall_60_65,primary,2028
category,EB-1,principal_backlog_2024,Historical,31400.0,catchall_60_65,primary,2028
category,EB-2,principal_backlog_2024,Historical,507841.0,catchall_60_65,primary,2028
category,EB-3,principal_backlog_2024,Historical,287891.0,catchall_60_65,primary,2028
category,EB-4,principal_backlog_2024,Historical,301792.0,catchall_60_65,primary,2028
category,EB-5,principal_backlog_2024,Historical,20010.0,catchall_60_65,primary,2028
joint,EB-1 / India,principal_backlog_2024,Historical,18620.0,catchall_60_65,primary,2028
joint,EB-1 / China,principal_backlog_2024,Historical,12780.0,catchall_60_65,primary,2028
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2028
joint,EB-2 / India,principal_backlog_2024,Historical,392771.0,catchall_60_65,primary,2028
joint,EB-2 / China,principal_backlog_2024,Historical,71680.0,catchall_60_65,primary,2028
joint,EB-2 / ROW,principal_backlog_2024,Historical,43390.0,catchall_60_65,primary,2028
joint,EB-3 / India,principal_backlog_2024,Historical,173857.0,catchall_60_65,primary,2028
joint,EB-3 / China,principal_backlog_2024,Historical,40458.0,catchall_60_65,primary,2028
joint,EB-3 / ROW,principal_backlog_2024,Historical,73576.0,catchall_60_65,primary,2028
joint,EB-4 / India,principal_backlog_2024,Historical,7169.0,catchall_60_65,primary,2028
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2028
joint,EB-4 / ROW,principal_backlog_2024,Historical,294623.0,catchall_60_65,primary,2028
joint,EB-5 / India,principal_backlog_2024,Historical,2183.0,catchall_60_65,primary,2028
joint,EB-5 / China,principal_backlog_2024,Historical,17827.0,catchall_60_65,primary,2028
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2028
overall,All,age21_events_2009_2024,Historical,23314.0,catchall_60_65,primary,2029
overall,All,principal_exits_2009_2024,Historical,239112.0,catchall_60_65,primary,2029
nationality,India,age21_events_2009_2024,Historical,14220.0,catchall_60_65,primary,2029
nationality,India,principal_exits_2009_2024,Historical,96688.0,catchall_60_65,primary,2029
nationality,China,age21_events_2009_2024,Historical,2067.0,catchall_60_65,primary,2029
nationality,China,principal_exits_2009_2024,Historical,32304.0,catchall_60_65,primary,2029
nationality,ROW,age21_events_2009_2024,Historical,7027.0,catchall_60_65,primary,2029
nationality,ROW,principal_exits_2009_2024,Historical,110120.0,catchall_60_65,primary,2029
category,EB-1,age21_events_2009_2024,Historical,4.0,catchall_60_65,primary,2029
category,EB-1,principal_exits_2009_2024,Historical,2329.0,catchall_60_65,primary,2029
category,EB-2,age21_events_2009_2024,Historical,6332.0,catchall_60_65,primary,2029
category,EB-2,principal_exits_2009_2024,Historical,68491.0,catchall_60_65,primary,2029
category,EB-3,age21_events_2009_2024,Historical,9576.0,catchall_60_65,primary,2029
category,EB-3,principal_exits_2009_2024,Historical,84640.0,catchall_60_65,primary,2029
category,EB-4,age21_events_2009_2024,Historical,7202.0,catchall_60_65,primary,2029
category,EB-4,principal_exits_2009_2024,Historical,81708.0,catchall_60_65,primary,2029
category,EB-5,age21_events_2009_2024,Historical,200.0,catchall_60_65,primary,2029
category,EB-5,principal_exits_2009_2024,Historical,1944.0,catchall_60_65,primary,2029
overall,All,principal_backlog_2024,Historical,1148173.0,catchall_60_65,primary,2029
nationality,India,principal_backlog_2024,Historical,593300.0,catchall_60_65,primary,2029
nationality,China,principal_backlog_2024,Historical,143101.0,catchall_60_65,primary,2029
nationality,ROW,principal_backlog_2024,Historical,411772.0,catchall_60_65,primary,2029
category,EB-1,principal_backlog_2024,Historical,31581.0,catchall_60_65,primary,2029
category,EB-2,principal_backlog_2024,Historical,507469.0,catchall_60_65,primary,2029
category,EB-3,principal_backlog_2024,Historical,287383.0,catchall_60_65,primary,2029
category,EB-4,principal_backlog_2024,Historical,301743.0,catchall_60_65,primary,2029
category,EB-5,principal_backlog_2024,Historical,19997.0,catchall_60_65,primary,2029
joint,EB-1 / India,principal_backlog_2024,Historical,18717.0,catchall_60_65,primary,2029
joint,EB-1 / China,principal_backlog_2024,Historical,12864.0,catchall_60_65,primary,2029
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2029
joint,EB-2 / India,principal_backlog_2024,Historical,391798.0,catchall_60_65,primary,2029
joint,EB-2 / China,principal_backlog_2024,Historical,71951.0,catchall_60_65,primary,2029
joint,EB-2 / ROW,principal_backlog_2024,Historical,43720.0,catchall_60_65,primary,2029
joint,EB-3 / India,principal_backlog_2024,Historical,173793.0,catchall_60_65,primary,2029
joint,EB-3 / China,principal_backlog_2024,Historical,40310.0,catchall_60_65,primary,2029
joint,EB-3 / ROW,principal_backlog_2024,Historical,73280.0,catchall_60_65,primary,2029
joint,EB-4 / India,principal_backlog_2024,Historical,6971.0,catchall_60_65,primary,2029
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2029
joint,EB-4 / ROW,principal_backlog_2024,Historical,294772.0,catchall_60_65,primary,2029
joint,EB-5 / India,principal_backlog_2024,Historical,2021.0,catchall_60_65,primary,2029
joint,EB-5 / China,principal_backlog_2024,Historical,17976.0,catchall_60_65,primary,2029
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2029
overall,All,age21_events_2009_2024,Historical,23229.0,catchall_60_65,primary,2030
overall,All,principal_exits_2009_2024,Historical,239650.0,catchall_60_65,primary,2030
nationality,India,age21_events_2009_2024,Historical,14228.0,catchall_60_65,primary,2030
nationality,India,principal_exits_2009_2024,Historical,96963.0,catchall_60_65,primary,2030
nationality,China,age21_events_2009_2024,Historical,1987.0,catchall_60_65,primary,2030
nationality,China,principal_exits_2009_2024,Historical,32315.0,catchall_60_65,primary,2030
nationality,ROW,age21_events_2009_2024,Historical,7014.0,catchall_60_65,primary,2030
nationality,ROW,principal_exits_2009_2024,Historical,110372.0,catchall_60_65,primary,2030
category,EB-1,age21_events_2009_2024,Historical,3.0,catchall_60_65,primary,2030
category,EB-1,principal_exits_2009_2024,Historical,2250.0,catchall_60_65,primary,2030
category,EB-2,age21_events_2009_2024,Historical,6171.0,catchall_60_65,primary,2030
category,EB-2,principal_exits_2009_2024,Historical,68685.0,catchall_60_65,primary,2030
category,EB-3,age21_events_2009_2024,Historical,9653.0,catchall_60_65,primary,2030
category,EB-3,principal_exits_2009_2024,Historical,85234.0,catchall_60_65,primary,2030
category,EB-4,age21_events_2009_2024,Historical,7191.0,catchall_60_65,primary,2030
category,EB-4,principal_exits_2009_2024,Historical,81565.0,catchall_60_65,primary,2030
category,EB-5,age21_events_2009_2024,Historical,211.0,catchall_60_65,primary,2030
category,EB-5,principal_exits_2009_2024,Historical,1916.0,catchall_60_65,primary,2030
overall,All,principal_backlog_2024,Historical,1148755.0,catchall_60_65,primary,2030
nationality,India,principal_backlog_2024,Historical,594010.0,catchall_60_65,primary,2030
nationality,China,principal_backlog_2024,Historical,141607.0,catchall_60_65,primary,2030
nationality,ROW,principal_backlog_2024,Historical,413138.0,catchall_60_65,primary,2030
category,EB-1,principal_backlog_2024,Historical,30852.0,catchall_60_65,primary,2030
category,EB-2,principal_backlog_2024,Historical,507906.0,catchall_60_65,primary,2030
category,EB-3,principal_backlog_2024,Historical,288005.0,catchall_60_65,primary,2030
category,EB-4,principal_backlog_2024,Historical,301929.0,catchall_60_65,primary,2030
category,EB-5,principal_backlog_2024,Historical,20063.0,catchall_60_65,primary,2030
joint,EB-1 / India,principal_backlog_2024,Historical,18305.0,catchall_60_65,primary,2030
joint,EB-1 / China,principal_backlog_2024,Historical,12547.0,catchall_60_65,primary,2030
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2030
joint,EB-2 / India,principal_backlog_2024,Historical,392559.0,catchall_60_65,primary,2030
joint,EB-2 / China,principal_backlog_2024,Historical,71495.0,catchall_60_65,primary,2030
joint,EB-2 / ROW,principal_backlog_2024,Historical,43852.0,catchall_60_65,primary,2030
joint,EB-3 / India,principal_backlog_2024,Historical,174024.0,catchall_60_65,primary,2030
joint,EB-3 / China,principal_backlog_2024,Historical,39766.0,catchall_60_65,primary,2030
joint,EB-3 / ROW,principal_backlog_2024,Historical,74215.0,catchall_60_65,primary,2030
joint,EB-4 / India,principal_backlog_2024,Historical,6858.0,catchall_60_65,primary,2030
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2030
joint,EB-4 / ROW,principal_backlog_2024,Historical,295071.0,catchall_60_65,primary,2030
joint,EB-5 / India,principal_backlog_2024,Historical,2264.0,catchall_60_65,primary,2030
joint,EB-5 / China,principal_backlog_2024,Historical,17799.0,catchall_60_65,primary,2030
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2030
overall,All,age21_events_2009_2024,Historical,23256.0,catchall_60_65,primary,2031
overall,All,principal_exits_2009_2024,Historical,238983.0,catchall_60_65,primary,2031
nationality,India,age21_events_2009_2024,Historical,14162.0,catchall_60_65,primary,2031
nationality,India,principal_exits_2009_2024,Historical,96175.0,catchall_60_65,primary,2031
nationality,China,age21_events_2009_2024,Historical,2112.0,catchall_60_65,primary,2031
nationality,China,principal_exits_2009_2024,Historical,32410.0,catchall_60_65,primary,2031
nationality,ROW,age21_events_2009_2024,Historical,6982.0,catchall_60_65,primary,2031
nationality,ROW,principal_exits_2009_2024,Historical,110398.0,catchall_60_65,primary,2031
category,EB-1,age21_events_2009_2024,Historical,1.0,catchall_60_65,primary,2031
category,EB-1,principal_exits_2009_2024,Historical,2379.0,catchall_60_65,primary,2031
category,EB-2,age21_events_2009_2024,Historical,6166.0,catchall_60_65,primary,2031
category,EB-2,principal_exits_2009_2024,Historical,68884.0,catchall_60_65,primary,2031
category,EB-3,age21_events_2009_2024,Historical,9700.0,catchall_60_65,primary,2031
category,EB-3,principal_exits_2009_2024,Historical,84067.0,catchall_60_65,primary,2031
category,EB-4,age21_events_2009_2024,Historical,7182.0,catchall_60_65,primary,2031
category,EB-4,principal_exits_2009_2024,Historical,81768.0,catchall_60_65,primary,2031
category,EB-5,age21_events_2009_2024,Historical,207.0,catchall_60_65,primary,2031
category,EB-5,principal_exits_2009_2024,Historical,1885.0,catchall_60_65,primary,2031
overall,All,principal_backlog_2024,Historical,1148299.0,catchall_60_65,primary,2031
nationality,India,principal_backlog_2024,Historical,594015.0,catchall_60_65,primary,2031
nationality,China,principal_backlog_2024,Historical,142696.0,catchall_60_65,primary,2031
nationality,ROW,principal_backlog_2024,Historical,411588.0,catchall_60_65,primary,2031
category,EB-1,principal_backlog_2024,Historical,31443.0,catchall_60_65,primary,2031
category,EB-2,principal_backlog_2024,Historical,507597.0,catchall_60_65,primary,2031
category,EB-3,principal_backlog_2024,Historical,287873.0,catchall_60_65,primary,2031
category,EB-4,principal_backlog_2024,Historical,301471.0,catchall_60_65,primary,2031
category,EB-5,principal_backlog_2024,Historical,19915.0,catchall_60_65,primary,2031
joint,EB-1 / India,principal_backlog_2024,Historical,18671.0,catchall_60_65,primary,2031
joint,EB-1 / China,principal_backlog_2024,Historical,12772.0,catchall_60_65,primary,2031
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2031
joint,EB-2 / India,principal_backlog_2024,Historical,391866.0,catchall_60_65,primary,2031
joint,EB-2 / China,principal_backlog_2024,Historical,71825.0,catchall_60_65,primary,2031
joint,EB-2 / ROW,principal_backlog_2024,Historical,43906.0,catchall_60_65,primary,2031
joint,EB-3 / India,principal_backlog_2024,Historical,173997.0,catchall_60_65,primary,2031
joint,EB-3 / China,principal_backlog_2024,Historical,40317.0,catchall_60_65,primary,2031
joint,EB-3 / ROW,principal_backlog_2024,Historical,73559.0,catchall_60_65,primary,2031
joint,EB-4 / India,principal_backlog_2024,Historical,7348.0,catchall_60_65,primary,2031
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2031
joint,EB-4 / ROW,principal_backlog_2024,Historical,294123.0,catchall_60_65,primary,2031
joint,EB-5 / India,principal_backlog_2024,Historical,2133.0,catchall_60_65,primary,2031
joint,EB-5 / China,principal_backlog_2024,Historical,17782.0,catchall_60_65,primary,2031
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2031
overall,All,age21_events_2009_2024,Historical,23150.0,catchall_60_65,primary,2032
overall,All,principal_exits_2009_2024,Historical,239524.0,catchall_60_65,primary,2032
nationality,India,age21_events_2009_2024,Historical,14093.0,catchall_60_65,primary,2032
nationality,India,principal_exits_2009_2024,Historical,96839.0,catchall_60_65,primary,2032
nationality,China,age21_events_2009_2024,Historical,2102.0,catchall_60_65,primary,2032
nationality,China,principal_exits_2009_2024,Historical,32380.0,catchall_60_65,primary,2032
nationality,ROW,age21_events_2009_2024,Historical,6955.0,catchall_60_65,primary,2032
nationality,ROW,principal_exits_2009_2024,Historical,110305.0,catchall_60_65,primary,2032
category,EB-1,age21_events_2009_2024,Historical,1.0,catchall_60_65,primary,2032
category,EB-1,principal_exits_2009_2024,Historical,2250.0,catchall_60_65,primary,2032
category,EB-2,age21_events_2009_2024,Historical,6294.0,catchall_60_65,primary,2032
category,EB-2,principal_exits_2009_2024,Historical,68744.0,catchall_60_65,primary,2032
category,EB-3,age21_events_2009_2024,Historical,9469.0,catchall_60_65,primary,2032
category,EB-3,principal_exits_2009_2024,Historical,84708.0,catchall_60_65,primary,2032
category,EB-4,age21_events_2009_2024,Historical,7156.0,catchall_60_65,primary,2032
category,EB-4,principal_exits_2009_2024,Historical,81863.0,catchall_60_65,primary,2032
category,EB-5,age21_events_2009_2024,Historical,230.0,catchall_60_65,primary,2032
category,EB-5,principal_exits_2009_2024,Historical,1959.0,catchall_60_65,primary,2032
overall,All,principal_backlog_2024,Historical,1148290.0,catchall_60_65,primary,2032
nationality,India,principal_backlog_2024,Historical,593944.0,catchall_60_65,primary,2032
nationality,China,principal_backlog_2024,Historical,142490.0,catchall_60_65,primary,2032
nationality,ROW,principal_backlog_2024,Historical,411856.0,catchall_60_65,primary,2032
category,EB-1,principal_backlog_2024,Historical,31238.0,catchall_60_65,primary,2032
category,EB-2,principal_backlog_2024,Historical,507361.0,catchall_60_65,primary,2032
category,EB-3,principal_backlog_2024,Historical,288080.0,catchall_60_65,primary,2032
category,EB-4,principal_backlog_2024,Historical,301673.0,catchall_60_65,primary,2032
category,EB-5,principal_backlog_2024,Historical,19938.0,catchall_60_65,primary,2032
joint,EB-1 / India,principal_backlog_2024,Historical,18700.0,catchall_60_65,primary,2032
joint,EB-1 / China,principal_backlog_2024,Historical,12538.0,catchall_60_65,primary,2032
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2032
joint,EB-2 / India,principal_backlog_2024,Historical,391771.0,catchall_60_65,primary,2032
joint,EB-2 / China,principal_backlog_2024,Historical,71763.0,catchall_60_65,primary,2032
joint,EB-2 / ROW,principal_backlog_2024,Historical,43827.0,catchall_60_65,primary,2032
joint,EB-3 / India,principal_backlog_2024,Historical,174128.0,catchall_60_65,primary,2032
joint,EB-3 / China,principal_backlog_2024,Historical,40473.0,catchall_60_65,primary,2032
joint,EB-3 / ROW,principal_backlog_2024,Historical,73479.0,catchall_60_65,primary,2032
joint,EB-4 / India,principal_backlog_2024,Historical,7123.0,catchall_60_65,primary,2032
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2032
joint,EB-4 / ROW,principal_backlog_2024,Historical,294550.0,catchall_60_65,primary,2032
joint,EB-5 / India,principal_backlog_2024,Historical,2222.0,catchall_60_65,primary,2032
joint,EB-5 / China,principal_backlog_2024,Historical,17716.0,catchall_60_65,primary,2032
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2032
overall,All,age21_events_2009_2024,Historical,23317.0,catchall_60_65,primary,2033
overall,All,principal_exits_2009_2024,Historical,239408.0,catchall_60_65,primary,2033
nationality,India,age21_events_2009_2024,Historical,14247.0,catchall_60_65,primary,2033
nationality,India,principal_exits_2009_2024,Historical,95973.0,catchall_60_65,primary,2033
nationality,China,age21_events_2009_2024,Historical,2043.0,catchall_60_65,primary,2033
nationality,China,principal_exits_2009_2024,Historical,32507.0,catchall_60_65,primary,2033
nationality,ROW,age21_events_2009_2024,Historical,7027.0,catchall_60_65,primary,2033
nationality,ROW,principal_exits_2009_2024,Historical,110928.0,catchall_60_65,primary,2033
category,EB-1,age21_events_2009_2024,Historical,4.0,catchall_60_65,primary,2033
category,EB-1,principal_exits_2009_2024,Historical,2320.0,catchall_60_65,primary,2033
category,EB-2,age21_events_2009_2024,Historical,6325.0,catchall_60_65,primary,2033
category,EB-2,principal_exits_2009_2024,Historical,68307.0,catchall_60_65,primary,2033
category,EB-3,age21_events_2009_2024,Historical,9571.0,catchall_60_65,primary,2033
category,EB-3,principal_exits_2009_2024,Historical,84533.0,catchall_60_65,primary,2033
category,EB-4,age21_events_2009_2024,Historical,7217.0,catchall_60_65,primary,2033
category,EB-4,principal_exits_2009_2024,Historical,82284.0,catchall_60_65,primary,2033
category,EB-5,age21_events_2009_2024,Historical,200.0,catchall_60_65,primary,2033
category,EB-5,principal_exits_2009_2024,Historical,1964.0,catchall_60_65,primary,2033
overall,All,principal_backlog_2024,Historical,1148245.0,catchall_60_65,primary,2033
nationality,India,principal_backlog_2024,Historical,594036.0,catchall_60_65,primary,2033
nationality,China,principal_backlog_2024,Historical,142562.0,catchall_60_65,primary,2033
nationality,ROW,principal_backlog_2024,Historical,411647.0,catchall_60_65,primary,2033
category,EB-1,principal_backlog_2024,Historical,31438.0,catchall_60_65,primary,2033
category,EB-2,principal_backlog_2024,Historical,507612.0,catchall_60_65,primary,2033
category,EB-3,principal_backlog_2024,Historical,287983.0,catchall_60_65,primary,2033
category,EB-4,principal_backlog_2024,Historical,301215.0,catchall_60_65,primary,2033
category,EB-5,principal_backlog_2024,Historical,19997.0,catchall_60_65,primary,2033
joint,EB-1 / India,principal_backlog_2024,Historical,18662.0,catchall_60_65,primary,2033
joint,EB-1 / China,principal_backlog_2024,Historical,12776.0,catchall_60_65,primary,2033
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2033
joint,EB-2 / India,principal_backlog_2024,Historical,392131.0,catchall_60_65,primary,2033
joint,EB-2 / China,principal_backlog_2024,Historical,71696.0,catchall_60_65,primary,2033
joint,EB-2 / ROW,principal_backlog_2024,Historical,43785.0,catchall_60_65,primary,2033
joint,EB-3 / India,principal_backlog_2024,Historical,173843.0,catchall_60_65,primary,2033
joint,EB-3 / China,principal_backlog_2024,Historical,40303.0,catchall_60_65,primary,2033
joint,EB-3 / ROW,principal_backlog_2024,Historical,73837.0,catchall_60_65,primary,2033
joint,EB-4 / India,principal_backlog_2024,Historical,7190.0,catchall_60_65,primary,2033
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2033
joint,EB-4 / ROW,principal_backlog_2024,Historical,294025.0,catchall_60_65,primary,2033
joint,EB-5 / India,principal_backlog_2024,Historical,2210.0,catchall_60_65,primary,2033
joint,EB-5 / China,principal_backlog_2024,Historical,17787.0,catchall_60_65,primary,2033
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2033
overall,All,age21_events_2009_2024,Historical,23783.0,catchall_60_65,primary,2034
overall,All,principal_exits_2009_2024,Historical,239020.0,catchall_60_65,primary,2034
nationality,India,age21_events_2009_2024,Historical,14362.0,catchall_60_65,primary,2034
nationality,India,principal_exits_2009_2024,Historical,95961.0,catchall_60_65,primary,2034
nationality,China,age21_events_2009_2024,Historical,2176.0,catchall_60_65,primary,2034
nationality,China,principal_exits_2009_2024,Historical,32489.0,catchall_60_65,primary,2034
nationality,ROW,age21_events_2009_2024,Historical,7245.0,catchall_60_65,primary,2034
nationality,ROW,principal_exits_2009_2024,Historical,110570.0,catchall_60_65,primary,2034
category,EB-1,age21_events_2009_2024,Historical,2.0,catchall_60_65,primary,2034
category,EB-1,principal_exits_2009_2024,Historical,2501.0,catchall_60_65,primary,2034
category,EB-2,age21_events_2009_2024,Historical,6446.0,catchall_60_65,primary,2034
category,EB-2,principal_exits_2009_2024,Historical,68287.0,catchall_60_65,primary,2034
category,EB-3,age21_events_2009_2024,Historical,9710.0,catchall_60_65,primary,2034
category,EB-3,principal_exits_2009_2024,Historical,84628.0,catchall_60_65,primary,2034
category,EB-4,age21_events_2009_2024,Historical,7406.0,catchall_60_65,primary,2034
category,EB-4,principal_exits_2009_2024,Historical,81643.0,catchall_60_65,primary,2034
category,EB-5,age21_events_2009_2024,Historical,219.0,catchall_60_65,primary,2034
category,EB-5,principal_exits_2009_2024,Historical,1961.0,catchall_60_65,primary,2034
overall,All,principal_backlog_2024,Historical,1149776.0,catchall_60_65,primary,2034
nationality,India,principal_backlog_2024,Historical,594676.0,catchall_60_65,primary,2034
nationality,China,principal_backlog_2024,Historical,142367.0,catchall_60_65,primary,2034
nationality,ROW,principal_backlog_2024,Historical,412733.0,catchall_60_65,primary,2034
category,EB-1,principal_backlog_2024,Historical,31571.0,catchall_60_65,primary,2034
