dimension,group,quantity,policy,value,case,role,seed
category,EB-4,principal_exits_2009_2024,Historical,81697.0,catchall_60_65,primary,2052
category,EB-5,age21_events_2009_2024,Historical,215.0,catchall_60_65,primary,2052
category,EB-5,principal_exits_2009_2024,Historical,1863.0,catchall_60_65,primary,2052
overall,All,principal_backlog_2024,Historical,1148742.0,catchall_60_65,primary,2052
nationality,India,principal_backlog_2024,Historical,593645.0,catchall_60_65,primary,2052
nationality,China,principal_backlog_2024,Historical,141908.0,catchall_60_65,primary,2052
nationality,ROW,principal_backlog_2024,Historical,413189.0,catchall_60_65,primary,2052
category,EB-1,principal_backlog_2024,Historical,31430.0,catchall_60_65,primary,2052
category,EB-2,principal_backlog_2024,Historical,507527.0,catchall_60_65,primary,2052
category,EB-3,principal_backlog_2024,Historical,287882.0,catchall_60_65,primary,2052
category,EB-4,principal_backlog_2024,Historical,301899.0,catchall_60_65,primary,2052
category,EB-5,principal_backlog_2024,Historical,20004.0,catchall_60_65,primary,2052
joint,EB-1 / India,principal_backlog_2024,Historical,18766.0,catchall_60_65,primary,2052
joint,EB-1 / China,principal_backlog_2024,Historical,12664.0,catchall_60_65,primary,2052
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2052
joint,EB-2 / India,principal_backlog_2024,Historical,391875.0,catchall_60_65,primary,2052
joint,EB-2 / China,principal_backlog_2024,Historical,71406.0,catchall_60_65,primary,2052
joint,EB-2 / ROW,principal_backlog_2024,Historical,44246.0,catchall_60_65,primary,2052
joint,EB-3 / India,principal_backlog_2024,Historical,173786.0,catchall_60_65,primary,2052
joint,EB-3 / China,principal_backlog_2024,Historical,39980.0,catchall_60_65,primary,2052
joint,EB-3 / ROW,principal_backlog_2024,Historical,74116.0,catchall_60_65,primary,2052
joint,EB-4 / India,principal_backlog_2024,Historical,7072.0,catchall_60_65,primary,2052
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2052
joint,EB-4 / ROW,principal_backlog_2024,Historical,294827.0,catchall_60_65,primary,2052
joint,EB-5 / India,principal_backlog_2024,Historical,2146.0,catchall_60_65,primary,2052
joint,EB-5 / China,principal_backlog_2024,Historical,17858.0,catchall_60_65,primary,2052
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2052
overall,All,age21_events_2009_2024,Historical,23344.0,catchall_60_65,primary,2053
overall,All,principal_exits_2009_2024,Historical,239570.0,catchall_60_65,primary,2053
nationality,India,age21_events_2009_2024,Historical,14479.0,catchall_60_65,primary,2053
nationality,India,principal_exits_2009_2024,Historical,96230.0,catchall_60_65,primary,2053
nationality,China,age21_events_2009_2024,Historical,2150.0,catchall_60_65,primary,2053
nationality,China,principal_exits_2009_2024,Historical,32367.0,catchall_60_65,primary,2053
nationality,ROW,age21_events_2009_2024,Historical,6715.0,catchall_60_65,primary,2053
nationality,ROW,principal_exits_2009_2024,Historical,110973.0,catchall_60_65,primary,2053
category,EB-1,age21_events_2009_2024,Historical,5.0,catchall_60_65,primary,2053
category,EB-1,principal_exits_2009_2024,Historical,2276.0,catchall_60_65,primary,2053
category,EB-2,age21_events_2009_2024,Historical,6445.0,catchall_60_65,primary,2053
category,EB-2,principal_exits_2009_2024,Historical,68578.0,catchall_60_65,primary,2053
category,EB-3,age21_events_2009_2024,Historical,9772.0,catchall_60_65,primary,2053
category,EB-3,principal_exits_2009_2024,Historical,84744.0,catchall_60_65,primary,2053
category,EB-4,age21_events_2009_2024,Historical,6906.0,catchall_60_65,primary,2053
category,EB-4,principal_exits_2009_2024,Historical,82005.0,catchall_60_65,primary,2053
category,EB-5,age21_events_2009_2024,Historical,216.0,catchall_60_65,primary,2053
category,EB-5,principal_exits_2009_2024,Historical,1967.0,catchall_60_65,primary,2053
overall,All,principal_backlog_2024,Historical,1149264.0,catchall_60_65,primary,2053
nationality,India,principal_backlog_2024,Historical,593704.0,catchall_60_65,primary,2053
nationality,China,principal_backlog_2024,Historical,143056.0,catchall_60_65,primary,2053
nationality,ROW,principal_backlog_2024,Historical,412504.0,catchall_60_65,primary,2053
category,EB-1,principal_backlog_2024,Historical,32089.0,catchall_60_65,primary,2053
category,EB-2,principal_backlog_2024,Historical,507933.0,catchall_60_65,primary,2053
category,EB-3,principal_backlog_2024,Historical,287905.0,catchall_60_65,primary,2053
category,EB-4,principal_backlog_2024,Historical,301476.0,catchall_60_65,primary,2053
category,EB-5,principal_backlog_2024,Historical,19861.0,catchall_60_65,primary,2053
joint,EB-1 / India,principal_backlog_2024,Historical,19118.0,catchall_60_65,primary,2053
joint,EB-1 / China,principal_backlog_2024,Historical,12971.0,catchall_60_65,primary,2053
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2053
joint,EB-2 / India,principal_backlog_2024,Historical,391697.0,catchall_60_65,primary,2053
joint,EB-2 / China,principal_backlog_2024,Historical,71938.0,catchall_60_65,primary,2053
joint,EB-2 / ROW,principal_backlog_2024,Historical,44298.0,catchall_60_65,primary,2053
joint,EB-3 / India,principal_backlog_2024,Historical,173392.0,catchall_60_65,primary,2053
joint,EB-3 / China,principal_backlog_2024,Historical,40532.0,catchall_60_65,primary,2053
joint,EB-3 / ROW,principal_backlog_2024,Historical,73981.0,catchall_60_65,primary,2053
joint,EB-4 / India,principal_backlog_2024,Historical,7251.0,catchall_60_65,primary,2053
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2053
joint,EB-4 / ROW,principal_backlog_2024,Historical,294225.0,catchall_60_65,primary,2053
joint,EB-5 / India,principal_backlog_2024,Historical,2246.0,catchall_60_65,primary,2053
joint,EB-5 / China,principal_backlog_2024,Historical,17615.0,catchall_60_65,primary,2053
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2053
overall,All,age21_events_2009_2024,Historical,22969.0,catchall_60_65,primary,2054
overall,All,principal_exits_2009_2024,Historical,239736.0,catchall_60_65,primary,2054
nationality,India,age21_events_2009_2024,Historical,14024.0,catchall_60_65,primary,2054
nationality,India,principal_exits_2009_2024,Historical,96481.0,catchall_60_65,primary,2054
nationality,China,age21_events_2009_2024,Historical,2129.0,catchall_60_65,primary,2054
nationality,China,principal_exits_2009_2024,Historical,32238.0,catchall_60_65,primary,2054
nationality,ROW,age21_events_2009_2024,Historical,6816.0,catchall_60_65,primary,2054
nationality,ROW,principal_exits_2009_2024,Historical,111017.0,catchall_60_65,primary,2054
category,EB-1,age21_events_2009_2024,Historical,3.0,catchall_60_65,primary,2054
category,EB-1,principal_exits_2009_2024,Historical,2364.0,catchall_60_65,primary,2054
category,EB-2,age21_events_2009_2024,Historical,6246.0,catchall_60_65,primary,2054
category,EB-2,principal_exits_2009_2024,Historical,68379.0,catchall_60_65,primary,2054
category,EB-3,age21_events_2009_2024,Historical,9561.0,catchall_60_65,primary,2054
category,EB-3,principal_exits_2009_2024,Historical,84999.0,catchall_60_65,primary,2054
category,EB-4,age21_events_2009_2024,Historical,6923.0,catchall_60_65,primary,2054
category,EB-4,principal_exits_2009_2024,Historical,82070.0,catchall_60_65,primary,2054
category,EB-5,age21_events_2009_2024,Historical,236.0,catchall_60_65,primary,2054
category,EB-5,principal_exits_2009_2024,Historical,1924.0,catchall_60_65,primary,2054
overall,All,principal_backlog_2024,Historical,1148354.0,catchall_60_65,primary,2054
nationality,India,principal_backlog_2024,Historical,593670.0,catchall_60_65,primary,2054
nationality,China,principal_backlog_2024,Historical,142765.0,catchall_60_65,primary,2054
nationality,ROW,principal_backlog_2024,Historical,411919.0,catchall_60_65,primary,2054
category,EB-1,principal_backlog_2024,Historical,31395.0,catchall_60_65,primary,2054
category,EB-2,principal_backlog_2024,Historical,507487.0,catchall_60_65,primary,2054
category,EB-3,principal_backlog_2024,Historical,287714.0,catchall_60_65,primary,2054
category,EB-4,principal_backlog_2024,Historical,301663.0,catchall_60_65,primary,2054
category,EB-5,principal_backlog_2024,Historical,20095.0,catchall_60_65,primary,2054
joint,EB-1 / India,principal_backlog_2024,Historical,18748.0,catchall_60_65,primary,2054
joint,EB-1 / China,principal_backlog_2024,Historical,12647.0,catchall_60_65,primary,2054
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2054
joint,EB-2 / India,principal_backlog_2024,Historical,391900.0,catchall_60_65,primary,2054
joint,EB-2 / China,principal_backlog_2024,Historical,71998.0,catchall_60_65,primary,2054
joint,EB-2 / ROW,principal_backlog_2024,Historical,43589.0,catchall_60_65,primary,2054
joint,EB-3 / India,principal_backlog_2024,Historical,173829.0,catchall_60_65,primary,2054
joint,EB-3 / China,principal_backlog_2024,Historical,40225.0,catchall_60_65,primary,2054
joint,EB-3 / ROW,principal_backlog_2024,Historical,73660.0,catchall_60_65,primary,2054
joint,EB-4 / India,principal_backlog_2024,Historical,6993.0,catchall_60_65,primary,2054
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2054
joint,EB-4 / ROW,principal_backlog_2024,Historical,294670.0,catchall_60_65,primary,2054
joint,EB-5 / India,principal_backlog_2024,Historical,2200.0,catchall_60_65,primary,2054
joint,EB-5 / China,principal_backlog_2024,Historical,17895.0,catchall_60_65,primary,2054
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2054
overall,All,age21_events_2009_2024,Historical,23400.0,catchall_60_65,primary,2055
overall,All,principal_exits_2009_2024,Historical,240476.0,catchall_60_65,primary,2055
nationality,India,age21_events_2009_2024,Historical,14235.0,catchall_60_65,primary,2055
nationality,India,principal_exits_2009_2024,Historical,97000.0,catchall_60_65,primary,2055
nationality,China,age21_events_2009_2024,Historical,2137.0,catchall_60_65,primary,2055
nationality,China,principal_exits_2009_2024,Historical,32812.0,catchall_60_65,primary,2055
nationality,ROW,age21_events_2009_2024,Historical,7028.0,catchall_60_65,primary,2055
nationality,ROW,principal_exits_2009_2024,Historical,110664.0,catchall_60_65,primary,2055
category,EB-1,age21_events_2009_2024,Historical,1.0,catchall_60_65,primary,2055
category,EB-1,principal_exits_2009_2024,Historical,2326.0,catchall_60_65,primary,2055
category,EB-2,age21_events_2009_2024,Historical,6246.0,catchall_60_65,primary,2055
category,EB-2,principal_exits_2009_2024,Historical,68980.0,catchall_60_65,primary,2055
category,EB-3,age21_events_2009_2024,Historical,9736.0,catchall_60_65,primary,2055
category,EB-3,principal_exits_2009_2024,Historical,85253.0,catchall_60_65,primary,2055
category,EB-4,age21_events_2009_2024,Historical,7207.0,catchall_60_65,primary,2055
category,EB-4,principal_exits_2009_2024,Historical,81977.0,catchall_60_65,primary,2055
category,EB-5,age21_events_2009_2024,Historical,210.0,catchall_60_65,primary,2055
category,EB-5,principal_exits_2009_2024,Historical,1940.0,catchall_60_65,primary,2055
overall,All,principal_backlog_2024,Historical,1147747.0,catchall_60_65,primary,2055
nationality,India,principal_backlog_2024,Historical,593898.0,catchall_60_65,primary,2055
nationality,China,principal_backlog_2024,Historical,142320.0,catchall_60_65,primary,2055
nationality,ROW,principal_backlog_2024,Historical,411529.0,catchall_60_65,primary,2055
category,EB-1,principal_backlog_2024,Historical,31369.0,catchall_60_65,primary,2055
category,EB-2,principal_backlog_2024,Historical,508018.0,catchall_60_65,primary,2055
category,EB-3,principal_backlog_2024,Historical,286923.0,catchall_60_65,primary,2055
category,EB-4,principal_backlog_2024,Historical,301575.0,catchall_60_65,primary,2055
category,EB-5,principal_backlog_2024,Historical,19862.0,catchall_60_65,primary,2055
joint,EB-1 / India,principal_backlog_2024,Historical,18743.0,catchall_60_65,primary,2055
joint,EB-1 / China,principal_backlog_2024,Historical,12626.0,catchall_60_65,primary,2055
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2055
joint,EB-2 / India,principal_backlog_2024,Historical,392619.0,catchall_60_65,primary,2055
joint,EB-2 / China,principal_backlog_2024,Historical,71484.0,catchall_60_65,primary,2055
joint,EB-2 / ROW,principal_backlog_2024,Historical,43915.0,catchall_60_65,primary,2055
joint,EB-3 / India,principal_backlog_2024,Historical,173130.0,catchall_60_65,primary,2055
joint,EB-3 / China,principal_backlog_2024,Historical,40461.0,catchall_60_65,primary,2055
joint,EB-3 / ROW,principal_backlog_2024,Historical,73332.0,catchall_60_65,primary,2055
joint,EB-4 / India,principal_backlog_2024,Historical,7293.0,catchall_60_65,primary,2055
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2055
joint,EB-4 / ROW,principal_backlog_2024,Historical,294282.0,catchall_60_65,primary,2055
joint,EB-5 / India,principal_backlog_2024,Historical,2113.0,catchall_60_65,primary,2055
joint,EB-5 / China,principal_backlog_2024,Historical,17749.0,catchall_60_65,primary,2055
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2055
overall,All,age21_events_2009_2024,Historical,23317.0,catchall_60_65,primary,2056
overall,All,principal_exits_2009_2024,Historical,239426.0,catchall_60_65,primary,2056
nationality,India,age21_events_2009_2024,Historical,14394.0,catchall_60_65,primary,2056
nationality,India,principal_exits_2009_2024,Historical,96053.0,catchall_60_65,primary,2056
nationality,China,age21_events_2009_2024,Historical,2010.0,catchall_60_65,primary,2056
nationality,China,principal_exits_2009_2024,Historical,32628.0,catchall_60_65,primary,2056
nationality,ROW,age21_events_2009_2024,Historical,6913.0,catchall_60_65,primary,2056
nationality,ROW,principal_exits_2009_2024,Historical,110745.0,catchall_60_65,primary,2056
category,EB-1,age21_events_2009_2024,Historical,2.0,catchall_60_65,primary,2056
category,EB-1,principal_exits_2009_2024,Historical,2419.0,catchall_60_65,primary,2056
category,EB-2,age21_events_2009_2024,Historical,6438.0,catchall_60_65,primary,2056
category,EB-2,principal_exits_2009_2024,Historical,68222.0,catchall_60_65,primary,2056
category,EB-3,age21_events_2009_2024,Historical,9600.0,catchall_60_65,primary,2056
category,EB-3,principal_exits_2009_2024,Historical,84687.0,catchall_60_65,primary,2056
category,EB-4,age21_events_2009_2024,Historical,7075.0,catchall_60_65,primary,2056
category,EB-4,principal_exits_2009_2024,Historical,82137.0,catchall_60_65,primary,2056
category,EB-5,age21_events_2009_2024,Historical,202.0,catchall_60_65,primary,2056
category,EB-5,principal_exits_2009_2024,Historical,1961.0,catchall_60_65,primary,2056
overall,All,principal_backlog_2024,Historical,1147844.0,catchall_60_65,primary,2056
nationality,India,principal_backlog_2024,Historical,594726.0,catchall_60_65,primary,2056
nationality,China,principal_backlog_2024,Historical,142721.0,catchall_60_65,primary,2056
nationality,ROW,principal_backlog_2024,Historical,410397.0,catchall_60_65,primary,2056
category,EB-1,principal_backlog_2024,Historical,31427.0,catchall_60_65,primary,2056
category,EB-2,principal_backlog_2024,Historical,508264.0,catchall_60_65,primary,2056
category,EB-3,principal_backlog_2024,Historical,287003.0,catchall_60_65,primary,2056
category,EB-4,principal_backlog_2024,Historical,301193.0,catchall_60_65,primary,2056
category,EB-5,principal_backlog_2024,Historical,19957.0,catchall_60_65,primary,2056
joint,EB-1 / India,principal_backlog_2024,Historical,18863.0,catchall_60_65,primary,2056
joint,EB-1 / China,principal_backlog_2024,Historical,12564.0,catchall_60_65,primary,2056
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2056
joint,EB-2 / India,principal_backlog_2024,Historical,392999.0,catchall_60_65,primary,2056
joint,EB-2 / China,principal_backlog_2024,Historical,71990.0,catchall_60_65,primary,2056
joint,EB-2 / ROW,principal_backlog_2024,Historical,43275.0,catchall_60_65,primary,2056
joint,EB-3 / India,principal_backlog_2024,Historical,173640.0,catchall_60_65,primary,2056
joint,EB-3 / China,principal_backlog_2024,Historical,40374.0,catchall_60_65,primary,2056
joint,EB-3 / ROW,principal_backlog_2024,Historical,72989.0,catchall_60_65,primary,2056
joint,EB-4 / India,principal_backlog_2024,Historical,7060.0,catchall_60_65,primary,2056
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2056
joint,EB-4 / ROW,principal_backlog_2024,Historical,294133.0,catchall_60_65,primary,2056
joint,EB-5 / India,principal_backlog_2024,Historical,2164.0,catchall_60_65,primary,2056
joint,EB-5 / China,principal_backlog_2024,Historical,17793.0,catchall_60_65,primary,2056
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2056
overall,All,age21_events_2009_2024,Historical,23127.0,catchall_60_65,primary,2057
overall,All,principal_exits_2009_2024,Historical,239073.0,catchall_60_65,primary,2057
nationality,India,age21_events_2009_2024,Historical,14020.0,catchall_60_65,primary,2057
nationality,India,principal_exits_2009_2024,Historical,96417.0,catchall_60_65,primary,2057
nationality,China,age21_events_2009_2024,Historical,2172.0,catchall_60_65,primary,2057
nationality,China,principal_exits_2009_2024,Historical,32108.0,catchall_60_65,primary,2057
nationality,ROW,age21_events_2009_2024,Historical,6935.0,catchall_60_65,primary,2057
nationality,ROW,principal_exits_2009_2024,Historical,110548.0,catchall_60_65,primary,2057
category,EB-1,age21_events_2009_2024,Historical,3.0,catchall_60_65,primary,2057
category,EB-1,principal_exits_2009_2024,Historical,2363.0,catchall_60_65,primary,2057
category,EB-2,age21_events_2009_2024,Historical,6238.0,catchall_60_65,primary,2057
category,EB-2,principal_exits_2009_2024,Historical,68181.0,catchall_60_65,primary,2057
category,EB-3,age21_events_2009_2024,Historical,9520.0,catchall_60_65,primary,2057
category,EB-3,principal_exits_2009_2024,Historical,84769.0,catchall_60_65,primary,2057
category,EB-4,age21_events_2009_2024,Historical,7145.0,catchall_60_65,primary,2057
category,EB-4,principal_exits_2009_2024,Historical,81814.0,catchall_60_65,primary,2057
category,EB-5,age21_events_2009_2024,Historical,221.0,catchall_60_65,primary,2057
category,EB-5,principal_exits_2009_2024,Historical,1946.0,catchall_60_65,primary,2057
overall,All,principal_backlog_2024,Historical,1149020.0,catchall_60_65,primary,2057
nationality,India,principal_backlog_2024,Historical,594641.0,catchall_60_65,primary,2057
nationality,China,principal_backlog_2024,Historical,142600.0,catchall_60_65,primary,2057
nationality,ROW,principal_backlog_2024,Historical,411779.0,catchall_60_65,primary,2057
category,EB-1,principal_backlog_2024,Historical,31309.0,catchall_60_65,primary,2057
category,EB-2,principal_backlog_2024,Historical,507717.0,catchall_60_65,primary,2057
category,EB-3,principal_backlog_2024,Historical,288135.0,catchall_60_65,primary,2057
category,EB-4,principal_backlog_2024,Historical,301854.0,catchall_60_65,primary,2057
category,EB-5,principal_backlog_2024,Historical,20005.0,catchall_60_65,primary,2057
joint,EB-1 / India,principal_backlog_2024,Historical,18593.0,catchall_60_65,primary,2057
joint,EB-1 / China,principal_backlog_2024,Historical,12716.0,catchall_60_65,primary,2057
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2057
joint,EB-2 / India,principal_backlog_2024,Historical,392465.0,catchall_60_65,primary,2057
joint,EB-2 / China,principal_backlog_2024,Historical,71643.0,catchall_60_65,primary,2057
joint,EB-2 / ROW,principal_backlog_2024,Historical,43609.0,catchall_60_65,primary,2057
joint,EB-3 / India,principal_backlog_2024,Historical,174190.0,catchall_60_65,primary,2057
joint,EB-3 / China,principal_backlog_2024,Historical,40389.0,catchall_60_65,primary,2057
joint,EB-3 / ROW,principal_backlog_2024,Historical,73556.0,catchall_60_65,primary,2057
joint,EB-4 / India,principal_backlog_2024,Historical,7240.0,catchall_60_65,primary,2057
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2057
joint,EB-4 / ROW,principal_backlog_2024,Historical,294614.0,catchall_60_65,primary,2057
joint,EB-5 / India,principal_backlog_2024,Historical,2153.0,catchall_60_65,primary,2057
joint,EB-5 / China,principal_backlog_2024,Historical,17852.0,catchall_60_65,primary,2057
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2057
overall,All,age21_events_2009_2024,Historical,23316.0,catchall_60_65,primary,2058
overall,All,principal_exits_2009_2024,Historical,239070.0,catchall_60_65,primary,2058
nationality,India,age21_events_2009_2024,Historical,14318.0,catchall_60_65,primary,2058
nationality,India,principal_exits_2009_2024,Historical,96286.0,catchall_60_65,primary,2058
nationality,China,age21_events_2009_2024,Historical,2083.0,catchall_60_65,primary,2058
nationality,China,principal_exits_2009_2024,Historical,32251.0,catchall_60_65,primary,2058
nationality,ROW,age21_events_2009_2024,Historical,6915.0,catchall_60_65,primary,2058
nationality,ROW,principal_exits_2009_2024,Historical,110533.0,catchall_60_65,primary,2058
category,EB-1,age21_events_2009_2024,Historical,3.0,catchall_60_65,primary,2058
category,EB-1,principal_exits_2009_2024,Historical,2306.0,catchall_60_65,primary,2058
category,EB-2,age21_events_2009_2024,Historical,6331.0,catchall_60_65,primary,2058
category,EB-2,principal_exits_2009_2024,Historical,68439.0,catchall_60_65,primary,2058
category,EB-3,age21_events_2009_2024,Historical,9691.0,catchall_60_65,primary,2058
category,EB-3,principal_exits_2009_2024,Historical,84754.0,catchall_60_65,primary,2058
category,EB-4,age21_events_2009_2024,Historical,7084.0,catchall_60_65,primary,2058
category,EB-4,principal_exits_2009_2024,Historical,81671.0,catchall_60_65,primary,2058
category,EB-5,age21_events_2009_2024,Historical,207.0,catchall_60_65,primary,2058
category,EB-5,principal_exits_2009_2024,Historical,1900.0,catchall_60_65,primary,2058
overall,All,principal_backlog_2024,Historical,1149652.0,catchall_60_65,primary,2058
nationality,India,principal_backlog_2024,Historical,593902.0,catchall_60_65,primary,2058
nationality,China,principal_backlog_2024,Historical,143410.0,catchall_60_65,primary,2058
nationality,ROW,principal_backlog_2024,Historical,412340.0,catchall_60_65,primary,2058
category,EB-1,principal_backlog_2024,Historical,31565.0,catchall_60_65,primary,2058
category,EB-2,principal_backlog_2024,Historical,507690.0,catchall_60_65,primary,2058
category,EB-3,principal_backlog_2024,Historical,288326.0,catchall_60_65,primary,2058
category,EB-4,principal_backlog_2024,Historical,302031.0,catchall_60_65,primary,2058
category,EB-5,principal_backlog_2024,Historical,20040.0,catchall_60_65,primary,2058
joint,EB-1 / India,principal_backlog_2024,Historical,18726.0,catchall_60_65,primary,2058
joint,EB-1 / China,principal_backlog_2024,Historical,12839.0,catchall_60_65,primary,2058
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2058
joint,EB-2 / India,principal_backlog_2024,Historical,392079.0,catchall_60_65,primary,2058
joint,EB-2 / China,principal_backlog_2024,Historical,72224.0,catchall_60_65,primary,2058
joint,EB-2 / ROW,principal_backlog_2024,Historical,43387.0,catchall_60_65,primary,2058
joint,EB-3 / India,principal_backlog_2024,Historical,174045.0,catchall_60_65,primary,2058
joint,EB-3 / China,principal_backlog_2024,Historical,40408.0,catchall_60_65,primary,2058
joint,EB-3 / ROW,principal_backlog_2024,Historical,73873.0,catchall_60_65,primary,2058
joint,EB-4 / India,principal_backlog_2024,Historical,6951.0,catchall_60_65,primary,2058
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2058
joint,EB-4 / ROW,principal_backlog_2024,Historical,295080.0,catchall_60_65,primary,2058
joint,EB-5 / India,principal_backlog_2024,Historical,2101.0,catchall_60_65,primary,2058
joint,EB-5 / China,principal_backlog_2024,Historical,17939.0,catchall_60_65,primary,2058
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2058
overall,All,age21_events_2009_2024,Historical,23512.0,catchall_60_65,primary,2059
overall,All,principal_exits_2009_2024,Historical,239703.0,catchall_60_65,primary,2059
nationality,India,age21_events_2009_2024,Historical,14246.0,catchall_60_65,primary,2059
nationality,India,principal_exits_2009_2024,Historical,96353.0,catchall_60_65,primary,2059
nationality,China,age21_events_2009_2024,Historical,2112.0,catchall_60_65,primary,2059
nationality,China,principal_exits_2009_2024,Historical,32175.0,catchall_60_65,primary,2059
nationality,ROW,age21_events_2009_2024,Historical,7154.0,catchall_60_65,primary,2059
nationality,ROW,principal_exits_2009_2024,Historical,111175.0,catchall_60_65,primary,2059
category,EB-1,age21_events_2009_2024,Historical,4.0,catchall_60_65,primary,2059
category,EB-1,principal_exits_2009_2024,Historical,2304.0,catchall_60_65,primary,2059
category,EB-2,age21_events_2009_2024,Historical,6340.0,catchall_60_65,primary,2059
category,EB-2,principal_exits_2009_2024,Historical,68475.0,catchall_60_65,primary,2059
category,EB-3,age21_events_2009_2024,Historical,9641.0,catchall_60_65,primary,2059
category,EB-3,principal_exits_2009_2024,Historical,84800.0,catchall_60_65,primary,2059
category,EB-4,age21_events_2009_2024,Historical,7312.0,catchall_60_65,primary,2059
category,EB-4,principal_exits_2009_2024,Historical,82266.0,catchall_60_65,primary,2059
category,EB-5,age21_events_2009_2024,Historical,215.0,catchall_60_65,primary,2059
category,EB-5,principal_exits_2009_2024,Historical,1858.0,catchall_60_65,primary,2059
overall,All,principal_backlog_2024,Historical,1149776.0,catchall_60_65,primary,2059
nationality,India,principal_backlog_2024,Historical,594901.0,catchall_60_65,primary,2059
nationality,China,principal_backlog_2024,Historical,142625.0,catchall_60_65,primary,2059
nationality,ROW,principal_backlog_2024,Historical,412250.0,catchall_60_65,primary,2059
category,EB-1,principal_backlog_2024,Historical,31915.0,catchall_60_65,primary,2059
category,EB-2,principal_backlog_2024,Historical,508420.0,catchall_60_65,primary,2059
category,EB-3,principal_backlog_2024,Historical,287757.0,catchall_60_65,primary,2059
category,EB-4,principal_backlog_2024,Historical,301517.0,catchall_60_65,primary,2059
category,EB-5,principal_backlog_2024,Historical,20167.0,catchall_60_65,primary,2059
joint,EB-1 / India,principal_backlog_2024,Historical,19037.0,catchall_60_65,primary,2059
joint,EB-1 / China,principal_backlog_2024,Historical,12878.0,catchall_60_65,primary,2059
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2059
joint,EB-2 / India,principal_backlog_2024,Historical,392532.0,catchall_60_65,primary,2059
joint,EB-2 / China,principal_backlog_2024,Historical,71771.0,catchall_60_65,primary,2059
joint,EB-2 / ROW,principal_backlog_2024,Historical,44117.0,catchall_60_65,primary,2059
joint,EB-3 / India,principal_backlog_2024,Historical,174019.0,catchall_60_65,primary,2059
joint,EB-3 / China,principal_backlog_2024,Historical,40002.0,catchall_60_65,primary,2059
joint,EB-3 / ROW,principal_backlog_2024,Historical,73736.0,catchall_60_65,primary,2059
joint,EB-4 / India,principal_backlog_2024,Historical,7120.0,catchall_60_65,primary,2059
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2059
joint,EB-4 / ROW,principal_backlog_2024,Historical,294397.0,catchall_60_65,primary,2059
joint,EB-5 / India,principal_backlog_2024,Historical,2193.0,catchall_60_65,primary,2059
joint,EB-5 / China,principal_backlog_2024,Historical,17974.0,catchall_60_65,primary,2059
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2059
overall,All,age21_events_2009_2024,Historical,22950.0,catchall_60_65,primary,2060
overall,All,principal_exits_2009_2024,Historical,239629.0,catchall_60_65,primary,2060
nationality,India,age21_events_2009_2024,Historical,13987.0,catchall_60_65,primary,2060
nationality,India,principal_exits_2009_2024,Historical,96227.0,catchall_60_65,primary,2060
nationality,China,age21_events_2009_2024,Historical,2118.0,catchall_60_65,primary,2060
nationality,China,principal_exits_2009_2024,Historical,32590.0,catchall_60_65,primary,2060
nationality,ROW,age21_events_2009_2024,Historical,6845.0,catchall_60_65,primary,2060
nationality,ROW,principal_exits_2009_2024,Historical,110812.0,catchall_60_65,primary,2060
category,EB-1,age21_events_2009_2024,Historical,4.0,catchall_60_65,primary,2060
category,EB-1,principal_exits_2009_2024,Historical,2375.0,catchall_60_65,primary,2060
category,EB-2,age21_events_2009_2024,Historical,6133.0,catchall_60_65,primary,2060
