dimension,group,quantity,policy,value,case,role,seed
overall,All,age21_events_2025_2040,Capped minus uncapped,66679.0,catchall_60_65,primary,2030
overall,All,principal_exits_2025_2040,Capped,1092680.0,catchall_60_65,primary,2030
overall,All,principal_exits_2025_2040,Uncapped,1072481.0,catchall_60_65,primary,2030
overall,All,principal_exits_2025_2040,Capped minus uncapped,20199.0,catchall_60_65,primary,2030
overall,All,principal_conversions_2025_2040,Capped,1264116.0,catchall_60_65,primary,2030
overall,All,principal_conversions_2025_2040,Uncapped,1267782.0,catchall_60_65,primary,2030
overall,All,principal_conversions_2025_2040,Capped minus uncapped,-3666.0,catchall_60_65,primary,2030
overall,All,principal_backlog_2040,Capped,2773767.0,catchall_60_65,primary,2030
overall,All,principal_backlog_2040,Uncapped,2790300.0,catchall_60_65,primary,2030
overall,All,principal_backlog_2040,Capped minus uncapped,-16533.0,catchall_60_65,primary,2030
nationality,India,age21_events_2025_2040,Capped,193117.0,catchall_60_65,primary,2030
nationality,India,age21_events_2025_2040,Uncapped,73374.0,catchall_60_65,primary,2030
nationality,India,age21_events_2025_2040,Capped minus uncapped,119743.0,catchall_60_65,primary,2030
nationality,India,principal_exits_2025_2040,Capped,335062.0,catchall_60_65,primary,2030
nationality,India,principal_exits_2025_2040,Uncapped,188108.0,catchall_60_65,primary,2030
nationality,India,principal_exits_2025_2040,Capped minus uncapped,146954.0,catchall_60_65,primary,2030
nationality,India,principal_backlog_2040,Capped,1077948.0,catchall_60_65,primary,2030
nationality,India,principal_backlog_2040,Uncapped,749988.0,catchall_60_65,primary,2030
nationality,India,principal_backlog_2040,Capped minus uncapped,327960.0,catchall_60_65,primary,2030
nationality,China,age21_events_2025_2040,Capped,18620.0,catchall_60_65,primary,2030
nationality,China,age21_events_2025_2040,Uncapped,14683.0,catchall_60_65,primary,2030
nationality,China,age21_events_2025_2040,Capped minus uncapped,3937.0,catchall_60_65,primary,2030
nationality,China,principal_exits_2025_2040,Capped,104626.0,catchall_60_65,primary,2030
nationality,China,principal_exits_2025_2040,Uncapped,95013.0,catchall_60_65,primary,2030
nationality,China,principal_exits_2025_2040,Capped minus uncapped,9613.0,catchall_60_65,primary,2030
nationality,China,principal_backlog_2040,Capped,340241.0,catchall_60_65,primary,2030
nationality,China,principal_backlog_2040,Uncapped,286677.0,catchall_60_65,primary,2030
nationality,China,principal_backlog_2040,Capped minus uncapped,53564.0,catchall_60_65,primary,2030
nationality,ROW,age21_events_2025_2040,Capped,54549.0,catchall_60_65,primary,2030
nationality,ROW,age21_events_2025_2040,Uncapped,111550.0,catchall_60_65,primary,2030
nationality,ROW,age21_events_2025_2040,Capped minus uncapped,-57001.0,catchall_60_65,primary,2030
nationality,ROW,principal_exits_2025_2040,Capped,652992.0,catchall_60_65,primary,2030
nationality,ROW,principal_exits_2025_2040,Uncapped,789360.0,catchall_60_65,primary,2030
nationality,ROW,principal_exits_2025_2040,Capped minus uncapped,-136368.0,catchall_60_65,primary,2030
nationality,ROW,principal_backlog_2040,Capped,1355578.0,catchall_60_65,primary,2030
nationality,ROW,principal_backlog_2040,Uncapped,1753635.0,catchall_60_65,primary,2030
nationality,ROW,principal_backlog_2040,Capped minus uncapped,-398057.0,catchall_60_65,primary,2030
category,EB-1,age21_events_2025_2040,Capped,2428.0,catchall_60_65,primary,2030
category,EB-1,age21_events_2025_2040,Uncapped,790.0,catchall_60_65,primary,2030
category,EB-1,age21_events_2025_2040,Capped minus uncapped,1638.0,catchall_60_65,primary,2030
category,EB-1,principal_exits_2025_2040,Capped,15557.0,catchall_60_65,primary,2030
category,EB-1,principal_exits_2025_2040,Uncapped,16212.0,catchall_60_65,primary,2030
category,EB-1,principal_exits_2025_2040,Capped minus uncapped,-655.0,catchall_60_65,primary,2030
category,EB-1,principal_backlog_2040,Capped,128734.0,catchall_60_65,primary,2030
category,EB-1,principal_backlog_2040,Uncapped,124966.0,catchall_60_65,primary,2030
category,EB-1,principal_backlog_2040,Capped minus uncapped,3768.0,catchall_60_65,primary,2030
category,EB-2,age21_events_2025_2040,Capped,149685.0,catchall_60_65,primary,2030
category,EB-2,age21_events_2025_2040,Uncapped,108557.0,catchall_60_65,primary,2030
category,EB-2,age21_events_2025_2040,Capped minus uncapped,41128.0,catchall_60_65,primary,2030
category,EB-2,principal_exits_2025_2040,Capped,309388.0,catchall_60_65,primary,2030
category,EB-2,principal_exits_2025_2040,Uncapped,283565.0,catchall_60_65,primary,2030
category,EB-2,principal_exits_2025_2040,Capped minus uncapped,25823.0,catchall_60_65,primary,2030
category,EB-2,principal_backlog_2040,Capped,1041705.0,catchall_60_65,primary,2030
category,EB-2,principal_backlog_2040,Uncapped,1058851.0,catchall_60_65,primary,2030
category,EB-2,principal_backlog_2040,Capped minus uncapped,-17146.0,catchall_60_65,primary,2030
category,EB-3,age21_events_2025_2040,Capped,63395.0,catchall_60_65,primary,2030
category,EB-3,age21_events_2025_2040,Uncapped,39957.0,catchall_60_65,primary,2030
category,EB-3,age21_events_2025_2040,Capped minus uncapped,23438.0,catchall_60_65,primary,2030
category,EB-3,principal_exits_2025_2040,Capped,245397.0,catchall_60_65,primary,2030
category,EB-3,principal_exits_2025_2040,Uncapped,250464.0,catchall_60_65,primary,2030
category,EB-3,principal_exits_2025_2040,Capped minus uncapped,-5067.0,catchall_60_65,primary,2030
category,EB-3,principal_backlog_2040,Capped,551951.0,catchall_60_65,primary,2030
category,EB-3,principal_backlog_2040,Uncapped,557661.0,catchall_60_65,primary,2030
category,EB-3,principal_backlog_2040,Capped minus uncapped,-5710.0,catchall_60_65,primary,2030
category,EB-4,age21_events_2025_2040,Capped,49694.0,catchall_60_65,primary,2030
category,EB-4,age21_events_2025_2040,Uncapped,49779.0,catchall_60_65,primary,2030
category,EB-4,age21_events_2025_2040,Capped minus uncapped,-85.0,catchall_60_65,primary,2030
category,EB-4,principal_exits_2025_2040,Capped,518532.0,catchall_60_65,primary,2030
category,EB-4,principal_exits_2025_2040,Uncapped,518927.0,catchall_60_65,primary,2030
category,EB-4,principal_exits_2025_2040,Capped minus uncapped,-395.0,catchall_60_65,primary,2030
category,EB-4,principal_backlog_2040,Capped,1024595.0,catchall_60_65,primary,2030
category,EB-4,principal_backlog_2040,Uncapped,1022063.0,catchall_60_65,primary,2030
category,EB-4,principal_backlog_2040,Capped minus uncapped,2532.0,catchall_60_65,primary,2030
category,EB-5,age21_events_2025_2040,Capped,1084.0,catchall_60_65,primary,2030
category,EB-5,age21_events_2025_2040,Uncapped,524.0,catchall_60_65,primary,2030
category,EB-5,age21_events_2025_2040,Capped minus uncapped,560.0,catchall_60_65,primary,2030
category,EB-5,principal_exits_2025_2040,Capped,3806.0,catchall_60_65,primary,2030
category,EB-5,principal_exits_2025_2040,Uncapped,3313.0,catchall_60_65,primary,2030
category,EB-5,principal_exits_2025_2040,Capped minus uncapped,493.0,catchall_60_65,primary,2030
category,EB-5,principal_backlog_2040,Capped,26782.0,catchall_60_65,primary,2030
category,EB-5,principal_backlog_2040,Uncapped,26759.0,catchall_60_65,primary,2030
category,EB-5,principal_backlog_2040,Capped minus uncapped,23.0,catchall_60_65,primary,2030
joint,EB-1 / India,age21_events_2025_2040,Capped minus uncapped,1371.0,catchall_60_65,primary,2030
joint,EB-1 / China,age21_events_2025_2040,Capped minus uncapped,882.0,catchall_60_65,primary,2030
joint,EB-1 / ROW,age21_events_2025_2040,Capped minus uncapped,-615.0,catchall_60_65,primary,2030
joint,EB-2 / India,age21_events_2025_2040,Capped minus uncapped,75280.0,catchall_60_65,primary,2030
joint,EB-2 / China,age21_events_2025_2040,Capped minus uncapped,465.0,catchall_60_65,primary,2030
joint,EB-2 / ROW,age21_events_2025_2040,Capped minus uncapped,-34617.0,catchall_60_65,primary,2030
joint,EB-3 / India,age21_events_2025_2040,Capped minus uncapped,43705.0,catchall_60_65,primary,2030
joint,EB-3 / China,age21_events_2025_2040,Capped minus uncapped,2114.0,catchall_60_65,primary,2030
joint,EB-3 / ROW,age21_events_2025_2040,Capped minus uncapped,-22381.0,catchall_60_65,primary,2030
joint,EB-4 / India,age21_events_2025_2040,Capped minus uncapped,-784.0,catchall_60_65,primary,2030
joint,EB-4 / China,age21_events_2025_2040,Capped minus uncapped,-135.0,catchall_60_65,primary,2030
joint,EB-4 / ROW,age21_events_2025_2040,Capped minus uncapped,834.0,catchall_60_65,primary,2030
joint,EB-5 / India,age21_events_2025_2040,Capped minus uncapped,171.0,catchall_60_65,primary,2030
joint,EB-5 / China,age21_events_2025_2040,Capped minus uncapped,611.0,catchall_60_65,primary,2030
joint,EB-5 / ROW,age21_events_2025_2040,Capped minus uncapped,-222.0,catchall_60_65,primary,2030
overall,All,age21_events_2025_2040,Capped,266586.0,catchall_60_65,primary,2031
overall,All,age21_events_2025_2040,Uncapped,200087.0,catchall_60_65,primary,2031
overall,All,age21_events_2025_2040,Capped minus uncapped,66499.0,catchall_60_65,primary,2031
overall,All,principal_exits_2025_2040,Capped,1093507.0,catchall_60_65,primary,2031
overall,All,principal_exits_2025_2040,Uncapped,1072264.0,catchall_60_65,primary,2031
overall,All,principal_exits_2025_2040,Capped minus uncapped,21243.0,catchall_60_65,primary,2031
overall,All,principal_conversions_2025_2040,Capped,1263311.0,catchall_60_65,primary,2031
overall,All,principal_conversions_2025_2040,Uncapped,1266567.0,catchall_60_65,primary,2031
overall,All,principal_conversions_2025_2040,Capped minus uncapped,-3256.0,catchall_60_65,primary,2031
overall,All,principal_backlog_2040,Capped,2773289.0,catchall_60_65,primary,2031
overall,All,principal_backlog_2040,Uncapped,2791276.0,catchall_60_65,primary,2031
overall,All,principal_backlog_2040,Capped minus uncapped,-17987.0,catchall_60_65,primary,2031
nationality,India,age21_events_2025_2040,Capped,193692.0,catchall_60_65,primary,2031
nationality,India,age21_events_2025_2040,Uncapped,73666.0,catchall_60_65,primary,2031
nationality,India,age21_events_2025_2040,Capped minus uncapped,120026.0,catchall_60_65,primary,2031
nationality,India,principal_exits_2025_2040,Capped,334618.0,catchall_60_65,primary,2031
nationality,India,principal_exits_2025_2040,Uncapped,186719.0,catchall_60_65,primary,2031
nationality,India,principal_exits_2025_2040,Capped minus uncapped,147899.0,catchall_60_65,primary,2031
nationality,India,principal_backlog_2040,Capped,1076610.0,catchall_60_65,primary,2031
nationality,India,principal_backlog_2040,Uncapped,749512.0,catchall_60_65,primary,2031
nationality,India,principal_backlog_2040,Capped minus uncapped,327098.0,catchall_60_65,primary,2031
nationality,China,age21_events_2025_2040,Capped,18774.0,catchall_60_65,primary,2031
nationality,China,age21_events_2025_2040,Uncapped,14900.0,catchall_60_65,primary,2031
nationality,China,age21_events_2025_2040,Capped minus uncapped,3874.0,catchall_60_65,primary,2031
nationality,China,principal_exits_2025_2040,Capped,104900.0,catchall_60_65,primary,2031
nationality,China,principal_exits_2025_2040,Uncapped,95235.0,catchall_60_65,primary,2031
nationality,China,principal_exits_2025_2040,Capped minus uncapped,9665.0,catchall_60_65,primary,2031
nationality,China,principal_backlog_2040,Capped,340933.0,catchall_60_65,primary,2031
nationality,China,principal_backlog_2040,Uncapped,286800.0,catchall_60_65,primary,2031
nationality,China,principal_backlog_2040,Capped minus uncapped,54133.0,catchall_60_65,primary,2031
nationality,ROW,age21_events_2025_2040,Capped,54120.0,catchall_60_65,primary,2031
nationality,ROW,age21_events_2025_2040,Uncapped,111521.0,catchall_60_65,primary,2031
nationality,ROW,age21_events_2025_2040,Capped minus uncapped,-57401.0,catchall_60_65,primary,2031
nationality,ROW,principal_exits_2025_2040,Capped,653989.0,catchall_60_65,primary,2031
nationality,ROW,principal_exits_2025_2040,Uncapped,790310.0,catchall_60_65,primary,2031
nationality,ROW,principal_exits_2025_2040,Capped minus uncapped,-136321.0,catchall_60_65,primary,2031
nationality,ROW,principal_backlog_2040,Capped,1355746.0,catchall_60_65,primary,2031
nationality,ROW,principal_backlog_2040,Uncapped,1754964.0,catchall_60_65,primary,2031
nationality,ROW,principal_backlog_2040,Capped minus uncapped,-399218.0,catchall_60_65,primary,2031
category,EB-1,age21_events_2025_2040,Capped,2461.0,catchall_60_65,primary,2031
category,EB-1,age21_events_2025_2040,Uncapped,789.0,catchall_60_65,primary,2031
category,EB-1,age21_events_2025_2040,Capped minus uncapped,1672.0,catchall_60_65,primary,2031
category,EB-1,principal_exits_2025_2040,Capped,15846.0,catchall_60_65,primary,2031
category,EB-1,principal_exits_2025_2040,Uncapped,16487.0,catchall_60_65,primary,2031
category,EB-1,principal_exits_2025_2040,Capped minus uncapped,-641.0,catchall_60_65,primary,2031
category,EB-1,principal_backlog_2040,Capped,129268.0,catchall_60_65,primary,2031
category,EB-1,principal_backlog_2040,Uncapped,125348.0,catchall_60_65,primary,2031
category,EB-1,principal_backlog_2040,Capped minus uncapped,3920.0,catchall_60_65,primary,2031
category,EB-2,age21_events_2025_2040,Capped,149973.0,catchall_60_65,primary,2031
category,EB-2,age21_events_2025_2040,Uncapped,108733.0,catchall_60_65,primary,2031
category,EB-2,age21_events_2025_2040,Capped minus uncapped,41240.0,catchall_60_65,primary,2031
category,EB-2,principal_exits_2025_2040,Capped,309725.0,catchall_60_65,primary,2031
category,EB-2,principal_exits_2025_2040,Uncapped,282356.0,catchall_60_65,primary,2031
category,EB-2,principal_exits_2025_2040,Capped minus uncapped,27369.0,catchall_60_65,primary,2031
category,EB-2,principal_backlog_2040,Capped,1041074.0,catchall_60_65,primary,2031
category,EB-2,principal_backlog_2040,Uncapped,1060201.0,catchall_60_65,primary,2031
category,EB-2,principal_backlog_2040,Capped minus uncapped,-19127.0,catchall_60_65,primary,2031
category,EB-3,age21_events_2025_2040,Capped,63715.0,catchall_60_65,primary,2031
category,EB-3,age21_events_2025_2040,Uncapped,40353.0,catchall_60_65,primary,2031
category,EB-3,age21_events_2025_2040,Capped minus uncapped,23362.0,catchall_60_65,primary,2031
category,EB-3,principal_exits_2025_2040,Capped,244966.0,catchall_60_65,primary,2031
category,EB-3,principal_exits_2025_2040,Uncapped,250374.0,catchall_60_65,primary,2031
category,EB-3,principal_exits_2025_2040,Capped minus uncapped,-5408.0,catchall_60_65,primary,2031
category,EB-3,principal_backlog_2040,Capped,552313.0,catchall_60_65,primary,2031
category,EB-3,principal_backlog_2040,Uncapped,558052.0,catchall_60_65,primary,2031
category,EB-3,principal_backlog_2040,Capped minus uncapped,-5739.0,catchall_60_65,primary,2031
category,EB-4,age21_events_2025_2040,Capped,49373.0,catchall_60_65,primary,2031
category,EB-4,age21_events_2025_2040,Uncapped,49626.0,catchall_60_65,primary,2031
category,EB-4,age21_events_2025_2040,Capped minus uncapped,-253.0,catchall_60_65,primary,2031
category,EB-4,principal_exits_2025_2040,Capped,519251.0,catchall_60_65,primary,2031
category,EB-4,principal_exits_2025_2040,Uncapped,519693.0,catchall_60_65,primary,2031
category,EB-4,principal_exits_2025_2040,Capped minus uncapped,-442.0,catchall_60_65,primary,2031
category,EB-4,principal_backlog_2040,Capped,1024045.0,catchall_60_65,primary,2031
category,EB-4,principal_backlog_2040,Uncapped,1021247.0,catchall_60_65,primary,2031
category,EB-4,principal_backlog_2040,Capped minus uncapped,2798.0,catchall_60_65,primary,2031
category,EB-5,age21_events_2025_2040,Capped,1064.0,catchall_60_65,primary,2031
category,EB-5,age21_events_2025_2040,Uncapped,586.0,catchall_60_65,primary,2031
category,EB-5,age21_events_2025_2040,Capped minus uncapped,478.0,catchall_60_65,primary,2031
category,EB-5,principal_exits_2025_2040,Capped,3719.0,catchall_60_65,primary,2031
category,EB-5,principal_exits_2025_2040,Uncapped,3354.0,catchall_60_65,primary,2031
category,EB-5,principal_exits_2025_2040,Capped minus uncapped,365.0,catchall_60_65,primary,2031
category,EB-5,principal_backlog_2040,Capped,26589.0,catchall_60_65,primary,2031
category,EB-5,principal_backlog_2040,Uncapped,26428.0,catchall_60_65,primary,2031
category,EB-5,principal_backlog_2040,Capped minus uncapped,161.0,catchall_60_65,primary,2031
joint,EB-1 / India,age21_events_2025_2040,Capped minus uncapped,1407.0,catchall_60_65,primary,2031
joint,EB-1 / China,age21_events_2025_2040,Capped minus uncapped,899.0,catchall_60_65,primary,2031
joint,EB-1 / ROW,age21_events_2025_2040,Capped minus uncapped,-634.0,catchall_60_65,primary,2031
joint,EB-2 / India,age21_events_2025_2040,Capped minus uncapped,75580.0,catchall_60_65,primary,2031
joint,EB-2 / China,age21_events_2025_2040,Capped minus uncapped,368.0,catchall_60_65,primary,2031
joint,EB-2 / ROW,age21_events_2025_2040,Capped minus uncapped,-34708.0,catchall_60_65,primary,2031
joint,EB-3 / India,age21_events_2025_2040,Capped minus uncapped,43701.0,catchall_60_65,primary,2031
joint,EB-3 / China,age21_events_2025_2040,Capped minus uncapped,2165.0,catchall_60_65,primary,2031
joint,EB-3 / ROW,age21_events_2025_2040,Capped minus uncapped,-22504.0,catchall_60_65,primary,2031
joint,EB-4 / India,age21_events_2025_2040,Capped minus uncapped,-837.0,catchall_60_65,primary,2031
joint,EB-4 / China,age21_events_2025_2040,Capped minus uncapped,-138.0,catchall_60_65,primary,2031
joint,EB-4 / ROW,age21_events_2025_2040,Capped minus uncapped,722.0,catchall_60_65,primary,2031
joint,EB-5 / India,age21_events_2025_2040,Capped minus uncapped,175.0,catchall_60_65,primary,2031
joint,EB-5 / China,age21_events_2025_2040,Capped minus uncapped,580.0,catchall_60_65,primary,2031
joint,EB-5 / ROW,age21_events_2025_2040,Capped minus uncapped,-277.0,catchall_60_65,primary,2031
overall,All,age21_events_2025_2040,Capped,266849.0,catchall_60_65,primary,2032
overall,All,age21_events_2025_2040,Uncapped,199267.0,catchall_60_65,primary,2032
overall,All,age21_events_2025_2040,Capped minus uncapped,67582.0,catchall_60_65,primary,2032
overall,All,principal_exits_2025_2040,Capped,1093215.0,catchall_60_65,primary,2032
overall,All,principal_exits_2025_2040,Uncapped,1071595.0,catchall_60_65,primary,2032
overall,All,principal_exits_2025_2040,Capped minus uncapped,21620.0,catchall_60_65,primary,2032
overall,All,principal_conversions_2025_2040,Capped,1263828.0,catchall_60_65,primary,2032
overall,All,principal_conversions_2025_2040,Uncapped,1267462.0,catchall_60_65,primary,2032
overall,All,principal_conversions_2025_2040,Capped minus uncapped,-3634.0,catchall_60_65,primary,2032
overall,All,principal_backlog_2040,Capped,2773055.0,catchall_60_65,primary,2032
overall,All,principal_backlog_2040,Uncapped,2791041.0,catchall_60_65,primary,2032
overall,All,principal_backlog_2040,Capped minus uncapped,-17986.0,catchall_60_65,primary,2032
nationality,India,age21_events_2025_2040,Capped,193842.0,catchall_60_65,primary,2032
nationality,India,age21_events_2025_2040,Uncapped,73597.0,catchall_60_65,primary,2032
nationality,India,age21_events_2025_2040,Capped minus uncapped,120245.0,catchall_60_65,primary,2032
nationality,India,principal_exits_2025_2040,Capped,334942.0,catchall_60_65,primary,2032
nationality,India,principal_exits_2025_2040,Uncapped,186770.0,catchall_60_65,primary,2032
nationality,India,principal_exits_2025_2040,Capped minus uncapped,148172.0,catchall_60_65,primary,2032
nationality,India,principal_backlog_2040,Capped,1076541.0,catchall_60_65,primary,2032
nationality,India,principal_backlog_2040,Uncapped,749280.0,catchall_60_65,primary,2032
nationality,India,principal_backlog_2040,Capped minus uncapped,327261.0,catchall_60_65,primary,2032
nationality,China,age21_events_2025_2040,Capped,18704.0,catchall_60_65,primary,2032
nationality,China,age21_events_2025_2040,Uncapped,14687.0,catchall_60_65,primary,2032
nationality,China,age21_events_2025_2040,Capped minus uncapped,4017.0,catchall_60_65,primary,2032
nationality,China,principal_exits_2025_2040,Capped,105182.0,catchall_60_65,primary,2032
nationality,China,principal_exits_2025_2040,Uncapped,95627.0,catchall_60_65,primary,2032
nationality,China,principal_exits_2025_2040,Capped minus uncapped,9555.0,catchall_60_65,primary,2032
nationality,China,principal_backlog_2040,Capped,341428.0,catchall_60_65,primary,2032
nationality,China,principal_backlog_2040,Uncapped,286520.0,catchall_60_65,primary,2032
nationality,China,principal_backlog_2040,Capped minus uncapped,54908.0,catchall_60_65,primary,2032
nationality,ROW,age21_events_2025_2040,Capped,54303.0,catchall_60_65,primary,2032
nationality,ROW,age21_events_2025_2040,Uncapped,110983.0,catchall_60_65,primary,2032
nationality,ROW,age21_events_2025_2040,Capped minus uncapped,-56680.0,catchall_60_65,primary,2032
nationality,ROW,principal_exits_2025_2040,Capped,653091.0,catchall_60_65,primary,2032
nationality,ROW,principal_exits_2025_2040,Uncapped,789198.0,catchall_60_65,primary,2032
nationality,ROW,principal_exits_2025_2040,Capped minus uncapped,-136107.0,catchall_60_65,primary,2032
nationality,ROW,principal_backlog_2040,Capped,1355086.0,catchall_60_65,primary,2032
nationality,ROW,principal_backlog_2040,Uncapped,1755241.0,catchall_60_65,primary,2032
nationality,ROW,principal_backlog_2040,Capped minus uncapped,-400155.0,catchall_60_65,primary,2032
category,EB-1,age21_events_2025_2040,Capped,2463.0,catchall_60_65,primary,2032
category,EB-1,age21_events_2025_2040,Uncapped,728.0,catchall_60_65,primary,2032
category,EB-1,age21_events_2025_2040,Capped minus uncapped,1735.0,catchall_60_65,primary,2032
category,EB-1,principal_exits_2025_2040,Capped,15717.0,catchall_60_65,primary,2032
category,EB-1,principal_exits_2025_2040,Uncapped,16477.0,catchall_60_65,primary,2032
category,EB-1,principal_exits_2025_2040,Capped minus uncapped,-760.0,catchall_60_65,primary,2032
category,EB-1,principal_backlog_2040,Capped,129026.0,catchall_60_65,primary,2032
category,EB-1,principal_backlog_2040,Uncapped,125017.0,catchall_60_65,primary,2032
category,EB-1,principal_backlog_2040,Capped minus uncapped,4009.0,catchall_60_65,primary,2032
category,EB-2,age21_events_2025_2040,Capped,150085.0,catchall_60_65,primary,2032
category,EB-2,age21_events_2025_2040,Uncapped,108670.0,catchall_60_65,primary,2032
category,EB-2,age21_events_2025_2040,Capped minus uncapped,41415.0,catchall_60_65,primary,2032
category,EB-2,principal_exits_2025_2040,Capped,309835.0,catchall_60_65,primary,2032
category,EB-2,principal_exits_2025_2040,Uncapped,282722.0,catchall_60_65,primary,2032
category,EB-2,principal_exits_2025_2040,Capped minus uncapped,27113.0,catchall_60_65,primary,2032
category,EB-2,principal_backlog_2040,Capped,1041030.0,catchall_60_65,primary,2032
category,EB-2,principal_backlog_2040,Uncapped,1059380.0,catchall_60_65,primary,2032
category,EB-2,principal_backlog_2040,Capped minus uncapped,-18350.0,catchall_60_65,primary,2032
category,EB-3,age21_events_2025_2040,Capped,63681.0,catchall_60_65,primary,2032
category,EB-3,age21_events_2025_2040,Uncapped,39763.0,catchall_60_65,primary,2032
category,EB-3,age21_events_2025_2040,Capped minus uncapped,23918.0,catchall_60_65,primary,2032
category,EB-3,principal_exits_2025_2040,Capped,244720.0,catchall_60_65,primary,2032
category,EB-3,principal_exits_2025_2040,Uncapped,249900.0,catchall_60_65,primary,2032
category,EB-3,principal_exits_2025_2040,Capped minus uncapped,-5180.0,catchall_60_65,primary,2032
category,EB-3,principal_backlog_2040,Capped,552522.0,catchall_60_65,primary,2032
category,EB-3,principal_backlog_2040,Uncapped,558322.0,catchall_60_65,primary,2032
category,EB-3,principal_backlog_2040,Capped minus uncapped,-5800.0,catchall_60_65,primary,2032
category,EB-4,age21_events_2025_2040,Capped,49601.0,catchall_60_65,primary,2032
category,EB-4,age21_events_2025_2040,Uncapped,49600.0,catchall_60_65,primary,2032
category,EB-4,age21_events_2025_2040,Capped minus uncapped,1.0,catchall_60_65,primary,2032
category,EB-4,principal_exits_2025_2040,Capped,519141.0,catchall_60_65,primary,2032
category,EB-4,principal_exits_2025_2040,Uncapped,519055.0,catchall_60_65,primary,2032
category,EB-4,principal_exits_2025_2040,Capped minus uncapped,86.0,catchall_60_65,primary,2032
category,EB-4,principal_backlog_2040,Capped,1023921.0,catchall_60_65,primary,2032
category,EB-4,principal_backlog_2040,Uncapped,1021841.0,catchall_60_65,primary,2032
category,EB-4,principal_backlog_2040,Capped minus uncapped,2080.0,catchall_60_65,primary,2032
category,EB-5,age21_events_2025_2040,Capped,1019.0,catchall_60_65,primary,2032
category,EB-5,age21_events_2025_2040,Uncapped,506.0,catchall_60_65,primary,2032
category,EB-5,age21_events_2025_2040,Capped minus uncapped,513.0,catchall_60_65,primary,2032
category,EB-5,principal_exits_2025_2040,Capped,3802.0,catchall_60_65,primary,2032
category,EB-5,principal_exits_2025_2040,Uncapped,3441.0,catchall_60_65,primary,2032
category,EB-5,principal_exits_2025_2040,Capped minus uncapped,361.0,catchall_60_65,primary,2032
category,EB-5,principal_backlog_2040,Capped,26556.0,catchall_60_65,primary,2032
category,EB-5,principal_backlog_2040,Uncapped,26481.0,catchall_60_65,primary,2032
category,EB-5,principal_backlog_2040,Capped minus uncapped,75.0,catchall_60_65,primary,2032
joint,EB-1 / India,age21_events_2025_2040,Capped minus uncapped,1422.0,catchall_60_65,primary,2032
joint,EB-1 / China,age21_events_2025_2040,Capped minus uncapped,904.0,catchall_60_65,primary,2032
joint,EB-1 / ROW,age21_events_2025_2040,Capped minus uncapped,-591.0,catchall_60_65,primary,2032
joint,EB-2 / India,age21_events_2025_2040,Capped minus uncapped,75627.0,catchall_60_65,primary,2032
joint,EB-2 / China,age21_events_2025_2040,Capped minus uncapped,418.0,catchall_60_65,primary,2032
joint,EB-2 / ROW,age21_events_2025_2040,Capped minus uncapped,-34630.0,catchall_60_65,primary,2032
joint,EB-3 / India,age21_events_2025_2040,Capped minus uncapped,43678.0,catchall_60_65,primary,2032
joint,EB-3 / China,age21_events_2025_2040,Capped minus uncapped,2270.0,catchall_60_65,primary,2032
joint,EB-3 / ROW,age21_events_2025_2040,Capped minus uncapped,-22030.0,catchall_60_65,primary,2032
joint,EB-4 / India,age21_events_2025_2040,Capped minus uncapped,-673.0,catchall_60_65,primary,2032
joint,EB-4 / China,age21_events_2025_2040,Capped minus uncapped,-129.0,catchall_60_65,primary,2032
joint,EB-4 / ROW,age21_events_2025_2040,Capped minus uncapped,803.0,catchall_60_65,primary,2032
joint,EB-5 / India,age21_events_2025_2040,Capped minus uncapped,191.0,catchall_60_65,primary,2032
joint,EB-5 / China,age21_events_2025_2040,Capped minus uncapped,554.0,catchall_60_65,primary,2032
joint,EB-5 / ROW,age21_events_2025_2040,Capped minus uncapped,-232.0,catchall_60_65,primary,2032
overall,All,age21_events_2025_2040,Capped,267062.0,catchall_60_65,primary,2033
overall,All,age21_events_2025_2040,Uncapped,199679.0,catchall_60_65,primary,2033
overall,All,age21_events_2025_2040,Capped minus uncapped,67383.0,catchall_60_65,primary,2033
overall,All,principal_exits_2025_2040,Capped,1092054.0,catchall_60_65,primary,2033
overall,All,principal_exits_2025_2040,Uncapped,1072591.0,catchall_60_65,primary,2033
overall,All,principal_exits_2025_2040,Capped minus uncapped,19463.0,catchall_60_65,primary,2033
overall,All,principal_conversions_2025_2040,Capped,1262596.0,catchall_60_65,primary,2033
overall,All,principal_conversions_2025_2040,Uncapped,1266540.0,catchall_60_65,primary,2033
overall,All,principal_conversions_2025_2040,Capped minus uncapped,-3944.0,catchall_60_65,primary,2033
overall,All,principal_backlog_2040,Capped,2775403.0,catchall_60_65,primary,2033
overall,All,principal_backlog_2040,Uncapped,2790922.0,catchall_60_65,primary,2033
overall,All,principal_backlog_2040,Capped minus uncapped,-15519.0,catchall_60_65,primary,2033
nationality,India,age21_events_2025_2040,Capped,194414.0,catchall_60_65,primary,2033
nationality,India,age21_events_2025_2040,Uncapped,73526.0,catchall_60_65,primary,2033
nationality,India,age21_events_2025_2040,Capped minus uncapped,120888.0,catchall_60_65,primary,2033
nationality,India,principal_exits_2025_2040,Capped,333935.0,catchall_60_65,primary,2033
nationality,India,principal_exits_2025_2040,Uncapped,187147.0,catchall_60_65,primary,2033
nationality,India,principal_exits_2025_2040,Capped minus uncapped,146788.0,catchall_60_65,primary,2033
