case,year,category,nationality,modeled_visas,n_runs,visas_issued,residual_model_minus_observed
catchall_60_65,2020,EB-1,India,10877.44,50,17014,-6136.5599999999995
catchall_60_65,2020,EB-1,ROW,33294.56,50,25423,7871.559999999998
catchall_60_65,2020,EB-2,China,3118.0,50,3118,0.0
catchall_60_65,2020,EB-2,India,2599.0,50,2599,0.0
catchall_60_65,2020,EB-2,ROW,36369.0,50,37410,-1041.0
catchall_60_65,2020,EB-3,China,2946.0,50,3499,-553.0
catchall_60_65,2020,EB-3,India,2946.0,50,3194,-248.0
catchall_60_65,2020,EB-3,ROW,36193.0,50,36128,65.0
catchall_60_65,2020,EB-4,China,181.76,50,256,-74.24000000000001
catchall_60_65,2020,EB-4,India,731.0,50,734,-3.0
catchall_60_65,2020,EB-4,ROW,9535.24,50,9416,119.23999999999978
catchall_60_65,2020,EB-5,China,1209.94,50,1564,-354.05999999999995
catchall_60_65,2020,EB-5,India,731.0,50,613,118.0
catchall_60_65,2020,EB-5,ROW,1655.06,50,1419,236.05999999999995
catchall_60_65,2021,EB-1,China,9118.0,50,9118,0.0
catchall_60_65,2021,EB-1,India,30825.0,50,30825,0.0
catchall_60_65,2021,EB-1,ROW,18835.62,50,21553,-2717.380000000001
catchall_60_65,2021,EB-2,China,6091.0,50,6091,0.0
catchall_60_65,2021,EB-2,India,28246.0,50,28246,0.0
catchall_60_65,2021,EB-2,ROW,25404.0,50,25404,0.0
catchall_60_65,2021,EB-3,China,3914.0,50,5113,-1199.0
catchall_60_65,2021,EB-3,India,21070.38,50,14954,6116.380000000001
catchall_60_65,2021,EB-3,ROW,35173.0,50,35173,0.0
catchall_60_65,2021,EB-4,China,72.74,50,182,-109.26
catchall_60_65,2021,EB-4,India,972.0,50,569,403.0
catchall_60_65,2021,EB-4,ROW,12836.26,50,15330,-2493.74
catchall_60_65,2021,EB-5,China,972.0,50,1567,-595.0
catchall_60_65,2021,EB-5,India,972.0,50,211,761.0
catchall_60_65,2021,EB-5,ROW,1005.0,50,1171,-166.0
catchall_60_65,2022,EB-1,China,11425.0,50,11425,0.0
catchall_60_65,2022,EB-1,India,20309.5,50,21437,-1127.5
catchall_60_65,2022,EB-1,ROW,22402.5,50,21275,1127.5
catchall_60_65,2022,EB-2,China,8523.0,50,8523,0.0
catchall_60_65,2022,EB-2,India,59432.0,50,59431,1.0
catchall_60_65,2022,EB-2,ROW,41355.0,50,41355,0.0
catchall_60_65,2022,EB-3,China,5510.0,50,6452,-942.0
catchall_60_65,2022,EB-3,India,13919.0,50,12600,1319.0
catchall_60_65,2022,EB-3,ROW,61946.0,50,61946,0.0
catchall_60_65,2022,EB-4,China,185.4,50,280,-94.6
catchall_60_65,2022,EB-4,India,1368.0,50,1232,136.0
catchall_60_65,2022,EB-4,ROW,17989.6,50,18409,-419.40000000000146
catchall_60_65,2022,EB-5,China,8513.38,50,6125,2388.379999999999
catchall_60_65,2022,EB-5,India,1368.0,50,1381,-13.0
catchall_60_65,2022,EB-5,ROW,1003.62,50,3379,-2375.38
catchall_60_65,2023,EB-1,China,9206.26,50,7007,2199.26
catchall_60_65,2023,EB-1,India,15550.12,50,16604,-1053.8799999999992
catchall_60_65,2023,EB-1,ROW,30707.62,50,33602,-2894.380000000001
catchall_60_65,2023,EB-2,China,3882.0,50,6371,-2489.0
catchall_60_65,2023,EB-2,India,3882.0,50,4301,-419.0
catchall_60_65,2023,EB-2,ROW,47699.0,50,46245,1454.0
catchall_60_65,2023,EB-3,China,3882.0,50,4218,-336.0
catchall_60_65,2023,EB-3,India,3882.0,50,4782,-900.0
catchall_60_65,2023,EB-3,ROW,47699.0,50,47261,438.0
catchall_60_65,2023,EB-4,China,200.16,50,141,59.16
catchall_60_65,2023,EB-4,India,964.0,50,709,255.0
catchall_60_65,2023,EB-4,ROW,12604.84,50,12870,-265.15999999999985
catchall_60_65,2023,EB-5,China,11227.08,50,6262,4965.08
catchall_60_65,2023,EB-5,India,964.0,50,815,149.0
catchall_60_65,2023,EB-5,ROW,1577.92,50,2740,-1162.08
catchall_60_65,2024,EB-1,China,5732.3,50,6952,-1219.6999999999998
catchall_60_65,2024,EB-1,India,12308.88,50,8809,3499.879999999999
catchall_60_65,2024,EB-1,ROW,29833.82,50,31433,-1599.1800000000003
catchall_60_65,2024,EB-2,China,3351.0,50,6556,-3205.0
catchall_60_65,2024,EB-2,India,3351.0,50,3916,-565.0
catchall_60_65,2024,EB-2,ROW,41173.0,50,35842,5331.0
catchall_60_65,2024,EB-3,China,3351.0,50,6141,-2790.0
catchall_60_65,2024,EB-3,India,3351.0,50,3655,-304.0
catchall_60_65,2024,EB-3,ROW,41172.0,50,37494,3678.0
catchall_60_65,2024,EB-4,China,318.78,50,78,240.77999999999997
catchall_60_65,2024,EB-4,India,832.0,50,428,404.0
catchall_60_65,2024,EB-4,ROW,10734.22,50,11166,-431.78000000000065
catchall_60_65,2024,EB-5,China,7095.92,50,9547,-2451.08
catchall_60_65,2024,EB-5,India,832.0,50,1428,-596.0
catchall_60_65,2024,EB-5,ROW,3957.08,50,3949,8.079999999999927
catchall_65_70,2009,EB-1,China,4375.0,1,4999,-624.0
catchall_65_70,2009,EB-1,India,5634.0,1,6672,-1038.0
catchall_65_70,2009,EB-1,ROW,29334.0,1,29305,29.0
catchall_65_70,2009,EB-2,China,5497.0,1,3045,2452.0
catchall_65_70,2009,EB-2,India,9638.0,1,10106,-468.0
catchall_65_70,2009,EB-2,ROW,32902.0,1,32865,37.0
catchall_65_70,2009,EB-3,China,1077.0,1,1077,0.0
catchall_65_70,2009,EB-3,India,2304.0,1,2304,0.0
catchall_65_70,2009,EB-3,ROW,36941.0,1,36397,544.0
catchall_65_70,2009,EB-4,China,40.0,1,91,-51.0
catchall_65_70,2009,EB-4,India,486.0,1,771,-285.0
catchall_65_70,2009,EB-4,ROW,9484.0,1,9137,347.0
catchall_65_70,2009,EB-5,China,1476.0,1,1979,-503.0
catchall_65_70,2009,EB-5,India,62.0,1,72,-10.0
catchall_65_70,2009,EB-5,ROW,1737.0,1,2167,-430.0
catchall_65_70,2010,EB-1,China,5616.0,1,6741,-1125.0
catchall_65_70,2010,EB-1,India,6579.0,1,6741,-162.0
catchall_65_70,2010,EB-1,ROW,27602.0,1,27544,58.0
catchall_65_70,2010,EB-2,China,6081.0,1,6505,-424.0
catchall_65_70,2010,EB-2,India,10376.0,1,19961,-9585.0
catchall_65_70,2010,EB-2,ROW,36959.0,1,27406,9553.0
catchall_65_70,2010,EB-3,China,3008.0,1,3676,-668.0
catchall_65_70,2010,EB-3,India,3008.0,1,3036,-28.0
catchall_65_70,2010,EB-3,ROW,36959.0,1,35719,1240.0
catchall_65_70,2010,EB-4,China,11.0,1,98,-87.0
catchall_65_70,2010,EB-4,India,596.0,1,824,-228.0
catchall_65_70,2010,EB-4,ROW,10062.0,1,10126,-64.0
catchall_65_70,2010,EB-5,China,1399.0,1,772,627.0
catchall_65_70,2010,EB-5,India,118.0,1,62,56.0
catchall_65_70,2010,EB-5,ROW,1888.0,1,1051,837.0
catchall_65_70,2011,EB-1,China,5014.0,1,3940,1074.0
catchall_65_70,2011,EB-1,India,7323.0,1,4563,2760.0
catchall_65_70,2011,EB-1,ROW,20304.0,1,16726,3578.0
catchall_65_70,2011,EB-2,China,8299.0,1,8257,42.0
catchall_65_70,2011,EB-2,India,13988.0,1,23997,-10009.0
catchall_65_70,2011,EB-2,ROW,34262.0,1,34550,-288.0
catchall_65_70,2011,EB-3,China,2789.0,1,2542,247.0
catchall_65_70,2011,EB-3,India,2789.0,1,4002,-1213.0
catchall_65_70,2011,EB-3,ROW,34262.0,1,30881,3381.0
catchall_65_70,2011,EB-4,China,14.0,1,78,-64.0
catchall_65_70,2011,EB-4,India,93.0,1,444,-351.0
catchall_65_70,2011,EB-4,ROW,6274.0,1,5859,415.0
catchall_65_70,2011,EB-5,China,2656.0,1,2408,248.0
catchall_65_70,2011,EB-5,India,54.0,1,37,17.0
catchall_65_70,2011,EB-5,ROW,1181.0,1,1018,163.0
catchall_65_70,2012,EB-1,China,5557.0,1,6183,-626.0
catchall_65_70,2012,EB-1,India,8479.0,1,9506,-1027.0
catchall_65_70,2012,EB-1,ROW,20952.0,1,23698,-2746.0
catchall_65_70,2012,EB-2,China,3332.0,1,5858,-2526.0
catchall_65_70,2012,EB-2,India,12911.0,1,19726,-6815.0
catchall_65_70,2012,EB-2,ROW,35577.0,1,25009,10568.0
catchall_65_70,2012,EB-3,China,2896.0,1,2827,69.0
catchall_65_70,2012,EB-3,India,2896.0,1,2804,92.0
catchall_65_70,2012,EB-3,ROW,35577.0,1,33918,1659.0
catchall_65_70,2012,EB-4,China,22.0,1,117,-95.0
catchall_65_70,2012,EB-4,India,360.0,1,600,-240.0
catchall_65_70,2012,EB-4,ROW,7096.0,1,6761,335.0
catchall_65_70,2012,EB-5,China,7045.0,1,6124,921.0
catchall_65_70,2012,EB-5,India,98.0,1,76,22.0
catchall_65_70,2012,EB-5,ROW,1849.0,1,1440,409.0
catchall_65_70,2013,EB-1,China,6792.0,1,6249,543.0
catchall_65_70,2013,EB-1,India,11129.0,1,9640,1489.0
catchall_65_70,2013,EB-1,ROW,23213.0,1,23169,44.0
catchall_65_70,2013,EB-2,China,3229.0,1,3627,-398.0
catchall_65_70,2013,EB-2,India,16560.0,1,17193,-633.0
catchall_65_70,2013,EB-2,ROW,38663.0,1,42641,-3978.0
catchall_65_70,2013,EB-3,China,3229.0,1,3229,0.0
catchall_65_70,2013,EB-3,India,3229.0,1,7816,-4587.0
catchall_65_70,2013,EB-3,ROW,39665.0,1,32695,6970.0
catchall_65_70,2013,EB-4,China,7.0,1,78,-71.0
catchall_65_70,2013,EB-4,India,332.0,1,562,-230.0
catchall_65_70,2013,EB-4,ROW,6107.0,1,5806,301.0
catchall_65_70,2013,EB-5,China,7193.0,1,6895,298.0
catchall_65_70,2013,EB-5,India,97.0,1,87,10.0
catchall_65_70,2013,EB-5,ROW,1824.0,1,1582,242.0
catchall_65_70,2014,EB-1,China,7598.0,1,6167,1431.0
catchall_65_70,2014,EB-1,India,15160.0,1,12978,2182.0
catchall_65_70,2014,EB-1,ROW,22988.0,1,21463,1525.0
catchall_65_70,2014,EB-2,China,3030.0,1,3561,-531.0
catchall_65_70,2014,EB-2,India,3030.0,1,23527,-20497.0
catchall_65_70,2014,EB-2,ROW,37229.0,1,21983,15246.0
catchall_65_70,2014,EB-3,China,3030.0,1,3676,-646.0
catchall_65_70,2014,EB-3,India,3030.0,1,3526,-496.0
catchall_65_70,2014,EB-3,ROW,37229.0,1,35497,1732.0
catchall_65_70,2014,EB-4,China,20.0,1,109,-89.0
catchall_65_70,2014,EB-4,India,491.0,1,732,-241.0
catchall_65_70,2014,EB-4,ROW,7778.0,1,7448,330.0
catchall_65_70,2014,EB-5,China,8032.0,1,9128,-1096.0
catchall_65_70,2014,EB-5,India,347.0,1,96,251.0
catchall_65_70,2014,EB-5,ROW,2367.0,1,1468,899.0
catchall_65_70,2015,EB-1,China,5359.0,1,6239,-880.0
catchall_65_70,2015,EB-1,India,8946.0,1,12253,-3307.0
catchall_65_70,2015,EB-1,ROW,26865.0,1,23498,3367.0
catchall_65_70,2015,EB-2,China,2882.0,1,4202,-1320.0
catchall_65_70,2015,EB-2,India,2882.0,1,7235,-4353.0
catchall_65_70,2015,EB-2,ROW,35406.0,1,33042,2364.0
catchall_65_70,2015,EB-3,China,2882.0,1,3211,-329.0
catchall_65_70,2015,EB-3,India,2882.0,1,7026,-4144.0
catchall_65_70,2015,EB-3,ROW,35406.0,1,27213,8193.0
catchall_65_70,2015,EB-4,China,429.0,1,81,348.0
catchall_65_70,2015,EB-4,India,715.0,1,709,6.0
catchall_65_70,2015,EB-4,ROW,9077.0,1,9479,-402.0
catchall_65_70,2015,EB-5,China,4801.0,1,8156,-3355.0
catchall_65_70,2015,EB-5,India,715.0,1,111,604.0
catchall_65_70,2015,EB-5,ROW,4705.0,1,1497,3208.0
catchall_65_70,2016,EB-1,China,5294.0,1,6711,-1417.0
catchall_65_70,2016,EB-1,India,8819.0,1,10985,-2166.0
catchall_65_70,2016,EB-1,ROW,26027.0,1,26027,0.0
catchall_65_70,2016,EB-2,China,2810.0,1,2837,-27.0
catchall_65_70,2016,EB-2,India,2810.0,1,3930,-1120.0
catchall_65_70,2016,EB-2,ROW,34520.0,1,32344,2176.0
catchall_65_70,2016,EB-3,China,2810.0,1,2815,-5.0
catchall_65_70,2016,EB-3,India,2810.0,1,4617,-1807.0
catchall_65_70,2016,EB-3,ROW,34520.0,1,30108,4412.0
catchall_65_70,2016,EB-4,China,247.0,1,107,140.0
catchall_65_70,2016,EB-4,India,698.0,1,720,-22.0
catchall_65_70,2016,EB-4,ROW,9020.0,1,9202,-182.0
catchall_65_70,2016,EB-5,China,4874.0,1,7516,-2642.0
catchall_65_70,2016,EB-5,India,698.0,1,149,549.0
catchall_65_70,2016,EB-5,ROW,4393.0,1,2282,2111.0
catchall_65_70,2017,EB-1,China,5853.0,1,6337,-484.0
catchall_65_70,2017,EB-1,India,11665.0,1,13082,-1417.0
catchall_65_70,2017,EB-1,ROW,22409.0,1,22409,0.0
catchall_65_70,2017,EB-2,China,2795.0,1,2559,236.0
catchall_65_70,2017,EB-2,India,2795.0,1,2879,-84.0
catchall_65_70,2017,EB-2,ROW,34337.0,1,34523,-186.0
catchall_65_70,2017,EB-3,China,2795.0,1,2524,271.0
catchall_65_70,2017,EB-3,India,2795.0,1,6641,-3846.0
catchall_65_70,2017,EB-3,ROW,34336.0,1,28605,5731.0
catchall_65_70,2017,EB-4,China,133.0,1,116,17.0
catchall_65_70,2017,EB-4,India,694.0,1,790,-96.0
catchall_65_70,2017,EB-4,ROW,9085.0,1,9049,36.0
catchall_65_70,2017,EB-5,China,2573.0,1,7567,-4994.0
catchall_65_70,2017,EB-5,India,694.0,1,174,520.0
catchall_65_70,2017,EB-5,ROW,6645.0,1,2349,4296.0
catchall_65_70,2018,EB-1,China,5891.0,1,6582,-691.0
catchall_65_70,2018,EB-1,India,12029.0,1,10967,1062.0
catchall_65_70,2018,EB-1,ROW,21972.0,1,21972,0.0
catchall_65_70,2018,EB-2,China,2792.0,1,2681,111.0
catchall_65_70,2018,EB-2,India,2792.0,1,4096,-1304.0
catchall_65_70,2018,EB-2,ROW,34308.0,1,33864,444.0
catchall_65_70,2018,EB-3,China,2792.0,1,4392,-1600.0
catchall_65_70,2018,EB-3,India,2792.0,1,6112,-3320.0
catchall_65_70,2018,EB-3,ROW,34308.0,1,29462,4846.0
catchall_65_70,2018,EB-4,China,119.0,1,158,-39.0
catchall_65_70,2018,EB-4,India,693.0,1,764,-71.0
catchall_65_70,2018,EB-4,ROW,9092.0,1,8831,261.0
catchall_65_70,2018,EB-5,China,1070.0,1,4642,-3572.0
catchall_65_70,2018,EB-5,India,693.0,1,585,108.0
catchall_65_70,2018,EB-5,ROW,8140.0,1,4375,3765.0
catchall_65_70,2019,EB-1,China,4870.0,1,5284,-414.0
catchall_65_70,2019,EB-1,India,9538.0,1,9008,530.0
catchall_65_70,2019,EB-1,ROW,25800.0,1,25800,0.0
catchall_65_70,2019,EB-2,China,2814.0,1,3369,-555.0
catchall_65_70,2019,EB-2,India,2814.0,1,2908,-94.0
catchall_65_70,2019,EB-2,ROW,34579.0,1,33775,804.0
catchall_65_70,2019,EB-3,China,2814.0,1,3682,-868.0
catchall_65_70,2019,EB-3,India,2814.0,1,5083,-2269.0
catchall_65_70,2019,EB-3,ROW,34579.0,1,32111,2468.0
catchall_65_70,2019,EB-4,China,219.0,1,89,130.0
catchall_65_70,2019,EB-4,India,699.0,1,659,40.0
catchall_65_70,2019,EB-4,ROW,9064.0,1,9340,-276.0
catchall_65_70,2019,EB-5,China,6930.0,1,4327,2603.0
catchall_65_70,2019,EB-5,India,699.0,1,760,-61.0
catchall_65_70,2019,EB-5,ROW,2353.0,1,4391,-2038.0
catchall_65_70,2020,EB-1,China,4766.0,1,4766,0.0
catchall_65_70,2020,EB-1,India,10657.0,1,17014,-6357.0
catchall_65_70,2020,EB-1,ROW,33515.0,1,25423,8092.0
catchall_65_70,2020,EB-2,China,3118.0,1,3118,0.0
catchall_65_70,2020,EB-2,India,2599.0,1,2599,0.0
catchall_65_70,2020,EB-2,ROW,36369.0,1,37410,-1041.0
catchall_65_70,2020,EB-3,China,2946.0,1,3499,-553.0
catchall_65_70,2020,EB-3,India,2946.0,1,3194,-248.0
catchall_65_70,2020,EB-3,ROW,36193.0,1,36128,65.0
catchall_65_70,2020,EB-4,China,162.0,1,256,-94.0
catchall_65_70,2020,EB-4,India,731.0,1,734,-3.0
catchall_65_70,2020,EB-4,ROW,9555.0,1,9416,139.0
catchall_65_70,2020,EB-5,China,1260.0,1,1564,-304.0
catchall_65_70,2020,EB-5,India,731.0,1,613,118.0
catchall_65_70,2020,EB-5,ROW,1605.0,1,1419,186.0
catchall_65_70,2021,EB-1,China,9118.0,1,9118,0.0
catchall_65_70,2021,EB-1,India,30825.0,1,30825,0.0
catchall_65_70,2021,EB-1,ROW,18777.0,1,21553,-2776.0
catchall_65_70,2021,EB-2,China,6091.0,1,6091,0.0
catchall_65_70,2021,EB-2,India,28246.0,1,28246,0.0
catchall_65_70,2021,EB-2,ROW,25404.0,1,25404,0.0
catchall_65_70,2021,EB-3,China,3914.0,1,5113,-1199.0
catchall_65_70,2021,EB-3,India,21129.0,1,14954,6175.0
catchall_65_70,2021,EB-3,ROW,35173.0,1,35173,0.0
catchall_65_70,2021,EB-4,China,67.0,1,182,-115.0
catchall_65_70,2021,EB-4,India,972.0,1,569,403.0
catchall_65_70,2021,EB-4,ROW,12842.0,1,15330,-2488.0
catchall_65_70,2021,EB-5,China,972.0,1,1567,-595.0
catchall_65_70,2021,EB-5,India,972.0,1,211,761.0
catchall_65_70,2021,EB-5,ROW,1005.0,1,1171,-166.0
catchall_65_70,2022,EB-1,China,11425.0,1,11425,0.0
catchall_65_70,2022,EB-1,India,20098.0,1,21437,-1339.0
catchall_65_70,2022,EB-1,ROW,22614.0,1,21275,1339.0
catchall_65_70,2022,EB-2,China,8523.0,1,8523,0.0
catchall_65_70,2022,EB-2,India,59432.0,1,59431,1.0
catchall_65_70,2022,EB-2,ROW,41355.0,1,41355,0.0
catchall_65_70,2022,EB-3,China,5510.0,1,6452,-942.0
catchall_65_70,2022,EB-3,India,13919.0,1,12600,1319.0
catchall_65_70,2022,EB-3,ROW,61946.0,1,61946,0.0
catchall_65_70,2022,EB-4,China,181.0,1,280,-99.0
catchall_65_70,2022,EB-4,India,1368.0,1,1232,136.0
catchall_65_70,2022,EB-4,ROW,17994.0,1,18409,-415.0
catchall_65_70,2022,EB-5,China,8413.0,1,6125,2288.0
catchall_65_70,2022,EB-5,India,1368.0,1,1381,-13.0
catchall_65_70,2022,EB-5,ROW,1104.0,1,3379,-2275.0
catchall_65_70,2023,EB-1,China,9072.0,1,7007,2065.0
catchall_65_70,2023,EB-1,India,15432.0,1,16604,-1172.0
catchall_65_70,2023,EB-1,ROW,30960.0,1,33602,-2642.0
catchall_65_70,2023,EB-2,China,3882.0,1,6371,-2489.0
catchall_65_70,2023,EB-2,India,3882.0,1,4301,-419.0
catchall_65_70,2023,EB-2,ROW,47699.0,1,46245,1454.0
catchall_65_70,2023,EB-3,China,3882.0,1,4218,-336.0
catchall_65_70,2023,EB-3,India,3882.0,1,4782,-900.0
catchall_65_70,2023,EB-3,ROW,47699.0,1,47261,438.0
catchall_65_70,2023,EB-4,China,185.0,1,141,44.0
catchall_65_70,2023,EB-4,India,964.0,1,709,255.0
catchall_65_70,2023,EB-4,ROW,12620.0,1,12870,-250.0
catchall_65_70,2023,EB-5,China,11292.0,1,6262,5030.0
catchall_65_70,2023,EB-5,India,964.0,1,815,149.0
catchall_65_70,2023,EB-5,ROW,1513.0,1,2740,-1227.0
catchall_65_70,2024,EB-1,China,5696.0,1,6952,-1256.0
catchall_65_70,2024,EB-1,India,12479.0,1,8809,3670.0
catchall_65_70,2024,EB-1,ROW,29700.0,1,31433,-1733.0
catchall_65_70,2024,EB-2,China,3351.0,1,6556,-3205.0
catchall_65_70,2024,EB-2,India,3351.0,1,3916,-565.0
catchall_65_70,2024,EB-2,ROW,41173.0,1,35842,5331.0
catchall_65_70,2024,EB-3,China,3351.0,1,6141,-2790.0
catchall_65_70,2024,EB-3,India,3351.0,1,3655,-304.0
catchall_65_70,2024,EB-3,ROW,41172.0,1,37494,3678.0
catchall_65_70,2024,EB-4,China,308.0,1,78,230.0
catchall_65_70,2024,EB-4,India,832.0,1,428,404.0
catchall_65_70,2024,EB-4,ROW,10745.0,1,11166,-421.0
catchall_65_70,2024,EB-5,China,7213.0,1,9547,-2334.0
catchall_65_70,2024,EB-5,India,832.0,1,1428,-596.0
catchall_65_70,2024,EB-5,ROW,3840.0,1,3949,-109.0
historical_replay,2009,EB-1,China,4375.0,1,4999,-624.0
historical_replay,2009,EB-1,India,5634.0,1,6672,-1038.0
historical_replay,2009,EB-1,ROW,29305.0,1,29305,0.0
historical_replay,2009,EB-2,China,3045.0,1,3045,0.0
historical_replay,2009,EB-2,India,10106.0,1,10106,0.0
historical_replay,2009,EB-2,ROW,32865.0,1,32865,0.0
historical_replay,2009,EB-3,China,1077.0,1,1077,0.0
historical_replay,2009,EB-3,India,2304.0,1,2304,0.0
historical_replay,2009,EB-3,ROW,36397.0,1,36397,0.0
historical_replay,2009,EB-4,China,40.0,1,91,-51.0
historical_replay,2009,EB-4,India,486.0,1,771,-285.0
historical_replay,2009,EB-4,ROW,9137.0,1,9137,0.0
historical_replay,2009,EB-5,China,1476.0,1,1979,-503.0
historical_replay,2009,EB-5,India,62.0,1,72,-10.0
historical_replay,2009,EB-5,ROW,1737.0,1,2167,-430.0
historical_replay,2010,EB-1,China,5616.0,1,6741,-1125.0
historical_replay,2010,EB-1,India,6579.0,1,6741,-162.0
historical_replay,2010,EB-1,ROW,27544.0,1,27544,0.0
historical_replay,2010,EB-2,China,6505.0,1,6505,0.0
historical_replay,2010,EB-2,India,19961.0,1,19961,0.0
historical_replay,2010,EB-2,ROW,27406.0,1,27406,0.0
historical_replay,2010,EB-3,China,3676.0,1,3676,0.0
historical_replay,2010,EB-3,India,3036.0,1,3036,0.0
historical_replay,2010,EB-3,ROW,35719.0,1,35719,0.0
historical_replay,2010,EB-4,China,11.0,1,98,-87.0
historical_replay,2010,EB-4,India,596.0,1,824,-228.0
historical_replay,2010,EB-4,ROW,10126.0,1,10126,0.0
historical_replay,2010,EB-5,China,772.0,1,772,0.0
historical_replay,2010,EB-5,India,62.0,1,62,0.0
historical_replay,2010,EB-5,ROW,1051.0,1,1051,0.0
historical_replay,2011,EB-1,China,3940.0,1,3940,0.0
historical_replay,2011,EB-1,India,4563.0,1,4563,0.0
historical_replay,2011,EB-1,ROW,16726.0,1,16726,0.0
historical_replay,2011,EB-2,China,8257.0,1,8257,0.0
historical_replay,2011,EB-2,India,23997.0,1,23997,0.0
historical_replay,2011,EB-2,ROW,34550.0,1,34550,0.0
historical_replay,2011,EB-3,China,2542.0,1,2542,0.0
historical_replay,2011,EB-3,India,4002.0,1,4002,0.0
historical_replay,2011,EB-3,ROW,30881.0,1,30881,0.0
historical_replay,2011,EB-4,China,41.0,1,78,-37.0
historical_replay,2011,EB-4,India,444.0,1,444,0.0
historical_replay,2011,EB-4,ROW,5859.0,1,5859,0.0
historical_replay,2011,EB-5,China,2408.0,1,2408,0.0
historical_replay,2011,EB-5,India,37.0,1,37,0.0
historical_replay,2011,EB-5,ROW,1018.0,1,1018,0.0
historical_replay,2012,EB-1,China,6183.0,1,6183,0.0
historical_replay,2012,EB-1,India,9506.0,1,9506,0.0
historical_replay,2012,EB-1,ROW,23698.0,1,23698,0.0
historical_replay,2012,EB-2,China,5858.0,1,5858,0.0
historical_replay,2012,EB-2,India,19726.0,1,19726,0.0
historical_replay,2012,EB-2,ROW,25009.0,1,25009,0.0
historical_replay,2012,EB-3,China,2827.0,1,2827,0.0
historical_replay,2012,EB-3,India,2804.0,1,2804,0.0
historical_replay,2012,EB-3,ROW,33918.0,1,33918,0.0
historical_replay,2012,EB-4,China,45.0,1,117,-72.0
historical_replay,2012,EB-4,India,600.0,1,600,0.0
historical_replay,2012,EB-4,ROW,6761.0,1,6761,0.0
historical_replay,2012,EB-5,China,6124.0,1,6124,0.0
historical_replay,2012,EB-5,India,76.0,1,76,0.0
historical_replay,2012,EB-5,ROW,1440.0,1,1440,0.0
historical_replay,2013,EB-1,China,6249.0,1,6249,0.0
historical_replay,2013,EB-1,India,9640.0,1,9640,0.0
historical_replay,2013,EB-1,ROW,23169.0,1,23169,0.0
historical_replay,2013,EB-2,China,3627.0,1,3627,0.0
historical_replay,2013,EB-2,India,17193.0,1,17193,0.0
historical_replay,2013,EB-2,ROW,42641.0,1,42641,0.0
historical_replay,2013,EB-3,China,3229.0,1,3229,0.0
historical_replay,2013,EB-3,India,7816.0,1,7816,0.0
historical_replay,2013,EB-3,ROW,32695.0,1,32695,0.0
historical_replay,2013,EB-4,China,78.0,1,78,0.0
historical_replay,2013,EB-4,India,562.0,1,562,0.0
historical_replay,2013,EB-4,ROW,5806.0,1,5806,0.0
historical_replay,2013,EB-5,China,6895.0,1,6895,0.0
historical_replay,2013,EB-5,India,87.0,1,87,0.0
historical_replay,2013,EB-5,ROW,1582.0,1,1582,0.0
historical_replay,2014,EB-1,China,6167.0,1,6167,0.0
historical_replay,2014,EB-1,India,12978.0,1,12978,0.0
historical_replay,2014,EB-1,ROW,21463.0,1,21463,0.0
historical_replay,2014,EB-2,China,3561.0,1,3561,0.0
historical_replay,2014,EB-2,India,23527.0,1,23527,0.0
historical_replay,2014,EB-2,ROW,21983.0,1,21983,0.0
historical_replay,2014,EB-3,China,3676.0,1,3676,0.0
historical_replay,2014,EB-3,India,3526.0,1,3526,0.0
historical_replay,2014,EB-3,ROW,35497.0,1,35497,0.0
historical_replay,2014,EB-4,China,109.0,1,109,0.0
historical_replay,2014,EB-4,India,732.0,1,732,0.0
historical_replay,2014,EB-4,ROW,7448.0,1,7448,0.0
historical_replay,2014,EB-5,China,9128.0,1,9128,0.0
historical_replay,2014,EB-5,India,96.0,1,96,0.0
historical_replay,2014,EB-5,ROW,1468.0,1,1468,0.0
historical_replay,2015,EB-1,China,6239.0,1,6239,0.0
historical_replay,2015,EB-1,India,12253.0,1,12253,0.0
historical_replay,2015,EB-1,ROW,23498.0,1,23498,0.0
historical_replay,2015,EB-2,China,4202.0,1,4202,0.0
historical_replay,2015,EB-2,India,7235.0,1,7235,0.0
historical_replay,2015,EB-2,ROW,33042.0,1,33042,0.0
historical_replay,2015,EB-3,China,3211.0,1,3211,0.0
historical_replay,2015,EB-3,India,7026.0,1,7026,0.0
historical_replay,2015,EB-3,ROW,27213.0,1,27213,0.0
historical_replay,2015,EB-4,China,81.0,1,81,0.0
historical_replay,2015,EB-4,India,709.0,1,709,0.0
historical_replay,2015,EB-4,ROW,9479.0,1,9479,0.0
historical_replay,2015,EB-5,China,8156.0,1,8156,0.0
historical_replay,2015,EB-5,India,111.0,1,111,0.0
historical_replay,2015,EB-5,ROW,1497.0,1,1497,0.0
historical_replay,2016,EB-1,China,6711.0,1,6711,0.0
historical_replay,2016,EB-1,India,10985.0,1,10985,0.0
historical_replay,2016,EB-1,ROW,26027.0,1,26027,0.0
historical_replay,2016,EB-2,China,2837.0,1,2837,0.0
historical_replay,2016,EB-2,India,3930.0,1,3930,0.0
historical_replay,2016,EB-2,ROW,32344.0,1,32344,0.0
historical_replay,2016,EB-3,China,2815.0,1,2815,0.0
historical_replay,2016,EB-3,India,4617.0,1,4617,0.0
historical_replay,2016,EB-3,ROW,30108.0,1,30108,0.0
