scenario,year,outcome,dimension,group,threshold_age,denominator,count_at_or_above,share_pct,maximum_age,case,role,seed
Capped,2040,converted,category,EB-2,65,22290,18,0.08075370121130551,70,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-2,70,22290,1,0.004486316733961417,70,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-2,75,22290,0,0.0,70,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-2,80,22290,0,0.0,70,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-3,60,23566,864,3.66629890520241,69,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-3,65,23566,28,0.11881524229822626,69,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-3,70,23566,0,0.0,69,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-3,75,23566,0,0.0,69,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-3,80,23566,0,0.0,69,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-4,60,10209,177,1.7337643255950632,67,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-4,65,10209,15,0.14692918013517484,67,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-4,70,10209,0,0.0,67,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-4,75,10209,0,0.0,67,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-4,80,10209,0,0.0,67,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-5,60,4723,59,1.2492060131272495,62,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-5,65,4723,0,0.0,62,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-5,70,4723,0,0.0,62,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-5,75,4723,0,0.0,62,catchall_60_65,primary,2019
Capped,2040,converted,category,EB-5,80,4723,0,0.0,62,catchall_60_65,primary,2019
Capped,2040,converted,nationality,India,60,9651,859,8.900632058854004,69,catchall_60_65,primary,2019
Capped,2040,converted,nationality,India,65,9651,41,0.4248264428556626,69,catchall_60_65,primary,2019
Capped,2040,converted,nationality,India,70,9651,0,0.0,69,catchall_60_65,primary,2019
Capped,2040,converted,nationality,India,75,9651,0,0.0,69,catchall_60_65,primary,2019
Capped,2040,converted,nationality,India,80,9651,0,0.0,69,catchall_60_65,primary,2019
Capped,2040,converted,nationality,China,60,9848,215,2.183184402924452,70,catchall_60_65,primary,2019
Capped,2040,converted,nationality,China,65,9848,7,0.0710804224207961,70,catchall_60_65,primary,2019
Capped,2040,converted,nationality,China,70,9848,1,0.010154346060113728,70,catchall_60_65,primary,2019
Capped,2040,converted,nationality,China,75,9848,0,0.0,70,catchall_60_65,primary,2019
Capped,2040,converted,nationality,China,80,9848,0,0.0,70,catchall_60_65,primary,2019
Capped,2040,converted,nationality,ROW,60,61767,521,0.8434924798031311,67,catchall_60_65,primary,2019
Capped,2040,converted,nationality,ROW,65,61767,13,0.02104683730794761,67,catchall_60_65,primary,2019
Capped,2040,converted,nationality,ROW,70,61767,0,0.0,67,catchall_60_65,primary,2019
Capped,2040,converted,nationality,ROW,75,61767,0,0.0,67,catchall_60_65,primary,2019
Capped,2040,converted,nationality,ROW,80,61767,0,0.0,67,catchall_60_65,primary,2019
Capped,2040,still_waiting,overall,All EB,60,2774567,41236,1.4862138849052844,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,overall,All EB,65,2774567,1487,0.053593948172813995,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,overall,All EB,70,2774567,19,0.0006847915368416045,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,overall,All EB,75,2774567,0,0.0,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,overall,All EB,80,2774567,0,0.0,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-1,60,129886,412,0.31720123800871536,65,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-1,65,129886,1,0.0007699059174968818,65,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-1,70,129886,0,0.0,65,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-1,75,129886,0,0.0,65,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-1,80,129886,0,0.0,65,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-2,60,1041741,25631,2.460400425825613,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-2,65,1041741,910,0.08735376643522719,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-2,70,1041741,10,0.0009599314992882108,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-2,75,1041741,0,0.0,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-2,80,1041741,0,0.0,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-3,60,552038,8384,1.518736029041479,70,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-3,65,552038,207,0.03749741865596209,70,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-3,70,552038,4,0.0007245878001152095,70,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-3,75,552038,0,0.0,70,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-3,80,552038,0,0.0,70,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-4,60,1024230,6696,0.6537594095076301,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-4,65,1024230,369,0.0360270642336194,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-4,70,1024230,5,0.0004881716020815637,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-4,75,1024230,0,0.0,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-4,80,1024230,0,0.0,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-5,60,26672,113,0.42366526694661066,62,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-5,65,26672,0,0.0,62,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-5,70,26672,0,0.0,62,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-5,75,26672,0,0.0,62,catchall_60_65,primary,2019
Capped,2040,still_waiting,category,EB-5,80,26672,0,0.0,62,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,India,60,1077237,29674,2.7546398796179483,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,India,65,1077237,992,0.09208744222487716,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,India,70,1077237,13,0.0012067910775437531,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,India,75,1077237,0,0.0,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,India,80,1077237,0,0.0,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,China,60,342358,3808,1.112285969657493,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,China,65,342358,136,0.039724498916339036,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,China,70,342358,1,0.00029209190379661054,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,China,75,342358,0,0.0,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,China,80,342358,0,0.0,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,ROW,60,1354972,7754,0.5722627478649005,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,ROW,65,1354972,359,0.026495012443061555,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,ROW,70,1354972,5,0.00036901131536297427,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,ROW,75,1354972,0,0.0,71,catchall_60_65,primary,2019
Capped,2040,still_waiting,nationality,ROW,80,1354972,0,0.0,71,catchall_60_65,primary,2019
Uncapped,2024,converted,overall,All EB,60,76839,305,0.3969338486966254,66,catchall_60_65,primary,2020
Uncapped,2024,converted,overall,All EB,65,76839,1,0.0013014224547430342,66,catchall_60_65,primary,2020
Uncapped,2024,converted,overall,All EB,70,76839,0,0.0,66,catchall_60_65,primary,2020
Uncapped,2024,converted,overall,All EB,75,76839,0,0.0,66,catchall_60_65,primary,2020
Uncapped,2024,converted,overall,All EB,80,76839,0,0.0,66,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-1,60,20305,0,0.0,57,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-1,65,20305,0,0.0,57,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-1,70,20305,0,0.0,57,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-1,75,20305,0,0.0,57,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-1,80,20305,0,0.0,57,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-2,60,21835,28,0.12823448591710557,63,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-2,65,21835,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-2,70,21835,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-2,75,21835,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-2,80,21835,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-3,60,22956,80,0.3484927687750479,66,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-3,65,22956,1,0.004356159609688099,66,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-3,70,22956,0,0.0,66,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-3,75,22956,0,0.0,66,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-3,80,22956,0,0.0,66,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-4,60,6935,135,1.9466474405191059,63,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-4,65,6935,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-4,70,6935,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-4,75,6935,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-4,80,6935,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-5,60,4808,62,1.2895174708818635,62,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-5,65,4808,0,0.0,62,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-5,70,4808,0,0.0,62,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-5,75,4808,0,0.0,62,catchall_60_65,primary,2020
Uncapped,2024,converted,category,EB-5,80,4808,0,0.0,62,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,India,60,8829,38,0.43039981877902367,66,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,India,65,8829,1,0.011326311020500622,66,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,India,70,8829,0,0.0,66,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,India,75,8829,0,0.0,66,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,India,80,8829,0,0.0,66,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,China,60,9755,141,1.4454126089185033,63,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,China,65,9755,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,China,70,9755,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,China,75,9755,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,China,80,9755,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,ROW,60,58255,126,0.21629044717191656,63,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,ROW,65,58255,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,ROW,70,58255,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,ROW,75,58255,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2024,converted,nationality,ROW,80,58255,0,0.0,63,catchall_60_65,primary,2020
Uncapped,2040,converted,overall,All EB,60,83827,1850,2.2069261693726365,70,catchall_60_65,primary,2020
Uncapped,2040,converted,overall,All EB,65,83827,95,0.1133286411299462,70,catchall_60_65,primary,2020
Uncapped,2040,converted,overall,All EB,70,83827,2,0.002385866129051499,70,catchall_60_65,primary,2020
Uncapped,2040,converted,overall,All EB,75,83827,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,converted,overall,All EB,80,83827,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-1,60,20567,34,0.1653133660718627,60,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-1,65,20567,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-1,70,20567,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-1,75,20567,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-1,80,20567,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-2,60,24355,966,3.9663313487990144,70,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-2,65,24355,43,0.17655512215150893,70,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-2,70,24355,1,0.0041059330732909054,70,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-2,75,24355,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-2,80,24355,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-3,60,23712,650,2.741228070175439,68,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-3,65,23712,31,0.13073549257759784,68,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-3,70,23712,0,0.0,68,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-3,75,23712,0,0.0,68,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-3,80,23712,0,0.0,68,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-4,60,10422,177,1.6983304548071387,70,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-4,65,10422,21,0.20149683362118595,70,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-4,70,10422,1,0.009595087315294569,70,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-4,75,10422,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-4,80,10422,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-5,60,4771,23,0.4820792286732341,60,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-5,65,4771,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-5,70,4771,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-5,75,4771,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,converted,category,EB-5,80,4771,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,India,60,27394,506,1.8471198072570636,67,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,India,65,27394,19,0.06935825363218223,67,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,India,70,27394,0,0.0,67,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,India,75,27394,0,0.0,67,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,India,80,27394,0,0.0,67,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,China,60,14207,200,1.407756739635391,67,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,China,65,14207,10,0.07038783698176955,67,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,China,70,14207,0,0.0,67,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,China,75,14207,0,0.0,67,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,China,80,14207,0,0.0,67,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,ROW,60,42226,1144,2.7092312793065885,70,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,ROW,65,42226,66,0.1563018045753801,70,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,ROW,70,42226,2,0.0047364183204660635,70,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,ROW,75,42226,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,converted,nationality,ROW,80,42226,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,overall,All EB,60,2790409,25576,0.9165681446698316,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,overall,All EB,65,2790409,864,0.030963202885311795,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,overall,All EB,70,2790409,8,0.00028669632301214624,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,overall,All EB,75,2790409,0,0.0,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,overall,All EB,80,2790409,0,0.0,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-1,60,125580,63,0.05016722408026756,60,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-1,65,125580,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-1,70,125580,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-1,75,125580,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-1,80,125580,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-2,60,1059097,13014,1.2287826327522409,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-2,65,1059097,408,0.038523383599424796,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-2,70,1059097,3,0.0002832601735251823,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-2,75,1059097,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-2,80,1059097,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-3,60,558049,5661,1.0144270485208289,68,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-3,65,558049,133,0.02383303258316026,68,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-3,70,558049,0,0.0,68,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-3,75,558049,0,0.0,68,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-3,80,558049,0,0.0,68,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-4,60,1021067,6814,0.6673411245295363,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-4,65,1021067,323,0.03163357546566484,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-4,70,1021067,5,0.0004896838307378458,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-4,75,1021067,0,0.0,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-4,80,1021067,0,0.0,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-5,60,26616,24,0.09017132551848513,60,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-5,65,26616,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-5,70,26616,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-5,75,26616,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,category,EB-5,80,26616,0,0.0,60,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,India,60,750379,4997,0.6659301499642181,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,India,65,750379,120,0.01599191875039147,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,India,70,750379,1,0.00013326598958659556,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,India,75,750379,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,India,80,750379,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,China,60,286496,2689,0.938582039539819,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,China,65,286496,74,0.02582933095051938,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,China,70,286496,1,0.00034904501284485645,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,China,75,286496,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,China,80,286496,0,0.0,70,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,ROW,60,1753534,17890,1.0202254418790853,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,ROW,65,1753534,670,0.038208554838400625,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,ROW,70,1753534,6,0.0003421661627319459,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,ROW,75,1753534,0,0.0,72,catchall_60_65,primary,2020
Uncapped,2040,still_waiting,nationality,ROW,80,1753534,0,0.0,72,catchall_60_65,primary,2020
Capped,2024,converted,overall,All EB,60,76839,305,0.3969338486966254,66,catchall_60_65,primary,2020
Capped,2024,converted,overall,All EB,65,76839,1,0.0013014224547430342,66,catchall_60_65,primary,2020
Capped,2024,converted,overall,All EB,70,76839,0,0.0,66,catchall_60_65,primary,2020
Capped,2024,converted,overall,All EB,75,76839,0,0.0,66,catchall_60_65,primary,2020
Capped,2024,converted,overall,All EB,80,76839,0,0.0,66,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-1,60,20305,0,0.0,57,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-1,65,20305,0,0.0,57,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-1,70,20305,0,0.0,57,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-1,75,20305,0,0.0,57,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-1,80,20305,0,0.0,57,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-2,60,21835,28,0.12823448591710557,63,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-2,65,21835,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-2,70,21835,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-2,75,21835,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-2,80,21835,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-3,60,22956,80,0.3484927687750479,66,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-3,65,22956,1,0.004356159609688099,66,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-3,70,22956,0,0.0,66,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-3,75,22956,0,0.0,66,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-3,80,22956,0,0.0,66,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-4,60,6935,135,1.9466474405191059,63,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-4,65,6935,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-4,70,6935,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-4,75,6935,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-4,80,6935,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-5,60,4808,62,1.2895174708818635,62,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-5,65,4808,0,0.0,62,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-5,70,4808,0,0.0,62,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-5,75,4808,0,0.0,62,catchall_60_65,primary,2020
Capped,2024,converted,category,EB-5,80,4808,0,0.0,62,catchall_60_65,primary,2020
Capped,2024,converted,nationality,India,60,8829,38,0.43039981877902367,66,catchall_60_65,primary,2020
Capped,2024,converted,nationality,India,65,8829,1,0.011326311020500622,66,catchall_60_65,primary,2020
Capped,2024,converted,nationality,India,70,8829,0,0.0,66,catchall_60_65,primary,2020
Capped,2024,converted,nationality,India,75,8829,0,0.0,66,catchall_60_65,primary,2020
Capped,2024,converted,nationality,India,80,8829,0,0.0,66,catchall_60_65,primary,2020
Capped,2024,converted,nationality,China,60,9755,141,1.4454126089185033,63,catchall_60_65,primary,2020
Capped,2024,converted,nationality,China,65,9755,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,nationality,China,70,9755,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,nationality,China,75,9755,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,nationality,China,80,9755,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,nationality,ROW,60,58255,126,0.21629044717191656,63,catchall_60_65,primary,2020
Capped,2024,converted,nationality,ROW,65,58255,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,nationality,ROW,70,58255,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,nationality,ROW,75,58255,0,0.0,63,catchall_60_65,primary,2020
Capped,2024,converted,nationality,ROW,80,58255,0,0.0,63,catchall_60_65,primary,2020
Capped,2040,converted,overall,All EB,60,81625,1537,1.8830015313935682,70,catchall_60_65,primary,2020
Capped,2040,converted,overall,All EB,65,81625,78,0.09555895865237365,70,catchall_60_65,primary,2020
Capped,2040,converted,overall,All EB,70,81625,1,0.001225114854517611,70,catchall_60_65,primary,2020
Capped,2040,converted,overall,All EB,75,81625,0,0.0,70,catchall_60_65,primary,2020
Capped,2040,converted,overall,All EB,80,81625,0,0.0,70,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-1,60,20615,66,0.32015522677661895,64,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-1,65,20615,0,0.0,64,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-1,70,20615,0,0.0,64,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-1,75,20615,0,0.0,64,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-1,80,20615,0,0.0,64,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-2,60,22545,391,1.73430915945886,70,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-2,65,22545,15,0.0665335994677312,70,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-2,70,22545,1,0.004435573297848747,70,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-2,75,22545,0,0.0,70,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-2,80,22545,0,0.0,70,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-3,60,23596,865,3.6658755721308696,68,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-3,65,23596,43,0.18223427699610104,68,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-3,70,23596,0,0.0,68,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-3,75,23596,0,0.0,68,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-3,80,23596,0,0.0,68,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-4,60,10150,160,1.5763546798029557,69,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-4,65,10150,20,0.19704433497536947,69,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-4,70,10150,0,0.0,69,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-4,75,10150,0,0.0,69,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-4,80,10150,0,0.0,69,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-5,60,4719,55,1.1655011655011656,62,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-5,65,4719,0,0.0,62,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-5,70,4719,0,0.0,62,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-5,75,4719,0,0.0,62,catchall_60_65,primary,2020
Capped,2040,converted,category,EB-5,80,4719,0,0.0,62,catchall_60_65,primary,2020
Capped,2040,converted,nationality,India,60,9764,826,8.459647685374847,68,catchall_60_65,primary,2020
