scenario,entry_cohort_window,dimension,group,outcome_observation_end_year,total_created,aged_out,saved,exited,still_dependent,aged_out_fraction_pct,saved_fraction_pct,exited_fraction_pct,still_dependent_fraction_pct,case,role,seed
Capped,all_entries_2009_2040,joint,EB-1 / India,2040,128686,1563,82728,4684,39711,1.2145843370685234,64.28671339539655,3.6398675846634445,30.858834682871485,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-1 / China,2040,49428,947,30253,2663,15565,1.9159181030994579,61.2061989155944,5.38763453912762,31.490248442178522,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-1 / ROW,2040,239331,0,239164,167,0,0.0,99.93022216094029,0.06977783905971228,0.0,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-2 / India,2040,538328,144934,40189,98391,254814,26.922991187528794,7.465522878245233,18.277147018174794,47.33433891605118,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-2 / China,2040,66483,10499,12309,12744,30931,15.792006979227773,18.514507468074545,19.168810071747664,46.524675480950016,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-2 / ROW,2040,376349,991,302067,20211,53080,0.26331941894358696,80.26246914433146,5.370281308041206,14.103930128683748,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-3 / India,2040,190064,57606,16022,48713,67723,30.308738109268457,8.429792070039566,25.629787860931057,35.631681959760925,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-3 / China,2040,64193,8176,14207,17818,23992,12.7365912171109,22.131696602433287,27.756920536507096,37.37479164394872,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-3 / ROW,2040,453168,7368,272675,61630,111495,1.6258870882321788,60.170841718744484,13.599812872930128,24.60345832009321,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-4 / India,2040,24476,3716,5990,6495,8275,15.182219316881843,24.47295309691126,26.53619872528191,33.80862886092499,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-4 / China,2040,1419,0,1411,8,0,0.0,99.43622269203665,0.5637773079633545,0.0,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-4 / ROW,2040,318031,53037,58148,112264,94582,16.676676173077468,18.2837522128346,35.299703488024754,29.739868126063183,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-5 / India,2040,15042,318,9546,512,4666,2.114080574391703,63.46230554447547,3.403802685813057,31.01981119531977,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-5 / China,2040,52330,1006,38157,2604,10563,1.9224154404739155,72.91610930632524,4.9761131282247275,20.185362124976113,catchall_60_65,primary,2015
Capped,all_entries_2009_2040,joint,EB-5 / ROW,2040,35904,0,35902,2,0,0.0,99.99442959001783,0.005570409982174688,0.0,catchall_60_65,primary,2015
Capped,entries_2009_2024,overall,All,2040,1140703,214470,703391,186401,36441,18.801563597185243,61.66293943296371,16.34088803132805,3.1946089385229985,catchall_60_65,primary,2015
Capped,entries_2009_2024,nationality,India,2040,428026,176200,118625,100436,32765,41.16572357753968,27.71443790797755,23.46492970053221,7.654908813950555,catchall_60_65,primary,2015
Capped,entries_2009_2024,nationality,China,2040,99744,10892,71162,15748,1942,10.919955085017644,71.34464228424767,15.788418350978505,1.9469842797561758,catchall_60_65,primary,2015
Capped,entries_2009_2024,nationality,ROW,2040,612933,27378,513604,70217,1734,4.4667198535565875,83.79447672094666,11.455901379106688,0.2829020463900622,catchall_60_65,primary,2015
Capped,entries_2009_2024,category,EB-1,2040,182299,16,181039,1244,0,0.008776789779428302,99.30882780487002,0.6823954053505504,0.0,catchall_60_65,primary,2015
Capped,entries_2009_2024,category,EB-2,2040,439788,127406,217610,70575,24197,28.969867299698947,49.48065886290667,16.04750470681328,5.501969130581098,catchall_60_65,primary,2015
Capped,entries_2009_2024,category,EB-3,2040,321465,57840,196001,57114,10510,17.992627502216415,60.97117882195573,17.766786430871168,3.2694072449566827,catchall_60_65,primary,2015
Capped,entries_2009_2024,category,EB-4,2040,150494,28425,64289,56046,1734,18.88779619121028,42.71864659056175,37.24135181469028,1.1522054035376825,catchall_60_65,primary,2015
Capped,entries_2009_2024,category,EB-5,2040,46657,783,44452,1422,0,1.6782047709882761,95.27402104721692,3.0477741817948005,0.0,catchall_60_65,primary,2015
Capped,entries_2009_2024,joint,EB-1 / India,2040,53651,16,52936,699,0,0.029822370505675568,98.66731281802763,1.3028648114667014,0.0,catchall_60_65,primary,2015
Capped,entries_2009_2024,joint,EB-1 / China,2040,19148,0,18770,378,0,0.0,98.025903488615,1.974096511385001,0.0,catchall_60_65,primary,2015
Capped,entries_2009_2024,joint,EB-1 / ROW,2040,109500,0,109333,167,0,0.0,99.84748858447489,0.15251141552511416,0.0,catchall_60_65,primary,2015
Capped,entries_2009_2024,joint,EB-2 / India,2040,245388,121479,40189,61332,22388,49.50486576360702,16.377736482631587,24.99388723164947,9.123510522111921,catchall_60_65,primary,2015
Capped,entries_2009_2024,joint,EB-2 / China,2040,25547,5865,12309,5564,1809,22.957685833953107,48.1817825967824,21.779465299252358,7.081066270012134,catchall_60_65,primary,2015
Capped,entries_2009_2024,joint,EB-2 / ROW,2040,168853,62,165112,3679,0,0.03671832896069362,97.78446340900072,2.178818262038578,0.0,catchall_60_65,primary,2015
Capped,entries_2009_2024,joint,EB-3 / India,2040,115669,53302,16022,35968,10377,46.08149115147533,13.851593771883564,31.09562631301386,8.971288763627246,catchall_60_65,primary,2015
Capped,entries_2009_2024,joint,EB-3 / China,2040,27083,4289,14207,8454,133,15.836502603108961,52.45726101244323,31.215153417272827,0.4910829671749806,catchall_60_65,primary,2015
Capped,entries_2009_2024,joint,EB-3 / ROW,2040,178713,249,165772,12692,0,0.13932953954105184,92.7587808385512,7.101889621907752,0.0,catchall_60_65,primary,2015
Capped,entries_2009_2024,joint,EB-4 / India,2040,9362,1358,5643,2361,0,14.505447553941465,60.275582140568254,25.21897030549028,0.0,catchall_60_65,primary,2015
