scenario,entry_cohort_window,dimension,group,outcome_observation_end_year,total_created,aged_out,saved,exited,still_dependent,aged_out_fraction_pct,saved_fraction_pct,exited_fraction_pct,still_dependent_fraction_pct,case,role,seed
Uncapped,all_entries_2009_2040,overall,All,2040,2550818,223156,1077270,420549,829843,8.74840933379018,42.23233488237891,16.486828930954697,32.53242685287621,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,nationality,India,2040,895647,87708,353864,130624,323451,9.792697346164282,39.50931561206591,14.584317258920088,36.11366978284972,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,nationality,China,2040,233264,16903,115285,33343,67733,7.246296042252555,49.42254269840181,14.29410453391865,29.037056725426986,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,nationality,ROW,2040,1421907,118545,608121,256582,438659,8.337043139952192,42.76798693585445,18.044921362648893,30.85004856154446,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,category,EB-1,2040,417039,731,339935,9812,66561,0.1752833667834423,81.51156126885016,2.352777557974194,15.960377806392207,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,category,EB-2,2040,981227,114981,303703,146801,415742,11.718083583105642,30.951349687686946,14.960962142297348,42.369604586910064,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,category,EB-3,2040,708142,49828,287718,142540,228056,7.0364418435850435,40.62998664109741,20.128731243168744,32.20484027214881,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,category,EB-4,2040,342192,56860,64627,118073,102632,16.6164024874924,18.886180857530274,34.50489783513349,29.99251881984383,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,category,EB-5,2040,102218,756,81287,3323,16852,0.7395957659120703,79.5231759572678,3.2508951456690602,16.48633313115107,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-1 / India,2040,128120,148,103851,2725,21396,0.11551670309085232,81.0576022478926,2.126912269747112,16.699968779269437,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-1 / China,2040,48938,26,39002,1475,8435,0.053128448240631,79.69675916465732,3.014017736728105,17.236094650373943,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-1 / ROW,2040,239981,557,197082,5612,36730,0.23210170805188743,82.12400148345077,2.3385184660452287,15.30537834245211,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-2 / India,2040,537456,68931,145637,82118,240770,12.82542198803251,27.097474025780716,15.27901818939597,44.79808579679081,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-2 / China,2040,66923,10301,13646,12860,30116,15.392316542892578,20.390598150112815,19.21611404151039,45.00097126548421,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-2 / ROW,2040,376848,35749,144420,51823,144856,9.486318091113658,38.32314354859253,13.7516982974568,38.43884006283701,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-3 / India,2040,190670,14003,88882,38402,49383,7.34410237583259,46.61561860806629,20.140556983269523,25.899722032831594,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-3 / China,2040,64245,6098,20010,16754,21383,9.491789244299166,31.146392715386412,26.078294030663866,33.283524009650556,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-3 / ROW,2040,453227,29727,178826,87384,157290,6.558964933686651,39.45616655671441,19.28040474199463,34.70446376760432,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-4 / India,2040,24263,4470,4384,6962,8447,18.42311338251659,18.06866422124222,28.693896055722707,34.814326340518484,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-4 / China,2040,1296,116,472,245,463,8.950617283950617,36.41975308641975,18.90432098765432,35.72530864197531,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-4 / ROW,2040,316633,52274,59771,110866,93722,16.50933415026229,18.877059561069125,35.01403833460189,29.599567954066696,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-5 / India,2040,15138,156,11110,417,3455,1.0305192231470472,73.39146518694676,2.75465715418153,22.823358435724668,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-5 / China,2040,51862,362,42155,2009,7336,0.6980062473487332,81.28302032316532,3.8737418533801242,14.14523157610582,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,joint,EB-5 / ROW,2040,35218,238,28022,897,6061,0.6757907888011813,79.56726673859959,2.5469930149355444,17.209949457663694,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,overall,All,2040,1139768,109584,841719,173890,14575,9.614588231991071,73.85002912873497,15.256613626632788,1.278769012641169,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,nationality,India,2040,427729,58950,285449,74699,8631,13.782090996869513,66.73594729373038,17.46409525657601,2.017866452824101,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,nationality,China,2040,99313,8951,74624,14847,891,9.012918751825039,75.14021326513145,14.949704469706885,0.8971635133366226,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,nationality,ROW,2040,612726,41683,481646,84344,5053,6.802877632090037,78.60707722538297,13.765369839047143,0.8246753034798588,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,category,EB-1,2040,182096,0,181004,1092,0,0.0,99.40031631666812,0.5996836833318689,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,category,EB-2,2040,440091,61509,303703,62054,12825,13.976427602473125,69.0091367467183,14.100265626881713,2.9141700239268697,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,category,EB-3,2040,321272,19022,248128,54122,0,5.92083966234219,77.23299882965213,16.84616150800568,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,category,EB-4,2040,150378,28657,64627,55344,1750,19.056643923978243,42.97636622378273,36.8032557953956,1.1637340568434213,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,category,EB-5,2040,45931,396,44257,1278,0,0.8621628094315386,96.35540266922122,2.782434521347238,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-1 / India,2040,53401,0,52771,630,0,0.0,98.82024681185746,1.179753188142544,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-1 / China,2040,18818,0,18531,287,0,0.0,98.47486449144436,1.5251355085556382,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-1 / ROW,2040,109877,0,109702,175,0,0.0,99.8407309992082,0.15926900079179446,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-2 / India,2040,244960,45818,145637,45023,8482,18.704278249510125,59.45338014369693,18.379735467015024,3.462606139777923,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-2 / China,2040,25742,5564,13646,5641,891,21.61448216921762,53.01064408359879,21.913604226555822,3.4612695206277677,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-2 / ROW,2040,169389,10127,144420,11390,3452,5.97854642273111,85.25937339496662,6.724167448889833,2.0379127334124414,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-3 / India,2040,115951,11117,78862,25972,0,9.587670653983148,68.01321247768453,22.399116868332314,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-3 / China,2040,27044,3025,16283,7736,0,11.185475521372577,60.20928856678006,28.60523591184736,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-3 / ROW,2040,178277,4880,152983,20414,0,2.7373132821395916,85.81196677081171,11.450719947048693,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-4 / India,2040,9490,1981,4384,2976,149,20.874604847207586,46.19599578503688,31.35932560590095,1.5700737618545837,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-4 / China,2040,478,0,472,6,0,0.0,98.74476987447699,1.2552301255230125,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-4 / ROW,2040,140410,26676,59771,52362,1601,18.998646820027062,42.56890534862189,37.29221565415569,1.1402321771953565,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-5 / India,2040,3927,34,3795,98,0,0.8658008658008658,96.63865546218487,2.4955436720142603,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-5 / China,2040,27231,362,25692,1177,0,1.3293672652491646,94.34835298005949,4.322279754691344,0.0,catchall_60_65,primary,2014
Uncapped,entries_2009_2024,joint,EB-5 / ROW,2040,14773,0,14770,3,0,0.0,99.97969268259664,0.020307317403371015,0.0,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,overall,All,2040,1411050,113572,235551,246659,815268,8.04875801707948,16.69331348995429,17.4805286843131,57.77739980865313,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,nationality,India,2040,467918,28758,68415,55925,314820,6.145948649122282,14.621151569292055,11.95188045768703,67.28101932389863,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,nationality,China,2040,133951,7952,40661,18496,66842,5.9364991676060646,30.35512986091929,13.808034281192377,49.900336690282266,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,nationality,ROW,2040,809181,76862,126475,172238,433606,9.498740084109736,15.630001198742926,21.285472595130138,53.5857861220172,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,category,EB-1,2040,234943,731,158931,8720,66561,0.31113929761686876,67.64662066969436,3.711538543391376,28.330701489297404,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,category,EB-2,2040,541136,53472,0,84747,402917,9.881434611631827,0.0,15.660942905295526,74.45762248307264,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,category,EB-3,2040,386870,30806,39590,88418,228056,7.962881588130379,10.233411740377905,22.854705715098095,58.94900095639362,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,category,EB-4,2040,191814,28203,0,62729,100882,14.703306328005254,0.0,32.70303523204771,52.593658439947035,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,category,EB-5,2040,56287,360,37030,2045,16852,0.639579298950024,65.78783733366497,3.633165739868886,29.93941762751612,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-1 / India,2040,74719,148,51080,2095,21396,0.19807545604197058,68.36279928799904,2.8038383811346512,28.63528687482434,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-1 / China,2040,30120,26,20471,1188,8435,0.08632138114209828,67.96480743691899,3.944223107569721,28.00464807436919,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-1 / ROW,2040,130104,557,87380,5437,36730,0.4281190432269569,67.16165529115169,4.17896452069114,28.231261144930208,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-2 / India,2040,292496,23113,0,37095,232288,7.901988403260216,0.0,12.682224714184125,79.41578688255566,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-2 / China,2040,41181,4737,0,7219,29225,11.50287754061339,0.0,17.529928850683568,70.96719360870304,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-2 / ROW,2040,207459,25622,0,40433,141404,12.350392125673025,0.0,19.48963409637567,68.15997377795131,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-3 / India,2040,74719,2886,10020,12430,49383,3.8624713928184264,13.410243713111791,16.63566161217361,66.09162328189618,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-3 / China,2040,37201,3073,3727,9018,21383,8.26053063089702,10.01854788849762,24.24128383645601,57.47963764414935,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-3 / ROW,2040,274950,24847,25843,66970,157290,9.03691580287325,9.399163484269867,24.35715584651755,57.206764866339334,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-4 / India,2040,14773,2489,0,3986,8298,16.84830433899682,0.0,26.981655723278955,56.170039937724226,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-4 / China,2040,818,116,0,239,463,14.180929095354523,0.0,29.21760391198044,56.60146699266504,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-4 / ROW,2040,176223,25598,0,58504,92121,14.525913189538256,0.0,33.19884464570459,52.27524216475715,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-5 / India,2040,11211,122,7315,319,3455,1.0882169298010882,65.24841673356525,2.8454196771028455,30.81794665953082,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-5 / China,2040,24631,0,16463,832,7336,0.0,66.83853680321546,3.3778571718566033,29.783606024927938,catchall_60_65,primary,2014
Uncapped,entries_2025_2040,joint,EB-5 / ROW,2040,20445,238,13252,894,6061,1.1640988016629983,64.81780386402544,4.372707263389581,29.645390070921987,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,overall,All,2040,2550818,289835,1157464,388760,714759,11.36243354092687,45.3761891283502,15.240601250265602,28.020776080457328,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,nationality,India,2040,895647,207787,153818,158926,375116,23.1996534348912,17.173953577693,17.744267551836828,41.88212543557897,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,nationality,China,2040,233264,20952,95712,35861,80739,8.982097537554017,41.031620824473556,15.373568145963372,34.61271349200906,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,nationality,ROW,2040,1421907,61096,907934,193973,258904,4.296764837644093,63.853261851865135,13.64175012852458,18.20822318196619,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,category,EB-1,2040,417039,2559,351667,7541,55272,0.6136116766057851,84.32472742357429,1.8082241708809008,13.25343672893902,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,category,EB-2,2040,981227,156120,353963,132042,339102,15.910691409836868,36.07350796502746,13.456824975260567,34.55897564987511,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,category,EB-3,2040,708142,73290,303193,127973,203686,10.349619144182947,42.81528281050976,18.071657944310605,28.763440100996693,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,category,EB-4,2040,342192,56611,65645,117974,101962,16.543636321129657,19.183674662177957,34.4759667087483,29.79672230794408,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,category,EB-5,2040,102218,1255,82996,3230,14737,1.227768103465143,81.19509284079125,3.1599131268465435,14.417225928897063,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-1 / India,2040,128120,1606,81994,4755,39765,1.2535123321885733,63.99781454886045,3.711364345925695,31.037308773025288,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-1 / China,2040,48938,953,29867,2611,15507,1.9473619682046672,61.03028321549716,5.335322244472598,31.687032571825576,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-1 / ROW,2040,239981,0,239806,175,0,0.0,99.92707756030686,0.07292243969314237,0.0,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-2 / India,2040,537456,144242,39983,98562,254669,26.83791789467417,7.439306659521896,18.338617486826827,47.384157958977106,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-2 / China,2040,66923,10815,12228,12862,31018,16.160363402716555,18.271745139936943,19.219102550692586,46.348788906653915,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-2 / ROW,2040,376848,1063,301752,20618,53415,0.28207659321530165,80.07260221627818,5.471171400670827,14.17414978983569,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-3 / India,2040,190670,57850,16134,48722,67964,30.34037866470866,8.461740179367494,25.553049771857136,35.64483138406671,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-3 / China,2040,64245,8258,14136,17699,24152,12.853918592886606,22.003268736866683,27.54922562067087,37.593587049575845,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-3 / ROW,2040,453227,7182,272923,61552,111570,1.5846363963311982,60.21772754050399,13.580832562932041,24.616803500232773,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-4 / India,2040,24263,3760,6117,6343,8043,15.496847051065409,25.21122697110827,26.14268639492231,33.14923958290401,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-4 / China,2040,1296,0,1290,6,0,0.0,99.53703703703704,0.46296296296296297,0.0,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-4 / ROW,2040,316633,52851,58238,111625,93919,16.69156405049379,18.392902824405542,35.25374803005372,29.661785095046948,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-5 / India,2040,15138,329,9590,544,4675,2.173338618047298,63.35050865371912,3.5936054961025237,30.88254723213106,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-5 / China,2040,51862,926,38191,2683,10062,1.7855076934942733,73.63965909529135,5.1733446454051135,19.401488565809263,catchall_60_65,primary,2014
Capped,all_entries_2009_2040,joint,EB-5 / ROW,2040,35218,0,35215,3,0,0.0,99.99148162871259,0.008518371287409848,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,overall,All,2040,1139768,214878,702218,186239,36433,18.852784075355686,61.610608474707135,16.340079735525123,3.196527714412056,catchall_60_65,primary,2014
Capped,entries_2009_2024,nationality,India,2040,427729,176084,118312,100579,32754,41.16718763516152,27.660504665337164,23.514655307449342,7.657652392051977,catchall_60_65,primary,2014
Capped,entries_2009_2024,nationality,China,2040,99313,11079,70512,15801,1921,11.155639241589721,70.99976840896962,15.910303787016806,1.934288562423852,catchall_60_65,primary,2014
Capped,entries_2009_2024,nationality,ROW,2040,612726,27715,513394,69859,1758,4.523228980000849,83.788512320352,11.40134415709469,0.2869145425524623,catchall_60_65,primary,2014
Capped,entries_2009_2024,category,EB-1,2040,182096,14,180810,1272,0,0.007688252350408576,99.29377910552675,0.6985326421228363,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,category,EB-2,2040,440091,127268,217825,70896,24102,28.918564569600377,49.49544526018482,16.10939555682802,5.4765946133867764,catchall_60_65,primary,2014
Capped,entries_2009_2024,category,EB-3,2040,321272,58164,195340,57195,10573,18.10428546527553,60.8020618043278,17.802671879279863,3.2909808511168106,catchall_60_65,primary,2014
Capped,entries_2009_2024,category,EB-4,2040,150378,28696,64480,55444,1758,19.082578568673608,42.878612563007884,36.86975488435809,1.1690539839604197,catchall_60_65,primary,2014
Capped,entries_2009_2024,category,EB-5,2040,45931,736,43763,1432,0,1.602403605408112,95.27987633624349,3.117720058348392,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-1 / India,2040,53401,14,52641,746,0,0.02621673751427876,98.5768056777963,1.3969775846894252,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-1 / China,2040,18818,0,18467,351,0,0.0,98.13476458709746,1.8652354129025401,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-1 / ROW,2040,109877,0,109702,175,0,0.0,99.8407309992082,0.15926900079179446,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-2 / India,2040,244960,121157,39983,61546,22274,49.45991182233834,16.32225669497061,25.124918354016984,9.09291312867407,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-2 / China,2040,25742,6037,12228,5649,1828,23.45194623572372,47.50213658612385,21.94468184290265,7.101235335249786,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-2 / ROW,2040,169389,74,165614,3701,0,0.04368642591903843,97.77140192102203,2.1849116530589354,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-3 / India,2040,115951,53541,16134,35796,10480,46.17553966761822,13.914498365688955,30.87166130520651,9.038300661486318,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-3 / China,2040,27044,4349,14136,8466,93,16.081201005768378,52.27037420499926,31.30454074841,0.34388404082236357,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-3 / ROW,2040,178277,274,165070,12933,0,0.1536934096939033,92.59186546778328,7.254441122522816,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-4 / India,2040,9490,1329,5770,2391,0,14.004214963119074,60.800842992623814,25.19494204425711,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-4 / China,2040,478,0,472,6,0,0.0,98.74476987447699,1.2552301255230125,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-4 / ROW,2040,140410,27367,58238,53047,1758,19.49077701018446,41.47710277045795,37.780072644398544,1.2520475749590485,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-5 / India,2040,3927,43,3784,100,0,1.0949834479246243,96.35854341736695,2.5464731347084286,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-5 / China,2040,27231,693,25209,1329,0,2.5448936873416326,92.5746391979729,4.880467114685469,0.0,catchall_60_65,primary,2014
Capped,entries_2009_2024,joint,EB-5 / ROW,2040,14773,0,14770,3,0,0.0,99.97969268259664,0.020307317403371015,0.0,catchall_60_65,primary,2014
Capped,entries_2025_2040,overall,All,2040,1411050,74957,455246,202521,678326,5.312143439282804,32.26292477233266,14.35250345487403,48.07242833351051,catchall_60_65,primary,2014
Capped,entries_2025_2040,nationality,India,2040,467918,31703,35506,58347,342362,6.7753324300411615,7.588081672429785,12.469492517919807,73.16709337960924,catchall_60_65,primary,2014
Capped,entries_2025_2040,nationality,China,2040,133951,9873,25200,20060,78818,7.370605669237259,18.81284947480795,14.97562541526379,58.840919440690996,catchall_60_65,primary,2014
Capped,entries_2025_2040,nationality,ROW,2040,809181,33381,394540,124114,257146,4.125282229810141,48.757941671888,15.338224698800392,31.77855139950147,catchall_60_65,primary,2014
Capped,entries_2025_2040,category,EB-1,2040,234943,2545,170857,6269,55272,1.083241467079249,72.72274551699773,2.6683067807936394,23.525706235129373,catchall_60_65,primary,2014
Capped,entries_2025_2040,category,EB-2,2040,541136,28852,136138,61146,315000,5.33174654800272,25.15781614972946,11.299562402057893,58.21087490020993,catchall_60_65,primary,2014
Capped,entries_2025_2040,category,EB-3,2040,386870,15126,107853,70778,193113,3.9098405149016466,27.878357070850672,18.29503450771577,49.91676790653191,catchall_60_65,primary,2014
Capped,entries_2025_2040,category,EB-4,2040,191814,27915,1165,62530,100204,14.553160874597266,0.6073592125705111,32.599288894449835,52.24019101838239,catchall_60_65,primary,2014
Capped,entries_2025_2040,category,EB-5,2040,56287,519,39233,1798,14737,0.9220601559862845,69.70170732140636,3.19434327642262,26.18188924618473,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-1 / India,2040,74719,1592,29353,4009,39765,2.130649500127143,39.28451933243218,5.365435832920676,53.21939533452,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-1 / China,2040,30120,953,11400,2260,15507,3.1640106241699866,37.84860557768924,7.50332005312085,51.48406374501992,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-1 / ROW,2040,130104,0,130104,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-2 / India,2040,292496,23085,0,37016,232395,7.892415622777747,0.0,12.655215797822876,79.45236857939938,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-2 / China,2040,41181,4778,0,7213,29190,11.602438017532357,0.0,17.515359024792986,70.88220295767465,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-2 / ROW,2040,207459,989,136138,16917,53415,0.47672070143980255,65.62164090253978,8.154382311685682,25.747256084334737,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-3 / India,2040,74719,4309,0,12926,57484,5.766940135708454,0.0,17.299482059449403,76.93357780484214,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-3 / China,2040,37201,3909,0,9233,24059,10.507782048869654,0.0,24.819225289642752,64.6729926614876,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-3 / ROW,2040,274950,6908,107853,48619,111570,2.5124568103291507,39.226404800872885,17.682851427532277,40.57828696126568,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-4 / India,2040,14773,2431,347,3952,8043,16.455696202531644,2.348879712989914,26.75150612604075,54.44391795843769,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-4 / China,2040,818,0,818,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-4 / ROW,2040,176223,25484,0,58578,92161,14.46122242840038,0.0,33.24083689416251,52.29794067743711,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-5 / India,2040,11211,286,5806,444,4675,2.551065917402551,51.788422085451785,3.9603960396039604,41.7001159575417,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-5 / China,2040,24631,233,12982,1354,10062,0.9459624050992651,52.705939669522145,5.49713775323779,40.850960172140795,catchall_60_65,primary,2014
Capped,entries_2025_2040,joint,EB-5 / ROW,2040,20445,0,20445,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2014
Uncapped,all_entries_2009_2040,overall,All,2040,2553232,223191,1078296,421953,829792,8.741508801393685,42.232589909573434,16.52623028381283,32.49967100522005,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,nationality,India,2040,896596,87863,354277,130545,323911,9.799619895694383,39.51356017648975,14.560069418110276,36.126750509705595,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,nationality,China,2040,233853,16466,115777,33389,68221,7.041175439271679,49.50845189071767,14.277772788888747,29.1725998811219,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,nationality,ROW,2040,1422783,118862,608242,258019,437660,8.354190343854263,42.75015937075436,18.134810438415414,30.760839846975962,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,category,EB-1,2040,417445,790,340319,10087,66249,0.1892464875612356,81.5242726586736,2.4163662278863085,15.870114625878859,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,category,EB-2,2040,981160,114626,303765,147589,415180,11.682702107709241,30.95978229850381,15.042296873088997,42.31521872069795,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,category,EB-3,2040,707425,50024,287943,141766,227692,7.071279640951338,40.702972046506694,20.039721525250027,32.18602678729194,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,category,EB-4,2040,343926,56940,64442,119258,103286,16.555887022208267,18.737170205218565,34.67548251658787,30.031460255985298,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,category,EB-5,2040,103276,811,81827,3253,17385,0.7852744103179828,79.23137999147914,3.149812153840195,16.83353344436268,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,joint,EB-1 / India,2040,128686,169,104251,2743,21523,0.13132741712385185,81.01192048863125,2.131545001010211,16.725207093234694,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,joint,EB-1 / China,2040,49428,16,39302,1603,8507,0.032370316419843004,79.51363599579186,3.243101076313021,17.210892611475277,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,joint,EB-1 / ROW,2040,239331,605,196766,5741,36219,0.2527879798271014,82.21500766720567,2.3987699044419655,15.133434448525264,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,joint,EB-2 / India,2040,538328,68962,145932,82291,241143,12.810405552005468,27.108380021102377,15.286405314232216,44.79480911265994,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,joint,EB-2 / China,2040,66483,10037,13666,12865,29915,15.097092489809425,20.55563076275138,19.350811485642947,44.996465261796246,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,joint,EB-2 / ROW,2040,376349,35627,144167,52433,144122,9.46647925197091,38.30673125210908,13.932015230543989,38.29477426537602,catchall_60_65,primary,2015
Uncapped,all_entries_2009_2040,joint,EB-3 / India,2040,190064,14043,88743,38240,49038,7.388563852176109,46.69111457193367,20.119538681707215,25.800782894183012,catchall_60_65,primary,2015
