scenario,entry_year,nationality,eb_category,observation_end_year,quantity,n,mean,sd_across_runs,mcse_mean,mean_ci95_low,mean_ci95_high,positive_runs,zero_runs,negative_runs
Capped,2034,China,EB-4,2061,saved,2,55.5,0.7071067811865476,0.5,,,2,0,0
Capped,2034,China,EB-5,2061,saved,2,1364.5,27.577164466275352,19.499999999999996,,,2,0,0
Capped,2034,ROW,EB-1,2061,saved,2,8067.5,16.263455967290593,11.5,,,2,0,0
Capped,2034,ROW,EB-2,2061,saved,2,11603.0,94.75230867899737,67.0,,,2,0,0
Capped,2034,ROW,EB-3,2061,saved,2,11121.0,86.2670273047588,60.99999999999999,,,2,0,0
Capped,2034,ROW,EB-4,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2034,ROW,EB-5,2061,saved,2,1276.0,62.22539674441618,43.99999999999999,,,2,0,0
Capped,2035,India,EB-1,2061,saved,2,3503.0,73.53910524340094,51.99999999999999,,,2,0,0
Capped,2035,India,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2035,India,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2035,India,EB-4,2061,saved,2,68.0,2.8284271247461903,2.0,,,2,0,0
Capped,2035,India,EB-5,2061,saved,2,596.0,5.656854249492381,4.0,,,2,0,0
Capped,2035,China,EB-1,2061,saved,2,1223.0,35.35533905932738,25.0,,,2,0,0
Capped,2035,China,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2035,China,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2035,China,EB-4,2061,saved,2,46.0,16.97056274847714,11.999999999999998,,,2,0,0
Capped,2035,China,EB-5,2061,saved,2,1355.0,26.870057685088806,19.0,,,2,0,0
Capped,2035,ROW,EB-1,2061,saved,2,8064.0,86.2670273047588,60.99999999999999,,,2,0,0
Capped,2035,ROW,EB-2,2061,saved,2,11282.5,10.606601717798213,7.5,,,2,0,0
Capped,2035,ROW,EB-3,2061,saved,2,10891.5,284.9640328181787,201.5,,,2,0,0
Capped,2035,ROW,EB-4,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2035,ROW,EB-5,2061,saved,2,1302.5,31.81980515339464,22.5,,,2,0,0
Capped,2036,India,EB-1,2061,saved,2,3379.0,7.0710678118654755,5.0,,,2,0,0
Capped,2036,India,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2036,India,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2036,India,EB-4,2061,saved,2,62.5,6.363961030678928,4.5,,,2,0,0
Capped,2036,India,EB-5,2061,saved,2,631.5,16.263455967290593,11.5,,,2,0,0
Capped,2036,China,EB-1,2061,saved,2,1169.0,42.42640687119285,30.0,,,2,0,0
Capped,2036,China,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2036,China,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2036,China,EB-4,2061,saved,2,47.5,4.949747468305833,3.4999999999999996,,,2,0,0
Capped,2036,China,EB-5,2061,saved,2,1305.0,43.840620433565945,30.999999999999996,,,2,0,0
Capped,2036,ROW,EB-1,2061,saved,2,8203.5,180.31222920256963,127.5,,,2,0,0
Capped,2036,ROW,EB-2,2061,saved,2,11576.5,171.82694782833104,121.49999999999999,,,2,0,0
Capped,2036,ROW,EB-3,2061,saved,2,10439.0,1.4142135623730951,1.0,,,2,0,0
Capped,2036,ROW,EB-4,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2036,ROW,EB-5,2061,saved,2,1264.0,59.39696961966999,41.99999999999999,,,2,0,0
Capped,2037,India,EB-1,2061,saved,2,3254.0,73.53910524340094,51.99999999999999,,,2,0,0
Capped,2037,India,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2037,India,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2037,India,EB-4,2061,saved,2,65.0,16.97056274847714,11.999999999999998,,,2,0,0
Capped,2037,India,EB-5,2061,saved,2,635.5,10.606601717798213,7.5,,,2,0,0
Capped,2037,China,EB-1,2061,saved,2,1053.5,26.16295090390226,18.5,,,2,0,0
Capped,2037,China,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2037,China,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2037,China,EB-4,2061,saved,2,60.0,22.627416997969522,16.0,,,2,0,0
Capped,2037,China,EB-5,2061,saved,2,1305.5,17.67766952966369,12.5,,,2,0,0
Capped,2037,ROW,EB-1,2061,saved,2,8187.5,64.34671708797582,45.49999999999999,,,2,0,0
Capped,2037,ROW,EB-2,2061,saved,2,11143.5,108.18733752154178,76.5,,,2,0,0
Capped,2037,ROW,EB-3,2061,saved,2,10195.0,73.53910524340094,51.99999999999999,,,2,0,0
Capped,2037,ROW,EB-4,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2037,ROW,EB-5,2061,saved,2,1261.0,66.46803743153546,46.99999999999999,,,2,0,0
Capped,2038,India,EB-1,2061,saved,2,3105.0,29.698484809834994,20.999999999999996,,,2,0,0
Capped,2038,India,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2038,India,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2038,India,EB-4,2061,saved,2,53.0,1.4142135623730951,1.0,,,2,0,0
Capped,2038,India,EB-5,2061,saved,2,602.5,28.991378028648448,20.5,,,2,0,0
Capped,2038,China,EB-1,2061,saved,2,1061.0,45.254833995939045,32.0,,,2,0,0
Capped,2038,China,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2038,China,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2038,China,EB-4,2061,saved,2,46.0,15.556349186104045,10.999999999999998,,,2,0,0
Capped,2038,China,EB-5,2061,saved,2,1320.5,3.5355339059327378,2.5,,,2,0,0
Capped,2038,ROW,EB-1,2061,saved,2,8098.0,114.5512985522207,81.0,,,2,0,0
Capped,2038,ROW,EB-2,2061,saved,2,11469.5,130.8147545195113,92.5,,,2,0,0
Capped,2038,ROW,EB-3,2061,saved,2,10058.0,128.69343417595164,90.99999999999999,,,2,0,0
Capped,2038,ROW,EB-4,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2038,ROW,EB-5,2061,saved,2,1304.5,16.263455967290593,11.5,,,2,0,0
Capped,2039,India,EB-1,2061,saved,2,2989.0,83.43860018001261,59.0,,,2,0,0
Capped,2039,India,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2039,India,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2039,India,EB-4,2061,saved,2,46.5,7.7781745930520225,5.499999999999999,,,2,0,0
Capped,2039,India,EB-5,2061,saved,2,607.0,60.81118318204309,43.0,,,2,0,0
Capped,2039,China,EB-1,2061,saved,2,1005.0,45.254833995939045,32.0,,,2,0,0
Capped,2039,China,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2039,China,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2039,China,EB-4,2061,saved,2,67.5,7.7781745930520225,5.499999999999999,,,2,0,0
Capped,2039,China,EB-5,2061,saved,2,1277.5,61.518289963229634,43.5,,,2,0,0
Capped,2039,ROW,EB-1,2061,saved,2,8057.5,161.92745289171938,114.49999999999999,,,2,0,0
Capped,2039,ROW,EB-2,2061,saved,2,11438.0,125.86500705120545,88.99999999999999,,,2,0,0
Capped,2039,ROW,EB-3,2061,saved,2,9795.5,122.32947314527271,86.49999999999999,,,2,0,0
Capped,2039,ROW,EB-4,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2039,ROW,EB-5,2061,saved,2,1211.5,28.991378028648448,20.5,,,2,0,0
Capped,2040,India,EB-1,2061,saved,2,2821.5,79.90306627407988,56.5,,,2,0,0
Capped,2040,India,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2040,India,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2040,India,EB-4,2061,saved,2,37.0,2.8284271247461903,2.0,,,2,0,0
Capped,2040,India,EB-5,2061,saved,2,628.0,9.899494936611665,6.999999999999999,,,2,0,0
Capped,2040,China,EB-1,2061,saved,2,1021.5,43.1335136523794,30.499999999999996,,,2,0,0
Capped,2040,China,EB-2,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2040,China,EB-3,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2040,China,EB-4,2061,saved,2,50.5,12.020815280171307,8.499999999999998,,,2,0,0
Capped,2040,China,EB-5,2061,saved,2,1283.0,12.727922061357855,9.0,,,2,0,0
Capped,2040,ROW,EB-1,2061,saved,2,8077.5,130.8147545195113,92.5,,,2,0,0
Capped,2040,ROW,EB-2,2061,saved,2,11313.0,141.4213562373095,100.0,,,2,0,0
Capped,2040,ROW,EB-3,2061,saved,2,9545.0,55.154328932550705,38.99999999999999,,,2,0,0
Capped,2040,ROW,EB-4,2061,saved,2,0.0,0.0,0.0,,,0,2,0
Capped,2040,ROW,EB-5,2061,saved,2,1273.0,22.627416997969522,16.0,,,2,0,0
Uncapped,2009,India,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2009,India,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2009,India,EB-3,2061,aged_out,2,6302.0,9.899494936611665,6.999999999999999,,,2,0,0
Uncapped,2009,India,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2009,India,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2009,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2009,China,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2009,China,EB-3,2061,aged_out,2,961.0,22.627416997969522,16.0,,,2,0,0
Uncapped,2009,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2009,China,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2009,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2009,ROW,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2009,ROW,EB-3,2061,aged_out,2,99.5,13.435028842544403,9.5,,,2,0,0
Uncapped,2009,ROW,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2009,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2010,India,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2010,India,EB-2,2061,aged_out,2,10.5,2.1213203435596424,1.4999999999999998,,,2,0,0
Uncapped,2010,India,EB-3,2061,aged_out,2,692.5,31.81980515339464,22.5,,,2,0,0
Uncapped,2010,India,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2010,India,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2010,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2010,China,EB-2,2061,aged_out,2,0.5,0.7071067811865476,0.5,,,1,1,0
Uncapped,2010,China,EB-3,2061,aged_out,2,44.5,14.849242404917497,10.499999999999998,,,2,0,0
Uncapped,2010,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2010,China,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2010,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2010,ROW,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2010,ROW,EB-3,2061,aged_out,2,54.0,8.48528137423857,5.999999999999999,,,2,0,0
Uncapped,2010,ROW,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2010,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2011,India,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2011,India,EB-2,2061,aged_out,2,515.0,8.48528137423857,5.999999999999999,,,2,0,0
Uncapped,2011,India,EB-3,2061,aged_out,2,575.5,12.020815280171307,8.499999999999998,,,2,0,0
Uncapped,2011,India,EB-4,2061,aged_out,2,0.5,0.7071067811865476,0.5,,,1,1,0
Uncapped,2011,India,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2011,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2011,China,EB-2,2061,aged_out,2,4.0,1.4142135623730951,1.0,,,2,0,0
Uncapped,2011,China,EB-3,2061,aged_out,2,23.5,4.949747468305833,3.4999999999999996,,,2,0,0
Uncapped,2011,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2011,China,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2011,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2011,ROW,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2011,ROW,EB-3,2061,aged_out,2,18.5,7.7781745930520225,5.499999999999999,,,2,0,0
Uncapped,2011,ROW,EB-4,2061,aged_out,2,1.0,1.4142135623730951,1.0,,,1,1,0
Uncapped,2011,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2012,India,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2012,India,EB-2,2061,aged_out,2,656.0,26.870057685088806,19.0,,,2,0,0
Uncapped,2012,India,EB-3,2061,aged_out,2,257.0,18.384776310850235,12.999999999999998,,,2,0,0
Uncapped,2012,India,EB-4,2061,aged_out,2,2.0,1.4142135623730951,1.0,,,2,0,0
Uncapped,2012,India,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2012,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2012,China,EB-2,2061,aged_out,2,8.0,4.242640687119285,2.9999999999999996,,,2,0,0
Uncapped,2012,China,EB-3,2061,aged_out,2,15.0,7.0710678118654755,5.0,,,2,0,0
Uncapped,2012,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2012,China,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2012,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2012,ROW,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2012,ROW,EB-3,2061,aged_out,2,2.5,2.1213203435596424,1.4999999999999998,,,2,0,0
Uncapped,2012,ROW,EB-4,2061,aged_out,2,28.0,4.242640687119285,2.9999999999999996,,,2,0,0
Uncapped,2012,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2013,India,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2013,India,EB-2,2061,aged_out,2,852.5,0.7071067811865476,0.5,,,2,0,0
Uncapped,2013,India,EB-3,2061,aged_out,2,204.5,16.263455967290593,11.5,,,2,0,0
Uncapped,2013,India,EB-4,2061,aged_out,2,15.0,4.242640687119285,2.9999999999999996,,,2,0,0
Uncapped,2013,India,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2013,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2013,China,EB-2,2061,aged_out,2,12.0,2.8284271247461903,2.0,,,2,0,0
Uncapped,2013,China,EB-3,2061,aged_out,2,17.5,3.5355339059327378,2.5,,,2,0,0
Uncapped,2013,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2013,China,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2013,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2013,ROW,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2013,ROW,EB-3,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2013,ROW,EB-4,2061,aged_out,2,337.0,5.656854249492381,4.0,,,2,0,0
Uncapped,2013,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2014,India,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2014,India,EB-2,2061,aged_out,2,1198.5,3.5355339059327378,2.5,,,2,0,0
Uncapped,2014,India,EB-3,2061,aged_out,2,198.0,4.242640687119285,2.9999999999999996,,,2,0,0
Uncapped,2014,India,EB-4,2061,aged_out,2,26.0,1.4142135623730951,1.0,,,2,0,0
Uncapped,2014,India,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2014,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2014,China,EB-2,2061,aged_out,2,20.5,3.5355339059327378,2.5,,,2,0,0
Uncapped,2014,China,EB-3,2061,aged_out,2,183.0,14.142135623730951,10.0,,,2,0,0
Uncapped,2014,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2014,China,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2014,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2014,ROW,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2014,ROW,EB-3,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2014,ROW,EB-4,2061,aged_out,2,632.5,14.849242404917497,10.499999999999998,,,2,0,0
Uncapped,2014,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2015,India,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2015,India,EB-2,2061,aged_out,2,1507.0,12.727922061357855,9.0,,,2,0,0
Uncapped,2015,India,EB-3,2061,aged_out,2,241.5,41.71930009000631,29.5,,,2,0,0
Uncapped,2015,India,EB-4,2061,aged_out,2,85.0,2.8284271247461903,2.0,,,2,0,0
Uncapped,2015,India,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2015,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2015,China,EB-2,2061,aged_out,2,30.5,3.5355339059327378,2.5,,,2,0,0
Uncapped,2015,China,EB-3,2061,aged_out,2,66.0,8.48528137423857,5.999999999999999,,,2,0,0
Uncapped,2015,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2015,China,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2015,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2015,ROW,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2015,ROW,EB-3,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2015,ROW,EB-4,2061,aged_out,2,1248.0,8.48528137423857,5.999999999999999,,,2,0,0
Uncapped,2015,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2016,India,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2016,India,EB-2,2061,aged_out,2,2723.0,42.42640687119285,30.0,,,2,0,0
Uncapped,2016,India,EB-3,2061,aged_out,2,307.5,0.7071067811865476,0.5,,,2,0,0
Uncapped,2016,India,EB-4,2061,aged_out,2,72.0,11.313708498984761,8.0,,,2,0,0
Uncapped,2016,India,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2016,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2016,China,EB-2,2061,aged_out,2,73.0,2.8284271247461903,2.0,,,2,0,0
Uncapped,2016,China,EB-3,2061,aged_out,2,134.0,15.556349186104045,10.999999999999998,,,2,0,0
Uncapped,2016,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2016,China,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2016,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2016,ROW,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2016,ROW,EB-3,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2016,ROW,EB-4,2061,aged_out,2,1693.0,25.45584412271571,18.0,,,2,0,0
Uncapped,2016,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2017,India,EB-1,2061,aged_out,2,0.5,0.7071067811865476,0.5,,,1,1,0
Uncapped,2017,India,EB-2,2061,aged_out,2,2822.0,76.36753236814714,54.0,,,2,0,0
Uncapped,2017,India,EB-3,2061,aged_out,2,279.0,16.97056274847714,11.999999999999998,,,2,0,0
Uncapped,2017,India,EB-4,2061,aged_out,2,69.0,1.4142135623730951,1.0,,,2,0,0
Uncapped,2017,India,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2017,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2017,China,EB-2,2061,aged_out,2,294.0,9.899494936611665,6.999999999999999,,,2,0,0
Uncapped,2017,China,EB-3,2061,aged_out,2,203.5,0.7071067811865476,0.5,,,2,0,0
Uncapped,2017,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2017,China,EB-5,2061,aged_out,2,43.0,0.0,0.0,,,2,0,0
Uncapped,2017,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2017,ROW,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2017,ROW,EB-3,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2017,ROW,EB-4,2061,aged_out,2,1428.5,17.67766952966369,12.5,,,2,0,0
Uncapped,2017,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2018,India,EB-1,2061,aged_out,2,0.5,0.7071067811865476,0.5,,,1,1,0
Uncapped,2018,India,EB-2,2061,aged_out,2,3150.0,2.8284271247461903,2.0,,,2,0,0
Uncapped,2018,India,EB-3,2061,aged_out,2,154.5,3.5355339059327378,2.5,,,2,0,0
Uncapped,2018,India,EB-4,2061,aged_out,2,78.5,3.5355339059327378,2.5,,,2,0,0
Uncapped,2018,India,EB-5,2061,aged_out,2,6.5,0.7071067811865476,0.5,,,2,0,0
Uncapped,2018,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2018,China,EB-2,2061,aged_out,2,394.5,17.67766952966369,12.5,,,2,0,0
Uncapped,2018,China,EB-3,2061,aged_out,2,156.0,16.97056274847714,11.999999999999998,,,2,0,0
Uncapped,2018,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2018,China,EB-5,2061,aged_out,2,249.5,4.949747468305833,3.4999999999999996,,,2,0,0
Uncapped,2018,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2018,ROW,EB-2,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2018,ROW,EB-3,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2018,ROW,EB-4,2061,aged_out,2,1210.0,21.213203435596427,15.0,,,2,0,0
Uncapped,2018,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2019,India,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2019,India,EB-2,2061,aged_out,2,4298.5,14.849242404917497,10.499999999999998,,,2,0,0
Uncapped,2019,India,EB-3,2061,aged_out,2,200.0,31.11269837220809,21.999999999999996,,,2,0,0
Uncapped,2019,India,EB-4,2061,aged_out,2,109.5,13.435028842544403,9.5,,,2,0,0
Uncapped,2019,India,EB-5,2061,aged_out,2,4.0,0.0,0.0,,,2,0,0
Uncapped,2019,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2019,China,EB-2,2061,aged_out,2,580.0,38.18376618407357,27.0,,,2,0,0
Uncapped,2019,China,EB-3,2061,aged_out,2,115.5,10.606601717798213,7.5,,,2,0,0
Uncapped,2019,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2019,China,EB-5,2061,aged_out,2,55.0,14.142135623730951,10.0,,,2,0,0
Uncapped,2019,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2019,ROW,EB-2,2061,aged_out,2,3.0,4.242640687119285,2.9999999999999996,,,1,1,0
Uncapped,2019,ROW,EB-3,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2019,ROW,EB-4,2061,aged_out,2,1871.0,53.74011537017761,38.0,,,2,0,0
Uncapped,2019,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2020,India,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2020,India,EB-2,2061,aged_out,2,3795.0,8.48528137423857,5.999999999999999,,,2,0,0
Uncapped,2020,India,EB-3,2061,aged_out,2,119.5,4.949747468305833,3.4999999999999996,,,2,0,0
Uncapped,2020,India,EB-4,2061,aged_out,2,170.5,2.1213203435596424,1.4999999999999998,,,2,0,0
Uncapped,2020,India,EB-5,2061,aged_out,2,7.5,0.7071067811865476,0.5,,,2,0,0
Uncapped,2020,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2020,China,EB-2,2061,aged_out,2,652.0,19.79898987322333,13.999999999999998,,,2,0,0
Uncapped,2020,China,EB-3,2061,aged_out,2,157.0,16.97056274847714,11.999999999999998,,,2,0,0
Uncapped,2020,China,EB-4,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2020,China,EB-5,2061,aged_out,2,25.5,3.5355339059327378,2.5,,,2,0,0
Uncapped,2020,ROW,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2020,ROW,EB-2,2061,aged_out,2,5.5,3.5355339059327378,2.5,,,2,0,0
Uncapped,2020,ROW,EB-3,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2020,ROW,EB-4,2061,aged_out,2,2193.0,57.982756057296896,41.0,,,2,0,0
Uncapped,2020,ROW,EB-5,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2021,India,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2021,India,EB-2,2061,aged_out,2,4733.0,50.91168824543142,36.0,,,2,0,0
Uncapped,2021,India,EB-3,2061,aged_out,2,752.0,8.48528137423857,5.999999999999999,,,2,0,0
Uncapped,2021,India,EB-4,2061,aged_out,2,127.5,16.263455967290593,11.5,,,2,0,0
Uncapped,2021,India,EB-5,2061,aged_out,2,6.0,1.4142135623730951,1.0,,,2,0,0
Uncapped,2021,China,EB-1,2061,aged_out,2,0.0,0.0,0.0,,,0,2,0
Uncapped,2021,China,EB-2,2061,aged_out,2,668.5,4.949747468305833,3.4999999999999996,,,2,0,0
Uncapped,2021,China,EB-3,2061,aged_out,2,321.5,14.849242404917497,10.499999999999998,,,2,0,0
