case,role,dimension,group,quantity,policy,n,mean,sd_across_runs,mcse_mean,mean_ci95_low,mean_ci95_high,positive_runs,zero_runs,negative_runs
catchall_55_60,sensitivity,joint,EB-5 / India,age21_events_2025_2040,Capped minus uncapped,1,206.0,,,,,1,0,0
catchall_55_60,sensitivity,joint,EB-5 / China,age21_events_2025_2040,Capped minus uncapped,1,163.0,,,,,1,0,0
catchall_55_60,sensitivity,joint,EB-5 / ROW,age21_events_2025_2040,Capped minus uncapped,1,-104.0,,,,,0,0,1
catchall_65_70,sensitivity,overall,All,age21_events_2025_2040,Capped,1,292179.0,,,,,1,0,0
catchall_65_70,sensitivity,overall,All,age21_events_2025_2040,Uncapped,1,217247.0,,,,,1,0,0
catchall_65_70,sensitivity,overall,All,age21_events_2025_2040,Capped minus uncapped,1,74932.0,,,,,1,0,0
catchall_65_70,sensitivity,overall,All,principal_exits_2025_2040,Capped,1,969763.0,,,,,1,0,0
catchall_65_70,sensitivity,overall,All,principal_exits_2025_2040,Uncapped,1,984733.0,,,,,1,0,0
catchall_65_70,sensitivity,overall,All,principal_exits_2025_2040,Capped minus uncapped,1,-14970.0,,,,,0,0,1
catchall_65_70,sensitivity,overall,All,principal_conversions_2025_2040,Capped,1,1258886.0,,,,,1,0,0
catchall_65_70,sensitivity,overall,All,principal_conversions_2025_2040,Uncapped,1,1262995.0,,,,,1,0,0
catchall_65_70,sensitivity,overall,All,principal_conversions_2025_2040,Capped minus uncapped,1,-4109.0,,,,,0,0,1
catchall_65_70,sensitivity,overall,All,principal_backlog_2040,Capped,1,2911756.0,,,,,1,0,0
catchall_65_70,sensitivity,overall,All,principal_backlog_2040,Uncapped,1,2892677.0,,,,,1,0,0
catchall_65_70,sensitivity,overall,All,principal_backlog_2040,Capped minus uncapped,1,19079.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,India,age21_events_2025_2040,Capped,1,210635.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,India,age21_events_2025_2040,Uncapped,1,78805.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,India,age21_events_2025_2040,Capped minus uncapped,1,131830.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,India,principal_exits_2025_2040,Capped,1,246890.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,India,principal_exits_2025_2040,Uncapped,1,163205.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,India,principal_exits_2025_2040,Capped minus uncapped,1,83685.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,India,principal_backlog_2040,Capped,1,1168949.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,India,principal_backlog_2040,Uncapped,1,775176.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,India,principal_backlog_2040,Capped minus uncapped,1,393773.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,China,age21_events_2025_2040,Capped,1,20723.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,China,age21_events_2025_2040,Uncapped,1,15806.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,China,age21_events_2025_2040,Capped minus uncapped,1,4917.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,China,principal_exits_2025_2040,Capped,1,91554.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,China,principal_exits_2025_2040,Uncapped,1,84597.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,China,principal_exits_2025_2040,Capped minus uncapped,1,6957.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,China,principal_backlog_2040,Capped,1,356575.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,China,principal_backlog_2040,Uncapped,1,297876.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,China,principal_backlog_2040,Capped minus uncapped,1,58699.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,ROW,age21_events_2025_2040,Capped,1,60821.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,ROW,age21_events_2025_2040,Uncapped,1,122636.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,ROW,age21_events_2025_2040,Capped minus uncapped,1,-61815.0,,,,,0,0,1
catchall_65_70,sensitivity,nationality,ROW,principal_exits_2025_2040,Capped,1,631319.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,ROW,principal_exits_2025_2040,Uncapped,1,736931.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,ROW,principal_exits_2025_2040,Capped minus uncapped,1,-105612.0,,,,,0,0,1
catchall_65_70,sensitivity,nationality,ROW,principal_backlog_2040,Capped,1,1386232.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,ROW,principal_backlog_2040,Uncapped,1,1819625.0,,,,,1,0,0
catchall_65_70,sensitivity,nationality,ROW,principal_backlog_2040,Capped minus uncapped,1,-433393.0,,,,,0,0,1
catchall_65_70,sensitivity,category,EB-1,age21_events_2025_2040,Capped,1,2613.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-1,age21_events_2025_2040,Uncapped,1,735.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-1,age21_events_2025_2040,Capped minus uncapped,1,1878.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-1,principal_exits_2025_2040,Capped,1,13646.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-1,principal_exits_2025_2040,Uncapped,1,15186.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-1,principal_exits_2025_2040,Capped minus uncapped,1,-1540.0,,,,,0,0,1
catchall_65_70,sensitivity,category,EB-1,principal_backlog_2040,Capped,1,131381.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-1,principal_backlog_2040,Uncapped,1,126374.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-1,principal_backlog_2040,Capped minus uncapped,1,5007.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-2,age21_events_2025_2040,Capped,1,163133.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-2,age21_events_2025_2040,Uncapped,1,116188.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-2,age21_events_2025_2040,Capped minus uncapped,1,46945.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-2,principal_exits_2025_2040,Capped,1,236706.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-2,principal_exits_2025_2040,Uncapped,1,237085.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-2,principal_exits_2025_2040,Capped minus uncapped,1,-379.0,,,,,0,0,1
catchall_65_70,sensitivity,category,EB-2,principal_backlog_2040,Capped,1,1116915.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-2,principal_backlog_2040,Uncapped,1,1107968.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-2,principal_backlog_2040,Capped minus uncapped,1,8947.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-3,age21_events_2025_2040,Capped,1,68507.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-3,age21_events_2025_2040,Uncapped,1,43083.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-3,age21_events_2025_2040,Capped minus uncapped,1,25424.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-3,principal_exits_2025_2040,Capped,1,216218.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-3,principal_exits_2025_2040,Uncapped,1,229259.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-3,principal_exits_2025_2040,Capped minus uncapped,1,-13041.0,,,,,0,0,1
catchall_65_70,sensitivity,category,EB-3,principal_backlog_2040,Capped,1,584510.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-3,principal_backlog_2040,Uncapped,1,581868.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-3,principal_backlog_2040,Capped minus uncapped,1,2642.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-4,age21_events_2025_2040,Capped,1,56405.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-4,age21_events_2025_2040,Uncapped,1,56537.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-4,age21_events_2025_2040,Capped minus uncapped,1,-132.0,,,,,0,0,1
catchall_65_70,sensitivity,category,EB-4,principal_exits_2025_2040,Capped,1,500955.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-4,principal_exits_2025_2040,Uncapped,1,500796.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-4,principal_exits_2025_2040,Capped minus uncapped,1,159.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-4,principal_backlog_2040,Capped,1,1050336.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-4,principal_backlog_2040,Uncapped,1,1048444.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-4,principal_backlog_2040,Capped minus uncapped,1,1892.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-5,age21_events_2025_2040,Capped,1,1521.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-5,age21_events_2025_2040,Uncapped,1,704.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-5,age21_events_2025_2040,Capped minus uncapped,1,817.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-5,principal_exits_2025_2040,Capped,1,2238.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-5,principal_exits_2025_2040,Uncapped,1,2407.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-5,principal_exits_2025_2040,Capped minus uncapped,1,-169.0,,,,,0,0,1
catchall_65_70,sensitivity,category,EB-5,principal_backlog_2040,Capped,1,28614.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-5,principal_backlog_2040,Uncapped,1,28023.0,,,,,1,0,0
catchall_65_70,sensitivity,category,EB-5,principal_backlog_2040,Capped minus uncapped,1,591.0,,,,,1,0,0
catchall_65_70,sensitivity,joint,EB-1 / India,age21_events_2025_2040,Capped minus uncapped,1,1490.0,,,,,1,0,0
catchall_65_70,sensitivity,joint,EB-1 / China,age21_events_2025_2040,Capped minus uncapped,1,958.0,,,,,1,0,0
catchall_65_70,sensitivity,joint,EB-1 / ROW,age21_events_2025_2040,Capped minus uncapped,1,-570.0,,,,,0,0,1
catchall_65_70,sensitivity,joint,EB-2 / India,age21_events_2025_2040,Capped minus uncapped,1,83698.0,,,,,1,0,0
catchall_65_70,sensitivity,joint,EB-2 / China,age21_events_2025_2040,Capped minus uncapped,1,482.0,,,,,1,0,0
catchall_65_70,sensitivity,joint,EB-2 / ROW,age21_events_2025_2040,Capped minus uncapped,1,-37235.0,,,,,0,0,1
catchall_65_70,sensitivity,joint,EB-3 / India,age21_events_2025_2040,Capped minus uncapped,1,47252.0,,,,,1,0,0
catchall_65_70,sensitivity,joint,EB-3 / China,age21_events_2025_2040,Capped minus uncapped,1,2682.0,,,,,1,0,0
catchall_65_70,sensitivity,joint,EB-3 / ROW,age21_events_2025_2040,Capped minus uncapped,1,-24510.0,,,,,0,0,1
catchall_65_70,sensitivity,joint,EB-4 / India,age21_events_2025_2040,Capped minus uncapped,1,-799.0,,,,,0,0,1
catchall_65_70,sensitivity,joint,EB-4 / China,age21_events_2025_2040,Capped minus uncapped,1,-119.0,,,,,0,0,1
catchall_65_70,sensitivity,joint,EB-4 / ROW,age21_events_2025_2040,Capped minus uncapped,1,786.0,,,,,1,0,0
catchall_65_70,sensitivity,joint,EB-5 / India,age21_events_2025_2040,Capped minus uncapped,1,189.0,,,,,1,0,0
catchall_65_70,sensitivity,joint,EB-5 / China,age21_events_2025_2040,Capped minus uncapped,1,914.0,,,,,1,0,0
catchall_65_70,sensitivity,joint,EB-5 / ROW,age21_events_2025_2040,Capped minus uncapped,1,-286.0,,,,,0,0,1
