annual_principal_exits,annual_visas,category,nationality,principal_backlog,scenario,year,case,role,seed
2720,36428,EB-3,India,118534,Uncapped,2029,catchall_65_70,sensitivity,2014
1755,11446,EB-3,China,51476,Uncapped,2029,catchall_65_70,sensitivity,2014
8355,0,EB-3,ROW,230859,Uncapped,2029,catchall_65_70,sensitivity,2014
422,634,EB-4,India,12847,Uncapped,2029,catchall_65_70,sensitivity,2014
55,0,EB-4,China,882,Uncapped,2029,catchall_65_70,sensitivity,2014
26774,11251,EB-4,ROW,571772,Uncapped,2029,catchall_65_70,sensitivity,2014
25,2406,EB-5,India,4211,Uncapped,2029,catchall_65_70,sensitivity,2014
79,6594,EB-5,China,12025,Uncapped,2029,catchall_65_70,sensitivity,2014
35,2885,EB-5,ROW,6103,Uncapped,2029,catchall_65_70,sensitivity,2014
177,15841,EB-1,India,21868,Uncapped,2030,catchall_65_70,sensitivity,2014
184,9882,EB-1,China,15481,Uncapped,2030,catchall_65_70,sensitivity,2014
385,22152,EB-1,ROW,31259,Uncapped,2030,catchall_65_70,sensitivity,2014
6583,43077,EB-2,India,463886,Uncapped,2030,catchall_65_70,sensitivity,2014
2710,4798,EB-2,China,127267,Uncapped,2030,catchall_65_70,sensitivity,2014
3939,0,EB-2,ROW,169488,Uncapped,2030,catchall_65_70,sensitivity,2014
2535,41462,EB-3,India,108364,Uncapped,2030,catchall_65_70,sensitivity,2014
1854,6412,EB-3,China,53298,Uncapped,2030,catchall_65_70,sensitivity,2014
9101,0,EB-3,ROW,259499,Uncapped,2030,catchall_65_70,sensitivity,2014
445,462,EB-4,India,13763,Uncapped,2030,catchall_65_70,sensitivity,2014
56,0,EB-4,China,1053,Uncapped,2030,catchall_65_70,sensitivity,2014
28533,11423,EB-4,ROW,619344,Uncapped,2030,catchall_65_70,sensitivity,2014
15,2382,EB-5,India,4278,Uncapped,2030,catchall_65_70,sensitivity,2014
82,6056,EB-5,China,12361,Uncapped,2030,catchall_65_70,sensitivity,2014
40,3447,EB-5,ROW,6239,Uncapped,2030,catchall_65_70,sensitivity,2014
232,15910,EB-1,India,23980,Uncapped,2031,catchall_65_70,sensitivity,2014
206,9652,EB-1,China,16738,Uncapped,2031,catchall_65_70,sensitivity,2014
459,22313,EB-1,ROW,33965,Uncapped,2031,catchall_65_70,sensitivity,2014
6633,42218,EB-2,India,476947,Uncapped,2031,catchall_65_70,sensitivity,2014
2845,5657,EB-2,China,133458,Uncapped,2031,catchall_65_70,sensitivity,2014
4434,0,EB-2,ROW,188655,Uncapped,2031,catchall_65_70,sensitivity,2014
2139,41223,EB-3,India,98392,Uncapped,2031,catchall_65_70,sensitivity,2014
1848,6651,EB-3,China,55226,Uncapped,2031,catchall_65_70,sensitivity,2014
9893,0,EB-3,ROW,287390,Uncapped,2031,catchall_65_70,sensitivity,2014
462,428,EB-4,India,14672,Uncapped,2031,catchall_65_70,sensitivity,2014
59,0,EB-4,China,1200,Uncapped,2031,catchall_65_70,sensitivity,2014
29858,11457,EB-4,ROW,665436,Uncapped,2031,catchall_65_70,sensitivity,2014
19,2354,EB-5,India,4376,Uncapped,2031,catchall_65_70,sensitivity,2014
84,6043,EB-5,China,12743,Uncapped,2031,catchall_65_70,sensitivity,2014
41,3488,EB-5,ROW,6347,Uncapped,2031,catchall_65_70,sensitivity,2014
204,15758,EB-1,India,25998,Uncapped,2032,catchall_65_70,sensitivity,2014
222,9544,EB-1,China,18190,Uncapped,2032,catchall_65_70,sensitivity,2014
453,22573,EB-1,ROW,36595,Uncapped,2032,catchall_65_70,sensitivity,2014
6679,41790,EB-2,India,489951,Uncapped,2032,catchall_65_70,sensitivity,2014
2914,6085,EB-2,China,139108,Uncapped,2032,catchall_65_70,sensitivity,2014
4869,0,EB-2,ROW,207623,Uncapped,2032,catchall_65_70,sensitivity,2014
2002,37860,EB-3,India,90242,Uncapped,2032,catchall_65_70,sensitivity,2014
1985,6673,EB-3,China,56760,Uncapped,2032,catchall_65_70,sensitivity,2014
10824,3341,EB-3,ROW,312761,Uncapped,2032,catchall_65_70,sensitivity,2014
512,370,EB-4,India,15470,Uncapped,2032,catchall_65_70,sensitivity,2014
60,0,EB-4,China,1346,Uncapped,2032,catchall_65_70,sensitivity,2014
31606,11515,EB-4,ROW,709293,Uncapped,2032,catchall_65_70,sensitivity,2014
25,2283,EB-5,India,4485,Uncapped,2032,catchall_65_70,sensitivity,2014
91,6133,EB-5,China,13022,Uncapped,2032,catchall_65_70,sensitivity,2014
40,3469,EB-5,ROW,6476,Uncapped,2032,catchall_65_70,sensitivity,2014
264,16089,EB-1,India,27833,Uncapped,2033,catchall_65_70,sensitivity,2014
228,9446,EB-1,China,19661,Uncapped,2033,catchall_65_70,sensitivity,2014
487,22340,EB-1,ROW,39252,Uncapped,2033,catchall_65_70,sensitivity,2014
6865,40952,EB-2,India,503103,Uncapped,2033,catchall_65_70,sensitivity,2014
3032,6923,EB-2,China,144198,Uncapped,2033,catchall_65_70,sensitivity,2014
5173,0,EB-2,ROW,226248,Uncapped,2033,catchall_65_70,sensitivity,2014
2022,12877,EB-3,India,92935,Uncapped,2033,catchall_65_70,sensitivity,2014
2034,2519,EB-3,China,60606,Uncapped,2033,catchall_65_70,sensitivity,2014
10946,32478,EB-3,ROW,323436,Uncapped,2033,catchall_65_70,sensitivity,2014
545,277,EB-4,India,16362,Uncapped,2033,catchall_65_70,sensitivity,2014
85,0,EB-4,China,1483,Uncapped,2033,catchall_65_70,sensitivity,2014
32543,11608,EB-4,ROW,751549,Uncapped,2033,catchall_65_70,sensitivity,2014
28,2317,EB-5,India,4603,Uncapped,2033,catchall_65_70,sensitivity,2014
92,6122,EB-5,China,13257,Uncapped,2033,catchall_65_70,sensitivity,2014
54,3446,EB-5,ROW,6650,Uncapped,2033,catchall_65_70,sensitivity,2014
287,16019,EB-1,India,29678,Uncapped,2034,catchall_65_70,sensitivity,2014
248,9554,EB-1,China,21112,Uncapped,2034,catchall_65_70,sensitivity,2014
537,22302,EB-1,ROW,41883,Uncapped,2034,catchall_65_70,sensitivity,2014
7188,40798,EB-2,India,515713,Uncapped,2034,catchall_65_70,sensitivity,2014
3045,7077,EB-2,China,149217,Uncapped,2034,catchall_65_70,sensitivity,2014
5504,0,EB-2,ROW,244527,Uncapped,2034,catchall_65_70,sensitivity,2014
2141,12115,EB-3,India,95646,Uncapped,2034,catchall_65_70,sensitivity,2014
2149,3353,EB-3,China,63938,Uncapped,2034,catchall_65_70,sensitivity,2014
11218,32406,EB-3,ROW,333861,Uncapped,2034,catchall_65_70,sensitivity,2014
592,347,EB-4,India,17161,Uncapped,2034,catchall_65_70,sensitivity,2014
72,0,EB-4,China,1633,Uncapped,2034,catchall_65_70,sensitivity,2014
34039,11538,EB-4,ROW,792209,Uncapped,2034,catchall_65_70,sensitivity,2014
22,2330,EB-5,India,4715,Uncapped,2034,catchall_65_70,sensitivity,2014
107,6187,EB-5,China,13495,Uncapped,2034,catchall_65_70,sensitivity,2014
48,3368,EB-5,ROW,6789,Uncapped,2034,catchall_65_70,sensitivity,2014
265,16017,EB-1,India,31563,Uncapped,2035,catchall_65_70,sensitivity,2014
267,9676,EB-1,China,22472,Uncapped,2035,catchall_65_70,sensitivity,2014
530,22182,EB-1,ROW,44536,Uncapped,2035,catchall_65_70,sensitivity,2014
7224,39448,EB-2,India,529217,Uncapped,2035,catchall_65_70,sensitivity,2014
3202,8427,EB-2,China,153217,Uncapped,2035,catchall_65_70,sensitivity,2014
5837,0,EB-2,ROW,262405,Uncapped,2035,catchall_65_70,sensitivity,2014
2262,10893,EB-3,India,98705,Uncapped,2035,catchall_65_70,sensitivity,2014
2125,5647,EB-3,China,65939,Uncapped,2035,catchall_65_70,sensitivity,2014
11572,31334,EB-3,ROW,344624,Uncapped,2035,catchall_65_70,sensitivity,2014
593,358,EB-4,India,17984,Uncapped,2035,catchall_65_70,sensitivity,2014
83,0,EB-4,China,1727,Uncapped,2035,catchall_65_70,sensitivity,2014
34921,11527,EB-4,ROW,832509,Uncapped,2035,catchall_65_70,sensitivity,2014
25,2313,EB-5,India,4810,Uncapped,2035,catchall_65_70,sensitivity,2014
80,6168,EB-5,China,13764,Uncapped,2035,catchall_65_70,sensitivity,2014
29,3404,EB-5,ROW,6930,Uncapped,2035,catchall_65_70,sensitivity,2014
305,15993,EB-1,India,33387,Uncapped,2036,catchall_65_70,sensitivity,2014
315,9642,EB-1,China,23792,Uncapped,2036,catchall_65_70,sensitivity,2014
608,22240,EB-1,ROW,47038,Uncapped,2036,catchall_65_70,sensitivity,2014
7484,40069,EB-2,India,541780,Uncapped,2036,catchall_65_70,sensitivity,2014
3211,7806,EB-2,China,157683,Uncapped,2036,catchall_65_70,sensitivity,2014
6343,0,EB-2,ROW,279810,Uncapped,2036,catchall_65_70,sensitivity,2014
2249,10747,EB-3,India,101834,Uncapped,2036,catchall_65_70,sensitivity,2014
2254,5734,EB-3,China,67801,Uncapped,2036,catchall_65_70,sensitivity,2014
11730,31393,EB-3,ROW,354961,Uncapped,2036,catchall_65_70,sensitivity,2014
629,422,EB-4,India,18759,Uncapped,2036,catchall_65_70,sensitivity,2014
69,0,EB-4,China,1868,Uncapped,2036,catchall_65_70,sensitivity,2014
35891,11463,EB-4,ROW,872780,Uncapped,2036,catchall_65_70,sensitivity,2014
24,2337,EB-5,India,4914,Uncapped,2036,catchall_65_70,sensitivity,2014
96,6158,EB-5,China,14000,Uncapped,2036,catchall_65_70,sensitivity,2014
37,3390,EB-5,ROW,7104,Uncapped,2036,catchall_65_70,sensitivity,2014
329,16021,EB-1,India,35109,Uncapped,2037,catchall_65_70,sensitivity,2014
293,9662,EB-1,China,25074,Uncapped,2037,catchall_65_70,sensitivity,2014
636,22192,EB-1,ROW,49601,Uncapped,2037,catchall_65_70,sensitivity,2014
7518,40617,EB-2,India,554290,Uncapped,2037,catchall_65_70,sensitivity,2014
3303,7258,EB-2,China,162336,Uncapped,2037,catchall_65_70,sensitivity,2014
6882,0,EB-2,ROW,296293,Uncapped,2037,catchall_65_70,sensitivity,2014
2196,10863,EB-3,India,105064,Uncapped,2037,catchall_65_70,sensitivity,2014
2158,5646,EB-3,China,69711,Uncapped,2037,catchall_65_70,sensitivity,2014
12211,31365,EB-3,ROW,364748,Uncapped,2037,catchall_65_70,sensitivity,2014
624,479,EB-4,India,19504,Uncapped,2037,catchall_65_70,sensitivity,2014
101,0,EB-4,China,1977,Uncapped,2037,catchall_65_70,sensitivity,2014
36460,11406,EB-4,ROW,912643,Uncapped,2037,catchall_65_70,sensitivity,2014
23,2299,EB-5,India,5083,Uncapped,2037,catchall_65_70,sensitivity,2014
97,6120,EB-5,China,14278,Uncapped,2037,catchall_65_70,sensitivity,2014
57,3466,EB-5,ROW,7195,Uncapped,2037,catchall_65_70,sensitivity,2014
307,15917,EB-1,India,37008,Uncapped,2038,catchall_65_70,sensitivity,2014
332,9644,EB-1,China,26407,Uncapped,2038,catchall_65_70,sensitivity,2014
665,22314,EB-1,ROW,51988,Uncapped,2038,catchall_65_70,sensitivity,2014
7815,41321,EB-2,India,565787,Uncapped,2038,catchall_65_70,sensitivity,2014
3390,6554,EB-2,China,167367,Uncapped,2038,catchall_65_70,sensitivity,2014
7355,0,EB-2,ROW,312641,Uncapped,2038,catchall_65_70,sensitivity,2014
2355,11200,EB-3,India,107734,Uncapped,2038,catchall_65_70,sensitivity,2014
2209,5657,EB-3,China,71620,Uncapped,2038,catchall_65_70,sensitivity,2014
12375,31017,EB-3,ROW,374814,Uncapped,2038,catchall_65_70,sensitivity,2014
717,618,EB-4,India,20096,Uncapped,2038,catchall_65_70,sensitivity,2014
75,0,EB-4,China,2112,Uncapped,2038,catchall_65_70,sensitivity,2014
37639,11267,EB-4,ROW,951617,Uncapped,2038,catchall_65_70,sensitivity,2014
33,2332,EB-5,India,5142,Uncapped,2038,catchall_65_70,sensitivity,2014
93,6064,EB-5,China,14639,Uncapped,2038,catchall_65_70,sensitivity,2014
40,3489,EB-5,ROW,7274,Uncapped,2038,catchall_65_70,sensitivity,2014
339,16180,EB-1,India,38836,Uncapped,2039,catchall_65_70,sensitivity,2014
371,9722,EB-1,China,27510,Uncapped,2039,catchall_65_70,sensitivity,2014
716,21973,EB-1,ROW,54550,Uncapped,2039,catchall_65_70,sensitivity,2014
7754,39555,EB-2,India,577766,Uncapped,2039,catchall_65_70,sensitivity,2014
3573,6535,EB-2,China,171792,Uncapped,2039,catchall_65_70,sensitivity,2014
7822,1785,EB-2,ROW,328067,Uncapped,2039,catchall_65_70,sensitivity,2014
2289,11384,EB-3,India,110702,Uncapped,2039,catchall_65_70,sensitivity,2014
2386,5590,EB-3,China,73463,Uncapped,2039,catchall_65_70,sensitivity,2014
12531,30900,EB-3,ROW,384245,Uncapped,2039,catchall_65_70,sensitivity,2014
700,639,EB-4,India,20662,Uncapped,2039,catchall_65_70,sensitivity,2014
93,0,EB-4,China,2219,Uncapped,2039,catchall_65_70,sensitivity,2014
38379,11246,EB-4,ROW,989656,Uncapped,2039,catchall_65_70,sensitivity,2014
19,2410,EB-5,India,5231,Uncapped,2039,catchall_65_70,sensitivity,2014
89,6126,EB-5,China,14939,Uncapped,2039,catchall_65_70,sensitivity,2014
39,3349,EB-5,ROW,7365,Uncapped,2039,catchall_65_70,sensitivity,2014
349,16053,EB-1,India,40549,Uncapped,2040,catchall_65_70,sensitivity,2014
374,9812,EB-1,China,28761,Uncapped,2040,catchall_65_70,sensitivity,2014
701,22010,EB-1,ROW,57064,Uncapped,2040,catchall_65_70,sensitivity,2014
8184,28676,EB-2,India,594437,Uncapped,2040,catchall_65_70,sensitivity,2014
3717,6568,EB-2,China,176460,Uncapped,2040,catchall_65_70,sensitivity,2014
8266,12631,EB-2,ROW,337071,Uncapped,2040,catchall_65_70,sensitivity,2014
2468,10918,EB-3,India,113563,Uncapped,2040,catchall_65_70,sensitivity,2014
2444,5673,EB-3,China,75113,Uncapped,2040,catchall_65_70,sensitivity,2014
12849,31283,EB-3,ROW,393192,Uncapped,2040,catchall_65_70,sensitivity,2014
719,459,EB-4,India,21284,Uncapped,2040,catchall_65_70,sensitivity,2014
98,0,EB-4,China,2334,Uncapped,2040,catchall_65_70,sensitivity,2014
39465,11426,EB-4,ROW,1024826,Uncapped,2040,catchall_65_70,sensitivity,2014
25,2269,EB-5,India,5343,Uncapped,2040,catchall_65_70,sensitivity,2014
105,6121,EB-5,China,15208,Uncapped,2040,catchall_65_70,sensitivity,2014
57,3495,EB-5,ROW,7472,Uncapped,2040,catchall_65_70,sensitivity,2014
0,5634,EB-1,India,0,Capped,2009,catchall_65_70,sensitivity,2014
0,4375,EB-1,China,0,Capped,2009,catchall_65_70,sensitivity,2014
0,29334,EB-1,ROW,0,Capped,2009,catchall_65_70,sensitivity,2014
203,9638,EB-2,India,11929,Capped,2009,catchall_65_70,sensitivity,2014
236,5497,EB-2,China,9167,Capped,2009,catchall_65_70,sensitivity,2014
0,32902,EB-2,ROW,0,Capped,2009,catchall_65_70,sensitivity,2014
2133,2304,EB-3,India,81436,Capped,2009,catchall_65_70,sensitivity,2014
1098,1077,EB-3,China,29625,Capped,2009,catchall_65_70,sensitivity,2014
2825,36941,EB-3,ROW,74958,Capped,2009,catchall_65_70,sensitivity,2014
0,486,EB-4,India,0,Capped,2009,catchall_65_70,sensitivity,2014
0,40,EB-4,China,0,Capped,2009,catchall_65_70,sensitivity,2014
2,9484,EB-4,ROW,46,Capped,2009,catchall_65_70,sensitivity,2014
0,62,EB-5,India,0,Capped,2009,catchall_65_70,sensitivity,2014
0,1476,EB-5,China,0,Capped,2009,catchall_65_70,sensitivity,2014
0,1737,EB-5,ROW,0,Capped,2009,catchall_65_70,sensitivity,2014
0,6579,EB-1,India,0,Capped,2010,catchall_65_70,sensitivity,2014
0,5616,EB-1,China,0,Capped,2010,catchall_65_70,sensitivity,2014
0,27602,EB-1,ROW,0,Capped,2010,catchall_65_70,sensitivity,2014
394,10376,EB-2,India,22312,Capped,2010,catchall_65_70,sensitivity,2014
261,6081,EB-2,China,9027,Capped,2010,catchall_65_70,sensitivity,2014
14,36959,EB-2,ROW,447,Capped,2010,catchall_65_70,sensitivity,2014
2311,3008,EB-3,India,84422,Capped,2010,catchall_65_70,sensitivity,2014
1128,3008,EB-3,China,27631,Capped,2010,catchall_65_70,sensitivity,2014
2635,36959,EB-3,ROW,67788,Capped,2010,catchall_65_70,sensitivity,2014
0,596,EB-4,India,0,Capped,2010,catchall_65_70,sensitivity,2014
0,11,EB-4,China,0,Capped,2010,catchall_65_70,sensitivity,2014
64,10062,EB-4,ROW,1181,Capped,2010,catchall_65_70,sensitivity,2014
0,118,EB-5,India,0,Capped,2010,catchall_65_70,sensitivity,2014
0,1399,EB-5,China,0,Capped,2010,catchall_65_70,sensitivity,2014
0,1888,EB-5,ROW,0,Capped,2010,catchall_65_70,sensitivity,2014
0,7323,EB-1,India,0,Capped,2011,catchall_65_70,sensitivity,2014
0,5014,EB-1,China,0,Capped,2011,catchall_65_70,sensitivity,2014
0,20304,EB-1,ROW,0,Capped,2011,catchall_65_70,sensitivity,2014
708,13988,EB-2,India,37744,Capped,2011,catchall_65_70,sensitivity,2014
195,8299,EB-2,China,8045,Capped,2011,catchall_65_70,sensitivity,2014
81,34262,EB-2,ROW,2946,Capped,2011,catchall_65_70,sensitivity,2014
2388,2789,EB-3,India,87744,Capped,2011,catchall_65_70,sensitivity,2014
990,2789,EB-3,China,25745,Capped,2011,catchall_65_70,sensitivity,2014
2319,34262,EB-3,ROW,58890,Capped,2011,catchall_65_70,sensitivity,2014
3,93,EB-4,India,213,Capped,2011,catchall_65_70,sensitivity,2014
0,14,EB-4,China,12,Capped,2011,catchall_65_70,sensitivity,2014
252,6274,EB-4,ROW,4892,Capped,2011,catchall_65_70,sensitivity,2014
0,54,EB-5,India,0,Capped,2011,catchall_65_70,sensitivity,2014
0,2656,EB-5,China,0,Capped,2011,catchall_65_70,sensitivity,2014
0,1181,EB-5,ROW,0,Capped,2011,catchall_65_70,sensitivity,2014
0,8479,EB-1,India,0,Capped,2012,catchall_65_70,sensitivity,2014
0,5557,EB-1,China,0,Capped,2012,catchall_65_70,sensitivity,2014
0,20952,EB-1,ROW,0,Capped,2012,catchall_65_70,sensitivity,2014
931,12911,EB-2,India,53566,Capped,2012,catchall_65_70,sensitivity,2014
230,3332,EB-2,China,9752,Capped,2012,catchall_65_70,sensitivity,2014
96,35577,EB-2,ROW,3347,Capped,2012,catchall_65_70,sensitivity,2014
2424,2896,EB-3,India,88155,Capped,2012,catchall_65_70,sensitivity,2014
877,2896,EB-3,China,23675,Capped,2012,catchall_65_70,sensitivity,2014
1801,35577,EB-3,ROW,45561,Capped,2012,catchall_65_70,sensitivity,2014
22,360,EB-4,India,531,Capped,2012,catchall_65_70,sensitivity,2014
1,22,EB-4,China,22,Capped,2012,catchall_65_70,sensitivity,2014
581,7096,EB-4,ROW,11050,Capped,2012,catchall_65_70,sensitivity,2014
0,98,EB-5,India,0,Capped,2012,catchall_65_70,sensitivity,2014
0,7045,EB-5,China,0,Capped,2012,catchall_65_70,sensitivity,2014
0,1849,EB-5,ROW,0,Capped,2012,catchall_65_70,sensitivity,2014
0,11129,EB-1,India,0,Capped,2013,catchall_65_70,sensitivity,2014
0,6792,EB-1,China,0,Capped,2013,catchall_65_70,sensitivity,2014
0,23213,EB-1,ROW,0,Capped,2013,catchall_65_70,sensitivity,2014
1176,16560,EB-2,India,66126,Capped,2013,catchall_65_70,sensitivity,2014
300,3229,EB-2,China,11038,Capped,2013,catchall_65_70,sensitivity,2014
0,38663,EB-2,ROW,0,Capped,2013,catchall_65_70,sensitivity,2014
2340,3229,EB-3,India,87794,Capped,2013,catchall_65_70,sensitivity,2014
848,3229,EB-3,China,21547,Capped,2013,catchall_65_70,sensitivity,2014
1156,39665,EB-3,ROW,30491,Capped,2013,catchall_65_70,sensitivity,2014
44,332,EB-4,India,1297,Capped,2013,catchall_65_70,sensitivity,2014
3,7,EB-4,China,60,Capped,2013,catchall_65_70,sensitivity,2014
1311,6107,EB-4,ROW,24268,Capped,2013,catchall_65_70,sensitivity,2014
0,97,EB-5,India,0,Capped,2013,catchall_65_70,sensitivity,2014
0,7193,EB-5,China,0,Capped,2013,catchall_65_70,sensitivity,2014
0,1824,EB-5,ROW,0,Capped,2013,catchall_65_70,sensitivity,2014
0,15160,EB-1,India,120,Capped,2014,catchall_65_70,sensitivity,2014
0,7598,EB-1,China,70,Capped,2014,catchall_65_70,sensitivity,2014
0,22988,EB-1,ROW,0,Capped,2014,catchall_65_70,sensitivity,2014
1581,3030,EB-2,India,88335,Capped,2014,catchall_65_70,sensitivity,2014
354,3030,EB-2,China,12847,Capped,2014,catchall_65_70,sensitivity,2014
3,37229,EB-2,ROW,170,Capped,2014,catchall_65_70,sensitivity,2014
1929,3030,EB-3,India,88350,Capped,2014,catchall_65_70,sensitivity,2014
714,3030,EB-3,China,23112,Capped,2014,catchall_65_70,sensitivity,2014
740,37229,EB-3,ROW,18055,Capped,2014,catchall_65_70,sensitivity,2014
52,491,EB-4,India,1757,Capped,2014,catchall_65_70,sensitivity,2014
1,20,EB-4,China,102,Capped,2014,catchall_65_70,sensitivity,2014
1803,7778,EB-4,ROW,34864,Capped,2014,catchall_65_70,sensitivity,2014
0,347,EB-5,India,0,Capped,2014,catchall_65_70,sensitivity,2014
5,8032,EB-5,China,787,Capped,2014,catchall_65_70,sensitivity,2014
0,2367,EB-5,ROW,0,Capped,2014,catchall_65_70,sensitivity,2014
18,8946,EB-1,India,2478,Capped,2015,catchall_65_70,sensitivity,2014
23,5359,EB-1,China,1802,Capped,2015,catchall_65_70,sensitivity,2014
0,26865,EB-1,ROW,0,Capped,2015,catchall_65_70,sensitivity,2014
2133,2882,EB-2,India,116373,Capped,2015,catchall_65_70,sensitivity,2014
418,2882,EB-2,China,16013,Capped,2015,catchall_65_70,sensitivity,2014
56,35406,EB-2,ROW,2568,Capped,2015,catchall_65_70,sensitivity,2014
1982,2882,EB-3,India,91433,Capped,2015,catchall_65_70,sensitivity,2014
704,2882,EB-3,China,22204,Capped,2015,catchall_65_70,sensitivity,2014
382,35406,EB-3,ROW,10559,Capped,2015,catchall_65_70,sensitivity,2014
101,715,EB-4,India,2742,Capped,2015,catchall_65_70,sensitivity,2014
0,429,EB-4,China,0,Capped,2015,catchall_65_70,sensitivity,2014
2709,9077,EB-4,ROW,52720,Capped,2015,catchall_65_70,sensitivity,2014
0,715,EB-5,India,60,Capped,2015,catchall_65_70,sensitivity,2014
37,4801,EB-5,China,5346,Capped,2015,catchall_65_70,sensitivity,2014
0,4705,EB-5,ROW,0,Capped,2015,catchall_65_70,sensitivity,2014
70,8819,EB-1,India,6469,Capped,2016,catchall_65_70,sensitivity,2014
50,5294,EB-1,China,3822,Capped,2016,catchall_65_70,sensitivity,2014
27,26027,EB-1,ROW,1880,Capped,2016,catchall_65_70,sensitivity,2014
2699,2810,EB-2,India,159767,Capped,2016,catchall_65_70,sensitivity,2014
563,2810,EB-2,China,21304,Capped,2016,catchall_65_70,sensitivity,2014
244,34520,EB-2,ROW,9711,Capped,2016,catchall_65_70,sensitivity,2014
2152,2810,EB-3,India,98159,Capped,2016,catchall_65_70,sensitivity,2014
772,2810,EB-3,China,23373,Capped,2016,catchall_65_70,sensitivity,2014
496,34520,EB-3,ROW,11843,Capped,2016,catchall_65_70,sensitivity,2014
123,698,EB-4,India,3299,Capped,2016,catchall_65_70,sensitivity,2014
0,247,EB-4,China,0,Capped,2016,catchall_65_70,sensitivity,2014
4063,9020,EB-4,ROW,74828,Capped,2016,catchall_65_70,sensitivity,2014
0,698,EB-5,India,263,Capped,2016,catchall_65_70,sensitivity,2014
50,4874,EB-5,China,8791,Capped,2016,catchall_65_70,sensitivity,2014
0,4393,EB-5,ROW,0,Capped,2016,catchall_65_70,sensitivity,2014
97,11665,EB-1,India,10046,Capped,2017,catchall_65_70,sensitivity,2014
76,5853,EB-1,China,5817,Capped,2017,catchall_65_70,sensitivity,2014
73,22409,EB-1,ROW,6028,Capped,2017,catchall_65_70,sensitivity,2014
3369,2795,EB-2,India,196014,Capped,2017,catchall_65_70,sensitivity,2014
633,2795,EB-2,China,25305,Capped,2017,catchall_65_70,sensitivity,2014
347,34337,EB-2,ROW,12742,Capped,2017,catchall_65_70,sensitivity,2014
2218,2795,EB-3,India,103142,Capped,2017,catchall_65_70,sensitivity,2014
856,2795,EB-3,China,25605,Capped,2017,catchall_65_70,sensitivity,2014
594,34336,EB-3,ROW,14039,Capped,2017,catchall_65_70,sensitivity,2014
118,694,EB-4,India,3566,Capped,2017,catchall_65_70,sensitivity,2014
0,133,EB-4,China,0,Capped,2017,catchall_65_70,sensitivity,2014
4601,9085,EB-4,ROW,87511,Capped,2017,catchall_65_70,sensitivity,2014
6,694,EB-5,India,836,Capped,2017,catchall_65_70,sensitivity,2014
104,2573,EB-5,China,15578,Capped,2017,catchall_65_70,sensitivity,2014
0,6645,EB-5,ROW,0,Capped,2017,catchall_65_70,sensitivity,2014
118,12029,EB-1,India,12522,Capped,2018,catchall_65_70,sensitivity,2014
81,5891,EB-1,China,7333,Capped,2018,catchall_65_70,sensitivity,2014
85,21972,EB-1,ROW,7834,Capped,2018,catchall_65_70,sensitivity,2014
3759,2792,EB-2,India,229920,Capped,2018,catchall_65_70,sensitivity,2014
819,2792,EB-2,China,30883,Capped,2018,catchall_65_70,sensitivity,2014
397,34308,EB-2,ROW,16042,Capped,2018,catchall_65_70,sensitivity,2014
2344,2792,EB-3,India,107709,Capped,2018,catchall_65_70,sensitivity,2014
939,2792,EB-3,China,27463,Capped,2018,catchall_65_70,sensitivity,2014
734,34308,EB-3,ROW,19587,Capped,2018,catchall_65_70,sensitivity,2014
134,693,EB-4,India,3686,Capped,2018,catchall_65_70,sensitivity,2014
0,119,EB-4,China,0,Capped,2018,catchall_65_70,sensitivity,2014
4728,9092,EB-4,ROW,91282,Capped,2018,catchall_65_70,sensitivity,2014
7,693,EB-5,India,1823,Capped,2018,catchall_65_70,sensitivity,2014
149,1070,EB-5,China,24231,Capped,2018,catchall_65_70,sensitivity,2014
0,8140,EB-5,ROW,0,Capped,2018,catchall_65_70,sensitivity,2014
137,9538,EB-1,India,15227,Capped,2019,catchall_65_70,sensitivity,2014
120,4870,EB-1,China,8618,Capped,2019,catchall_65_70,sensitivity,2014
79,25800,EB-1,ROW,5876,Capped,2019,catchall_65_70,sensitivity,2014
4270,2814,EB-2,India,267757,Capped,2019,catchall_65_70,sensitivity,2014
980,2814,EB-2,China,38638,Capped,2019,catchall_65_70,sensitivity,2014
501,34579,EB-2,ROW,19983,Capped,2019,catchall_65_70,sensitivity,2014
2163,2814,EB-3,India,115439,Capped,2019,catchall_65_70,sensitivity,2014
902,2814,EB-3,China,28981,Capped,2019,catchall_65_70,sensitivity,2014
1151,34579,EB-3,ROW,28633,Capped,2019,catchall_65_70,sensitivity,2014
138,699,EB-4,India,4012,Capped,2019,catchall_65_70,sensitivity,2014
0,219,EB-4,China,0,Capped,2019,catchall_65_70,sensitivity,2014
5817,9064,EB-4,ROW,115047,Capped,2019,catchall_65_70,sensitivity,2014
11,699,EB-5,India,1938,Capped,2019,catchall_65_70,sensitivity,2014
160,6930,EB-5,China,23568,Capped,2019,catchall_65_70,sensitivity,2014
0,2353,EB-5,ROW,0,Capped,2019,catchall_65_70,sensitivity,2014
161,10657,EB-1,India,16883,Capped,2020,catchall_65_70,sensitivity,2014
110,4766,EB-1,China,9145,Capped,2020,catchall_65_70,sensitivity,2014
0,33515,EB-1,ROW,0,Capped,2020,catchall_65_70,sensitivity,2014
4819,2599,EB-2,India,296808,Capped,2020,catchall_65_70,sensitivity,2014
