annual_principal_exits,annual_visas,category,nationality,principal_backlog,scenario,year,case,role,seed
3094,3351,EB-3,China,81367,Capped,2038,catchall_60_65,primary,2028
9113,41172,EB-3,ROW,235312,Capped,2038,catchall_60_65,primary,2028
734,832,EB-4,India,16550,Capped,2038,catchall_60_65,primary,2028
0,299,EB-4,China,0,Capped,2038,catchall_60_65,primary,2028
38968,10754,EB-4,ROW,936152,Capped,2038,catchall_60_65,primary,2028
57,2319,EB-5,India,6687,Capped,2038,catchall_60_65,primary,2028
217,5644,EB-5,China,19128,Capped,2038,catchall_60_65,primary,2028
0,3922,EB-5,ROW,0,Capped,2038,catchall_60_65,primary,2028
737,11450,EB-1,India,72165,Capped,2039,catchall_60_65,primary,2028
729,6747,EB-1,China,51431,Capped,2039,catchall_60_65,primary,2028
0,29678,EB-1,ROW,0,Capped,2039,catchall_60_65,primary,2028
22914,3351,EB-2,India,751676,Capped,2039,catchall_60_65,primary,2028
4507,3351,EB-2,China,177143,Capped,2039,catchall_60_65,primary,2028
2547,41173,EB-2,ROW,92840,Capped,2039,catchall_60_65,primary,2028
7193,3351,EB-3,India,213846,Capped,2039,catchall_60_65,primary,2028
3111,3351,EB-3,China,83612,Capped,2039,catchall_60_65,primary,2028
9384,41172,EB-3,ROW,243965,Capped,2039,catchall_60_65,primary,2028
739,832,EB-4,India,16985,Capped,2039,catchall_60_65,primary,2028
0,283,EB-4,China,0,Capped,2039,catchall_60_65,primary,2028
39716,10770,EB-4,ROW,972295,Capped,2039,catchall_60_65,primary,2028
51,2322,EB-5,India,6735,Capped,2039,catchall_60_65,primary,2028
216,5600,EB-5,China,19482,Capped,2039,catchall_60_65,primary,2028
0,3963,EB-5,ROW,0,Capped,2039,catchall_60_65,primary,2028
778,11602,EB-1,India,75423,Capped,2040,catchall_60_65,primary,2028
763,6799,EB-1,China,53616,Capped,2040,catchall_60_65,primary,2028
0,29474,EB-1,ROW,0,Capped,2040,catchall_60_65,primary,2028
25104,3351,EB-2,India,763934,Capped,2040,catchall_60_65,primary,2028
4593,3351,EB-2,China,182568,Capped,2040,catchall_60_65,primary,2028
2642,41173,EB-2,ROW,95299,Capped,2040,catchall_60_65,primary,2028
7734,3351,EB-3,India,214423,Capped,2040,catchall_60_65,primary,2028
3268,3351,EB-3,China,85581,Capped,2040,catchall_60_65,primary,2028
9774,41172,EB-3,ROW,252177,Capped,2040,catchall_60_65,primary,2028
762,832,EB-4,India,17379,Capped,2040,catchall_60_65,primary,2028
0,284,EB-4,China,0,Capped,2040,catchall_60_65,primary,2028
41190,10769,EB-4,ROW,1005739,Capped,2040,catchall_60_65,primary,2028
59,2247,EB-5,India,6799,Capped,2040,catchall_60_65,primary,2028
237,5817,EB-5,China,19725,Capped,2040,catchall_60_65,primary,2028
0,3821,EB-5,ROW,0,Capped,2040,catchall_60_65,primary,2028
0,5511,EB-1,India,0,Uncapped,2009,catchall_60_65,primary,2029
0,4442,EB-1,China,0,Uncapped,2009,catchall_60_65,primary,2029
0,29390,EB-1,ROW,0,Uncapped,2009,catchall_60_65,primary,2029
211,9466,EB-2,India,11896,Uncapped,2009,catchall_60_65,primary,2029
262,5558,EB-2,China,9094,Uncapped,2009,catchall_60_65,primary,2029
0,33039,EB-2,ROW,0,Uncapped,2009,catchall_60_65,primary,2029
2282,2304,EB-3,India,81844,Uncapped,2009,catchall_60_65,primary,2029
1149,1077,EB-3,China,29839,Uncapped,2009,catchall_60_65,primary,2029
2910,36941,EB-3,ROW,74081,Uncapped,2009,catchall_60_65,primary,2029
0,527,EB-4,India,0,Uncapped,2009,catchall_60_65,primary,2029
0,31,EB-4,China,0,Uncapped,2009,catchall_60_65,primary,2029
2,9452,EB-4,ROW,8,Uncapped,2009,catchall_60_65,primary,2029
0,50,EB-5,India,0,Uncapped,2009,catchall_60_65,primary,2029
0,1533,EB-5,China,0,Uncapped,2009,catchall_60_65,primary,2029
0,1666,EB-5,ROW,0,Uncapped,2009,catchall_60_65,primary,2029
0,6337,EB-1,India,0,Uncapped,2010,catchall_60_65,primary,2029
0,5586,EB-1,China,0,Uncapped,2010,catchall_60_65,primary,2029
0,27828,EB-1,ROW,0,Uncapped,2010,catchall_60_65,primary,2029
405,10316,EB-2,India,22250,Uncapped,2010,catchall_60_65,primary,2029
241,6058,EB-2,China,9123,Uncapped,2010,catchall_60_65,primary,2029
9,36959,EB-2,ROW,440,Uncapped,2010,catchall_60_65,primary,2029
2328,3008,EB-3,India,84912,Uncapped,2010,catchall_60_65,primary,2029
1026,3008,EB-3,China,27868,Uncapped,2010,catchall_60_65,primary,2029
2547,36959,EB-3,ROW,66909,Uncapped,2010,catchall_60_65,primary,2029
0,662,EB-4,India,0,Uncapped,2010,catchall_60_65,primary,2029
0,39,EB-4,China,0,Uncapped,2010,catchall_60_65,primary,2029
57,9968,EB-4,ROW,1085,Uncapped,2010,catchall_60_65,primary,2029
0,105,EB-5,India,0,Uncapped,2010,catchall_60_65,primary,2029
0,1421,EB-5,China,0,Uncapped,2010,catchall_60_65,primary,2029
0,2008,EB-5,ROW,0,Uncapped,2010,catchall_60_65,primary,2029
0,7330,EB-1,India,0,Uncapped,2011,catchall_60_65,primary,2029
0,5173,EB-1,China,0,Uncapped,2011,catchall_60_65,primary,2029
0,20111,EB-1,ROW,0,Uncapped,2011,catchall_60_65,primary,2029
652,13968,EB-2,India,37617,Uncapped,2011,catchall_60_65,primary,2029
193,8307,EB-2,China,8060,Uncapped,2011,catchall_60_65,primary,2029
92,34262,EB-2,ROW,2949,Uncapped,2011,catchall_60_65,primary,2029
2316,2789,EB-3,India,88311,Uncapped,2011,catchall_60_65,primary,2029
962,2789,EB-3,China,26015,Uncapped,2011,catchall_60_65,primary,2029
2323,34262,EB-3,ROW,57935,Uncapped,2011,catchall_60_65,primary,2029
5,157,EB-4,India,177,Uncapped,2011,catchall_60_65,primary,2029
0,14,EB-4,China,14,Uncapped,2011,catchall_60_65,primary,2029
264,6210,EB-4,ROW,4863,Uncapped,2011,catchall_60_65,primary,2029
0,50,EB-5,India,0,Uncapped,2011,catchall_60_65,primary,2029
0,2627,EB-5,China,0,Uncapped,2011,catchall_60_65,primary,2029
0,1253,EB-5,ROW,0,Uncapped,2011,catchall_60_65,primary,2029
0,8694,EB-1,India,0,Uncapped,2012,catchall_60_65,primary,2029
0,5665,EB-1,China,0,Uncapped,2012,catchall_60_65,primary,2029
0,20807,EB-1,ROW,0,Uncapped,2012,catchall_60_65,primary,2029
988,12749,EB-2,India,53487,Uncapped,2012,catchall_60_65,primary,2029
226,3323,EB-2,China,9863,Uncapped,2012,catchall_60_65,primary,2029
80,35577,EB-2,ROW,3324,Uncapped,2012,catchall_60_65,primary,2029
2467,2896,EB-3,India,88656,Uncapped,2012,catchall_60_65,primary,2029
918,2896,EB-3,China,23975,Uncapped,2012,catchall_60_65,primary,2029
1785,35577,EB-3,ROW,44588,Uncapped,2012,catchall_60_65,primary,2029
9,282,EB-4,India,457,Uncapped,2012,catchall_60_65,primary,2029
1,21,EB-4,China,18,Uncapped,2012,catchall_60_65,primary,2029
602,7175,EB-4,ROW,11074,Uncapped,2012,catchall_60_65,primary,2029
0,113,EB-5,India,0,Uncapped,2012,catchall_60_65,primary,2029
0,6990,EB-5,China,0,Uncapped,2012,catchall_60_65,primary,2029
0,1882,EB-5,ROW,0,Uncapped,2012,catchall_60_65,primary,2029
0,11389,EB-1,India,0,Uncapped,2013,catchall_60_65,primary,2029
0,6756,EB-1,China,0,Uncapped,2013,catchall_60_65,primary,2029
0,23103,EB-1,ROW,0,Uncapped,2013,catchall_60_65,primary,2029
1200,16252,EB-2,India,65994,Uncapped,2013,catchall_60_65,primary,2029
269,3229,EB-2,China,11111,Uncapped,2013,catchall_60_65,primary,2029
0,38834,EB-2,ROW,0,Uncapped,2013,catchall_60_65,primary,2029
2321,3229,EB-3,India,88321,Uncapped,2013,catchall_60_65,primary,2029
873,3229,EB-3,China,21755,Uncapped,2013,catchall_60_65,primary,2029
1216,39665,EB-3,ROW,29392,Uncapped,2013,catchall_60_65,primary,2029
46,306,EB-4,India,1219,Uncapped,2013,catchall_60_65,primary,2029
4,13,EB-4,China,49,Uncapped,2013,catchall_60_65,primary,2029
1281,6127,EB-4,ROW,24249,Uncapped,2013,catchall_60_65,primary,2029
0,137,EB-5,India,0,Uncapped,2013,catchall_60_65,primary,2029
0,7264,EB-5,China,0,Uncapped,2013,catchall_60_65,primary,2029
0,1736,EB-5,ROW,0,Uncapped,2013,catchall_60_65,primary,2029
2,14802,EB-1,India,169,Uncapped,2014,catchall_60_65,primary,2029
0,7737,EB-1,China,120,Uncapped,2014,catchall_60_65,primary,2029
0,23207,EB-1,ROW,0,Uncapped,2014,catchall_60_65,primary,2029
1503,3030,EB-2,India,88209,Uncapped,2014,catchall_60_65,primary,2029
342,3030,EB-2,China,13010,Uncapped,2014,catchall_60_65,primary,2029
2,37229,EB-2,ROW,290,Uncapped,2014,catchall_60_65,primary,2029
1975,3030,EB-3,India,88969,Uncapped,2014,catchall_60_65,primary,2029
817,3030,EB-3,China,23212,Uncapped,2014,catchall_60_65,primary,2029
694,37229,EB-3,ROW,16741,Uncapped,2014,catchall_60_65,primary,2029
72,371,EB-4,India,1753,Uncapped,2014,catchall_60_65,primary,2029
7,7,EB-4,China,91,Uncapped,2014,catchall_60_65,primary,2029
1865,7911,EB-4,ROW,34625,Uncapped,2014,catchall_60_65,primary,2029
0,345,EB-5,India,0,Uncapped,2014,catchall_60_65,primary,2029
3,7805,EB-5,China,782,Uncapped,2014,catchall_60_65,primary,2029
0,2596,EB-5,ROW,0,Uncapped,2014,catchall_60_65,primary,2029
34,9119,EB-1,India,2606,Uncapped,2015,catchall_60_65,primary,2029
19,5141,EB-1,China,1863,Uncapped,2015,catchall_60_65,primary,2029
0,26910,EB-1,ROW,0,Uncapped,2015,catchall_60_65,primary,2029
2124,2882,EB-2,India,116570,Uncapped,2015,catchall_60_65,primary,2029
414,2882,EB-2,China,16036,Uncapped,2015,catchall_60_65,primary,2029
80,35406,EB-2,ROW,2480,Uncapped,2015,catchall_60_65,primary,2029
2128,2882,EB-3,India,91869,Uncapped,2015,catchall_60_65,primary,2029
795,2882,EB-3,China,22254,Uncapped,2015,catchall_60_65,primary,2029
367,35406,EB-3,ROW,9162,Uncapped,2015,catchall_60_65,primary,2029
104,715,EB-4,India,2670,Uncapped,2015,catchall_60_65,primary,2029
0,339,EB-4,China,0,Uncapped,2015,catchall_60_65,primary,2029
2719,9167,EB-4,ROW,52621,Uncapped,2015,catchall_60_65,primary,2029
0,715,EB-5,India,84,Uncapped,2015,catchall_60_65,primary,2029
29,4743,EB-5,China,5348,Uncapped,2015,catchall_60_65,primary,2029
0,4763,EB-5,ROW,0,Uncapped,2015,catchall_60_65,primary,2029
66,8967,EB-1,India,6616,Uncapped,2016,catchall_60_65,primary,2029
48,5146,EB-1,China,3926,Uncapped,2016,catchall_60_65,primary,2029
24,26027,EB-1,ROW,1712,Uncapped,2016,catchall_60_65,primary,2029
2839,2810,EB-2,India,159992,Uncapped,2016,catchall_60_65,primary,2029
523,2810,EB-2,China,21214,Uncapped,2016,catchall_60_65,primary,2029
273,34520,EB-2,ROW,9522,Uncapped,2016,catchall_60_65,primary,2029
2246,2810,EB-3,India,98404,Uncapped,2016,catchall_60_65,primary,2029
856,2810,EB-3,China,23355,Uncapped,2016,catchall_60_65,primary,2029
395,34520,EB-3,ROW,10519,Uncapped,2016,catchall_60_65,primary,2029
122,698,EB-4,India,3273,Uncapped,2016,catchall_60_65,primary,2029
0,234,EB-4,China,0,Uncapped,2016,catchall_60_65,primary,2029
3959,9033,EB-4,ROW,74828,Uncapped,2016,catchall_60_65,primary,2029
1,698,EB-5,India,259,Uncapped,2016,catchall_60_65,primary,2029
70,4978,EB-5,China,8797,Uncapped,2016,catchall_60_65,primary,2029
0,4289,EB-5,ROW,0,Uncapped,2016,catchall_60_65,primary,2029
94,11547,EB-1,India,10289,Uncapped,2017,catchall_60_65,primary,2029
80,5971,EB-1,China,5807,Uncapped,2017,catchall_60_65,primary,2029
77,22409,EB-1,ROW,6001,Uncapped,2017,catchall_60_65,primary,2029
3365,2795,EB-2,India,196370,Uncapped,2017,catchall_60_65,primary,2029
631,2795,EB-2,China,25213,Uncapped,2017,catchall_60_65,primary,2029
331,34337,EB-2,ROW,12316,Uncapped,2017,catchall_60_65,primary,2029
2400,2795,EB-3,India,103411,Uncapped,2017,catchall_60_65,primary,2029
1056,2795,EB-3,China,25460,Uncapped,2017,catchall_60_65,primary,2029
471,34336,EB-3,ROW,12589,Uncapped,2017,catchall_60_65,primary,2029
129,694,EB-4,India,3578,Uncapped,2017,catchall_60_65,primary,2029
0,123,EB-4,China,0,Uncapped,2017,catchall_60_65,primary,2029
4740,9095,EB-4,ROW,87375,Uncapped,2017,catchall_60_65,primary,2029
4,694,EB-5,India,819,Uncapped,2017,catchall_60_65,primary,2029
112,2880,EB-5,China,15585,Uncapped,2017,catchall_60_65,primary,2029
0,6338,EB-5,ROW,0,Uncapped,2017,catchall_60_65,primary,2029
121,12040,EB-1,India,12640,Uncapped,2018,catchall_60_65,primary,2029
88,5880,EB-1,China,7370,Uncapped,2018,catchall_60_65,primary,2029
117,21972,EB-1,ROW,7853,Uncapped,2018,catchall_60_65,primary,2029
4077,2792,EB-2,India,229929,Uncapped,2018,catchall_60_65,primary,2029
775,2792,EB-2,China,30734,Uncapped,2018,catchall_60_65,primary,2029
397,34308,EB-2,ROW,15604,Uncapped,2018,catchall_60_65,primary,2029
2532,2792,EB-3,India,107714,Uncapped,2018,catchall_60_65,primary,2029
1053,2792,EB-3,China,27228,Uncapped,2018,catchall_60_65,primary,2029
685,34308,EB-3,ROW,17956,Uncapped,2018,catchall_60_65,primary,2029
127,693,EB-4,India,3728,Uncapped,2018,catchall_60_65,primary,2029
0,98,EB-4,China,0,Uncapped,2018,catchall_60_65,primary,2029
4951,9113,EB-4,ROW,91008,Uncapped,2018,catchall_60_65,primary,2029
9,693,EB-5,India,1741,Uncapped,2018,catchall_60_65,primary,2029
179,1117,EB-5,China,24277,Uncapped,2018,catchall_60_65,primary,2029
0,8093,EB-5,ROW,0,Uncapped,2018,catchall_60_65,primary,2029
137,9837,EB-1,India,15160,Uncapped,2019,catchall_60_65,primary,2029
128,4571,EB-1,China,8770,Uncapped,2019,catchall_60_65,primary,2029
58,25800,EB-1,ROW,5836,Uncapped,2019,catchall_60_65,primary,2029
4608,2814,EB-2,India,267251,Uncapped,2019,catchall_60_65,primary,2029
987,2814,EB-2,China,38670,Uncapped,2019,catchall_60_65,primary,2029
494,34579,EB-2,ROW,19430,Uncapped,2019,catchall_60_65,primary,2029
2361,2814,EB-3,India,115511,Uncapped,2019,catchall_60_65,primary,2029
1045,2814,EB-3,China,28499,Uncapped,2019,catchall_60_65,primary,2029
1086,34579,EB-3,ROW,26899,Uncapped,2019,catchall_60_65,primary,2029
177,699,EB-4,India,4028,Uncapped,2019,catchall_60_65,primary,2029
0,198,EB-4,China,0,Uncapped,2019,catchall_60_65,primary,2029
6171,9085,EB-4,ROW,114389,Uncapped,2019,catchall_60_65,primary,2029
8,699,EB-5,India,1863,Uncapped,2019,catchall_60_65,primary,2029
186,6933,EB-5,China,23628,Uncapped,2019,catchall_60_65,primary,2029
0,2350,EB-5,ROW,0,Uncapped,2019,catchall_60_65,primary,2029
158,10588,EB-1,India,16803,Uncapped,2020,catchall_60_65,primary,2029
123,4766,EB-1,China,9340,Uncapped,2020,catchall_60_65,primary,2029
0,33584,EB-1,ROW,0,Uncapped,2020,catchall_60_65,primary,2029
4980,2599,EB-2,India,296212,Uncapped,2020,catchall_60_65,primary,2029
1229,3118,EB-2,China,46184,Uncapped,2020,catchall_60_65,primary,2029
552,36369,EB-2,ROW,20550,Uncapped,2020,catchall_60_65,primary,2029
2469,2946,EB-3,India,120701,Uncapped,2020,catchall_60_65,primary,2029
1091,2946,EB-3,China,30425,Uncapped,2020,catchall_60_65,primary,2029
1303,36193,EB-3,ROW,33116,Uncapped,2020,catchall_60_65,primary,2029
177,731,EB-4,India,4412,Uncapped,2020,catchall_60_65,primary,2029
0,184,EB-4,China,0,Uncapped,2020,catchall_60_65,primary,2029
7974,9533,EB-4,ROW,151689,Uncapped,2020,catchall_60_65,primary,2029
6,731,EB-5,India,1891,Uncapped,2020,catchall_60_65,primary,2029
237,1174,EB-5,China,24539,Uncapped,2020,catchall_60_65,primary,2029
0,1691,EB-5,ROW,0,Uncapped,2020,catchall_60_65,primary,2029
119,30825,EB-1,India,11161,Uncapped,2021,catchall_60_65,primary,2029
104,9118,EB-1,China,8238,Uncapped,2021,catchall_60_65,primary,2029
0,18819,EB-1,ROW,0,Uncapped,2021,catchall_60_65,primary,2029
5252,28246,EB-2,India,316117,Uncapped,2021,catchall_60_65,primary,2029
1322,6091,EB-2,China,51023,Uncapped,2021,catchall_60_65,primary,2029
704,25404,EB-2,ROW,27614,Uncapped,2021,catchall_60_65,primary,2029
3397,21087,EB-3,India,156029,Uncapped,2021,catchall_60_65,primary,2029
1433,3914,EB-3,China,37050,Uncapped,2021,catchall_60_65,primary,2029
1650,35173,EB-3,ROW,40258,Uncapped,2021,catchall_60_65,primary,2029
191,972,EB-4,India,4411,Uncapped,2021,catchall_60_65,primary,2029
0,81,EB-4,China,0,Uncapped,2021,catchall_60_65,primary,2029
8574,12828,EB-4,ROW,165156,Uncapped,2021,catchall_60_65,primary,2029
12,972,EB-5,India,1844,Uncapped,2021,catchall_60_65,primary,2029
303,972,EB-5,China,25305,Uncapped,2021,catchall_60_65,primary,2029
4,1005,EB-5,ROW,213,Uncapped,2021,catchall_60_65,primary,2029
94,20199,EB-1,India,10873,Uncapped,2022,catchall_60_65,primary,2029
72,11425,EB-1,China,6941,Uncapped,2022,catchall_60_65,primary,2029
0,22513,EB-1,ROW,0,Uncapped,2022,catchall_60_65,primary,2029
5622,59432,EB-2,India,329506,Uncapped,2022,catchall_60_65,primary,2029
1357,8523,EB-2,China,54728,Uncapped,2022,catchall_60_65,primary,2029
807,41355,EB-2,ROW,31820,Uncapped,2022,catchall_60_65,primary,2029
3769,13919,EB-3,India,162726,Uncapped,2022,catchall_60_65,primary,2029
1358,5510,EB-3,China,36545,Uncapped,2022,catchall_60_65,primary,2029
1574,61946,EB-3,ROW,41685,Uncapped,2022,catchall_60_65,primary,2029
200,1368,EB-4,India,5054,Uncapped,2022,catchall_60_65,primary,2029
0,176,EB-4,China,0,Uncapped,2022,catchall_60_65,primary,2029
9397,17999,EB-4,ROW,184752,Uncapped,2022,catchall_60_65,primary,2029
8,1368,EB-5,India,1418,Uncapped,2022,catchall_60_65,primary,2029
259,8544,EB-5,China,21816,Uncapped,2022,catchall_60_65,primary,2029
0,973,EB-5,ROW,0,Uncapped,2022,catchall_60_65,primary,2029
129,15354,EB-1,India,15321,Uncapped,2023,catchall_60_65,primary,2029
120,9487,EB-1,China,9370,Uncapped,2023,catchall_60_65,primary,2029
0,30623,EB-1,ROW,0,Uncapped,2023,catchall_60_65,primary,2029
6046,3882,EB-2,India,361008,Uncapped,2023,catchall_60_65,primary,2029
1595,3882,EB-2,China,63416,Uncapped,2023,catchall_60_65,primary,2029
1055,47699,EB-2,ROW,39297,Uncapped,2023,catchall_60_65,primary,2029
4017,3882,EB-3,India,169485,Uncapped,2023,catchall_60_65,primary,2029
1363,3882,EB-3,China,36453,Uncapped,2023,catchall_60_65,primary,2029
2214,47699,EB-3,ROW,58024,Uncapped,2023,catchall_60_65,primary,2029
229,964,EB-4,India,5997,Uncapped,2023,catchall_60_65,primary,2029
0,190,EB-4,China,0,Uncapped,2023,catchall_60_65,primary,2029
12049,12615,EB-4,ROW,232334,Uncapped,2023,catchall_60_65,primary,2029
16,964,EB-5,India,1386,Uncapped,2023,catchall_60_65,primary,2029
236,11181,EB-5,China,18210,Uncapped,2023,catchall_60_65,primary,2029
0,1624,EB-5,ROW,0,Uncapped,2023,catchall_60_65,primary,2029
172,12403,EB-1,India,18717,Uncapped,2024,catchall_60_65,primary,2029
145,5630,EB-1,China,12864,Uncapped,2024,catchall_60_65,primary,2029
0,29842,EB-1,ROW,0,Uncapped,2024,catchall_60_65,primary,2029
6478,3351,EB-2,India,391798,Uncapped,2024,catchall_60_65,primary,2029
1834,3351,EB-2,China,71951,Uncapped,2024,catchall_60_65,primary,2029
1065,41173,EB-2,ROW,43720,Uncapped,2024,catchall_60_65,primary,2029
4242,3351,EB-3,India,173793,Uncapped,2024,catchall_60_65,primary,2029
1508,3351,EB-3,China,40310,Uncapped,2024,catchall_60_65,primary,2029
2867,41172,EB-3,ROW,73280,Uncapped,2024,catchall_60_65,primary,2029
296,832,EB-4,India,6971,Uncapped,2024,catchall_60_65,primary,2029
0,330,EB-4,China,0,Uncapped,2024,catchall_60_65,primary,2029
15207,10723,EB-4,ROW,294772,Uncapped,2024,catchall_60_65,primary,2029
14,832,EB-5,India,2021,Uncapped,2024,catchall_60_65,primary,2029
248,7105,EB-5,China,17976,Uncapped,2024,catchall_60_65,primary,2029
0,3948,EB-5,ROW,0,Uncapped,2024,catchall_60_65,primary,2029
146,30435,EB-1,India,14719,Uncapped,2025,catchall_60_65,primary,2029
165,17440,EB-1,China,10543,Uncapped,2025,catchall_60_65,primary,2029
137,0,EB-1,ROW,12299,Uncapped,2025,catchall_60_65,primary,2029
6520,47875,EB-2,India,402911,Uncapped,2025,catchall_60_65,primary,2029
2047,0,EB-2,China,81884,Uncapped,2025,catchall_60_65,primary,2029
1695,0,EB-2,ROW,65790,Uncapped,2025,catchall_60_65,primary,2029
3909,47874,EB-3,India,158191,Uncapped,2025,catchall_60_65,primary,2029
1763,0,EB-3,China,45683,Uncapped,2025,catchall_60_65,primary,2029
4210,0,EB-3,ROW,106772,Uncapped,2025,catchall_60_65,primary,2029
313,0,EB-4,India,8221,Uncapped,2025,catchall_60_65,primary,2029
12,0,EB-4,China,218,Uncapped,2025,catchall_60_65,primary,2029
17820,11885,EB-4,ROW,353922,Uncapped,2025,catchall_60_65,primary,2029
17,0,EB-5,India,3013,Uncapped,2025,catchall_60_65,primary,2029
194,11885,EB-5,China,15666,Uncapped,2025,catchall_60_65,primary,2029
14,0,EB-5,ROW,1466,Uncapped,2025,catchall_60_65,primary,2029
138,22417,EB-1,India,14059,Uncapped,2026,catchall_60_65,primary,2029
125,14030,EB-1,China,9877,Uncapped,2026,catchall_60_65,primary,2029
237,11428,EB-1,ROW,19819,Uncapped,2026,catchall_60_65,primary,2029
6752,47875,EB-2,India,413773,Uncapped,2026,catchall_60_65,primary,2029
2282,0,EB-2,China,91860,Uncapped,2026,catchall_60_65,primary,2029
2289,0,EB-2,ROW,87103,Uncapped,2026,catchall_60_65,primary,2029
3236,47874,EB-3,India,143277,Uncapped,2026,catchall_60_65,primary,2029
1928,0,EB-3,China,50850,Uncapped,2026,catchall_60_65,primary,2029
5617,0,EB-3,ROW,138973,Uncapped,2026,catchall_60_65,primary,2029
379,144,EB-4,India,9428,Uncapped,2026,catchall_60_65,primary,2029
20,0,EB-4,China,433,Uncapped,2026,catchall_60_65,primary,2029
20898,11741,EB-4,ROW,409777,Uncapped,2026,catchall_60_65,primary,2029
23,0,EB-5,India,4056,Uncapped,2026,catchall_60_65,primary,2029
130,11885,EB-5,China,13462,Uncapped,2026,catchall_60_65,primary,2029
22,0,EB-5,ROW,2860,Uncapped,2026,catchall_60_65,primary,2029
148,16052,EB-1,India,15976,Uncapped,2027,catchall_60_65,primary,2029
148,9561,EB-1,China,11408,Uncapped,2027,catchall_60_65,primary,2029
285,22262,EB-1,ROW,22712,Uncapped,2027,catchall_60_65,primary,2029
6918,47719,EB-2,India,424283,Uncapped,2027,catchall_60_65,primary,2029
2473,156,EB-2,China,101581,Uncapped,2027,catchall_60_65,primary,2029
2980,0,EB-2,ROW,107914,Uncapped,2027,catchall_60_65,primary,2029
3010,40072,EB-3,India,132830,Uncapped,2027,catchall_60_65,primary,2029
1930,7802,EB-3,China,52023,Uncapped,2027,catchall_60_65,primary,2029
6866,0,EB-3,ROW,169745,Uncapped,2027,catchall_60_65,primary,2029
435,389,EB-4,India,10354,Uncapped,2027,catchall_60_65,primary,2029
33,0,EB-4,China,624,Uncapped,2027,catchall_60_65,primary,2029
23828,11496,EB-4,ROW,462873,Uncapped,2027,catchall_60_65,primary,2029
28,2182,EB-5,India,4206,Uncapped,2027,catchall_60_65,primary,2029
98,9703,EB-5,China,12185,Uncapped,2027,catchall_60_65,primary,2029
29,0,EB-5,ROW,4312,Uncapped,2027,catchall_60_65,primary,2029
168,15873,EB-1,India,17912,Uncapped,2028,catchall_60_65,primary,2029
153,9575,EB-1,China,12955,Uncapped,2028,catchall_60_65,primary,2029
384,22427,EB-1,ROW,25449,Uncapped,2028,catchall_60_65,primary,2029
7248,47515,EB-2,India,434432,Uncapped,2028,catchall_60_65,primary,2029
2870,360,EB-2,China,110573,Uncapped,2028,catchall_60_65,primary,2029
3381,0,EB-2,ROW,128593,Uncapped,2028,catchall_60_65,primary,2029
2951,35260,EB-3,India,124772,Uncapped,2028,catchall_60_65,primary,2029
2008,12614,EB-3,China,50573,Uncapped,2028,catchall_60_65,primary,2029
8092,0,EB-3,ROW,199218,Uncapped,2028,catchall_60_65,primary,2029
489,574,EB-4,India,11218,Uncapped,2028,catchall_60_65,primary,2029
37,0,EB-4,China,796,Uncapped,2028,catchall_60_65,primary,2029
26161,11311,EB-4,ROW,514201,Uncapped,2028,catchall_60_65,primary,2029
29,3065,EB-5,India,3983,Uncapped,2028,catchall_60_65,primary,2029
94,8737,EB-5,China,11365,Uncapped,2028,catchall_60_65,primary,2029
56,83,EB-5,ROW,5707,Uncapped,2028,catchall_60_65,primary,2029
187,15780,EB-1,India,19975,Uncapped,2029,catchall_60_65,primary,2029
161,9644,EB-1,China,14493,Uncapped,2029,catchall_60_65,primary,2029
425,22451,EB-1,ROW,28081,Uncapped,2029,catchall_60_65,primary,2029
7220,45034,EB-2,India,445608,Uncapped,2029,catchall_60_65,primary,2029
2900,2841,EB-2,China,118173,Uncapped,2029,catchall_60_65,primary,2029
4000,0,EB-2,ROW,148514,Uncapped,2029,catchall_60_65,primary,2029
2750,37320,EB-3,India,116035,Uncapped,2029,catchall_60_65,primary,2029
1908,10554,EB-3,China,50112,Uncapped,2029,catchall_60_65,primary,2029
8835,0,EB-3,ROW,228280,Uncapped,2029,catchall_60_65,primary,2029
507,535,EB-4,India,12037,Uncapped,2029,catchall_60_65,primary,2029
64,0,EB-4,China,922,Uncapped,2029,catchall_60_65,primary,2029
27756,11350,EB-4,ROW,563343,Uncapped,2029,catchall_60_65,primary,2029
34,2288,EB-5,India,4104,Uncapped,2029,catchall_60_65,primary,2029
94,6205,EB-5,China,11621,Uncapped,2029,catchall_60_65,primary,2029
47,3392,EB-5,ROW,5867,Uncapped,2029,catchall_60_65,primary,2029
223,15802,EB-1,India,21936,Uncapped,2030,catchall_60_65,primary,2029
218,9930,EB-1,China,15762,Uncapped,2030,catchall_60_65,primary,2029
435,22143,EB-1,ROW,30899,Uncapped,2030,catchall_60_65,primary,2029
7355,43480,EB-2,India,457252,Uncapped,2030,catchall_60_65,primary,2029
3097,4395,EB-2,China,124755,Uncapped,2030,catchall_60_65,primary,2029
4596,0,EB-2,ROW,167775,Uncapped,2030,catchall_60_65,primary,2029
2565,41459,EB-3,India,105693,Uncapped,2030,catchall_60_65,primary,2029
1923,6415,EB-3,China,51955,Uncapped,2030,catchall_60_65,primary,2029
9891,0,EB-3,ROW,256049,Uncapped,2030,catchall_60_65,primary,2029
485,382,EB-4,India,12908,Uncapped,2030,catchall_60_65,primary,2029
68,0,EB-4,China,1060,Uncapped,2030,catchall_60_65,primary,2029
