category,model_entry_year,nationality,principal_and_active_derivative_backlog,principal_backlog,scenario,year,case,role,seed
EB-3,2019,India,22974,9825,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2020,India,18742,7996,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2021,India,103257,44219,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2022,India,37103,15915,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2023,India,28392,12202,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2016,India,534,229,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2017,India,1342,600,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2018,India,1068,438,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2019,India,1313,613,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2020,India,1552,769,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2021,India,1337,566,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2022,India,3287,1383,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2023,India,3508,1604,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2019,India,940,363,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2020,India,883,332,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2021,India,878,331,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2022,India,235,94,Uncapped,2023,catchall_60_65,primary,2021
EB-5,2023,India,1031,394,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2022,ROW,22800,10227,Uncapped,2023,catchall_60_65,primary,2021
EB-2,2023,ROW,64648,29008,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2022,ROW,38938,18509,Uncapped,2023,catchall_60_65,primary,2021
EB-3,2023,ROW,84144,39643,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2016,ROW,31177,18554,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2017,ROW,24863,15055,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2018,ROW,17459,9209,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2019,ROW,38469,26215,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2020,ROW,53712,40743,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2021,ROW,40977,24407,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2022,ROW,61555,34496,Uncapped,2023,catchall_60_65,primary,2021
EB-4,2023,ROW,82605,63051,Uncapped,2023,catchall_60_65,primary,2021
EB-1,2023,China,13494,6516,Uncapped,2024,catchall_60_65,primary,2021
EB-1,2024,China,12554,6113,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2016,China,909,533,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2017,China,8954,5067,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2018,China,11703,6628,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2019,China,15525,8875,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2020,China,16831,9425,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2021,China,15274,8646,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2022,China,16613,9277,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2023,China,20602,11729,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2024,China,20947,11844,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2014,China,1673,873,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2015,China,1840,945,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2016,China,4584,2449,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2017,China,6164,3247,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2018,China,6049,3250,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2019,China,5980,3100,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2020,China,7426,3872,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2021,China,17100,8850,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2022,China,6816,3547,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2023,China,5951,3110,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2024,China,12992,6788,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2018,China,19345,8115,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2019,China,5628,2346,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2020,China,3767,1556,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2021,China,3361,1408,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2022,China,819,350,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2023,China,2905,1202,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2024,China,6958,2895,Uncapped,2024,catchall_60_65,primary,2021
EB-1,2023,India,23974,9968,Uncapped,2024,catchall_60_65,primary,2021
EB-1,2024,India,20768,8652,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2013,India,16918,7601,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2014,India,46972,20894,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2015,India,60104,26575,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2016,India,92504,40627,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2017,India,81859,35831,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2018,India,79080,34672,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2019,India,89783,39125,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2020,India,72796,31808,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2021,India,80110,34946,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2022,India,98777,43083,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2023,India,87615,38113,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2024,India,88403,38459,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2009,India,67436,30755,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2010,India,10635,4816,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2011,India,11801,5205,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2012,India,7040,3105,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2013,India,5956,2602,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2014,India,6712,2924,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2015,India,11231,4903,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2016,India,18871,8145,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2017,India,16350,7060,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2018,India,15728,6789,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2019,India,22516,9638,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2020,India,18271,7798,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2021,India,100465,43018,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2022,India,36199,15526,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2023,India,27659,11883,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2024,India,23104,9931,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2017,India,959,443,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2018,India,1017,420,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2019,India,1245,590,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2020,India,1485,741,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2021,India,1284,546,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2022,India,3170,1338,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2023,India,3406,1560,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2024,India,3322,1559,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2019,India,108,42,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2020,India,876,331,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2021,India,870,328,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2022,India,235,94,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2023,India,1025,392,Uncapped,2024,catchall_60_65,primary,2021
EB-5,2024,India,2706,1025,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2023,ROW,45085,20201,Uncapped,2024,catchall_60_65,primary,2021
EB-2,2024,ROW,51299,23027,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2023,ROW,78839,37163,Uncapped,2024,catchall_60_65,primary,2021
EB-3,2024,ROW,76900,36379,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2016,ROW,19069,11619,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2017,ROW,23333,14343,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2018,ROW,16492,8786,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2019,ROW,36477,25097,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2020,ROW,50747,38670,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2021,ROW,38602,23105,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2022,ROW,58390,32796,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2023,ROW,78407,59828,Uncapped,2024,catchall_60_65,primary,2021
EB-4,2024,ROW,99656,80006,Uncapped,2024,catchall_60_65,primary,2021
EB-1,2022,China,4658,2257,Capped,2023,catchall_60_65,primary,2021
EB-1,2023,China,14639,7076,Capped,2023,catchall_60_65,primary,2021
EB-2,2016,China,4299,2445,Capped,2023,catchall_60_65,primary,2021
EB-2,2017,China,9191,5186,Capped,2023,catchall_60_65,primary,2021
EB-2,2018,China,12045,6799,Capped,2023,catchall_60_65,primary,2021
EB-2,2019,China,15860,9057,Capped,2023,catchall_60_65,primary,2021
EB-2,2020,China,17273,9675,Capped,2023,catchall_60_65,primary,2021
EB-2,2021,China,15678,8859,Capped,2023,catchall_60_65,primary,2021
EB-2,2022,China,17029,9521,Capped,2023,catchall_60_65,primary,2021
EB-2,2023,China,21140,12041,Capped,2023,catchall_60_65,primary,2021
EB-3,2014,China,5105,2683,Capped,2023,catchall_60_65,primary,2021
EB-3,2015,China,1895,973,Capped,2023,catchall_60_65,primary,2021
EB-3,2016,China,4787,2549,Capped,2023,catchall_60_65,primary,2021
EB-3,2017,China,6457,3368,Capped,2023,catchall_60_65,primary,2021
EB-3,2018,China,6298,3371,Capped,2023,catchall_60_65,primary,2021
EB-3,2019,China,6162,3196,Capped,2023,catchall_60_65,primary,2021
EB-3,2020,China,7730,4022,Capped,2023,catchall_60_65,primary,2021
EB-3,2021,China,17766,9185,Capped,2023,catchall_60_65,primary,2021
EB-3,2022,China,7077,3687,Capped,2023,catchall_60_65,primary,2021
EB-3,2023,China,6171,3229,Capped,2023,catchall_60_65,primary,2021
EB-5,2017,China,5940,2487,Capped,2023,catchall_60_65,primary,2021
EB-5,2018,China,20988,8734,Capped,2023,catchall_60_65,primary,2021
EB-5,2019,China,5676,2369,Capped,2023,catchall_60_65,primary,2021
EB-5,2020,China,3815,1577,Capped,2023,catchall_60_65,primary,2021
EB-5,2021,China,3414,1430,Capped,2023,catchall_60_65,primary,2021
EB-5,2022,China,819,350,Capped,2023,catchall_60_65,primary,2021
EB-5,2023,China,2920,1209,Capped,2023,catchall_60_65,primary,2021
EB-1,2022,India,10244,4249,Capped,2023,catchall_60_65,primary,2021
EB-1,2023,India,26008,10809,Capped,2023,catchall_60_65,primary,2021
EB-2,2013,India,20664,9200,Capped,2023,catchall_60_65,primary,2021
EB-2,2014,India,47807,21129,Capped,2023,catchall_60_65,primary,2021
EB-2,2015,India,61361,27007,Capped,2023,catchall_60_65,primary,2021
EB-2,2016,India,94370,41282,Capped,2023,catchall_60_65,primary,2021
EB-2,2017,India,83306,36399,Capped,2023,catchall_60_65,primary,2021
EB-2,2018,India,80442,35204,Capped,2023,catchall_60_65,primary,2021
EB-2,2019,India,91176,39690,Capped,2023,catchall_60_65,primary,2021
EB-2,2020,India,74138,32364,Capped,2023,catchall_60_65,primary,2021
EB-2,2021,India,81551,35584,Capped,2023,catchall_60_65,primary,2021
EB-2,2022,India,100640,43920,Capped,2023,catchall_60_65,primary,2021
EB-2,2023,India,89102,38768,Capped,2023,catchall_60_65,primary,2021
EB-3,2009,India,73235,32962,Capped,2023,catchall_60_65,primary,2021
EB-3,2010,India,11000,4918,Capped,2023,catchall_60_65,primary,2021
EB-3,2011,India,12083,5291,Capped,2023,catchall_60_65,primary,2021
EB-3,2012,India,7195,3152,Capped,2023,catchall_60_65,primary,2021
EB-3,2013,India,6065,2643,Capped,2023,catchall_60_65,primary,2021
EB-3,2014,India,6861,2972,Capped,2023,catchall_60_65,primary,2021
EB-3,2015,India,11533,5017,Capped,2023,catchall_60_65,primary,2021
EB-3,2016,India,19369,8333,Capped,2023,catchall_60_65,primary,2021
EB-3,2017,India,16669,7188,Capped,2023,catchall_60_65,primary,2021
EB-3,2018,India,16019,6910,Capped,2023,catchall_60_65,primary,2021
EB-3,2019,India,22974,9825,Capped,2023,catchall_60_65,primary,2021
EB-3,2020,India,18742,7996,Capped,2023,catchall_60_65,primary,2021
EB-3,2021,India,103257,44219,Capped,2023,catchall_60_65,primary,2021
EB-3,2022,India,37103,15915,Capped,2023,catchall_60_65,primary,2021
EB-3,2023,India,28392,12202,Capped,2023,catchall_60_65,primary,2021
EB-4,2016,India,534,229,Capped,2023,catchall_60_65,primary,2021
EB-4,2017,India,1342,600,Capped,2023,catchall_60_65,primary,2021
EB-4,2018,India,1068,438,Capped,2023,catchall_60_65,primary,2021
EB-4,2019,India,1313,613,Capped,2023,catchall_60_65,primary,2021
EB-4,2020,India,1552,769,Capped,2023,catchall_60_65,primary,2021
EB-4,2021,India,1337,566,Capped,2023,catchall_60_65,primary,2021
EB-4,2022,India,3287,1383,Capped,2023,catchall_60_65,primary,2021
EB-4,2023,India,3508,1604,Capped,2023,catchall_60_65,primary,2021
EB-5,2019,India,940,363,Capped,2023,catchall_60_65,primary,2021
EB-5,2020,India,883,332,Capped,2023,catchall_60_65,primary,2021
EB-5,2021,India,878,331,Capped,2023,catchall_60_65,primary,2021
EB-5,2022,India,235,94,Capped,2023,catchall_60_65,primary,2021
EB-5,2023,India,1031,394,Capped,2023,catchall_60_65,primary,2021
EB-2,2022,ROW,22800,10227,Capped,2023,catchall_60_65,primary,2021
EB-2,2023,ROW,64648,29008,Capped,2023,catchall_60_65,primary,2021
EB-3,2022,ROW,38938,18509,Capped,2023,catchall_60_65,primary,2021
EB-3,2023,ROW,84144,39643,Capped,2023,catchall_60_65,primary,2021
EB-4,2016,ROW,31177,18554,Capped,2023,catchall_60_65,primary,2021
EB-4,2017,ROW,24863,15055,Capped,2023,catchall_60_65,primary,2021
EB-4,2018,ROW,17459,9209,Capped,2023,catchall_60_65,primary,2021
EB-4,2019,ROW,38469,26215,Capped,2023,catchall_60_65,primary,2021
EB-4,2020,ROW,53712,40743,Capped,2023,catchall_60_65,primary,2021
EB-4,2021,ROW,40977,24407,Capped,2023,catchall_60_65,primary,2021
EB-4,2022,ROW,61555,34496,Capped,2023,catchall_60_65,primary,2021
EB-4,2023,ROW,82605,63051,Capped,2023,catchall_60_65,primary,2021
EB-1,2023,China,13494,6516,Capped,2024,catchall_60_65,primary,2021
EB-1,2024,China,12554,6113,Capped,2024,catchall_60_65,primary,2021
EB-2,2016,China,909,533,Capped,2024,catchall_60_65,primary,2021
EB-2,2017,China,8954,5067,Capped,2024,catchall_60_65,primary,2021
EB-2,2018,China,11703,6628,Capped,2024,catchall_60_65,primary,2021
EB-2,2019,China,15525,8875,Capped,2024,catchall_60_65,primary,2021
EB-2,2020,China,16831,9425,Capped,2024,catchall_60_65,primary,2021
EB-2,2021,China,15274,8646,Capped,2024,catchall_60_65,primary,2021
EB-2,2022,China,16613,9277,Capped,2024,catchall_60_65,primary,2021
EB-2,2023,China,20602,11729,Capped,2024,catchall_60_65,primary,2021
EB-2,2024,China,20947,11844,Capped,2024,catchall_60_65,primary,2021
EB-3,2014,China,1673,873,Capped,2024,catchall_60_65,primary,2021
EB-3,2015,China,1840,945,Capped,2024,catchall_60_65,primary,2021
EB-3,2016,China,4584,2449,Capped,2024,catchall_60_65,primary,2021
EB-3,2017,China,6164,3247,Capped,2024,catchall_60_65,primary,2021
EB-3,2018,China,6049,3250,Capped,2024,catchall_60_65,primary,2021
EB-3,2019,China,5980,3100,Capped,2024,catchall_60_65,primary,2021
EB-3,2020,China,7426,3872,Capped,2024,catchall_60_65,primary,2021
EB-3,2021,China,17100,8850,Capped,2024,catchall_60_65,primary,2021
EB-3,2022,China,6816,3547,Capped,2024,catchall_60_65,primary,2021
EB-3,2023,China,5951,3110,Capped,2024,catchall_60_65,primary,2021
EB-3,2024,China,12992,6788,Capped,2024,catchall_60_65,primary,2021
EB-5,2018,China,19345,8115,Capped,2024,catchall_60_65,primary,2021
EB-5,2019,China,5628,2346,Capped,2024,catchall_60_65,primary,2021
EB-5,2020,China,3767,1556,Capped,2024,catchall_60_65,primary,2021
EB-5,2021,China,3361,1408,Capped,2024,catchall_60_65,primary,2021
EB-5,2022,China,819,350,Capped,2024,catchall_60_65,primary,2021
EB-5,2023,China,2905,1202,Capped,2024,catchall_60_65,primary,2021
EB-5,2024,China,6958,2895,Capped,2024,catchall_60_65,primary,2021
EB-1,2023,India,23974,9968,Capped,2024,catchall_60_65,primary,2021
EB-1,2024,India,20768,8652,Capped,2024,catchall_60_65,primary,2021
EB-2,2013,India,16918,7601,Capped,2024,catchall_60_65,primary,2021
EB-2,2014,India,46972,20894,Capped,2024,catchall_60_65,primary,2021
EB-2,2015,India,60104,26575,Capped,2024,catchall_60_65,primary,2021
EB-2,2016,India,92504,40627,Capped,2024,catchall_60_65,primary,2021
EB-2,2017,India,81859,35831,Capped,2024,catchall_60_65,primary,2021
EB-2,2018,India,79080,34672,Capped,2024,catchall_60_65,primary,2021
EB-2,2019,India,89783,39125,Capped,2024,catchall_60_65,primary,2021
EB-2,2020,India,72796,31808,Capped,2024,catchall_60_65,primary,2021
EB-2,2021,India,80110,34946,Capped,2024,catchall_60_65,primary,2021
EB-2,2022,India,98777,43083,Capped,2024,catchall_60_65,primary,2021
EB-2,2023,India,87615,38113,Capped,2024,catchall_60_65,primary,2021
EB-2,2024,India,88403,38459,Capped,2024,catchall_60_65,primary,2021
EB-3,2009,India,67436,30755,Capped,2024,catchall_60_65,primary,2021
EB-3,2010,India,10635,4816,Capped,2024,catchall_60_65,primary,2021
EB-3,2011,India,11801,5205,Capped,2024,catchall_60_65,primary,2021
EB-3,2012,India,7040,3105,Capped,2024,catchall_60_65,primary,2021
EB-3,2013,India,5956,2602,Capped,2024,catchall_60_65,primary,2021
EB-3,2014,India,6712,2924,Capped,2024,catchall_60_65,primary,2021
EB-3,2015,India,11231,4903,Capped,2024,catchall_60_65,primary,2021
EB-3,2016,India,18871,8145,Capped,2024,catchall_60_65,primary,2021
EB-3,2017,India,16350,7060,Capped,2024,catchall_60_65,primary,2021
EB-3,2018,India,15728,6789,Capped,2024,catchall_60_65,primary,2021
EB-3,2019,India,22516,9638,Capped,2024,catchall_60_65,primary,2021
EB-3,2020,India,18271,7798,Capped,2024,catchall_60_65,primary,2021
EB-3,2021,India,100465,43018,Capped,2024,catchall_60_65,primary,2021
EB-3,2022,India,36199,15526,Capped,2024,catchall_60_65,primary,2021
EB-3,2023,India,27659,11883,Capped,2024,catchall_60_65,primary,2021
EB-3,2024,India,23104,9931,Capped,2024,catchall_60_65,primary,2021
EB-4,2017,India,959,443,Capped,2024,catchall_60_65,primary,2021
EB-4,2018,India,1017,420,Capped,2024,catchall_60_65,primary,2021
EB-4,2019,India,1245,590,Capped,2024,catchall_60_65,primary,2021
EB-4,2020,India,1485,741,Capped,2024,catchall_60_65,primary,2021
EB-4,2021,India,1284,546,Capped,2024,catchall_60_65,primary,2021
EB-4,2022,India,3170,1338,Capped,2024,catchall_60_65,primary,2021
EB-4,2023,India,3406,1560,Capped,2024,catchall_60_65,primary,2021
EB-4,2024,India,3322,1559,Capped,2024,catchall_60_65,primary,2021
EB-5,2019,India,108,42,Capped,2024,catchall_60_65,primary,2021
EB-5,2020,India,876,331,Capped,2024,catchall_60_65,primary,2021
EB-5,2021,India,870,328,Capped,2024,catchall_60_65,primary,2021
EB-5,2022,India,235,94,Capped,2024,catchall_60_65,primary,2021
EB-5,2023,India,1025,392,Capped,2024,catchall_60_65,primary,2021
EB-5,2024,India,2706,1025,Capped,2024,catchall_60_65,primary,2021
EB-2,2023,ROW,45085,20201,Capped,2024,catchall_60_65,primary,2021
EB-2,2024,ROW,51299,23027,Capped,2024,catchall_60_65,primary,2021
EB-3,2023,ROW,78839,37163,Capped,2024,catchall_60_65,primary,2021
EB-3,2024,ROW,76900,36379,Capped,2024,catchall_60_65,primary,2021
EB-4,2016,ROW,19069,11619,Capped,2024,catchall_60_65,primary,2021
EB-4,2017,ROW,23333,14343,Capped,2024,catchall_60_65,primary,2021
EB-4,2018,ROW,16492,8786,Capped,2024,catchall_60_65,primary,2021
EB-4,2019,ROW,36477,25097,Capped,2024,catchall_60_65,primary,2021
EB-4,2020,ROW,50747,38670,Capped,2024,catchall_60_65,primary,2021
EB-4,2021,ROW,38602,23105,Capped,2024,catchall_60_65,primary,2021
EB-4,2022,ROW,58390,32796,Capped,2024,catchall_60_65,primary,2021
EB-4,2023,ROW,78407,59828,Capped,2024,catchall_60_65,primary,2021
EB-4,2024,ROW,99656,80006,Capped,2024,catchall_60_65,primary,2021
EB-1,2022,China,4809,2343,Uncapped,2023,catchall_60_65,primary,2022
EB-1,2023,China,14674,7168,Uncapped,2023,catchall_60_65,primary,2022
EB-2,2016,China,3991,2228,Uncapped,2023,catchall_60_65,primary,2022
EB-2,2017,China,9005,5089,Uncapped,2023,catchall_60_65,primary,2022
EB-2,2018,China,11746,6694,Uncapped,2023,catchall_60_65,primary,2022
EB-2,2019,China,16531,9304,Uncapped,2023,catchall_60_65,primary,2022
EB-2,2020,China,16734,9556,Uncapped,2023,catchall_60_65,primary,2022
EB-2,2021,China,15747,8866,Uncapped,2023,catchall_60_65,primary,2022
EB-2,2022,China,16512,9404,Uncapped,2023,catchall_60_65,primary,2022
EB-2,2023,China,21471,12098,Uncapped,2023,catchall_60_65,primary,2022
EB-3,2013,China,273,148,Uncapped,2023,catchall_60_65,primary,2022
EB-3,2014,China,4948,2645,Uncapped,2023,catchall_60_65,primary,2022
EB-3,2015,China,1808,945,Uncapped,2023,catchall_60_65,primary,2022
EB-3,2016,China,4785,2518,Uncapped,2023,catchall_60_65,primary,2022
EB-3,2017,China,6544,3450,Uncapped,2023,catchall_60_65,primary,2022
EB-3,2018,China,6410,3394,Uncapped,2023,catchall_60_65,primary,2022
EB-3,2019,China,6122,3190,Uncapped,2023,catchall_60_65,primary,2022
EB-3,2020,China,7620,3933,Uncapped,2023,catchall_60_65,primary,2022
EB-3,2021,China,17604,9239,Uncapped,2023,catchall_60_65,primary,2022
EB-3,2022,China,7086,3686,Uncapped,2023,catchall_60_65,primary,2022
