case,role,scenario,year,outcome,dimension,group,threshold_age,quantity,n,mean,sd_across_runs,mcse_mean,mean_ci95_low,mean_ci95_high,positive_runs,zero_runs,negative_runs
catchall_55_60,sensitivity,Capped,2024,converted,category,EB-5,75,denominator,1,4792.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,category,EB-5,80,denominator,1,4792.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,India,60,denominator,1,8787.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,India,65,denominator,1,8787.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,India,70,denominator,1,8787.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,India,75,denominator,1,8787.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,India,80,denominator,1,8787.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,China,60,denominator,1,9791.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,China,65,denominator,1,9791.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,China,70,denominator,1,9791.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,China,75,denominator,1,9791.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,China,80,denominator,1,9791.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,ROW,60,denominator,1,58658.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,ROW,65,denominator,1,58658.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,ROW,70,denominator,1,58658.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,ROW,75,denominator,1,58658.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2024,converted,nationality,ROW,80,denominator,1,58658.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,overall,All EB,60,denominator,1,81440.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,overall,All EB,65,denominator,1,81440.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,overall,All EB,70,denominator,1,81440.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,overall,All EB,75,denominator,1,81440.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,overall,All EB,80,denominator,1,81440.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-1,60,denominator,1,20445.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-1,65,denominator,1,20445.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-1,70,denominator,1,20445.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-1,75,denominator,1,20445.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-1,80,denominator,1,20445.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-2,60,denominator,1,22269.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-2,65,denominator,1,22269.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-2,70,denominator,1,22269.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-2,75,denominator,1,22269.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-2,80,denominator,1,22269.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-3,60,denominator,1,23441.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-3,65,denominator,1,23441.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-3,70,denominator,1,23441.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-3,75,denominator,1,23441.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-3,80,denominator,1,23441.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-4,60,denominator,1,10597.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-4,65,denominator,1,10597.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-4,70,denominator,1,10597.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-4,75,denominator,1,10597.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-4,80,denominator,1,10597.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-5,60,denominator,1,4688.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-5,65,denominator,1,4688.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-5,70,denominator,1,4688.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-5,75,denominator,1,4688.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,category,EB-5,80,denominator,1,4688.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,India,60,denominator,1,9769.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,India,65,denominator,1,9769.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,India,70,denominator,1,9769.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,India,75,denominator,1,9769.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,India,80,denominator,1,9769.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,China,60,denominator,1,9691.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,China,65,denominator,1,9691.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,China,70,denominator,1,9691.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,China,75,denominator,1,9691.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,China,80,denominator,1,9691.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,ROW,60,denominator,1,61980.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,ROW,65,denominator,1,61980.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,ROW,70,denominator,1,61980.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,ROW,75,denominator,1,61980.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,converted,nationality,ROW,80,denominator,1,61980.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,overall,All EB,60,denominator,1,2515665.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,overall,All EB,65,denominator,1,2515665.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,overall,All EB,70,denominator,1,2515665.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,overall,All EB,75,denominator,1,2515665.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,overall,All EB,80,denominator,1,2515665.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-1,60,denominator,1,120821.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-1,65,denominator,1,120821.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-1,70,denominator,1,120821.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-1,75,denominator,1,120821.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-1,80,denominator,1,120821.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-2,60,denominator,1,903154.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-2,65,denominator,1,903154.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-2,70,denominator,1,903154.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-2,75,denominator,1,903154.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-2,80,denominator,1,903154.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-3,60,denominator,1,488259.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-3,65,denominator,1,488259.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-3,70,denominator,1,488259.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-3,75,denominator,1,488259.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-3,80,denominator,1,488259.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-4,60,denominator,1,983090.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-4,65,denominator,1,983090.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-4,70,denominator,1,983090.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-4,75,denominator,1,983090.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-4,80,denominator,1,983090.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-5,60,denominator,1,20341.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-5,65,denominator,1,20341.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-5,70,denominator,1,20341.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-5,75,denominator,1,20341.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,category,EB-5,80,denominator,1,20341.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,India,60,denominator,1,917335.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,India,65,denominator,1,917335.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,India,70,denominator,1,917335.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,India,75,denominator,1,917335.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,India,80,denominator,1,917335.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,China,60,denominator,1,311425.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,China,65,denominator,1,311425.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,China,70,denominator,1,311425.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,China,75,denominator,1,311425.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,China,80,denominator,1,311425.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,ROW,60,denominator,1,1286905.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,ROW,65,denominator,1,1286905.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,ROW,70,denominator,1,1286905.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,ROW,75,denominator,1,1286905.0,,,,,1,0,0
catchall_55_60,sensitivity,Capped,2040,still_waiting,nationality,ROW,80,denominator,1,1286905.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,overall,All EB,60,denominator,1,76823.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,overall,All EB,65,denominator,1,76823.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,overall,All EB,70,denominator,1,76823.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,overall,All EB,75,denominator,1,76823.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,overall,All EB,80,denominator,1,76823.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-1,60,denominator,1,20378.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-1,65,denominator,1,20378.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-1,70,denominator,1,20378.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-1,75,denominator,1,20378.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-1,80,denominator,1,20378.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-2,60,denominator,1,21785.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-2,65,denominator,1,21785.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-2,70,denominator,1,21785.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-2,75,denominator,1,21785.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-2,80,denominator,1,21785.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-3,60,denominator,1,22933.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-3,65,denominator,1,22933.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-3,70,denominator,1,22933.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-3,75,denominator,1,22933.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-3,80,denominator,1,22933.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-4,60,denominator,1,6914.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-4,65,denominator,1,6914.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-4,70,denominator,1,6914.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-4,75,denominator,1,6914.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-4,80,denominator,1,6914.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-5,60,denominator,1,4813.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-5,65,denominator,1,4813.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-5,70,denominator,1,4813.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-5,75,denominator,1,4813.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,category,EB-5,80,denominator,1,4813.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,India,60,denominator,1,8837.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,India,65,denominator,1,8837.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,India,70,denominator,1,8837.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,India,75,denominator,1,8837.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,India,80,denominator,1,8837.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,China,60,denominator,1,9774.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,China,65,denominator,1,9774.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,China,70,denominator,1,9774.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,China,75,denominator,1,9774.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,China,80,denominator,1,9774.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,ROW,60,denominator,1,58212.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,ROW,65,denominator,1,58212.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,ROW,70,denominator,1,58212.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,ROW,75,denominator,1,58212.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2024,converted,nationality,ROW,80,denominator,1,58212.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,overall,All EB,60,denominator,1,83368.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,overall,All EB,65,denominator,1,83368.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,overall,All EB,70,denominator,1,83368.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,overall,All EB,75,denominator,1,83368.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,overall,All EB,80,denominator,1,83368.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-1,60,denominator,1,20668.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-1,65,denominator,1,20668.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-1,70,denominator,1,20668.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-1,75,denominator,1,20668.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-1,80,denominator,1,20668.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-2,60,denominator,1,24309.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-2,65,denominator,1,24309.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-2,70,denominator,1,24309.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-2,75,denominator,1,24309.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-2,80,denominator,1,24309.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-3,60,denominator,1,23847.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-3,65,denominator,1,23847.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-3,70,denominator,1,23847.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-3,75,denominator,1,23847.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-3,80,denominator,1,23847.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-4,60,denominator,1,9834.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-4,65,denominator,1,9834.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-4,70,denominator,1,9834.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-4,75,denominator,1,9834.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-4,80,denominator,1,9834.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-5,60,denominator,1,4710.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-5,65,denominator,1,4710.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-5,70,denominator,1,4710.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-5,75,denominator,1,4710.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,category,EB-5,80,denominator,1,4710.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,India,60,denominator,1,26350.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,India,65,denominator,1,26350.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,India,70,denominator,1,26350.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,India,75,denominator,1,26350.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,India,80,denominator,1,26350.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,China,60,denominator,1,14344.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,China,65,denominator,1,14344.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,China,70,denominator,1,14344.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,China,75,denominator,1,14344.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,China,80,denominator,1,14344.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,ROW,60,denominator,1,42674.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,ROW,65,denominator,1,42674.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,ROW,70,denominator,1,42674.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,ROW,75,denominator,1,42674.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,converted,nationality,ROW,80,denominator,1,42674.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,overall,All EB,60,denominator,1,2892677.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,overall,All EB,65,denominator,1,2892677.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,overall,All EB,70,denominator,1,2892677.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,overall,All EB,75,denominator,1,2892677.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,overall,All EB,80,denominator,1,2892677.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-1,60,denominator,1,126374.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-1,65,denominator,1,126374.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-1,70,denominator,1,126374.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-1,75,denominator,1,126374.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-1,80,denominator,1,126374.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-2,60,denominator,1,1107968.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-2,65,denominator,1,1107968.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-2,70,denominator,1,1107968.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-2,75,denominator,1,1107968.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-2,80,denominator,1,1107968.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-3,60,denominator,1,581868.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-3,65,denominator,1,581868.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-3,70,denominator,1,581868.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-3,75,denominator,1,581868.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-3,80,denominator,1,581868.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-4,60,denominator,1,1048444.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-4,65,denominator,1,1048444.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-4,70,denominator,1,1048444.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-4,75,denominator,1,1048444.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-4,80,denominator,1,1048444.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-5,60,denominator,1,28023.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-5,65,denominator,1,28023.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-5,70,denominator,1,28023.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-5,75,denominator,1,28023.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,category,EB-5,80,denominator,1,28023.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,India,60,denominator,1,775176.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,India,65,denominator,1,775176.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,India,70,denominator,1,775176.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,India,75,denominator,1,775176.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,India,80,denominator,1,775176.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,China,60,denominator,1,297876.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,China,65,denominator,1,297876.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,China,70,denominator,1,297876.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,China,75,denominator,1,297876.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,China,80,denominator,1,297876.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,ROW,60,denominator,1,1819625.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,ROW,65,denominator,1,1819625.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,ROW,70,denominator,1,1819625.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,ROW,75,denominator,1,1819625.0,,,,,1,0,0
catchall_65_70,sensitivity,Uncapped,2040,still_waiting,nationality,ROW,80,denominator,1,1819625.0,,,,,1,0,0
catchall_65_70,sensitivity,Capped,2024,converted,overall,All EB,60,denominator,1,76823.0,,,,,1,0,0
catchall_65_70,sensitivity,Capped,2024,converted,overall,All EB,65,denominator,1,76823.0,,,,,1,0,0
catchall_65_70,sensitivity,Capped,2024,converted,overall,All EB,70,denominator,1,76823.0,,,,,1,0,0
catchall_65_70,sensitivity,Capped,2024,converted,overall,All EB,75,denominator,1,76823.0,,,,,1,0,0
catchall_65_70,sensitivity,Capped,2024,converted,overall,All EB,80,denominator,1,76823.0,,,,,1,0,0
