case,role,scenario,year,outcome,dimension,group,threshold_age,quantity,n,mean,sd_across_runs,mcse_mean,mean_ci95_low,mean_ci95_high,positive_runs,zero_runs,negative_runs
catchall_60_65,primary,Uncapped,2024,converted,nationality,China,60,denominator,50,9644.88,76.92791218712092,10.87924967400729,9623.017329256569,9666.74267074343,50,0,0
catchall_60_65,primary,Uncapped,2024,converted,nationality,China,65,denominator,50,9644.88,76.92791218712092,10.87924967400729,9623.017329256569,9666.74267074343,50,0,0
catchall_60_65,primary,Uncapped,2024,converted,nationality,China,70,denominator,50,9644.88,76.92791218712092,10.87924967400729,9623.017329256569,9666.74267074343,50,0,0
catchall_60_65,primary,Uncapped,2024,converted,nationality,China,75,denominator,50,9644.88,76.92791218712092,10.87924967400729,9623.017329256569,9666.74267074343,50,0,0
catchall_60_65,primary,Uncapped,2024,converted,nationality,China,80,denominator,50,9644.88,76.92791218712092,10.87924967400729,9623.017329256569,9666.74267074343,50,0,0
catchall_60_65,primary,Uncapped,2024,converted,nationality,ROW,60,denominator,50,58335.48,150.76420838717738,21.321278822158977,58292.63328605506,58378.326713944945,50,0,0
catchall_60_65,primary,Uncapped,2024,converted,nationality,ROW,65,denominator,50,58335.48,150.76420838717738,21.321278822158977,58292.63328605506,58378.326713944945,50,0,0
catchall_60_65,primary,Uncapped,2024,converted,nationality,ROW,70,denominator,50,58335.48,150.76420838717738,21.321278822158977,58292.63328605506,58378.326713944945,50,0,0
catchall_60_65,primary,Uncapped,2024,converted,nationality,ROW,75,denominator,50,58335.48,150.76420838717738,21.321278822158977,58292.63328605506,58378.326713944945,50,0,0
catchall_60_65,primary,Uncapped,2024,converted,nationality,ROW,80,denominator,50,58335.48,150.76420838717738,21.321278822158977,58292.63328605506,58378.326713944945,50,0,0
