metric,period,dimension,group,scenario,n,mean,sd_across_runs,mcse_mean,mean_ci95_low,mean_ci95_high,p025,p975
ageouts,projection,category,EB-3,Capped,50,63563.84,264.77686871039475,37.44510387329206,63488.5912465045,63639.088753495496,63109.125,64046.775
ageouts,projection,category,EB-3,Capped minus uncapped,50,23352.0,282.27045939116255,39.9190711928266,23271.779623041697,23432.220376958303,22837.45,23908.55
ageouts,full,category,EB-3,Uncapped,50,49821.54,255.2683430015863,36.100395271735046,49748.99353961134,49894.08646038866,49359.875,50262.7
ageouts,full,category,EB-3,Capped,50,73173.54,271.722037594093,38.427299076121834,73096.31745134685,73250.76254865313,72761.95,73676.8
ageouts,full,category,EB-3,Capped minus uncapped,50,23352.0,282.27045939116255,39.9190711928266,23271.779623041697,23432.220376958303,22837.45,23908.55
ageouts,historical,category,EB-4,Uncapped,50,7140.56,106.6503269797986,15.082633884635639,7110.25031243475,7170.86968756525,6909.825,7312.775
ageouts,historical,category,EB-4,Capped,50,7140.56,106.6503269797986,15.082633884635639,7110.25031243475,7170.86968756525,6909.825,7312.775
ageouts,historical,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ageouts,projection,category,EB-4,Uncapped,50,49807.56,241.6991856141237,34.18142663100258,49738.869851472584,49876.25014852741,49376.4,50226.3
ageouts,projection,category,EB-4,Capped,50,49638.32,287.0287221637214,40.591991167455376,49556.74733972411,49719.89266027589,49161.0,50246.275
ageouts,projection,category,EB-4,Capped minus uncapped,50,-169.24,206.55587374749678,29.211411804153467,-227.94252980321158,-110.53747019678845,-569.5,178.34999999999997
ageouts,full,category,EB-4,Uncapped,50,56948.12,280.78393465293505,39.70884484826616,56868.32208869792,57027.91791130209,56513.875,57582.325
ageouts,full,category,EB-4,Capped,50,56778.88,331.7164168751523,46.911785560664775,56684.60723740777,56873.152762592224,56130.525,57475.95
ageouts,full,category,EB-4,Capped minus uncapped,50,-169.24,206.55587374749678,29.211411804153467,-227.94252980321158,-110.53747019678845,-569.5,178.34999999999997
ageouts,historical,category,EB-5,Uncapped,50,212.18,14.660358878587509,2.0732878355355275,208.01357210626654,216.34642789373348,183.45,239.1
ageouts,historical,category,EB-5,Capped,50,212.18,14.660358878587509,2.0732878355355275,208.01357210626654,216.34642789373348,183.45,239.1
ageouts,historical,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ageouts,projection,category,EB-5,Uncapped,50,576.74,27.54055265996539,3.894822308697347,568.9130615354233,584.5669384645768,524.45,613.325
ageouts,projection,category,EB-5,Capped,50,1122.2,49.79181147333283,7.0416255080711565,1108.0493237498426,1136.3506762501574,1034.85,1223.2749999999999
ageouts,projection,category,EB-5,Capped minus uncapped,50,545.46,44.77390366027505,6.331986179674734,532.7353973714811,558.184602628519,474.9,638.625
ageouts,full,category,EB-5,Uncapped,50,788.92,30.2282743706711,4.2749235582138105,780.329219476793,797.5107805232069,730.35,832.875
ageouts,full,category,EB-5,Capped,50,1334.38,49.9260228247959,7.060605859417506,1320.191181305785,1348.5688186942152,1250.125,1438.35
ageouts,full,category,EB-5,Capped minus uncapped,50,545.46,44.77390366027505,6.331986179674734,532.7353973714811,558.184602628519,474.9,638.625
exits,historical,overall,All,Uncapped,50,239434.64,402.00034318190245,56.8514337406485,239320.39276655953,239548.8872334405,238853.3,240407.6
exits,historical,overall,All,Capped,50,239434.64,402.00034318190245,56.8514337406485,239320.39276655953,239548.8872334405,238853.3,240407.6
exits,historical,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exits,projection,overall,All,Uncapped,50,1071919.44,910.4727670786407,128.76029353739736,1071660.6865025817,1072178.1934974182,1070157.675,1073601.825
exits,projection,overall,All,Capped,50,1092999.42,865.5788458409476,122.41133430915185,1092753.4252138282,1093245.4147861716,1091555.925,1094496.6
exits,projection,overall,All,Capped minus uncapped,50,21079.98,627.520533528585,88.74480491837254,20901.640637612174,21258.319362387825,19588.325,22128.05
exits,full,overall,All,Uncapped,50,1311354.08,973.2081355506851,137.63241443076123,1311077.4973081336,1311630.6626918665,1309730.675,1313190.1
exits,full,overall,All,Capped,50,1332434.06,891.7275462464384,126.10931898433944,1332180.633835398,1332687.4861646022,1331053.475,1334029.3
exits,full,overall,All,Capped minus uncapped,50,21079.98,627.520533528585,88.74480491837254,20901.640637612174,21258.319362387825,19588.325,22128.05
exits,historical,nationality,India,Uncapped,50,96340.66,269.78688565879065,38.15362726490612,96263.98741544179,96417.33258455821,95963.7,96990.125
exits,historical,nationality,India,Capped,50,96340.66,269.78688565879065,38.15362726490612,96263.98741544179,96417.33258455821,95963.7,96990.125
exits,historical,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exits,projection,nationality,India,Uncapped,50,187123.36,382.87909105531855,54.147280331951464,187014.546966287,187232.17303371298,186423.025,187931.975
exits,projection,nationality,India,Capped,50,334790.4,597.8077979294901,84.54278955242795,334620.50490363763,334960.2950963624,333670.825,335879.75
exits,projection,nationality,India,Capped minus uncapped,50,147667.04,600.6742116750382,84.94816167186063,147496.3302778646,147837.74972213543,146599.1,148986.025
exits,full,nationality,India,Uncapped,50,283464.02,490.3599881303364,69.34737456590315,283324.66123331245,283603.3787666876,282540.15,284392.45
exits,full,nationality,India,Capped,50,431131.06,676.3794795883175,95.65450333446546,430938.83507877914,431323.28492122085,429937.925,432393.725
exits,full,nationality,India,Capped minus uncapped,50,147667.04,600.6742116750382,84.94816167186063,147496.3302778646,147837.74972213543,146599.1,148986.025
exits,historical,nationality,China,Uncapped,50,32392.34,189.52880455250605,26.803420585851363,32338.476509720313,32446.203490279688,32099.475,32773.225
exits,historical,nationality,China,Capped,50,32392.34,189.52880455250605,26.803420585851363,32338.476509720313,32446.203490279688,32099.475,32773.225
exits,historical,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exits,projection,nationality,China,Uncapped,50,95361.24,331.4758316058284,46.87776166558627,95267.03561098479,95455.44438901522,94691.325,96049.8
exits,projection,nationality,China,Capped,50,104532.28,307.81958935687754,43.5322638032613,104444.79864064479,104619.76135935521,103893.325,105128.25
exits,projection,nationality,China,Capped minus uncapped,50,9171.04,312.8531610966449,44.24411834541699,9082.128115384436,9259.951884615566,8672.275,9668.875
exits,full,nationality,China,Uncapped,50,127753.58,363.2213633247777,51.36725781575461,127650.35363069423,127856.80636930578,127242.5,128457.15
exits,full,nationality,China,Capped,50,136924.62,313.386368430995,44.31952524979646,136835.55657953667,137013.68342046332,136330.9,137509.125
exits,full,nationality,China,Capped minus uncapped,50,9171.04,312.8531610966449,44.24411834541699,9082.128115384436,9259.951884615566,8672.275,9668.875
exits,historical,nationality,ROW,Uncapped,50,110701.64,296.59081687244,41.944275569631955,110617.34982247594,110785.93017752406,110149.45,111295.075
exits,historical,nationality,ROW,Capped,50,110701.64,296.59081687244,41.944275569631955,110617.34982247594,110785.93017752406,110149.45,111295.075
exits,historical,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exits,projection,nationality,ROW,Uncapped,50,789434.84,802.6551438818541,113.5125790386246,789206.7279320613,789662.9520679386,787809.675,790691.075
exits,projection,nationality,ROW,Capped,50,653676.74,766.7320211422618,108.43228230051213,653458.8371705834,653894.6428294166,652612.45,654931.15
exits,projection,nationality,ROW,Capped minus uncapped,50,-135758.1,670.9855149140626,94.8916815347362,-135948.79197342176,-135567.40802657825,-136828.6,-134498.475
exits,full,nationality,ROW,Uncapped,50,900136.48,861.1169595119954,121.78032829313473,899891.7532678926,900381.2067321073,898467.4,901576.9
exits,full,nationality,ROW,Capped,50,764378.38,875.8034186752559,123.85730726632688,764129.4794223801,764627.2805776199,763212.375,765726.125
exits,full,nationality,ROW,Capped minus uncapped,50,-135758.1,670.9855149140626,94.8916815347362,-135948.79197342176,-135567.40802657825,-136828.6,-134498.475
