aged_out,ageout_pct,eb_category,entry_year,exit_pct,exited,nationality,save_pct,saved,scenario,still_dependent,total_created,seed,observation_end_year
0,0.0,EB-1,2010,0.0,0,India,100.0,1477,Capped,0,1477,2014,2061
12,0.1685630004214075,EB-2,2010,5.239499929765416,373,India,94.59193706981318,6734,Capped,0,7119,2014,2061
2046,67.03800786369594,EB-3,2010,32.96199213630406,1006,India,0.0,0,Capped,0,3052,2014,2061
0,0.0,EB-4,2010,0.0,0,India,100.0,198,Capped,0,198,2014,2061
0,0.0,EB-5,2010,0.0,0,India,100.0,28,Capped,0,28,2014,2061
0,0.0,EB-1,2010,0.0,0,ROW,100.0,7508,Capped,0,7508,2014,2061
0,0.0,EB-2,2010,0.02166377816291161,2,ROW,99.97833622183708,9230,Capped,0,9232,2014,2061
60,1.0240655401945724,EB-3,2010,12.834954770438642,752,ROW,86.14097968936679,5047,Capped,0,5859,2014,2061
0,0.0,EB-4,2010,1.2565751022793687,43,ROW,98.74342489772063,3379,Capped,0,3422,2014,2061
0,0.0,EB-5,2010,0.0,0,ROW,100.0,581,Capped,0,581,2014,2061
0,0.0,EB-1,2011,0.0,0,China,100.0,748,Capped,0,748,2014,2061
5,0.655307994757536,EB-2,2011,12.18872870249017,93,China,87.1559633027523,665,Capped,0,763,2014,2061
27,15.789473684210526,EB-3,2011,35.08771929824561,60,China,49.122807017543856,84,Capped,0,171,2014,2061
0,0.0,EB-4,2011,0.0,0,China,100.0,11,Capped,0,11,2014,2061
0,0.0,EB-5,2011,0.0,0,China,100.0,581,Capped,0,581,2014,2061
0,0.0,EB-1,2011,0.0,0,India,100.0,1629,Capped,0,1629,2014,2061
521,4.971374045801526,EB-2,2011,14.160305343511451,1484,India,80.86832061068702,8475,Capped,0,10480,2014,2061
2005,64.80284421460892,EB-3,2011,35.19715578539108,1089,India,0.0,0,Capped,0,3094,2014,2061
0,0.0,EB-4,2011,0.5050505050505051,1,India,99.4949494949495,197,Capped,0,198,2014,2061
0,0.0,EB-5,2011,0.0,0,India,100.0,13,Capped,0,13,2014,2061
0,0.0,EB-1,2011,0.0,0,ROW,100.0,5443,Capped,0,5443,2014,2061
0,0.0,EB-2,2011,0.34775493505165184,34,ROW,99.65224506494835,9743,Capped,0,9777,2014,2061
24,0.5491990846681922,EB-3,2011,12.700228832951947,555,ROW,86.75057208237986,3791,Capped,0,4370,2014,2061
2,0.04923682914820286,EB-4,2011,4.972919743968488,202,ROW,94.97784342688331,3858,Capped,0,4062,2014,2061
0,0.0,EB-5,2011,0.0,0,ROW,100.0,376,Capped,0,376,2014,2061
0,0.0,EB-1,2012,0.0,0,China,100.0,771,Capped,0,771,2014,2061
5,0.657030223390276,EB-2,2012,13.797634691195796,105,China,85.54533508541394,651,Capped,0,761,2014,2061
20,14.285714285714285,EB-3,2012,34.285714285714285,48,China,51.42857142857142,72,Capped,0,140,2014,2061
0,0.0,EB-4,2012,14.285714285714285,2,China,85.71428571428571,12,Capped,0,14,2014,2061
0,0.0,EB-5,2012,0.0,0,China,100.0,1534,Capped,0,1534,2014,2061
0,0.0,EB-1,2012,0.0,0,India,100.0,1815,Capped,0,1815,2014,2061
675,6.431021341463415,EB-2,2012,15.22484756097561,1598,India,78.34413109756098,8223,Capped,0,10496,2014,2061
1229,65.72192513368984,EB-3,2012,34.27807486631016,641,India,0.0,0,Capped,0,1870,2014,2061
3,0.7575757575757576,EB-4,2012,5.05050505050505,20,India,94.1919191919192,373,Capped,0,396,2014,2061
0,0.0,EB-5,2012,0.0,0,India,100.0,28,Capped,0,28,2014,2061
0,0.0,EB-1,2012,0.0,0,ROW,100.0,5754,Capped,0,5754,2014,2061
0,0.0,EB-2,2012,0.6055169320475443,54,ROW,99.39448306795245,8864,Capped,0,8918,2014,2061
1,0.039936102236421724,EB-3,2012,9.824281150159745,246,ROW,90.13578274760383,2257,Capped,0,2504,2014,2061
31,0.5340223944875108,EB-4,2012,10.801033591731265,627,ROW,88.66494401378122,5147,Capped,0,5805,2014,2061
0,0.0,EB-5,2012,0.0,0,ROW,100.0,551,Capped,0,551,2014,2061
0,0.0,EB-1,2013,0.0,0,China,100.0,962,Capped,0,962,2014,2061
10,1.4641288433382138,EB-2,2013,12.152269399707174,83,China,86.3836017569546,590,Capped,0,683,2014,2061
15,13.157894736842104,EB-3,2013,37.719298245614034,43,China,49.122807017543856,56,Capped,0,114,2014,2061
0,0.0,EB-4,2013,9.375,3,China,90.625,29,Capped,0,32,2014,2061
0,0.0,EB-5,2013,0.0,0,China,100.0,1598,Capped,0,1598,2014,2061
0,0.0,EB-1,2013,0.0,0,India,100.0,2510,Capped,0,2510,2014,2061
1243,12.338693666865197,EB-2,2013,16.875124081794716,1700,India,70.78618225134008,7131,Capped,0,10074,2014,2061
1037,64.53018046048538,EB-3,2013,35.469819539514624,570,India,0.0,0,Capped,0,1607,2014,2061
12,1.7045454545454544,EB-4,2013,11.505681818181818,81,India,86.78977272727273,611,Capped,0,704,2014,2061
0,0.0,EB-5,2013,0.0,0,India,100.0,27,Capped,0,27,2014,2061
0,0.0,EB-1,2013,0.0,0,ROW,100.0,6331,Capped,0,6331,2014,2061
0,0.0,EB-2,2013,0.0,0,ROW,100.0,7655,Capped,0,7655,2014,2061
0,0.0,EB-3,2013,6.82015638575152,157,ROW,93.17984361424848,2145,Capped,0,2302,2014,2061
341,3.0806757611347004,EB-4,2013,19.63140301743608,2173,ROW,77.28792122142922,8555,Capped,0,11069,2014,2061
0,0.0,EB-5,2013,0.0,0,ROW,100.0,594,Capped,0,594,2014,2061
0,0.0,EB-1,2014,0.0,0,China,100.0,1123,Capped,0,1123,2014,2061
23,2.843016069221261,EB-2,2014,14.338689740420271,116,China,82.81829419035847,670,Capped,0,809,2014,2061
147,10.970149253731343,EB-3,2014,31.791044776119403,426,China,57.23880597014925,767,Capped,0,1340,2014,2061
0,0.0,EB-4,2014,3.225806451612903,1,China,96.7741935483871,30,Capped,0,31,2014,2061
0,0.0,EB-5,2014,0.09021199819576003,2,China,99.90978800180424,2215,Capped,0,2217,2014,2061
0,0.0,EB-1,2014,0.0,0,India,100.0,3378,Capped,0,3378,2014,2061
6813,57.204030226700255,EB-2,2014,27.523089840470195,3278,India,15.272879932829555,1819,Capped,0,11910,2014,2061
1204,64.76600322754169,EB-3,2014,35.23399677245831,655,India,0.0,0,Capped,0,1859,2014,2061
27,5.162523900573614,EB-4,2014,14.340344168260039,75,India,80.49713193116634,421,Capped,0,523,2014,2061
0,0.0,EB-5,2014,0.0,0,India,100.0,97,Capped,0,97,2014,2061
0,0.0,EB-1,2014,0.0,0,ROW,100.0,6258,Capped,0,6258,2014,2061
0,0.0,EB-2,2014,0.07648601398601398,7,ROW,99.92351398601399,9145,Capped,0,9152,2014,2061
0,0.0,EB-3,2014,3.593692702603594,98,ROW,96.40630729739641,2629,Capped,0,2727,2014,2061
622,6.661668630181,EB-4,2014,28.146085466423905,2628,ROW,65.19224590339509,6087,Capped,0,9337,2014,2061
0,0.0,EB-5,2014,0.0,0,ROW,100.0,752,Capped,0,752,2014,2061
0,0.0,EB-1,2015,0.30816640986132515,4,China,99.69183359013869,1294,Capped,0,1298,2014,2061
33,2.813299232736573,EB-2,2015,14.151747655583973,166,China,83.03495311167946,974,Capped,0,1173,2014,2061
51,11.333333333333332,EB-3,2015,29.333333333333332,132,China,59.333333333333336,267,Capped,0,450,2014,2061
0,0.0,EB-4,2015,0.0,0,China,100.0,61,Capped,0,61,2014,2061
0,0.0,EB-5,2015,1.5468347178458894,54,China,98.4531652821541,3437,Capped,0,3491,2014,2061
0,0.0,EB-1,2015,0.47125353440150797,15,India,99.52874646559849,3168,Capped,0,3183,2014,2061
10483,70.64492216456635,EB-2,2015,29.355077835433658,4356,India,0.0,0,Capped,0,14839,2014,2061
1891,65.00515641113785,EB-3,2015,34.99484358886215,1018,India,0.0,0,Capped,0,2909,2014,2061
87,8.040665434380777,EB-4,2015,21.256931608133087,230,India,70.70240295748613,765,Capped,0,1082,2014,2061
0,0.0,EB-5,2015,0.0,0,India,100.0,238,Capped,0,238,2014,2061
0,0.0,EB-1,2015,0.0,0,ROW,100.0,7176,Capped,0,7176,2014,2061
0,0.0,EB-2,2015,0.4275203817856433,43,ROW,99.57247961821436,10015,Capped,0,10058,2014,2061
0,0.0,EB-3,2015,3.4608378870673953,152,ROW,96.53916211293262,4240,Capped,0,4392,2014,2061
1254,9.76027397260274,EB-4,2015,31.92714819427148,4102,ROW,58.31257783312578,7492,Capped,0,12848,2014,2061
0,0.0,EB-5,2015,0.0,0,ROW,100.0,1518,Capped,0,1518,2014,2061
0,0.0,EB-1,2016,1.3636363636363635,18,China,98.63636363636363,1302,Capped,0,1320,2014,2061
63,4.096228868660598,EB-2,2016,14.824447334200261,228,China,81.07932379713915,1247,Capped,0,1538,2014,2061
105,9.668508287292818,EB-3,2016,35.2670349907919,383,China,55.06445672191529,598,Capped,0,1086,2014,2061
0,0.0,EB-4,2016,0.0,0,China,100.0,69,Capped,0,69,2014,2061
0,0.0,EB-5,2016,5.087658989343416,148,China,94.91234101065659,2761,Capped,0,2909,2014,2061
0,0.0,EB-1,2016,0.9732360097323601,40,India,99.02676399026764,4070,Capped,0,4110,2014,2061
15706,70.63320741140492,EB-2,2016,29.366792588595068,6530,India,0.0,0,Capped,0,22236,2014,2061
3046,64.5749417002332,EB-3,2016,35.425058299766796,1671,India,0.0,0,Capped,0,4717,2014,2061
64,9.182209469153516,EB-4,2016,21.951219512195124,153,India,68.86657101865137,480,Capped,0,697,2014,2061
0,0.0,EB-5,2016,0.0,0,India,100.0,294,Capped,0,294,2014,2061
0,0.0,EB-1,2016,0.16698473282442747,14,ROW,99.83301526717557,8370,Capped,0,8384,2014,2061
0,0.0,EB-2,2016,0.8298420883016435,103,ROW,99.17015791169835,12309,Capped,0,12412,2014,2061
0,0.0,EB-3,2016,2.432236205227493,201,ROW,97.56776379477252,8063,Capped,0,8264,2014,2061
1718,14.087740877408775,EB-4,2016,35.64575645756457,4347,ROW,50.26650266502665,6130,Capped,0,12195,2014,2061
0,0.0,EB-5,2016,0.0,0,ROW,100.0,1429,Capped,0,1429,2014,2061
0,0.0,EB-1,2017,2.423469387755102,38,China,97.5765306122449,1530,Capped,0,1568,2014,2061
128,9.60960960960961,EB-2,2017,17.64264264264264,235,China,72.74774774774775,969,Capped,0,1332,2014,2061
178,12.343966712898752,EB-3,2017,29.26490984743412,422,China,58.391123439667126,842,Capped,0,1442,2014,2061
0,0.0,EB-4,2017,0.0,0,China,100.0,26,Capped,0,26,2014,2061
43,1.0459742155193383,EB-5,2017,5.619070785696911,231,China,93.33495499878374,3837,Capped,0,4111,2014,2061
0,0.0,EB-1,2017,1.5809396570919616,71,India,98.41906034290804,4420,Capped,0,4491,2014,2061
13514,69.9808399357879,EB-2,2017,30.01916006421211,5797,India,0.0,0,Capped,0,19311,2014,2061
2559,64.99872999745999,EB-3,2017,35.001270002540004,1378,India,0.0,0,Capped,0,3937,2014,2061
54,10.953346855983773,EB-4,2017,31.237322515212984,154,India,57.809330628803245,285,Capped,0,493,2014,2061
0,0.0,EB-5,2017,1.4336917562724014,8,India,98.56630824372759,550,Capped,0,558,2014,2061
0,0.0,EB-1,2017,0.5027422303473492,44,ROW,99.49725776965265,8708,Capped,0,8752,2014,2061
0,0.0,EB-2,2017,1.538911074315769,158,ROW,98.46108892568422,10109,Capped,0,10267,2014,2061
0,0.0,EB-3,2017,2.624137541002149,232,ROW,97.37586245899786,8609,Capped,0,8841,2014,2061
1492,18.513463208834843,EB-4,2017,40.35240104231294,3252,ROW,41.134135748852216,3315,Capped,0,8059,2014,2061
0,0.0,EB-5,2017,0.0,0,ROW,100.0,2081,Capped,0,2081,2014,2061
0,0.0,EB-1,2018,3.011583011583012,39,China,96.98841698841699,1256,Capped,0,1295,2014,2061
257,15.893630179344465,EB-2,2018,23.747680890538035,384,China,60.3586889301175,976,Capped,0,1617,2014,2061
189,14.115011202389843,EB-3,2018,34.65272591486184,464,China,51.23226288274832,686,Capped,0,1339,2014,2061
0,0.0,EB-4,2018,0.0,0,China,100.0,42,Capped,0,42,2014,2061
360,7.40588356305287,EB-5,2018,9.648220530754989,469,China,82.94589590619215,4032,Capped,0,4861,2014,2061
0,0.0,EB-1,2018,2.2921914357682622,91,India,97.70780856423174,3879,Capped,0,3970,2014,2061
12763,69.98026099353,EB-2,2018,30.019739006470008,5475,India,0.0,0,Capped,0,18238,2014,2061
2498,66.31271568887709,EB-3,2018,33.68728431112291,1269,India,0.0,0,Capped,0,3767,2014,2061
48,12.698412698412698,EB-4,2018,25.925925925925924,98,India,61.37566137566137,232,Capped,0,378,2014,2061
7,0.7990867579908676,EB-5,2018,3.0821917808219177,27,India,96.11872146118722,842,Capped,0,876,2014,2061
0,0.0,EB-1,2018,0.9715380405035577,71,ROW,99.02846195949644,7237,Capped,0,7308,2014,2061
0,0.0,EB-2,2018,1.7504021194058095,185,ROW,98.24959788059418,10384,Capped,0,10569,2014,2061
0,0.0,EB-3,2018,3.586166240911771,365,ROW,96.41383375908823,9813,Capped,0,10178,2014,2061
1260,20.182604517059104,EB-4,2018,43.44065353195579,2712,ROW,36.37674195098511,2271,Capped,0,6243,2014,2061
0,0.0,EB-5,2018,0.0,0,ROW,100.0,2612,Capped,0,2612,2014,2061
0,0.0,EB-1,2019,2.719298245614035,31,China,97.28070175438597,1109,Capped,0,1140,2014,2061
492,23.699421965317917,EB-2,2019,27.64932562620424,574,China,48.65125240847784,1010,Capped,0,2076,2014,2061
162,13.432835820895523,EB-3,2019,35.32338308457712,426,China,51.243781094527364,618,Capped,0,1206,2014,2061
0,0.0,EB-4,2019,0.0,0,China,100.0,47,Capped,0,47,2014,2061
148,11.699604743083004,EB-5,2019,10.909090909090908,138,China,77.39130434782608,979,Capped,0,1265,2014,2061
0,0.0,EB-1,2019,2.1375719375171283,78,India,97.86242806248288,3571,Capped,0,3649,2014,2061
14248,70.27373612823673,EB-2,2019,29.726263871763255,6027,India,0.0,0,Capped,0,20275,2014,2061
3346,65.86614173228347,EB-3,2019,34.13385826771654,1734,India,0.0,0,Capped,0,5080,2014,2061
63,12.475247524752476,EB-4,2019,30.89108910891089,156,India,56.63366336633663,286,Capped,0,505,2014,2061
4,1.444043321299639,EB-5,2019,6.137184115523466,17,India,92.4187725631769,256,Capped,0,277,2014,2061
0,0.0,EB-1,2019,0.8047585724282715,46,ROW,99.19524142757172,5670,Capped,0,5716,2014,2061
6,0.055167340934166975,EB-2,2019,3.5307098197866864,384,ROW,96.41412283927914,10486,Capped,0,10876,2014,2061
0,0.0,EB-3,2019,5.654083957045232,695,ROW,94.34591604295477,11597,Capped,0,12292,2014,2061
1992,23.028901734104046,EB-4,2019,44.40462427745665,3841,ROW,32.566473988439306,2817,Capped,0,8650,2014,2061
0,0.0,EB-5,2019,0.0,0,ROW,100.0,774,Capped,0,774,2014,2061
0,0.0,EB-1,2020,1.991150442477876,18,China,98.00884955752213,886,Capped,0,904,2014,2061
769,34.561797752808985,EB-2,2020,29.168539325842698,649,China,36.26966292134831,807,Capped,0,2225,2014,2061
283,18.66754617414248,EB-3,2020,35.75197889182058,542,China,45.58047493403694,691,Capped,0,1516,2014,2061
0,0.0,EB-4,2020,0.0,0,China,100.0,23,Capped,0,23,2014,2061
83,9.651162790697674,EB-5,2020,11.046511627906977,95,China,79.30232558139535,682,Capped,0,860,2014,2061
0,0.0,EB-1,2020,1.3814756671899528,44,India,98.61852433281004,3141,Capped,0,3185,2014,2061
11653,70.19456659237395,EB-2,2020,29.805433407626047,4948,India,0.0,0,Capped,0,16601,2014,2061
2730,66.0377358490566,EB-3,2020,33.9622641509434,1404,India,0.0,0,Capped,0,4134,2014,2061
97,17.73308957952468,EB-4,2020,22.120658135283364,121,India,60.146252285191956,329,Capped,0,547,2014,2061
5,2.4875621890547266,EB-5,2020,3.9800995024875623,8,India,93.53233830845771,188,Capped,0,201,2014,2061
0,0.0,EB-1,2020,0.0,0,ROW,100.0,5315,Capped,0,5315,2014,2061
8,0.08115236356258876,EB-2,2020,4.047474132684115,399,ROW,95.8713735037533,9451,Capped,0,9858,2014,2061
0,0.0,EB-3,2020,6.605819627688415,731,ROW,93.39418037231158,10335,Capped,0,11066,2014,2061
2338,27.652276759314017,EB-4,2020,48.24364281490243,4079,ROW,24.10408042578356,2038,Capped,0,8455,2014,2061
0,0.0,EB-5,2020,0.0,0,ROW,100.0,491,Capped,0,491,2014,2061
0,0.0,EB-1,2021,2.6600985221674875,27,China,97.33990147783251,988,Capped,0,1015,2014,2061
930,46.757164404223225,EB-2,2021,30.417295123177475,605,China,22.825540472599297,454,Capped,0,1989,2014,2061
731,22.097944377267233,EB-3,2021,36.94074969770254,1222,China,40.96130592503023,1355,Capped,0,3308,2014,2061
0,0.0,EB-4,2021,0.0,0,China,100.0,9,Capped,0,9,2014,2061
51,6.351183063511831,EB-5,2021,8.84184308841843,71,China,84.80697384806973,681,Capped,0,803,2014,2061
0,0.0,EB-1,2021,1.2810457516339868,49,India,98.718954248366,3776,Capped,0,3825,2014,2061
12442,70.29775693542007,EB-2,2021,29.70224306457992,5257,India,0.0,0,Capped,0,17699,2014,2061
14775,65.73093691609574,EB-3,2021,34.269063083904264,7703,India,0.0,0,Capped,0,22478,2014,2061
72,16.143497757847534,EB-4,2021,35.42600896860987,158,India,48.4304932735426,216,Capped,0,446,2014,2061
7,3.1818181818181817,EB-5,2021,1.3636363636363635,3,India,95.45454545454545,210,Capped,0,220,2014,2061
0,0.0,EB-1,2021,0.0,0,ROW,100.0,5151,Capped,0,5151,2014,2061
7,0.06686407488776389,EB-2,2021,3.2667876588021776,342,ROW,96.66634826631005,10120,Capped,0,10469,2014,2061
0,0.0,EB-3,2021,5.442235917021092,627,ROW,94.5577640829789,10894,Capped,0,11521,2014,2061
3136,31.565173628585807,EB-4,2021,49.91444388525415,4959,ROW,18.520382486160038,1840,Capped,0,9935,2014,2061
0,0.0,EB-5,2021,0.5181347150259068,3,ROW,99.48186528497409,576,Capped,0,579,2014,2061
0,0.0,EB-1,2022,2.496217851739788,33,China,97.50378214826021,1289,Capped,0,1322,2014,2061
1220,56.014692378328746,EB-2,2022,32.13957759412305,700,China,11.84573002754821,258,Capped,0,2178,2014,2061
363,28.92430278884462,EB-3,2022,37.84860557768924,475,China,33.22709163346614,417,Capped,0,1255,2014,2061
0,0.0,EB-4,2022,0.0,0,China,100.0,43,Capped,0,43,2014,2061
8,4.324324324324325,EB-5,2022,17.2972972972973,32,China,78.37837837837837,145,Capped,0,185,2014,2061
0,0.0,EB-1,2022,1.6540317022742934,72,India,98.3459682977257,4281,Capped,0,4353,2014,2061
14914,69.77636380649386,EB-2,2022,30.22363619350613,6460,India,0.0,0,Capped,0,21374,2014,2061
5070,65.47849670670283,EB-3,2022,34.52150329329717,2673,India,0.0,0,Capped,0,7743,2014,2061
235,21.799628942486084,EB-4,2022,30.426716141001855,328,India,47.77365491651206,515,Capped,0,1078,2014,2061
3,5.084745762711865,EB-5,2022,0.0,0,India,94.91525423728814,56,Capped,0,59,2014,2061
0,0.0,EB-1,2022,0.0,0,ROW,100.0,6265,Capped,0,6265,2014,2061
5,0.038880248833592534,EB-2,2022,3.561430793157076,458,ROW,96.39968895800934,12397,Capped,0,12860,2014,2061
0,0.0,EB-3,2022,6.194207836456559,909,ROW,93.80579216354344,13766,Capped,0,14675,2014,2061
5223,32.90907945309055,EB-4,2022,53.544200113414405,8498,ROW,13.546720433495056,2150,Capped,0,15871,2014,2061
0,0.0,EB-5,2022,0.0,0,ROW,100.0,147,Capped,0,147,2014,2061
0,0.0,EB-1,2023,2.977061981454368,61,China,97.02293801854563,1988,Capped,0,2049,2014,2061
1829,67.79095626389918,EB-2,2023,30.61527057079318,826,China,1.5937731653076352,43,Capped,0,2698,2014,2061
327,30.333951762523192,EB-3,2023,39.332096474953616,424,China,30.333951762523192,327,Capped,0,1078,2014,2061
0,0.0,EB-4,2023,0.0,0,China,100.0,22,Capped,0,22,2014,2061
0,0.0,EB-5,2023,4.934210526315789,30,China,95.06578947368422,578,Capped,0,608,2014,2061
2,0.03418219107844813,EB-1,2023,2.136386942403008,125,India,97.82943086651854,5724,Capped,0,5851,2014,2061
12939,70.33211936728814,EB-2,2023,29.667880632711856,5458,India,0.0,0,Capped,0,18397,2014,2061
3867,65.28786088131014,EB-3,2023,34.712139118689855,2056,India,0.0,0,Capped,0,5923,2014,2061
294,25.520833333333332,EB-4,2023,37.41319444444444,431,India,37.06597222222222,427,Capped,0,1152,2014,2061
2,0.7407407407407408,EB-5,2023,4.074074074074074,11,India,95.18518518518519,257,Capped,0,270,2014,2061
0,0.0,EB-1,2023,0.0,0,ROW,100.0,8371,Capped,0,8371,2014,2061
29,0.17853844733115803,EB-2,2023,4.857477067044265,789,ROW,94.96398448562458,15425,Capped,0,16243,2014,2061
14,0.0749063670411985,EB-3,2023,9.481005885500267,1772,ROW,90.44408774745854,16904,Capped,0,18690,2014,2061
4064,37.8610024222098,EB-4,2023,53.17682131544624,5708,ROW,8.962176262343954,962,Capped,0,10734,2014,2061
0,0.0,EB-5,2023,0.0,0,ROW,100.0,458,Capped,0,458,2014,2061
0,0.0,EB-1,2024,4.295442640125721,82,China,95.70455735987427,1827,Capped,0,1909,2014,2061
1637,64.5759368836292,EB-2,2024,35.42406311637081,898,China,0.0,0,Capped,0,2535,2014,2061
719,31.085170773886727,EB-3,2024,39.991353220925205,925,China,28.92347600518807,669,Capped,0,2313,2014,2061
0,0.0,EB-4,2024,0.0,0,China,100.0,37,Capped,0,37,2014,2061
0,0.0,EB-5,2024,3.731815306767868,59,China,96.26818469323213,1522,Capped,0,1581,2014,2061
12,0.25316455696202533,EB-1,2024,3.39662447257384,161,India,96.35021097046413,4567,Capped,0,4740,2014,2061
12757,70.22459539799625,EB-2,2024,29.77540460200374,5409,India,0.0,0,Capped,0,18166,2014,2061
3077,65.67769477054429,EB-3,2024,34.32230522945571,1608,India,0.0,0,Capped,0,4685,2014,2061
273,29.32330827067669,EB-4,2024,41.35338345864661,385,India,29.32330827067669,273,Capped,0,931,2014,2061
15,2.0775623268698062,EB-5,2024,3.6011080332409975,26,India,94.3213296398892,681,Capped,0,722,2014,2061
0,0.0,EB-1,2024,0.0,0,ROW,100.0,8124,Capped,0,8124,2014,2061
19,0.14571669606564921,EB-2,2024,5.698289746146177,743,ROW,94.15599355778818,12277,Capped,0,13039,2014,2061
66,0.3845929724375037,EB-3,2024,12.318629450498223,2114,ROW,87.29677757706428,14981,Capped,0,17161,2014,2061
4606,41.69457771340635,EB-4,2024,55.90658097220965,6176,ROW,2.3988413143839957,265,Capped,0,11047,2014,2061
0,0.0,EB-5,2024,0.0,0,ROW,100.0,1229,Capped,0,1229,2014,2061
2,0.10085728693898136,EB-1,2025,5.395864851235502,107,China,94.50327786182552,1874,Capped,0,1983,2014,2061
1727,67.59295499021526,EB-2,2025,32.40704500978474,828,China,0.0,0,Capped,0,2555,2014,2061
722,31.792162043152793,EB-3,2025,43.46103038309115,987,China,24.746807573756055,562,Capped,0,2271,2014,2061
0,0.0,EB-4,2025,0.0,0,China,100.0,39,Capped,0,39,2014,2061
0,0.0,EB-5,2025,6.111111111111111,99,China,93.88888888888889,1521,Capped,0,1620,2014,2061
19,0.41557305336832895,EB-1,2025,3.740157480314961,171,India,95.84426946631672,4382,Capped,0,4572,2014,2061
12765,69.99890326826058,EB-2,2025,30.00109673173942,5471,India,0.0,0,Capped,0,18236,2014,2061
2949,64.78471001757468,EB-3,2025,35.215289982425304,1603,India,0.0,0,Capped,0,4552,2014,2061
317,33.05526590198123,EB-4,2025,40.14598540145985,385,India,26.798748696558917,257,Capped,0,959,2014,2061
15,2.242152466367713,EB-5,2025,3.288490284005979,22,India,94.46935724962631,632,Capped,0,669,2014,2061
0,0.0,EB-1,2025,0.0,0,ROW,100.0,7948,Capped,0,7948,2014,2061
24,0.1866977829638273,EB-2,2025,6.526643329443796,839,ROW,93.28665888759238,11992,Capped,0,12855,2014,2061
123,0.7088111565723506,EB-3,2025,13.968766207572179,2424,ROW,85.32242263585547,14806,Capped,0,17353,2014,2061
4867,43.96567299006323,EB-4,2025,56.03432700993677,6203,ROW,0.0,0,Capped,0,11070,2014,2061
0,0.0,EB-5,2025,0.0,0,ROW,100.0,1210,Capped,0,1210,2014,2061
18,1.0027855153203342,EB-1,2026,7.4094707520891365,133,China,91.58774373259052,1644,Capped,0,1795,2014,2061
1845,68.43471810089021,EB-2,2026,31.56528189910979,851,China,0.0,0,Capped,0,2696,2014,2061
894,37.4685666387259,EB-3,2026,41.4501257334451,989,China,21.081307627829002,503,Capped,0,2386,2014,2061
0,0.0,EB-4,2026,0.0,0,China,100.0,47,Capped,0,47,2014,2061
5,0.3274394237066143,EB-5,2026,6.548788474132286,100,China,93.1237721021611,1422,Capped,0,1527,2014,2061
36,0.7746933505487411,EB-1,2026,5.078545298041747,236,India,94.14676135140951,4375,Capped,0,4647,2014,2061
12859,70.02668409301313,EB-2,2026,29.973315906986876,5504,India,0.0,0,Capped,0,18363,2014,2061
3056,64.54065469904963,EB-3,2026,35.45934530095037,1679,India,0.0,0,Capped,0,4735,2014,2061
364,36.47294589178357,EB-4,2026,38.57715430861723,385,India,24.949899799599198,249,Capped,0,998,2014,2061
26,3.5278154681139755,EB-5,2026,3.5278154681139755,26,India,92.94436906377204,685,Capped,0,737,2014,2061
0,0.0,EB-1,2026,0.0,0,ROW,100.0,8206,Capped,0,8206,2014,2061
28,0.21467453806639578,EB-2,2026,6.999923330522119,913,ROW,92.78540213141149,12102,Capped,0,13043,2014,2061
183,1.066309287961776,EB-3,2026,15.988812492716468,2744,ROW,82.94487821932177,14235,Capped,0,17162,2014,2061
4802,43.79388964888281,EB-4,2026,56.20611035111719,6163,ROW,0.0,0,Capped,0,10965,2014,2061
0,0.0,EB-5,2026,0.0,0,ROW,100.0,1308,Capped,0,1308,2014,2061
35,1.8125323666494046,EB-1,2027,8.182288969445883,158,China,90.00517866390472,1738,Capped,0,1931,2014,2061
1658,66.72032193158954,EB-2,2027,33.27967806841046,827,China,0.0,0,Capped,0,2485,2014,2061
917,39.97384481255449,EB-3,2027,44.20226678291194,1014,China,15.823888404533564,363,Capped,0,2294,2014,2061
0,0.0,EB-4,2027,0.0,0,China,100.0,66,Capped,0,66,2014,2061
10,0.6257822277847309,EB-5,2027,7.008760951188986,112,China,92.36545682102629,1476,Capped,0,1598,2014,2061
53,1.1419952596423184,EB-1,2027,5.774617539323422,268,India,93.08338720103426,4320,Capped,0,4641,2014,2061
13128,70.94298838151852,EB-2,2027,29.057011618481493,5377,India,0.0,0,Capped,0,18505,2014,2061
3096,65.81632653061224,EB-3,2027,34.183673469387756,1608,India,0.0,0,Capped,0,4704,2014,2061
363,37.577639751552795,EB-4,2027,41.821946169772254,404,India,20.600414078674948,199,Capped,0,966,2014,2061
15,2.0804438280166435,EB-5,2027,4.0221914008321775,29,India,93.89736477115119,677,Capped,0,721,2014,2061
0,0.0,EB-1,2027,0.0,0,ROW,100.0,8202,Capped,0,8202,2014,2061
36,0.2798507462686567,EB-2,2027,6.677549751243782,859,ROW,93.04259950248756,11969,Capped,0,12864,2014,2061
303,1.75754060324826,EB-3,2027,18.323665893271464,3159,ROW,79.91879350348027,13778,Capped,0,17240,2014,2061
4779,43.78378378378379,EB-4,2027,56.21621621621622,6136,ROW,0.0,0,Capped,0,10915,2014,2061
0,0.0,EB-5,2027,0.0,0,ROW,100.0,1314,Capped,0,1314,2014,2061
54,2.8125,EB-1,2028,9.114583333333332,175,China,88.07291666666667,1691,Capped,0,1920,2014,2061
1685,67.77956556717619,EB-2,2028,32.220434432823815,801,China,0.0,0,Capped,0,2486,2014,2061
