aged_out,ageout_pct,eb_category,entry_year,exit_pct,exited,nationality,save_pct,saved,scenario,still_dependent,total_created,seed,observation_end_year
4904,44.29990966576332,EB-4,2025,55.39295392953929,6132,ROW,0.3071364046973803,34,Uncapped,0,11070,2014,2061
13,1.0743801652892562,EB-5,2025,2.396694214876033,29,ROW,96.52892561983471,1168,Uncapped,0,1210,2014,2061
0,0.0,EB-1,2026,2.33983286908078,42,China,97.66016713091922,1753,Uncapped,0,1795,2014,2061
1424,52.818991097922854,EB-2,2026,32.640949554896146,880,China,14.540059347181009,392,Uncapped,0,2696,2014,2061
367,15.381391450125733,EB-3,2026,34.45096395641241,822,China,50.16764459346186,1197,Uncapped,0,2386,2014,2061
28,59.57446808510638,EB-4,2026,40.42553191489361,19,China,0.0,0,Uncapped,0,47,2014,2061
0,0.0,EB-5,2026,2.8159790438768826,43,China,97.18402095612312,1484,Uncapped,0,1527,2014,2061
0,0.0,EB-1,2026,2.022810415321713,94,India,97.97718958467829,4553,Uncapped,0,4647,2014,2061
9691,52.77460110003812,EB-2,2026,27.609867668681588,5070,India,19.615531231280293,3602,Uncapped,0,18363,2014,2061
385,8.130939809926083,EB-3,2026,24.09714889123548,1141,India,67.77191129883843,3209,Uncapped,0,4735,2014,2061
502,50.300601202404806,EB-4,2026,49.69939879759519,496,India,0.0,0,Uncapped,0,998,2014,2061
3,0.40705563093622793,EB-5,2026,2.9850746268656714,22,India,96.6078697421981,712,Uncapped,0,737,2014,2061
13,0.15842066780404582,EB-1,2026,2.3763100170606877,195,ROW,97.46526931513527,7998,Uncapped,0,8206,2014,2061
6776,51.95123821206777,EB-2,2026,38.15073219351376,4976,ROW,9.898029594418462,1291,Uncapped,0,13043,2014,2061
3056,17.806782426290642,EB-3,2026,34.180165481878575,5866,ROW,48.01305209183079,8240,Uncapped,0,17162,2014,2061
4730,43.13725490196079,EB-4,2026,56.86274509803921,6235,ROW,0.0,0,Uncapped,0,10965,2014,2061
9,0.6880733944954129,EB-5,2026,3.82262996941896,50,ROW,95.48929663608563,1249,Uncapped,0,1308,2014,2061
0,0.0,EB-1,2027,3.6250647332988093,70,China,96.37493526670119,1861,Uncapped,0,1931,2014,2061
1426,57.38430583501006,EB-2,2027,32.072434607645874,797,China,10.543259557344065,262,Uncapped,0,2485,2014,2061
419,18.26503923278117,EB-3,2027,35.44027898866609,813,China,46.29468177855275,1062,Uncapped,0,2294,2014,2061
25,37.878787878787875,EB-4,2027,62.121212121212125,41,China,0.0,0,Uncapped,0,66,2014,2061
0,0.0,EB-5,2027,3.629536921151439,58,China,96.37046307884856,1540,Uncapped,0,1598,2014,2061
3,0.06464124111182934,EB-1,2027,2.5210084033613445,117,India,97.41435035552682,4521,Uncapped,0,4641,2014,2061
10785,58.28154552823561,EB-2,2027,28.105917319643343,5201,India,13.612537152121048,2519,Uncapped,0,18505,2014,2061
461,9.800170068027212,EB-3,2027,22.789115646258505,1072,India,67.41071428571429,3171,Uncapped,0,4704,2014,2061
504,52.17391304347826,EB-4,2027,47.82608695652174,462,India,0.0,0,Uncapped,0,966,2014,2061
6,0.8321775312066574,EB-5,2027,2.496532593619972,18,India,96.67128987517337,697,Uncapped,0,721,2014,2061
17,0.20726652036088758,EB-1,2027,2.974884174591563,244,ROW,96.81784930504756,7941,Uncapped,0,8202,2014,2061
6828,53.07835820895522,EB-2,2027,40.56281094527363,5218,ROW,6.358830845771145,818,Uncapped,0,12864,2014,2061
3293,19.10092807424594,EB-3,2027,36.01508120649652,6209,ROW,44.88399071925754,7738,Uncapped,0,17240,2014,2061
4834,44.28767750801649,EB-4,2027,55.712322491983514,6081,ROW,0.0,0,Uncapped,0,10915,2014,2061
7,0.532724505327245,EB-5,2027,5.93607305936073,78,ROW,93.53120243531203,1229,Uncapped,0,1314,2014,2061
0,0.0,EB-1,2028,3.6458333333333335,70,China,96.35416666666666,1850,Uncapped,0,1920,2014,2061
1490,59.935639581657284,EB-2,2028,32.62268704746581,811,China,7.441673370876911,185,Uncapped,0,2486,2014,2061
480,19.801980198019802,EB-3,2028,35.35478547854785,857,China,44.84323432343234,1087,Uncapped,0,2424,2014,2061
34,69.38775510204081,EB-4,2028,30.612244897959183,15,China,0.0,0,Uncapped,0,49,2014,2061
0,0.0,EB-5,2028,3.215636822194199,51,China,96.7843631778058,1535,Uncapped,0,1586,2014,2061
0,0.0,EB-1,2028,1.6688061617458279,78,India,98.33119383825417,4596,Uncapped,0,4674,2014,2061
11227,61.73769590321694,EB-2,2028,28.688479516084687,5217,India,9.573824580698377,1741,Uncapped,0,18185,2014,2061
505,10.864888123924269,EB-3,2028,23.558519793459553,1095,India,65.57659208261619,3048,Uncapped,0,4648,2014,2061
501,53.297872340425535,EB-4,2028,46.702127659574465,439,India,0.0,0,Uncapped,0,940,2014,2061
5,0.7874015748031495,EB-5,2028,2.047244094488189,13,India,97.16535433070867,617,Uncapped,0,635,2014,2061
16,0.19927761863245733,EB-1,2028,3.2880807074355465,264,ROW,96.512641673932,7749,Uncapped,0,8029,2014,2061
7187,56.29797900673664,EB-2,2028,39.28403571988093,5015,ROW,4.417985273382422,564,Uncapped,0,12766,2014,2061
3546,20.851464189109727,EB-3,2028,36.757614959426085,6251,ROW,42.39092085146419,7209,Uncapped,0,17006,2014,2061
4819,43.01910373147652,EB-4,2028,56.98089626852347,6383,ROW,0.0,0,Uncapped,0,11202,2014,2061
26,2.0408163265306123,EB-5,2028,4.709576138147567,60,ROW,93.24960753532181,1188,Uncapped,0,1274,2014,2061
0,0.0,EB-1,2029,3.0303030303030303,56,China,96.96969696969697,1792,Uncapped,0,1848,2014,2061
1582,63.66197183098592,EB-2,2029,32.837022132796776,816,China,3.5010060362173037,87,Uncapped,0,2485,2014,2061
458,20.364606491774122,EB-3,2029,38.15028901734104,858,China,41.48510449088484,933,Uncapped,0,2249,2014,2061
19,34.54545454545455,EB-4,2029,65.45454545454545,36,China,0.0,0,Uncapped,0,55,2014,2061
0,0.0,EB-5,2029,4.1122715404699735,63,China,95.88772845953002,1469,Uncapped,0,1532,2014,2061
1,0.02188662727073758,EB-1,2029,2.538848763405559,116,India,97.4392646093237,4452,Uncapped,0,4569,2014,2061
12013,65.77780211356294,EB-2,2029,29.39823687236489,5369,India,4.823961014072168,881,Uncapped,0,18263,2014,2061
588,12.60720411663808,EB-3,2029,25.836192109777016,1205,India,61.556603773584904,2871,Uncapped,0,4664,2014,2061
483,55.01138952164008,EB-4,2029,44.98861047835991,395,India,0.0,0,Uncapped,0,878,2014,2061
8,1.0869565217391304,EB-5,2029,2.989130434782609,22,India,95.92391304347827,706,Uncapped,0,736,2014,2061
24,0.28989008334339894,EB-1,2029,3.79272859040947,314,ROW,95.91738132624712,7941,Uncapped,0,8279,2014,2061
7608,58.894565722248025,EB-2,2029,38.99984517727202,5038,ROW,2.1055891004799503,272,Uncapped,0,12918,2014,2061
3891,22.5199675888413,EB-3,2029,36.82717907165181,6363,ROW,40.65285333950689,7024,Uncapped,0,17278,2014,2061
4783,43.257664827710954,EB-4,2029,56.742335172289046,6274,ROW,0.0,0,Uncapped,0,11057,2014,2061
15,1.1801730920535012,EB-5,2029,5.664830841856806,72,ROW,93.1549960660897,1184,Uncapped,0,1271,2014,2061
0,0.0,EB-1,2030,4.2841648590021695,79,China,95.71583514099783,1765,Uncapped,0,1844,2014,2061
1723,65.81359816653935,EB-2,2030,32.12375859434683,841,China,2.0626432391138274,54,Uncapped,0,2618,2014,2061
541,22.598162071846282,EB-3,2030,37.67752715121136,902,China,39.72431077694235,951,Uncapped,0,2394,2014,2061
29,52.72727272727272,EB-4,2030,47.27272727272727,26,China,0.0,0,Uncapped,0,55,2014,2061
0,0.0,EB-5,2030,3.4482758620689653,52,China,96.55172413793103,1456,Uncapped,0,1508,2014,2061
4,0.08462026655383964,EB-1,2030,2.8347789295536283,134,India,97.08060080389254,4589,Uncapped,0,4727,2014,2061
12564,68.30116879586843,EB-2,2030,29.29600434900788,5389,India,2.402826855123675,442,Uncapped,0,18395,2014,2061
666,14.047669268086901,EB-3,2030,25.0369120438726,1187,India,60.9154186880405,2888,Uncapped,0,4741,2014,2061
484,51.65421558164355,EB-4,2030,48.34578441835646,453,India,0.0,0,Uncapped,0,937,2014,2061
6,0.8928571428571428,EB-5,2030,2.6785714285714284,18,India,96.42857142857143,648,Uncapped,0,672,2014,2061
29,0.36150585888805786,EB-1,2030,3.926701570680628,315,ROW,95.71179257043131,7678,Uncapped,0,8022,2014,2061
7396,58.05337519623234,EB-2,2030,40.91836734693878,5213,ROW,1.0282574568288854,131,Uncapped,0,12740,2014,2061
4260,24.449035812672175,EB-3,2030,36.6678145087236,6389,ROW,38.88314967860423,6775,Uncapped,0,17424,2014,2061
4692,42.63129202253316,EB-4,2030,57.36870797746684,6314,ROW,0.0,0,Uncapped,0,11006,2014,2061
16,1.237432327919567,EB-5,2030,5.413766434648106,70,ROW,93.34880123743233,1207,Uncapped,0,1293,2014,2061
0,0.0,EB-1,2031,5.382131324004305,100,China,94.6178686759957,1758,Uncapped,0,1858,2014,2061
1757,66.17702448210923,EB-2,2031,33.67231638418079,894,China,0.15065913370998116,4,Uncapped,0,2655,2014,2061
617,26.652267818574515,EB-3,2031,37.926565874730024,878,China,35.42116630669546,820,Uncapped,0,2315,2014,2061
17,37.77777777777778,EB-4,2031,62.22222222222222,28,China,0.0,0,Uncapped,0,45,2014,2061
0,0.0,EB-5,2031,3.382259093809828,53,China,96.61774090619018,1514,Uncapped,0,1567,2014,2061
12,0.25569997869166844,EB-1,2031,3.0897080758576605,145,India,96.65459194545068,4536,Uncapped,0,4693,2014,2061
12712,69.41137927268755,EB-2,2031,30.255542208146775,5541,India,0.3330785191656656,61,Uncapped,0,18314,2014,2061
712,15.344827586206897,EB-3,2031,25.323275862068968,1175,India,59.33189655172414,2753,Uncapped,0,4640,2014,2061
417,47.27891156462585,EB-4,2031,52.721088435374156,465,India,0.0,0,Uncapped,0,882,2014,2061
10,1.41643059490085,EB-5,2031,2.5495750708215295,18,India,96.03399433427762,678,Uncapped,0,706,2014,2061
27,0.3267578361369962,EB-1,2031,4.986082536608979,412,ROW,94.68715962725402,7824,Uncapped,0,8263,2014,2061
7539,59.30150239911901,EB-2,2031,40.56477621332494,5157,ROW,0.13372138755604498,17,Uncapped,0,12713,2014,2061
4554,26.319135410044503,EB-3,2031,37.98185285788592,6572,ROW,35.699011732069586,6177,Uncapped,0,17303,2014,2061
4908,44.891612549163085,EB-4,2031,55.108387450836915,6025,ROW,0.0,0,Uncapped,0,10933,2014,2061
23,1.757066462948816,EB-5,2031,4.354469060351414,57,ROW,93.88846447669977,1229,Uncapped,0,1309,2014,2061
0,0.0,EB-1,2032,3.6677454153182305,68,China,96.33225458468176,1786,Uncapped,0,1854,2014,2061
1711,66.112828438949,EB-2,2032,33.887171561051005,877,China,0.0,0,Uncapped,0,2588,2014,2061
608,27.3997296079315,EB-3,2032,38.35060838215412,851,China,34.24966200991438,760,Uncapped,0,2219,2014,2061
19,38.0,EB-4,2032,62.0,31,China,0.0,0,Uncapped,0,50,2014,2061
0,0.0,EB-5,2032,4.126370083816893,64,China,95.8736299161831,1487,Uncapped,0,1551,2014,2061
9,0.19284336833083351,EB-1,2032,3.6211699164345403,169,India,96.18598671523463,4489,Uncapped,0,4667,2014,2061
12840,70.67760224583036,EB-2,2032,29.32239775416965,5327,India,0.0,0,Uncapped,0,18167,2014,2061
790,16.920111372884985,EB-3,2032,25.851360034268577,1207,India,57.22852859284644,2672,Uncapped,0,4669,2014,2061
436,50.87514585764295,EB-4,2032,49.12485414235706,421,India,0.0,0,Uncapped,0,857,2014,2061
16,2.2284122562674096,EB-5,2032,4.596100278551532,33,India,93.17548746518106,669,Uncapped,0,718,2014,2061
35,0.4324725071049054,EB-1,2032,4.608921290003707,373,ROW,94.95860620289139,7685,Uncapped,0,8093,2014,2061
7839,59.36387731919728,EB-2,2032,40.63612268080273,5366,ROW,0.0,0,Uncapped,0,13205,2014,2061
4655,27.14127456125007,EB-3,2032,38.382601597574485,6583,ROW,34.47612384117544,5913,Uncapped,0,17151,2014,2061
4962,45.24895130403064,EB-4,2032,54.75104869596936,6004,ROW,0.0,0,Uncapped,0,10966,2014,2061
26,1.9075568598679384,EB-5,2032,5.86940572267058,80,ROW,92.22303741746148,1257,Uncapped,0,1363,2014,2061
2,0.1034126163391934,EB-1,2033,4.705274043433299,91,China,95.19131334022751,1841,Uncapped,0,1934,2014,2061
1763,67.41873804971318,EB-2,2033,32.5812619502868,852,China,0.0,0,Uncapped,0,2615,2014,2061
669,29.12494558119286,EB-3,2033,38.18023508924684,877,China,32.694819329560296,751,Uncapped,0,2297,2014,2061
24,48.0,EB-4,2033,52.0,26,China,0.0,0,Uncapped,0,50,2014,2061
0,0.0,EB-5,2033,4.832474226804124,75,China,95.16752577319588,1477,Uncapped,0,1552,2014,2061
21,0.45122475290073055,EB-1,2033,3.5668242372152985,166,India,95.98195100988397,4467,Uncapped,0,4654,2014,2061
12708,69.75518717751675,EB-2,2033,30.244812822483258,5510,India,0.0,0,Uncapped,0,18218,2014,2061
940,19.657047260560432,EB-3,2033,26.82977833542451,1283,India,53.513174404015054,2559,Uncapped,0,4782,2014,2061
403,47.52358490566038,EB-4,2033,52.47641509433962,445,India,0.0,0,Uncapped,0,848,2014,2061
16,2.28898426323319,EB-5,2033,4.148783977110158,29,India,93.56223175965665,654,Uncapped,0,699,2014,2061
52,0.6553245116572148,EB-1,2033,5.16698172652804,410,ROW,94.17769376181474,7473,Uncapped,0,7935,2014,2061
7792,59.340491965577634,EB-2,2033,40.65950803442236,5339,ROW,0.0,0,Uncapped,0,13131,2014,2061
4946,28.500633859628905,EB-3,2033,38.90169413391725,6751,ROW,32.59767200645384,5657,Uncapped,0,17354,2014,2061
4790,43.45853747051352,EB-4,2033,56.54146252948649,6232,ROW,0.0,0,Uncapped,0,11022,2014,2061
17,1.3229571984435797,EB-5,2033,4.980544747081712,64,ROW,93.6964980544747,1204,Uncapped,0,1285,2014,2061
3,0.15873015873015872,EB-1,2034,5.767195767195767,109,China,94.07407407407408,1778,Uncapped,0,1890,2014,2061
1751,67.84192173576133,EB-2,2034,32.15807826423867,830,China,0.0,0,Uncapped,0,2581,2014,2061
754,30.489284270117267,EB-3,2034,38.25313384553174,946,China,31.257581884350994,773,Uncapped,0,2473,2014,2061
20,36.36363636363637,EB-4,2034,63.63636363636363,35,China,0.0,0,Uncapped,0,55,2014,2061
0,0.0,EB-5,2034,4.431599229287091,69,China,95.56840077071291,1488,Uncapped,0,1557,2014,2061
22,0.46218487394957986,EB-1,2034,4.957983193277311,236,India,94.5798319327731,4502,Uncapped,0,4760,2014,2061
12823,70.88838520647907,EB-2,2034,29.111614793520925,5266,India,0.0,0,Uncapped,0,18089,2014,2061
968,20.920682947914415,EB-3,2034,27.44759023125135,1270,India,51.63172682083423,2389,Uncapped,0,4627,2014,2061
512,52.78350515463918,EB-4,2034,47.21649484536082,458,India,0.0,0,Uncapped,0,970,2014,2061
13,1.8005540166204987,EB-5,2034,4.016620498614958,29,India,94.18282548476455,680,Uncapped,0,722,2014,2061
57,0.7055328629780914,EB-1,2034,6.671617774477038,539,ROW,92.62284936254487,7483,Uncapped,0,8079,2014,2061
7748,59.55876700745638,EB-2,2034,40.441232992543625,5261,ROW,0.0,0,Uncapped,0,13009,2014,2061
5178,30.09590235396687,EB-3,2034,39.052600988084855,6719,ROW,30.851496657948267,5308,Uncapped,0,17205,2014,2061
4926,44.52277657266811,EB-4,2034,55.47722342733189,6138,ROW,0.0,0,Uncapped,0,11064,2014,2061
19,1.5422077922077921,EB-5,2034,5.762987012987013,71,ROW,92.6948051948052,1142,Uncapped,0,1232,2014,2061
6,0.3147953830010493,EB-1,2035,5.876180482686253,112,China,93.80902413431271,1788,Uncapped,0,1906,2014,2061
1802,69.70986460348162,EB-2,2035,30.290135396518377,783,China,0.0,0,Uncapped,0,2585,2014,2061
707,30.174989329918905,EB-3,2035,40.63166880068289,952,China,29.19334186939821,684,Uncapped,0,2343,2014,2061
15,44.11764705882353,EB-4,2035,55.88235294117647,19,China,0.0,0,Uncapped,0,34,2014,2061
0,0.0,EB-5,2035,5.602605863192182,86,China,94.39739413680782,1449,Uncapped,0,1535,2014,2061
20,0.4211412929037693,EB-1,2035,3.8323857654242994,182,India,95.74647294167194,4547,Uncapped,0,4749,2014,2061
12764,70.20902090209022,EB-2,2035,29.79097909790979,5416,India,0.0,0,Uncapped,0,18180,2014,2061
1027,21.865020225675963,EB-3,2035,27.08111560570577,1272,India,51.05386416861827,2398,Uncapped,0,4697,2014,2061
464,51.55555555555556,EB-4,2035,48.44444444444444,436,India,0.0,0,Uncapped,0,900,2014,2061
19,2.8831562974203337,EB-5,2035,3.6418816388467374,24,India,93.47496206373293,616,Uncapped,0,659,2014,2061
77,0.9476923076923077,EB-1,2035,6.7323076923076925,547,ROW,92.32000000000001,7501,Uncapped,0,8125,2014,2061
7671,59.831526401996726,EB-2,2035,40.168473598003274,5150,ROW,0.0,0,Uncapped,0,12821,2014,2061
5035,29.624617557072252,EB-3,2035,41.35090609555189,7028,ROW,29.024476347375856,4933,Uncapped,0,16996,2014,2061
4866,44.04815787091518,EB-4,2035,55.95184212908482,6181,ROW,0.0,0,Uncapped,0,11047,2014,2061
20,1.509433962264151,EB-5,2035,6.566037735849056,87,ROW,91.92452830188678,1218,Uncapped,0,1325,2014,2061
15,0.7727975270479135,EB-1,2036,7.006697578567748,136,China,92.22050489438433,1790,Uncapped,0,1941,2014,2061
1752,67.02371843917369,EB-2,2036,32.97628156082632,862,China,0.0,0,Uncapped,0,2614,2014,2061
713,32.46812386156648,EB-3,2036,39.66302367941712,871,China,27.86885245901639,612,Uncapped,0,2196,2014,2061
23,45.09803921568628,EB-4,2036,54.90196078431373,28,China,0.0,0,Uncapped,0,51,2014,2061
0,0.0,EB-5,2036,4.739010989010989,69,China,95.26098901098901,1387,Uncapped,0,1456,2014,2061
34,0.7365684575389948,EB-1,2036,3.8778162911611784,179,India,95.38561525129982,4403,Uncapped,0,4616,2014,2061
12991,70.80721643865482,EB-2,2036,29.19278356134518,5356,India,0.0,0,Uncapped,0,18347,2014,2061
1122,24.191461836998705,EB-3,2036,27.210004312203534,1262,India,48.59853385079776,2254,Uncapped,0,4638,2014,2061
467,49.41798941798942,EB-4,2036,50.58201058201058,478,India,0.0,0,Uncapped,0,945,2014,2061
20,2.801120448179272,EB-5,2036,4.201680672268908,30,India,92.99719887955182,664,Uncapped,0,714,2014,2061
116,1.3923898691633658,EB-1,2036,6.649861961349178,554,ROW,91.95774816948745,7661,Uncapped,0,8331,2014,2061
7729,59.380762138905965,EB-2,2036,40.619237861094035,5287,ROW,0.0,0,Uncapped,0,13016,2014,2061
5353,31.486383153932124,EB-3,2036,40.51526380801129,6888,ROW,27.998353038056585,4760,Uncapped,0,17001,2014,2061
4739,42.80166184971098,EB-4,2036,57.19833815028902,6333,ROW,0.0,0,Uncapped,0,11072,2014,2061
33,2.5267993874425727,EB-5,2036,6.278713629402756,82,ROW,91.19448698315466,1191,Uncapped,0,1306,2014,2061
7,0.38716814159292035,EB-1,2037,6.7477876106194685,122,China,92.86504424778761,1679,Uncapped,0,1808,2014,2061
1667,66.15079365079364,EB-2,2037,33.84920634920635,853,China,0.0,0,Uncapped,0,2520,2014,2061
778,32.85472972972973,EB-3,2037,41.25844594594595,977,China,25.886824324324326,613,Uncapped,0,2368,2014,2061
16,36.36363636363637,EB-4,2037,63.63636363636363,28,China,0.0,0,Uncapped,0,44,2014,2061
0,0.0,EB-5,2037,4.551539491298527,68,China,95.44846050870147,1426,Uncapped,0,1494,2014,2061
36,0.7726980038634901,EB-1,2037,5.365958360163125,250,India,93.86134363597338,4373,Uncapped,0,4659,2014,2061
12899,70.91258933479934,EB-2,2037,29.087410665200657,5291,India,0.0,0,Uncapped,0,18190,2014,2061
1163,25.244193618406776,EB-3,2037,28.326459735185587,1305,India,46.429346646407645,2139,Uncapped,0,4607,2014,2061
410,45.40420819490587,EB-4,2037,54.59579180509413,493,India,0.0,0,Uncapped,0,903,2014,2061
10,1.402524544179523,EB-5,2037,3.506311360448808,25,India,95.09116409537167,678,Uncapped,0,713,2014,2061
135,1.639742499696344,EB-1,2037,7.299890683833353,601,ROW,91.0603668164703,7497,Uncapped,0,8233,2014,2061
7469,58.778625954198475,EB-2,2037,41.221374045801525,5238,ROW,0.0,0,Uncapped,0,12707,2014,2061
5576,33.02339354456618,EB-3,2037,40.85282795380515,6898,ROW,26.123778501628664,4411,Uncapped,0,16885,2014,2061
4770,43.693322341302554,EB-4,2037,56.306677658697446,6147,ROW,0.0,0,Uncapped,0,10917,2014,2061
36,2.9654036243822075,EB-5,2037,6.8369028006589785,83,ROW,90.19769357495882,1095,Uncapped,0,1214,2014,2061
17,0.9254218835057159,EB-1,2038,6.750136091453457,124,China,92.32444202504084,1696,Uncapped,0,1837,2014,2061
1786,69.30539386883974,EB-2,2038,30.694606131160263,791,China,0.0,0,Uncapped,0,2577,2014,2061
718,31.463628396143733,EB-3,2038,42.944785276073624,980,China,25.591586327782643,584,Uncapped,0,2282,2014,2061
37,64.91228070175438,EB-4,2038,35.08771929824561,20,China,0.0,0,Uncapped,0,57,2014,2061
0,0.0,EB-5,2038,5.844155844155844,90,China,94.15584415584416,1450,Uncapped,0,1540,2014,2061
46,0.9671993271656856,EB-1,2038,3.847771236333053,183,India,95.18502943650125,4527,Uncapped,0,4756,2014,2061
13124,71.21384773997505,EB-2,2038,28.78615226002496,5305,India,0.0,0,Uncapped,0,18429,2014,2061
1232,26.730310262529834,EB-3,2038,27.012367107832503,1245,India,46.25732262963766,2132,Uncapped,0,4609,2014,2061
499,51.979166666666664,EB-4,2038,48.020833333333336,461,India,0.0,0,Uncapped,0,960,2014,2061
8,1.21765601217656,EB-5,2038,3.8051750380517504,25,India,94.97716894977168,624,Uncapped,0,657,2014,2061
180,2.2452288886117,EB-1,2038,7.646251715105401,613,ROW,90.10851939628289,7224,Uncapped,0,8017,2014,2061
7668,58.507553792156266,EB-2,2038,41.492446207843734,5438,ROW,0.0,0,Uncapped,0,13106,2014,2061
5657,32.92590652464932,EB-3,2038,41.94750014550957,7207,ROW,25.1265933298411,4317,Uncapped,0,17181,2014,2061
5034,45.24130493394446,EB-4,2038,54.75869506605554,6093,ROW,0.0,0,Uncapped,0,11127,2014,2061
48,3.7122969837587005,EB-5,2038,4.408352668213457,57,ROW,91.87935034802784,1188,Uncapped,0,1293,2014,2061
24,1.3057671381936888,EB-1,2039,7.072905331882481,130,China,91.62132752992383,1684,Uncapped,0,1838,2014,2061
1635,65.79476861167002,EB-2,2039,34.205231388329985,850,China,0.0,0,Uncapped,0,2485,2014,2061
781,33.093220338983045,EB-3,2039,42.2457627118644,997,China,24.661016949152543,582,Uncapped,0,2360,2014,2061
29,46.774193548387096,EB-4,2039,53.2258064516129,33,China,0.0,0,Uncapped,0,62,2014,2061
0,0.0,EB-5,2039,4.23956931359354,63,China,95.76043068640647,1423,Uncapped,0,1486,2014,2061
42,0.8797653958944283,EB-1,2039,4.838709677419355,231,India,94.28152492668622,4501,Uncapped,0,4774,2014,2061
13095,70.91411242283114,EB-2,2039,29.08588757716885,5371,India,0.0,0,Uncapped,0,18466,2014,2061
1296,26.904712476645216,EB-3,2039,28.004982354162344,1349,India,45.09030516919245,2172,Uncapped,0,4817,2014,2061
470,50.42918454935622,EB-4,2039,49.57081545064378,462,India,0.0,0,Uncapped,0,932,2014,2061
15,2.0408163265306123,EB-5,2039,2.9931972789115644,22,India,94.96598639455782,698,Uncapped,0,735,2014,2061
206,2.520802741067058,EB-1,2039,7.953989231522271,650,ROW,89.52520802741067,7316,Uncapped,0,8172,2014,2061
7845,58.8257348530294,EB-2,2039,41.174265146970605,5491,ROW,0.0,0,Uncapped,0,13336,2014,2061
5864,34.20438637424172,EB-3,2039,41.32057862809146,7084,ROW,24.47503499766682,4196,Uncapped,0,17144,2014,2061
4739,43.58903605592347,EB-4,2039,56.41096394407653,6133,ROW,0.0,0,Uncapped,0,10872,2014,2061
22,1.8471872376154492,EB-5,2039,5.961376994122586,71,ROW,92.19143576826197,1098,Uncapped,0,1191,2014,2061
27,1.396792550439731,EB-1,2040,6.207966890843249,120,China,92.39524055871702,1786,Uncapped,0,1933,2014,2061
1761,66.80576631259484,EB-2,2040,33.19423368740516,875,China,0.0,0,Uncapped,0,2636,2014,2061
828,35.53648068669528,EB-3,2040,41.50214592274678,967,China,22.96137339055794,535,Uncapped,0,2330,2014,2061
28,47.45762711864407,EB-4,2040,52.54237288135594,31,China,0.0,0,Uncapped,0,59,2014,2061
0,0.0,EB-5,2040,4.336399474375821,66,China,95.66360052562418,1456,Uncapped,0,1522,2014,2061
39,0.8550756413067309,EB-1,2040,5.481254110940583,250,India,93.66367024775269,4272,Uncapped,0,4561,2014,2061
12723,70.1030359799438,EB-2,2040,29.8969640200562,5426,India,0.0,0,Uncapped,0,18149,2014,2061
1387,30.22444977119198,EB-3,2040,29.265635214643716,1343,India,40.50991501416431,1859,Uncapped,0,4589,2014,2061
430,47.88418708240535,EB-4,2040,52.11581291759465,468,India,0.0,0,Uncapped,0,898,2014,2061
9,1.2534818941504178,EB-5,2040,2.6462395543175488,19,India,96.10027855153204,690,Uncapped,0,718,2014,2061
229,2.802937576499388,EB-1,2040,7.588739290085679,620,ROW,89.60832313341494,7321,Uncapped,0,8170,2014,2061
7816,59.082319147327844,EB-2,2040,40.91768085267216,5413,ROW,0.0,0,Uncapped,0,13229,2014,2061
6177,35.773440667168586,EB-3,2040,42.60149417964904,7356,ROW,21.625065153182373,3734,Uncapped,0,17267,2014,2061
4785,43.54750637058609,EB-4,2040,56.4524936294139,6203,ROW,0.0,0,Uncapped,0,10988,2014,2061
21,1.6706443914081146,EB-5,2040,5.568814638027049,70,ROW,92.76054097056485,1166,Uncapped,0,1257,2014,2061
0,0.0,EB-1,2009,0.0,0,China,100.0,623,Capped,0,623,2014,2061
0,0.0,EB-2,2009,3.024502297090352,79,China,96.97549770290965,2533,Capped,0,2612,2014,2061
977,9.725263786581724,EB-3,2009,23.780609197690623,2389,China,66.49412701572766,6680,Capped,0,10046,2014,2061
0,0.0,EB-4,2009,0.0,0,China,100.0,11,Capped,0,11,2014,2061
0,0.0,EB-5,2009,0.0,0,China,100.0,326,Capped,0,326,2014,2061
0,0.0,EB-1,2009,0.0,0,India,100.0,1235,Capped,0,1235,2014,2061
0,0.0,EB-2,2009,1.8592640413169788,144,India,98.14073595868302,7601,Capped,0,7745,2014,2061
12463,31.877941477388994,EB-3,2009,26.854409658277063,10499,India,41.26764886433394,16134,Capped,0,39096,2014,2061
0,0.0,EB-4,2009,0.0,0,India,100.0,162,Capped,0,162,2014,2061
0,0.0,EB-5,2009,0.0,0,India,100.0,19,Capped,0,19,2014,2061
0,0.0,EB-1,2009,0.0,0,ROW,100.0,8021,Capped,0,8021,2014,2061
0,0.0,EB-2,2009,0.0,0,ROW,100.0,8004,Capped,0,8004,2014,2061
109,0.25094969494647174,EB-3,2009,7.659721422815702,3327,ROW,92.08932888223784,39999,Capped,0,43435,2014,2061
0,0.0,EB-4,2009,0.11202389843166542,3,ROW,99.88797610156833,2675,Capped,0,2678,2014,2061
0,0.0,EB-5,2009,0.0,0,ROW,100.0,601,Capped,0,601,2014,2061
0,0.0,EB-1,2010,0.0,0,China,100.0,771,Capped,0,771,2014,2061
0,0.0,EB-2,2010,6.507304116865869,49,China,93.49269588313412,704,Capped,0,753,2014,2061
55,22.916666666666664,EB-3,2010,35.41666666666667,85,China,41.66666666666667,100,Capped,0,240,2014,2061
0,0.0,EB-5,2010,0.0,0,China,100.0,301,Capped,0,301,2014,2061
