seed,scenario,year,dimension,group,value
2014,Uncapped,2009,overall,All,0.0
2014,Uncapped,2010,overall,All,0.0
2014,Uncapped,2011,overall,All,40.0
2014,Uncapped,2012,overall,All,166.0
2014,Uncapped,2013,overall,All,271.0
2014,Uncapped,2014,overall,All,326.0
2014,Uncapped,2015,overall,All,388.0
2014,Uncapped,2016,overall,All,808.0
2014,Uncapped,2017,overall,All,1077.0
2014,Uncapped,2018,overall,All,1326.0
2014,Uncapped,2019,overall,All,2099.0
2014,Uncapped,2020,overall,All,2482.0
2014,Uncapped,2021,overall,All,2899.0
2014,Uncapped,2022,overall,All,2913.0
2014,Uncapped,2023,overall,All,3750.0
2014,Uncapped,2024,overall,All,4809.0
2014,Uncapped,2025,overall,All,4962.0
2014,Uncapped,2026,overall,All,4982.0
2014,Uncapped,2027,overall,All,5613.0
2014,Uncapped,2028,overall,All,6461.0
2014,Uncapped,2029,overall,All,7407.0
2014,Uncapped,2030,overall,All,8703.0
2014,Uncapped,2031,overall,All,9929.0
2014,Uncapped,2032,overall,All,11540.0
2014,Uncapped,2033,overall,All,12783.0
2014,Uncapped,2034,overall,All,14150.0
2014,Uncapped,2035,overall,All,15405.0
2014,Uncapped,2036,overall,All,16985.0
2014,Uncapped,2037,overall,All,18010.0
2014,Uncapped,2038,overall,All,19394.0
2014,Uncapped,2039,overall,All,20990.0
2014,Uncapped,2040,overall,All,22488.0
2014,Uncapped,2009,nationality,India,0.0
2014,Uncapped,2010,nationality,India,0.0
2014,Uncapped,2011,nationality,India,1.0
2014,Uncapped,2012,nationality,India,46.0
2014,Uncapped,2013,nationality,India,146.0
2014,Uncapped,2014,nationality,India,212.0
2014,Uncapped,2015,nationality,India,185.0
2014,Uncapped,2016,nationality,India,322.0
2014,Uncapped,2017,nationality,India,585.0
2014,Uncapped,2018,nationality,India,807.0
2014,Uncapped,2019,nationality,India,1271.0
2014,Uncapped,2020,nationality,India,1511.0
2014,Uncapped,2021,nationality,India,1772.0
2014,Uncapped,2022,nationality,India,1805.0
2014,Uncapped,2023,nationality,India,2511.0
2014,Uncapped,2024,nationality,India,3065.0
2014,Uncapped,2025,nationality,India,2912.0
2014,Uncapped,2026,nationality,India,2596.0
2014,Uncapped,2027,nationality,India,2691.0
2014,Uncapped,2028,nationality,India,2902.0
2014,Uncapped,2029,nationality,India,3220.0
2014,Uncapped,2030,nationality,India,3491.0
2014,Uncapped,2031,nationality,India,3750.0
2014,Uncapped,2032,nationality,India,4043.0
2014,Uncapped,2033,nationality,India,4407.0
2014,Uncapped,2034,nationality,India,4838.0
2014,Uncapped,2035,nationality,India,5288.0
2014,Uncapped,2036,nationality,India,5859.0
2014,Uncapped,2037,nationality,India,6106.0
2014,Uncapped,2038,nationality,India,6515.0
2014,Uncapped,2039,nationality,India,7088.0
2014,Uncapped,2040,nationality,India,7763.0
2014,Uncapped,2009,nationality,China,0.0
2014,Uncapped,2010,nationality,China,0.0
2014,Uncapped,2011,nationality,China,0.0
2014,Uncapped,2012,nationality,China,39.0
2014,Uncapped,2013,nationality,China,56.0
2014,Uncapped,2014,nationality,China,63.0
2014,Uncapped,2015,nationality,China,97.0
2014,Uncapped,2016,nationality,China,274.0
2014,Uncapped,2017,nationality,China,173.0
2014,Uncapped,2018,nationality,China,45.0
2014,Uncapped,2019,nationality,China,177.0
2014,Uncapped,2020,nationality,China,172.0
2014,Uncapped,2021,nationality,China,230.0
2014,Uncapped,2022,nationality,China,182.0
2014,Uncapped,2023,nationality,China,197.0
2014,Uncapped,2024,nationality,China,403.0
2014,Uncapped,2025,nationality,China,515.0
2014,Uncapped,2026,nationality,China,504.0
2014,Uncapped,2027,nationality,China,533.0
2014,Uncapped,2028,nationality,China,587.0
2014,Uncapped,2029,nationality,China,612.0
2014,Uncapped,2030,nationality,China,658.0
2014,Uncapped,2031,nationality,China,759.0
2014,Uncapped,2032,nationality,China,860.0
2014,Uncapped,2033,nationality,China,912.0
2014,Uncapped,2034,nationality,China,1083.0
2014,Uncapped,2035,nationality,China,1067.0
2014,Uncapped,2036,nationality,China,1135.0
2014,Uncapped,2037,nationality,China,1246.0
2014,Uncapped,2038,nationality,China,1331.0
2014,Uncapped,2039,nationality,China,1463.0
2014,Uncapped,2040,nationality,China,1530.0
2014,Uncapped,2009,nationality,ROW,0.0
2014,Uncapped,2010,nationality,ROW,0.0
2014,Uncapped,2011,nationality,ROW,39.0
2014,Uncapped,2012,nationality,ROW,81.0
2014,Uncapped,2013,nationality,ROW,69.0
2014,Uncapped,2014,nationality,ROW,51.0
2014,Uncapped,2015,nationality,ROW,106.0
2014,Uncapped,2016,nationality,ROW,212.0
2014,Uncapped,2017,nationality,ROW,319.0
2014,Uncapped,2018,nationality,ROW,474.0
2014,Uncapped,2019,nationality,ROW,651.0
2014,Uncapped,2020,nationality,ROW,799.0
2014,Uncapped,2021,nationality,ROW,897.0
2014,Uncapped,2022,nationality,ROW,926.0
2014,Uncapped,2023,nationality,ROW,1042.0
2014,Uncapped,2024,nationality,ROW,1341.0
2014,Uncapped,2025,nationality,ROW,1535.0
2014,Uncapped,2026,nationality,ROW,1882.0
2014,Uncapped,2027,nationality,ROW,2389.0
2014,Uncapped,2028,nationality,ROW,2972.0
2014,Uncapped,2029,nationality,ROW,3575.0
2014,Uncapped,2030,nationality,ROW,4554.0
2014,Uncapped,2031,nationality,ROW,5420.0
2014,Uncapped,2032,nationality,ROW,6637.0
2014,Uncapped,2033,nationality,ROW,7464.0
2014,Uncapped,2034,nationality,ROW,8229.0
2014,Uncapped,2035,nationality,ROW,9050.0
2014,Uncapped,2036,nationality,ROW,9991.0
2014,Uncapped,2037,nationality,ROW,10658.0
2014,Uncapped,2038,nationality,ROW,11548.0
2014,Uncapped,2039,nationality,ROW,12439.0
2014,Uncapped,2040,nationality,ROW,13195.0
2014,Uncapped,2009,category,EB-1,0.0
2014,Uncapped,2010,category,EB-1,0.0
2014,Uncapped,2011,category,EB-1,0.0
2014,Uncapped,2012,category,EB-1,0.0
2014,Uncapped,2013,category,EB-1,0.0
2014,Uncapped,2014,category,EB-1,0.0
2014,Uncapped,2015,category,EB-1,0.0
2014,Uncapped,2016,category,EB-1,0.0
2014,Uncapped,2017,category,EB-1,0.0
2014,Uncapped,2018,category,EB-1,0.0
2014,Uncapped,2019,category,EB-1,0.0
2014,Uncapped,2020,category,EB-1,0.0
2014,Uncapped,2021,category,EB-1,0.0
2014,Uncapped,2022,category,EB-1,0.0
2014,Uncapped,2023,category,EB-1,0.0
2014,Uncapped,2024,category,EB-1,0.0
2014,Uncapped,2025,category,EB-1,0.0
2014,Uncapped,2026,category,EB-1,9.0
2014,Uncapped,2027,category,EB-1,13.0
2014,Uncapped,2028,category,EB-1,13.0
2014,Uncapped,2029,category,EB-1,19.0
2014,Uncapped,2030,category,EB-1,19.0
2014,Uncapped,2031,category,EB-1,22.0
2014,Uncapped,2032,category,EB-1,19.0
2014,Uncapped,2033,category,EB-1,39.0
2014,Uncapped,2034,category,EB-1,42.0
2014,Uncapped,2035,category,EB-1,47.0
2014,Uncapped,2036,category,EB-1,55.0
2014,Uncapped,2037,category,EB-1,56.0
2014,Uncapped,2038,category,EB-1,91.0
2014,Uncapped,2039,category,EB-1,122.0
2014,Uncapped,2040,category,EB-1,165.0
2014,Uncapped,2009,category,EB-2,0.0
2014,Uncapped,2010,category,EB-2,0.0
2014,Uncapped,2011,category,EB-2,0.0
2014,Uncapped,2012,category,EB-2,1.0
2014,Uncapped,2013,category,EB-2,6.0
2014,Uncapped,2014,category,EB-2,30.0
2014,Uncapped,2015,category,EB-2,66.0
2014,Uncapped,2016,category,EB-2,104.0
2014,Uncapped,2017,category,EB-2,168.0
2014,Uncapped,2018,category,EB-2,270.0
2014,Uncapped,2019,category,EB-2,448.0
2014,Uncapped,2020,category,EB-2,710.0
2014,Uncapped,2021,category,EB-2,861.0
2014,Uncapped,2022,category,EB-2,811.0
2014,Uncapped,2023,category,EB-2,1161.0
2014,Uncapped,2024,category,EB-2,1720.0
2014,Uncapped,2025,category,EB-2,1978.0
2014,Uncapped,2026,category,EB-2,2242.0
2014,Uncapped,2027,category,EB-2,2747.0
2014,Uncapped,2028,category,EB-2,3209.0
2014,Uncapped,2029,category,EB-2,3746.0
2014,Uncapped,2030,category,EB-2,4380.0
2014,Uncapped,2031,category,EB-2,5062.0
2014,Uncapped,2032,category,EB-2,5892.0
2014,Uncapped,2033,category,EB-2,6643.0
2014,Uncapped,2034,category,EB-2,7576.0
2014,Uncapped,2035,category,EB-2,8432.0
2014,Uncapped,2036,category,EB-2,9532.0
2014,Uncapped,2037,category,EB-2,10364.0
2014,Uncapped,2038,category,EB-2,11264.0
2014,Uncapped,2039,category,EB-2,12309.0
2014,Uncapped,2040,category,EB-2,13249.0
2014,Uncapped,2009,category,EB-3,0.0
2014,Uncapped,2010,category,EB-3,0.0
2014,Uncapped,2011,category,EB-3,40.0
2014,Uncapped,2012,category,EB-3,163.0
2014,Uncapped,2013,category,EB-3,255.0
2014,Uncapped,2014,category,EB-3,256.0
2014,Uncapped,2015,category,EB-3,214.0
2014,Uncapped,2016,category,EB-3,480.0
2014,Uncapped,2017,category,EB-3,567.0
2014,Uncapped,2018,category,EB-3,552.0
2014,Uncapped,2019,category,EB-3,967.0
2014,Uncapped,2020,category,EB-3,933.0
2014,Uncapped,2021,category,EB-3,1099.0
2014,Uncapped,2022,category,EB-3,1134.0
2014,Uncapped,2023,category,EB-3,1450.0
2014,Uncapped,2024,category,EB-3,1567.0
2014,Uncapped,2025,category,EB-3,1296.0
2014,Uncapped,2026,category,EB-3,923.0
2014,Uncapped,2027,category,EB-3,795.0
2014,Uncapped,2028,category,EB-3,1026.0
2014,Uncapped,2029,category,EB-3,1241.0
2014,Uncapped,2030,category,EB-3,1711.0
2014,Uncapped,2031,category,EB-3,2057.0
2014,Uncapped,2032,category,EB-3,2443.0
2014,Uncapped,2033,category,EB-3,2681.0
2014,Uncapped,2034,category,EB-3,2935.0
2014,Uncapped,2035,category,EB-3,3175.0
2014,Uncapped,2036,category,EB-3,3518.0
2014,Uncapped,2037,category,EB-3,3658.0
2014,Uncapped,2038,category,EB-3,3926.0
2014,Uncapped,2039,category,EB-3,4258.0
2014,Uncapped,2040,category,EB-3,4508.0
2014,Uncapped,2009,category,EB-4,0.0
2014,Uncapped,2010,category,EB-4,0.0
2014,Uncapped,2011,category,EB-4,0.0
2014,Uncapped,2012,category,EB-4,2.0
2014,Uncapped,2013,category,EB-4,10.0
2014,Uncapped,2014,category,EB-4,40.0
2014,Uncapped,2015,category,EB-4,108.0
2014,Uncapped,2016,category,EB-4,224.0
2014,Uncapped,2017,category,EB-4,342.0
2014,Uncapped,2018,category,EB-4,504.0
2014,Uncapped,2019,category,EB-4,684.0
2014,Uncapped,2020,category,EB-4,839.0
2014,Uncapped,2021,category,EB-4,939.0
2014,Uncapped,2022,category,EB-4,961.0
2014,Uncapped,2023,category,EB-4,1093.0
2014,Uncapped,2024,category,EB-4,1376.0
2014,Uncapped,2025,category,EB-4,1534.0
2014,Uncapped,2026,category,EB-4,1769.0
2014,Uncapped,2027,category,EB-4,2043.0
2014,Uncapped,2028,category,EB-4,2206.0
2014,Uncapped,2029,category,EB-4,2391.0
2014,Uncapped,2030,category,EB-4,2581.0
2014,Uncapped,2031,category,EB-4,2771.0
2014,Uncapped,2032,category,EB-4,3159.0
2014,Uncapped,2033,category,EB-4,3394.0
2014,Uncapped,2034,category,EB-4,3570.0
2014,Uncapped,2035,category,EB-4,3721.0
2014,Uncapped,2036,category,EB-4,3839.0
2014,Uncapped,2037,category,EB-4,3902.0
2014,Uncapped,2038,category,EB-4,4082.0
2014,Uncapped,2039,category,EB-4,4268.0
2014,Uncapped,2040,category,EB-4,4508.0
2014,Uncapped,2009,category,EB-5,0.0
2014,Uncapped,2010,category,EB-5,0.0
2014,Uncapped,2011,category,EB-5,0.0
2014,Uncapped,2012,category,EB-5,0.0
2014,Uncapped,2013,category,EB-5,0.0
2014,Uncapped,2014,category,EB-5,0.0
2014,Uncapped,2015,category,EB-5,0.0
2014,Uncapped,2016,category,EB-5,0.0
2014,Uncapped,2017,category,EB-5,0.0
2014,Uncapped,2018,category,EB-5,0.0
2014,Uncapped,2019,category,EB-5,0.0
2014,Uncapped,2020,category,EB-5,0.0
2014,Uncapped,2021,category,EB-5,0.0
2014,Uncapped,2022,category,EB-5,7.0
2014,Uncapped,2023,category,EB-5,46.0
2014,Uncapped,2024,category,EB-5,146.0
2014,Uncapped,2025,category,EB-5,154.0
2014,Uncapped,2026,category,EB-5,39.0
2014,Uncapped,2027,category,EB-5,15.0
2014,Uncapped,2028,category,EB-5,7.0
2014,Uncapped,2029,category,EB-5,10.0
2014,Uncapped,2030,category,EB-5,12.0
2014,Uncapped,2031,category,EB-5,17.0
2014,Uncapped,2032,category,EB-5,27.0
2014,Uncapped,2033,category,EB-5,26.0
2014,Uncapped,2034,category,EB-5,27.0
2014,Uncapped,2035,category,EB-5,30.0
2014,Uncapped,2036,category,EB-5,41.0
2014,Uncapped,2037,category,EB-5,30.0
2014,Uncapped,2038,category,EB-5,31.0
2014,Uncapped,2039,category,EB-5,33.0
2014,Uncapped,2040,category,EB-5,58.0
2014,Capped,2009,overall,All,0.0
2014,Capped,2010,overall,All,0.0
2014,Capped,2011,overall,All,40.0
2014,Capped,2012,overall,All,166.0
2014,Capped,2013,overall,All,271.0
2014,Capped,2014,overall,All,326.0
2014,Capped,2015,overall,All,388.0
2014,Capped,2016,overall,All,808.0
2014,Capped,2017,overall,All,1077.0
2014,Capped,2018,overall,All,1326.0
2014,Capped,2019,overall,All,2099.0
2014,Capped,2020,overall,All,2482.0
2014,Capped,2021,overall,All,2899.0
2014,Capped,2022,overall,All,2913.0
2014,Capped,2023,overall,All,3750.0
2014,Capped,2024,overall,All,4809.0
2014,Capped,2025,overall,All,6135.0
2014,Capped,2026,overall,All,7019.0
2014,Capped,2027,overall,All,8402.0
2014,Capped,2028,overall,All,9849.0
2014,Capped,2029,overall,All,11131.0
2014,Capped,2030,overall,All,12872.0
2014,Capped,2031,overall,All,13814.0
2014,Capped,2032,overall,All,15650.0
2014,Capped,2033,overall,All,17386.0
2014,Capped,2034,overall,All,19312.0
2014,Capped,2035,overall,All,21619.0
2014,Capped,2036,overall,All,23304.0
2014,Capped,2037,overall,All,24099.0
2014,Capped,2038,overall,All,24458.0
2014,Capped,2039,overall,All,25407.0
2014,Capped,2040,overall,All,26024.0
2014,Capped,2009,nationality,India,0.0
2014,Capped,2010,nationality,India,0.0
2014,Capped,2011,nationality,India,1.0
2014,Capped,2012,nationality,India,46.0
2014,Capped,2013,nationality,India,146.0
2014,Capped,2014,nationality,India,212.0
2014,Capped,2015,nationality,India,185.0
2014,Capped,2016,nationality,India,322.0
2014,Capped,2017,nationality,India,585.0
2014,Capped,2018,nationality,India,807.0
2014,Capped,2019,nationality,India,1271.0
2014,Capped,2020,nationality,India,1511.0
2014,Capped,2021,nationality,India,1772.0
2014,Capped,2022,nationality,India,1805.0
2014,Capped,2023,nationality,India,2511.0
2014,Capped,2024,nationality,India,3065.0
2014,Capped,2025,nationality,India,4094.0
2014,Capped,2026,nationality,India,4757.0
2014,Capped,2027,nationality,India,5866.0
2014,Capped,2028,nationality,India,6989.0
2014,Capped,2029,nationality,India,8150.0
2014,Capped,2030,nationality,India,9592.0
2014,Capped,2031,nationality,India,10097.0
2014,Capped,2032,nationality,India,11377.0
2014,Capped,2033,nationality,India,12686.0
2014,Capped,2034,nationality,India,14143.0
2014,Capped,2035,nationality,India,16087.0
2014,Capped,2036,nationality,India,17453.0
2014,Capped,2037,nationality,India,17902.0
2014,Capped,2038,nationality,India,17753.0
2014,Capped,2039,nationality,India,18210.0
2014,Capped,2040,nationality,India,18392.0
2014,Capped,2009,nationality,China,0.0
2014,Capped,2010,nationality,China,0.0
2014,Capped,2011,nationality,China,0.0
2014,Capped,2012,nationality,China,39.0
2014,Capped,2013,nationality,China,56.0
2014,Capped,2014,nationality,China,63.0
2014,Capped,2015,nationality,China,97.0
2014,Capped,2016,nationality,China,274.0
2014,Capped,2017,nationality,China,173.0
2014,Capped,2018,nationality,China,45.0
2014,Capped,2019,nationality,China,177.0
2014,Capped,2020,nationality,China,172.0
2014,Capped,2021,nationality,China,230.0
2014,Capped,2022,nationality,China,182.0
2014,Capped,2023,nationality,China,197.0
2014,Capped,2024,nationality,China,403.0
2014,Capped,2025,nationality,China,538.0
2014,Capped,2026,nationality,China,538.0
2014,Capped,2027,nationality,China,539.0
2014,Capped,2028,nationality,China,603.0
2014,Capped,2029,nationality,China,600.0
2014,Capped,2030,nationality,China,644.0
2014,Capped,2031,nationality,China,884.0
2014,Capped,2032,nationality,China,1017.0
2014,Capped,2033,nationality,China,1134.0
2014,Capped,2034,nationality,China,1298.0
2014,Capped,2035,nationality,China,1431.0
2014,Capped,2036,nationality,China,1526.0
2014,Capped,2037,nationality,China,1694.0
2014,Capped,2038,nationality,China,1980.0
2014,Capped,2039,nationality,China,2135.0
2014,Capped,2040,nationality,China,2283.0
2014,Capped,2009,nationality,ROW,0.0
2014,Capped,2010,nationality,ROW,0.0
2014,Capped,2011,nationality,ROW,39.0
2014,Capped,2012,nationality,ROW,81.0
2014,Capped,2013,nationality,ROW,69.0
2014,Capped,2014,nationality,ROW,51.0
2014,Capped,2015,nationality,ROW,106.0
2014,Capped,2016,nationality,ROW,212.0
2014,Capped,2017,nationality,ROW,319.0
2014,Capped,2018,nationality,ROW,474.0
2014,Capped,2019,nationality,ROW,651.0
2014,Capped,2020,nationality,ROW,799.0
2014,Capped,2021,nationality,ROW,897.0
2014,Capped,2022,nationality,ROW,926.0
2014,Capped,2023,nationality,ROW,1042.0
2014,Capped,2024,nationality,ROW,1341.0
2014,Capped,2025,nationality,ROW,1503.0
2014,Capped,2026,nationality,ROW,1724.0
2014,Capped,2027,nationality,ROW,1997.0
2014,Capped,2028,nationality,ROW,2257.0
2014,Capped,2029,nationality,ROW,2381.0
2014,Capped,2030,nationality,ROW,2636.0
2014,Capped,2031,nationality,ROW,2833.0
2014,Capped,2032,nationality,ROW,3256.0
2014,Capped,2033,nationality,ROW,3566.0
2014,Capped,2034,nationality,ROW,3871.0
2014,Capped,2035,nationality,ROW,4101.0
2014,Capped,2036,nationality,ROW,4325.0
2014,Capped,2037,nationality,ROW,4503.0
2014,Capped,2038,nationality,ROW,4725.0
2014,Capped,2039,nationality,ROW,5062.0
2014,Capped,2040,nationality,ROW,5349.0
2014,Capped,2009,category,EB-1,0.0
2014,Capped,2010,category,EB-1,0.0
2014,Capped,2011,category,EB-1,0.0
2014,Capped,2012,category,EB-1,0.0
2014,Capped,2013,category,EB-1,0.0
2014,Capped,2014,category,EB-1,0.0
2014,Capped,2015,category,EB-1,0.0
2014,Capped,2016,category,EB-1,0.0
2014,Capped,2017,category,EB-1,0.0
2014,Capped,2018,category,EB-1,0.0
2014,Capped,2019,category,EB-1,0.0
2014,Capped,2020,category,EB-1,0.0
2014,Capped,2021,category,EB-1,0.0
2014,Capped,2022,category,EB-1,0.0
2014,Capped,2023,category,EB-1,0.0
2014,Capped,2024,category,EB-1,0.0
2014,Capped,2025,category,EB-1,2.0
2014,Capped,2026,category,EB-1,9.0
2014,Capped,2027,category,EB-1,7.0
2014,Capped,2028,category,EB-1,10.0
2014,Capped,2029,category,EB-1,27.0
2014,Capped,2030,category,EB-1,46.0
2014,Capped,2031,category,EB-1,49.0
2014,Capped,2032,category,EB-1,62.0
2014,Capped,2033,category,EB-1,109.0
2014,Capped,2034,category,EB-1,134.0
2014,Capped,2035,category,EB-1,185.0
2014,Capped,2036,category,EB-1,261.0
2014,Capped,2037,category,EB-1,273.0
2014,Capped,2038,category,EB-1,358.0
2014,Capped,2039,category,EB-1,471.0
2014,Capped,2040,category,EB-1,556.0
2014,Capped,2009,category,EB-2,0.0
2014,Capped,2010,category,EB-2,0.0
2014,Capped,2011,category,EB-2,0.0
2014,Capped,2012,category,EB-2,1.0
2014,Capped,2013,category,EB-2,6.0
2014,Capped,2014,category,EB-2,30.0
2014,Capped,2015,category,EB-2,66.0
2014,Capped,2016,category,EB-2,104.0
2014,Capped,2017,category,EB-2,168.0
2014,Capped,2018,category,EB-2,270.0
2014,Capped,2019,category,EB-2,448.0
2014,Capped,2020,category,EB-2,710.0
2014,Capped,2021,category,EB-2,861.0
2014,Capped,2022,category,EB-2,811.0
2014,Capped,2023,category,EB-2,1161.0
2014,Capped,2024,category,EB-2,1720.0
2014,Capped,2025,category,EB-2,2362.0
2014,Capped,2026,category,EB-2,2969.0
2014,Capped,2027,category,EB-2,3792.0
2014,Capped,2028,category,EB-2,4595.0
2014,Capped,2029,category,EB-2,5559.0
2014,Capped,2030,category,EB-2,6759.0
2014,Capped,2031,category,EB-2,7870.0
2014,Capped,2032,category,EB-2,9239.0
2014,Capped,2033,category,EB-2,10350.0
2014,Capped,2034,category,EB-2,11695.0
2014,Capped,2035,category,EB-2,13107.0
2014,Capped,2036,category,EB-2,14148.0
2014,Capped,2037,category,EB-2,14402.0
2014,Capped,2038,category,EB-2,14166.0
2014,Capped,2039,category,EB-2,14445.0
2014,Capped,2040,category,EB-2,14306.0
2014,Capped,2009,category,EB-3,0.0
2014,Capped,2010,category,EB-3,0.0
2014,Capped,2011,category,EB-3,40.0
2014,Capped,2012,category,EB-3,163.0
2014,Capped,2013,category,EB-3,255.0
2014,Capped,2014,category,EB-3,256.0
2014,Capped,2015,category,EB-3,214.0
2014,Capped,2016,category,EB-3,480.0
2014,Capped,2017,category,EB-3,567.0
2014,Capped,2018,category,EB-3,552.0
2014,Capped,2019,category,EB-3,967.0
2014,Capped,2020,category,EB-3,933.0
2014,Capped,2021,category,EB-3,1099.0
2014,Capped,2022,category,EB-3,1134.0
2014,Capped,2023,category,EB-3,1450.0
2014,Capped,2024,category,EB-3,1567.0
2014,Capped,2025,category,EB-3,2007.0
2014,Capped,2026,category,EB-3,2104.0
2014,Capped,2027,category,EB-3,2477.0
2014,Capped,2028,category,EB-3,2947.0
2014,Capped,2029,category,EB-3,3181.0
2014,Capped,2030,category,EB-3,3456.0
2014,Capped,2031,category,EB-3,3107.0
2014,Capped,2032,category,EB-3,3197.0
2014,Capped,2033,category,EB-3,3511.0
2014,Capped,2034,category,EB-3,3965.0
2014,Capped,2035,category,EB-3,4609.0
2014,Capped,2036,category,EB-3,4997.0
2014,Capped,2037,category,EB-3,5383.0
2014,Capped,2038,category,EB-3,5842.0
2014,Capped,2039,category,EB-3,6184.0
2014,Capped,2040,category,EB-3,6646.0
2014,Capped,2009,category,EB-4,0.0
2014,Capped,2010,category,EB-4,0.0
2014,Capped,2011,category,EB-4,0.0
2014,Capped,2012,category,EB-4,2.0
2014,Capped,2013,category,EB-4,10.0
2014,Capped,2014,category,EB-4,40.0
2014,Capped,2015,category,EB-4,108.0
2014,Capped,2016,category,EB-4,224.0
2014,Capped,2017,category,EB-4,342.0
2014,Capped,2018,category,EB-4,504.0
2014,Capped,2019,category,EB-4,684.0
2014,Capped,2020,category,EB-4,839.0
2014,Capped,2021,category,EB-4,939.0
2014,Capped,2022,category,EB-4,961.0
2014,Capped,2023,category,EB-4,1093.0
2014,Capped,2024,category,EB-4,1376.0
2014,Capped,2025,category,EB-4,1539.0
2014,Capped,2026,category,EB-4,1783.0
2014,Capped,2027,category,EB-4,2017.0
2014,Capped,2028,category,EB-4,2248.0
2014,Capped,2029,category,EB-4,2351.0
2014,Capped,2030,category,EB-4,2586.0
2014,Capped,2031,category,EB-4,2775.0
2014,Capped,2032,category,EB-4,3130.0
2014,Capped,2033,category,EB-4,3380.0
2014,Capped,2034,category,EB-4,3487.0
2014,Capped,2035,category,EB-4,3676.0
2014,Capped,2036,category,EB-4,3843.0
2014,Capped,2037,category,EB-4,3983.0
2014,Capped,2038,category,EB-4,4033.0
2014,Capped,2039,category,EB-4,4238.0
2014,Capped,2040,category,EB-4,4420.0
2014,Capped,2009,category,EB-5,0.0
2014,Capped,2010,category,EB-5,0.0
2014,Capped,2011,category,EB-5,0.0
2014,Capped,2012,category,EB-5,0.0
2014,Capped,2013,category,EB-5,0.0
2014,Capped,2014,category,EB-5,0.0
2014,Capped,2015,category,EB-5,0.0
2014,Capped,2016,category,EB-5,0.0
2014,Capped,2017,category,EB-5,0.0
2014,Capped,2018,category,EB-5,0.0
2014,Capped,2019,category,EB-5,0.0
2014,Capped,2020,category,EB-5,0.0
2014,Capped,2021,category,EB-5,0.0
2014,Capped,2022,category,EB-5,7.0
2014,Capped,2023,category,EB-5,46.0
2014,Capped,2024,category,EB-5,146.0
2014,Capped,2025,category,EB-5,225.0
2014,Capped,2026,category,EB-5,154.0
2014,Capped,2027,category,EB-5,109.0
2014,Capped,2028,category,EB-5,49.0
2014,Capped,2029,category,EB-5,13.0
2014,Capped,2030,category,EB-5,25.0
2014,Capped,2031,category,EB-5,13.0
2014,Capped,2032,category,EB-5,22.0
2014,Capped,2033,category,EB-5,36.0
2014,Capped,2034,category,EB-5,31.0
2014,Capped,2035,category,EB-5,42.0
2014,Capped,2036,category,EB-5,55.0
2014,Capped,2037,category,EB-5,58.0
2014,Capped,2038,category,EB-5,59.0
2014,Capped,2039,category,EB-5,69.0
2014,Capped,2040,category,EB-5,96.0
2015,Uncapped,2009,overall,All,0.0
2015,Uncapped,2010,overall,All,0.0
2015,Uncapped,2011,overall,All,41.0
2015,Uncapped,2012,overall,All,151.0
2015,Uncapped,2013,overall,All,245.0
2015,Uncapped,2014,overall,All,279.0
2015,Uncapped,2015,overall,All,351.0
2015,Uncapped,2016,overall,All,763.0
2015,Uncapped,2017,overall,All,1075.0
2015,Uncapped,2018,overall,All,1322.0
2015,Uncapped,2019,overall,All,2214.0
2015,Uncapped,2020,overall,All,2485.0
2015,Uncapped,2021,overall,All,2762.0
2015,Uncapped,2022,overall,All,2932.0
2015,Uncapped,2023,overall,All,3799.0
2015,Uncapped,2024,overall,All,4645.0
2015,Uncapped,2025,overall,All,4919.0
2015,Uncapped,2026,overall,All,4937.0
2015,Uncapped,2027,overall,All,5549.0
2015,Uncapped,2028,overall,All,6301.0
2015,Uncapped,2029,overall,All,7452.0
2015,Uncapped,2030,overall,All,8768.0
2015,Uncapped,2031,overall,All,10106.0
2015,Uncapped,2032,overall,All,11123.0
2015,Uncapped,2033,overall,All,12801.0
2015,Uncapped,2034,overall,All,14193.0
2015,Uncapped,2035,overall,All,15489.0
2015,Uncapped,2036,overall,All,16901.0
2015,Uncapped,2037,overall,All,18293.0
2015,Uncapped,2038,overall,All,19710.0
2015,Uncapped,2039,overall,All,21119.0
2015,Uncapped,2040,overall,All,22466.0
2015,Uncapped,2009,nationality,India,0.0
2015,Uncapped,2010,nationality,India,0.0
2015,Uncapped,2011,nationality,India,0.0
2015,Uncapped,2012,nationality,India,40.0
2015,Uncapped,2013,nationality,India,133.0
2015,Uncapped,2014,nationality,India,176.0
2015,Uncapped,2015,nationality,India,183.0
2015,Uncapped,2016,nationality,India,330.0
2015,Uncapped,2017,nationality,India,543.0
2015,Uncapped,2018,nationality,India,813.0
2015,Uncapped,2019,nationality,India,1307.0
2015,Uncapped,2020,nationality,India,1568.0
2015,Uncapped,2021,nationality,India,1674.0
2015,Uncapped,2022,nationality,India,1842.0
2015,Uncapped,2023,nationality,India,2544.0
2015,Uncapped,2024,nationality,India,3019.0
2015,Uncapped,2025,nationality,India,2934.0
2015,Uncapped,2026,nationality,India,2539.0
2015,Uncapped,2027,nationality,India,2770.0
2015,Uncapped,2028,nationality,India,2862.0
2015,Uncapped,2029,nationality,India,3160.0
2015,Uncapped,2030,nationality,India,3527.0
2015,Uncapped,2031,nationality,India,3750.0
2015,Uncapped,2032,nationality,India,3976.0
