annual_principal_exits,annual_visas,category,nationality,principal_backlog,scenario,year,seed
200,9482,EB-2,India,11734,Capped,2009,2030
217,5744,EB-2,China,9175,Capped,2009,2030
0,33041,EB-2,ROW,0,Capped,2009,2030
2211,2304,EB-3,India,82061,Capped,2009,2030
1164,1077,EB-3,China,29459,Capped,2009,2030
2943,36941,EB-3,ROW,74398,Capped,2009,2030
0,504,EB-4,India,0,Capped,2009,2030
0,35,EB-4,China,0,Capped,2009,2030
5,9471,EB-4,ROW,64,Capped,2009,2030
0,59,EB-5,India,0,Capped,2009,2030
0,1457,EB-5,China,0,Capped,2009,2030
0,1723,EB-5,ROW,0,Capped,2009,2030
0,6276,EB-1,India,0,Capped,2010,2030
0,5670,EB-1,China,0,Capped,2010,2030
0,27963,EB-1,ROW,0,Capped,2010,2030
415,9983,EB-2,India,22411,Capped,2010,2030
242,6228,EB-2,China,9070,Capped,2010,2030
8,36959,EB-2,ROW,355,Capped,2010,2030
2273,3008,EB-3,India,85181,Capped,2010,2030
1084,3008,EB-3,China,27457,Capped,2010,2030
2604,36959,EB-3,ROW,67147,Capped,2010,2030
0,564,EB-4,India,0,Capped,2010,2030
0,31,EB-4,China,0,Capped,2010,2030
69,10074,EB-4,ROW,1150,Capped,2010,2030
0,125,EB-5,India,0,Capped,2010,2030
0,1362,EB-5,China,0,Capped,2010,2030
0,2052,EB-5,ROW,0,Capped,2010,2030
0,7460,EB-1,India,0,Capped,2011,2030
0,5070,EB-1,China,0,Capped,2011,2030
0,19945,EB-1,ROW,0,Capped,2011,2030
685,14079,EB-2,India,37947,Capped,2011,2030
213,8375,EB-2,China,7883,Capped,2011,2030
61,34262,EB-2,ROW,2894,Capped,2011,2030
2375,2789,EB-3,India,88523,Capped,2011,2030
1031,2789,EB-3,China,25503,Capped,2011,2030
2321,34262,EB-3,ROW,58155,Capped,2011,2030
7,175,EB-4,India,163,Capped,2011,2030
1,2,EB-4,China,8,Capped,2011,2030
229,6204,EB-4,ROW,4927,Capped,2011,2030
0,50,EB-5,India,0,Capped,2011,2030
0,2682,EB-5,China,0,Capped,2011,2030
0,1158,EB-5,ROW,0,Capped,2011,2030
0,8574,EB-1,India,0,Capped,2012,2030
0,5524,EB-1,China,0,Capped,2012,2030
0,21013,EB-1,ROW,0,Capped,2012,2030
989,12779,EB-2,India,53751,Capped,2012,2030
266,3177,EB-2,China,9690,Capped,2012,2030
58,35577,EB-2,ROW,3334,Capped,2012,2030
2502,2896,EB-3,India,88900,Capped,2012,2030
908,2896,EB-3,China,23423,Capped,2012,2030
1786,35577,EB-3,ROW,44800,Capped,2012,2030
19,282,EB-4,India,451,Capped,2012,2030
0,11,EB-4,China,18,Capped,2012,2030
520,7185,EB-4,ROW,11142,Capped,2012,2030
0,87,EB-5,India,0,Capped,2012,2030
0,7175,EB-5,China,0,Capped,2012,2030
0,1894,EB-5,ROW,0,Capped,2012,2030
0,11271,EB-1,India,0,Capped,2013,2030
0,6855,EB-1,China,0,Capped,2013,2030
0,22883,EB-1,ROW,0,Capped,2013,2030
1200,16373,EB-2,India,66309,Capped,2013,2030
269,3229,EB-2,China,10956,Capped,2013,2030
0,38963,EB-2,ROW,0,Capped,2013,2030
2448,3229,EB-3,India,88427,Capped,2013,2030
864,3229,EB-3,China,21259,Capped,2013,2030
1249,39665,EB-3,ROW,29611,Capped,2013,2030
42,280,EB-4,India,1297,Capped,2013,2030
4,7,EB-4,China,57,Capped,2013,2030
1275,6159,EB-4,ROW,24299,Capped,2013,2030
0,100,EB-5,India,0,Capped,2013,2030
0,7079,EB-5,China,0,Capped,2013,2030
0,1947,EB-5,ROW,0,Capped,2013,2030
2,15140,EB-1,India,158,Capped,2014,2030
2,7620,EB-1,China,90,Capped,2014,2030
0,22986,EB-1,ROW,0,Capped,2014,2030
1667,3030,EB-2,India,88363,Capped,2014,2030
329,3030,EB-2,China,12929,Capped,2014,2030
6,37229,EB-2,ROW,207,Capped,2014,2030
1836,3030,EB-3,India,89073,Capped,2014,2030
747,3030,EB-3,China,22880,Capped,2014,2030
689,37229,EB-3,ROW,17138,Capped,2014,2030
79,370,EB-4,India,1818,Capped,2014,2030
6,7,EB-4,China,101,Capped,2014,2030
1861,7912,EB-4,ROW,34715,Capped,2014,2030
0,340,EB-5,India,0,Capped,2014,2030
7,7746,EB-5,China,800,Capped,2014,2030
0,2660,EB-5,ROW,0,Capped,2014,2030
18,8740,EB-1,India,2647,Capped,2015,2030
18,5426,EB-1,China,1669,Capped,2015,2030
0,27004,EB-1,ROW,0,Capped,2015,2030
2114,2882,EB-2,India,116593,Capped,2015,2030
429,2882,EB-2,China,15828,Capped,2015,2030
69,35406,EB-2,ROW,2676,Capped,2015,2030
2105,2882,EB-3,India,91901,Capped,2015,2030
795,2882,EB-3,China,21904,Capped,2015,2030
387,35406,EB-3,ROW,9800,Capped,2015,2030
92,715,EB-4,India,2743,Capped,2015,2030
0,437,EB-4,China,0,Capped,2015,2030
2792,9069,EB-4,ROW,52607,Capped,2015,2030
0,715,EB-5,India,96,Capped,2015,2030
36,4845,EB-5,China,5326,Capped,2015,2030
0,4661,EB-5,ROW,0,Capped,2015,2030
63,9184,EB-1,India,6477,Capped,2016,2030
37,4929,EB-1,China,3918,Capped,2016,2030
30,26027,EB-1,ROW,1787,Capped,2016,2030
2862,2810,EB-2,India,159938,Capped,2016,2030
529,2810,EB-2,China,21059,Capped,2016,2030
265,34520,EB-2,ROW,9746,Capped,2016,2030
2187,2810,EB-3,India,98443,Capped,2016,2030
868,2810,EB-3,China,23026,Capped,2016,2030
450,34520,EB-3,ROW,11243,Capped,2016,2030
126,698,EB-4,India,3309,Capped,2016,2030
0,270,EB-4,China,0,Capped,2016,2030
4030,8997,EB-4,ROW,74708,Capped,2016,2030
2,698,EB-5,India,290,Capped,2016,2030
68,4957,EB-5,China,8762,Capped,2016,2030
0,4310,EB-5,ROW,0,Capped,2016,2030
78,11512,EB-1,India,10076,Capped,2017,2030
65,6006,EB-1,China,5925,Capped,2017,2030
81,22409,EB-1,ROW,6030,Capped,2017,2030
3416,2795,EB-2,India,196234,Capped,2017,2030
614,2795,EB-2,China,25051,Capped,2017,2030
336,34337,EB-2,ROW,12658,Capped,2017,2030
2320,2795,EB-3,India,103524,Capped,2017,2030
997,2795,EB-3,China,25093,Capped,2017,2030
520,34336,EB-3,ROW,13412,Capped,2017,2030
120,694,EB-4,India,3562,Capped,2017,2030
0,142,EB-4,China,0,Capped,2017,2030
4619,9076,EB-4,ROW,87416,Capped,2017,2030
4,694,EB-5,India,907,Capped,2017,2030
120,2714,EB-5,China,15534,Capped,2017,2030
0,6504,EB-5,ROW,0,Capped,2017,2030
123,11882,EB-1,India,12559,Capped,2018,2030
90,6038,EB-1,China,7370,Capped,2018,2030
93,21972,EB-1,ROW,7898,Capped,2018,2030
4017,2792,EB-2,India,230136,Capped,2018,2030
771,2792,EB-2,China,30598,Capped,2018,2030
422,34308,EB-2,ROW,15831,Capped,2018,2030
2585,2792,EB-3,India,107898,Capped,2018,2030
1076,2792,EB-3,China,26666,Capped,2018,2030
708,34308,EB-3,ROW,18864,Capped,2018,2030
152,693,EB-4,India,3660,Capped,2018,2030
0,138,EB-4,China,0,Capped,2018,2030
4825,9073,EB-4,ROW,91136,Capped,2018,2030
9,693,EB-5,India,1834,Capped,2018,2030
161,825,EB-5,China,24247,Capped,2018,2030
0,8385,EB-5,ROW,0,Capped,2018,2030
141,9656,EB-1,India,15314,Capped,2019,2030
125,4752,EB-1,China,8614,Capped,2019,2030
73,25800,EB-1,ROW,5588,Capped,2019,2030
4553,2814,EB-2,India,267833,Capped,2019,2030
1020,2814,EB-2,China,38488,Capped,2019,2030
483,34579,EB-2,ROW,19380,Capped,2019,2030
2356,2814,EB-3,India,115529,Capped,2019,2030
1032,2814,EB-3,China,28005,Capped,2019,2030
1091,34579,EB-3,ROW,28058,Capped,2019,2030
197,699,EB-4,India,3945,Capped,2019,2030
0,181,EB-4,China,0,Capped,2019,2030
6120,9102,EB-4,ROW,114580,Capped,2019,2030
13,699,EB-5,India,1981,Capped,2019,2030
180,7082,EB-5,China,23585,Capped,2019,2030
0,2201,EB-5,ROW,0,Capped,2019,2030
155,11382,EB-1,India,16589,Capped,2020,2030
111,4766,EB-1,China,9141,Capped,2020,2030
0,32790,EB-1,ROW,0,Capped,2020,2030
5010,2599,EB-2,India,296757,Capped,2020,2030
1225,3118,EB-2,China,45989,Capped,2020,2030
558,36369,EB-2,ROW,20731,Capped,2020,2030
2443,2946,EB-3,India,120812,Capped,2020,2030
1139,2946,EB-3,China,29860,Capped,2020,2030
1267,36193,EB-3,ROW,34284,Capped,2020,2030
216,731,EB-4,India,4321,Capped,2020,2030
0,161,EB-4,China,0,Capped,2020,2030
8015,9556,EB-4,ROW,151779,Capped,2020,2030
10,731,EB-5,India,2005,Capped,2020,2030
222,1194,EB-5,China,24515,Capped,2020,2030
0,1671,EB-5,ROW,0,Capped,2020,2030
98,30825,EB-1,India,10768,Capped,2021,2030
117,9118,EB-1,China,8005,Capped,2021,2030
0,19088,EB-1,ROW,0,Capped,2021,2030
5503,28246,EB-2,India,316452,Capped,2021,2030
1298,6091,EB-2,China,50851,Capped,2021,2030
705,25404,EB-2,ROW,27855,Capped,2021,2030
3497,20818,EB-3,India,156282,Capped,2021,2030
1356,3914,EB-3,China,36485,Capped,2021,2030
1640,35173,EB-3,ROW,41354,Capped,2021,2030
185,972,EB-4,India,4344,Capped,2021,2030
0,84,EB-4,China,0,Capped,2021,2030
8561,12825,EB-4,ROW,165298,Capped,2021,2030
15,972,EB-5,India,2008,Capped,2021,2030
282,972,EB-5,China,25262,Capped,2021,2030
0,1005,EB-5,ROW,209,Capped,2021,2030
79,20290,EB-1,India,10386,Capped,2022,2030
85,11425,EB-1,China,6737,Capped,2022,2030
0,22422,EB-1,ROW,0,Capped,2022,2030
5473,59432,EB-2,India,329978,Capped,2022,2030
1303,8523,EB-2,China,54668,Capped,2022,2030
879,41355,EB-2,ROW,31896,Capped,2022,2030
3821,13919,EB-3,India,163096,Capped,2022,2030
1428,5510,EB-3,China,35901,Capped,2022,2030
1643,61946,EB-3,ROW,42584,Capped,2022,2030
207,1368,EB-4,India,5049,Capped,2022,2030
0,195,EB-4,China,0,Capped,2022,2030
9639,17980,EB-4,ROW,184515,Capped,2022,2030
12,1368,EB-5,India,1555,Capped,2022,2030
276,8555,EB-5,China,21766,Capped,2022,2030
0,962,EB-5,ROW,0,Capped,2022,2030
127,15214,EB-1,India,14803,Capped,2023,2030
106,9475,EB-1,China,9161,Capped,2023,2030
0,30775,EB-1,ROW,0,Capped,2023,2030
6018,3882,EB-2,India,361418,Capped,2023,2030
1639,3882,EB-2,China,63100,Capped,2023,2030
970,47699,EB-2,ROW,39802,Capped,2023,2030
4045,3882,EB-3,India,169858,Capped,2023,2030
1428,3882,EB-3,China,35839,Capped,2023,2030
2333,47699,EB-3,ROW,58797,Capped,2023,2030
221,964,EB-4,India,6007,Capped,2023,2030
0,216,EB-4,China,0,Capped,2023,2030
11891,12589,EB-4,ROW,232218,Capped,2023,2030
12,964,EB-5,India,1543,Capped,2023,2030
234,11232,EB-5,China,18168,Capped,2023,2030
0,1573,EB-5,ROW,0,Capped,2023,2030
178,12454,EB-1,India,18305,Capped,2024,2030
155,5834,EB-1,China,12547,Capped,2024,2030
0,29587,EB-1,ROW,0,Capped,2024,2030
6447,3351,EB-2,India,392559,Capped,2024,2030
1814,3351,EB-2,China,71495,Capped,2024,2030
1118,41173,EB-2,ROW,43852,Capped,2024,2030
4278,3351,EB-3,India,174024,Capped,2024,2030
1471,3351,EB-3,China,39766,Capped,2024,2030
2933,41172,EB-3,ROW,74215,Capped,2024,2030
298,832,EB-4,India,6858,Capped,2024,2030
0,278,EB-4,China,0,Capped,2024,2030
15142,10775,EB-4,ROW,295071,Capped,2024,2030
12,832,EB-5,India,2264,Capped,2024,2030
241,7133,EB-5,China,17799,Capped,2024,2030
0,3920,EB-5,ROW,0,Capped,2024,2030
0,5375,EB-1,India,0,Uncapped,2009,2031
0,4301,EB-1,China,0,Uncapped,2009,2031
0,29705,EB-1,ROW,0,Uncapped,2009,2031
202,9329,EB-2,India,12073,Uncapped,2009,2031
216,5439,EB-2,China,9106,Uncapped,2009,2031
0,33262,EB-2,ROW,0,Uncapped,2009,2031
2200,2304,EB-3,India,81264,Uncapped,2009,2031
1051,1077,EB-3,China,29804,Uncapped,2009,2031
2851,36941,EB-3,ROW,74970,Uncapped,2009,2031
0,427,EB-4,India,0,Uncapped,2009,2031
0,28,EB-4,China,0,Uncapped,2009,2031
2,9555,EB-4,ROW,83,Uncapped,2009,2031
0,56,EB-5,India,0,Uncapped,2009,2031
0,1377,EB-5,China,0,Uncapped,2009,2031
0,1811,EB-5,ROW,0,Uncapped,2009,2031
0,6285,EB-1,India,0,Uncapped,2010,2031
0,5749,EB-1,China,0,Uncapped,2010,2031
0,27833,EB-1,ROW,0,Uncapped,2010,2031
438,10100,EB-2,India,22529,Uncapped,2010,2031
232,6084,EB-2,China,9026,Uncapped,2010,2031
11,36959,EB-2,ROW,448,Uncapped,2010,2031
2258,3008,EB-3,India,84464,Uncapped,2010,2031
1057,3008,EB-3,China,27785,Uncapped,2010,2031
2703,36959,EB-3,ROW,67588,Uncapped,2010,2031
0,601,EB-4,India,0,Uncapped,2010,2031
0,13,EB-4,China,0,Uncapped,2010,2031
68,10055,EB-4,ROW,1154,Uncapped,2010,2031
0,108,EB-5,India,0,Uncapped,2010,2031
0,1353,EB-5,China,0,Uncapped,2010,2031
0,2147,EB-5,ROW,0,Uncapped,2010,2031
0,7165,EB-1,India,0,Uncapped,2011,2031
0,5069,EB-1,China,0,Uncapped,2011,2031
0,20353,EB-1,ROW,0,Uncapped,2011,2031
660,14172,EB-2,India,38070,Uncapped,2011,2031
176,8145,EB-2,China,8011,Uncapped,2011,2031
61,34262,EB-2,ROW,2784,Uncapped,2011,2031
2468,2789,EB-3,India,87720,Uncapped,2011,2031
1064,2789,EB-3,China,25840,Uncapped,2011,2031
2357,34262,EB-3,ROW,58617,Uncapped,2011,2031
7,159,EB-4,India,160,Uncapped,2011,2031
0,13,EB-4,China,13,Uncapped,2011,2031
232,6209,EB-4,ROW,4990,Uncapped,2011,2031
0,68,EB-5,India,0,Uncapped,2011,2031
0,2572,EB-5,China,0,Uncapped,2011,2031
0,1275,EB-5,ROW,0,Uncapped,2011,2031
0,8698,EB-1,India,0,Uncapped,2012,2031
0,5713,EB-1,China,0,Uncapped,2012,2031
0,20641,EB-1,ROW,0,Uncapped,2012,2031
969,12681,EB-2,India,53850,Uncapped,2012,2031
258,3479,EB-2,China,9720,Uncapped,2012,2031
85,35577,EB-2,ROW,3173,Uncapped,2012,2031
2343,2896,EB-3,India,88263,Uncapped,2012,2031
913,2896,EB-3,China,23794,Uncapped,2012,2031
1776,35577,EB-3,ROW,45280,Uncapped,2012,2031
24,270,EB-4,India,487,Uncapped,2012,2031
1,22,EB-4,China,16,Uncapped,2012,2031
562,7186,EB-4,ROW,11212,Uncapped,2012,2031
0,101,EB-5,India,0,Uncapped,2012,2031
0,7127,EB-5,China,0,Uncapped,2012,2031
0,1783,EB-5,ROW,0,Uncapped,2012,2031
0,11428,EB-1,India,0,Uncapped,2013,2031
0,6756,EB-1,China,0,Uncapped,2013,2031
0,23194,EB-1,ROW,0,Uncapped,2013,2031
1190,16690,EB-2,India,66302,Uncapped,2013,2031
298,3229,EB-2,China,10922,Uncapped,2013,2031
0,38316,EB-2,ROW,0,Uncapped,2013,2031
2344,3229,EB-3,India,87991,Uncapped,2013,2031
864,3229,EB-3,China,21589,Uncapped,2013,2031
1243,39665,EB-3,ROW,29988,Uncapped,2013,2031
55,262,EB-4,India,1317,Uncapped,2013,2031
1,15,EB-4,China,47,Uncapped,2013,2031
1318,6169,EB-4,ROW,24300,Uncapped,2013,2031
0,107,EB-5,India,0,Uncapped,2013,2031
0,7155,EB-5,China,0,Uncapped,2013,2031
0,1825,EB-5,ROW,0,Uncapped,2013,2031
3,14724,EB-1,India,165,Uncapped,2014,2031
0,7596,EB-1,China,99,Uncapped,2014,2031
0,23426,EB-1,ROW,0,Uncapped,2014,2031
1600,3030,EB-2,India,88460,Uncapped,2014,2031
335,3030,EB-2,China,12695,Uncapped,2014,2031
11,37229,EB-2,ROW,230,Uncapped,2014,2031
1906,3030,EB-3,India,88572,Uncapped,2014,2031
760,3030,EB-3,China,23190,Uncapped,2014,2031
645,37229,EB-3,ROW,17534,Uncapped,2014,2031
57,411,EB-4,India,1838,Uncapped,2014,2031
5,8,EB-4,China,89,Uncapped,2014,2031
1839,7870,EB-4,ROW,34737,Uncapped,2014,2031
0,337,EB-5,India,0,Uncapped,2014,2031
7,7984,EB-5,China,704,Uncapped,2014,2031
0,2425,EB-5,ROW,0,Uncapped,2014,2031
25,8955,EB-1,India,2671,Uncapped,2015,2031
25,5127,EB-1,China,1770,Uncapped,2015,2031
0,27088,EB-1,ROW,0,Uncapped,2015,2031
2130,2882,EB-2,India,116293,Uncapped,2015,2031
402,2882,EB-2,China,15746,Uncapped,2015,2031
73,35406,EB-2,ROW,2990,Uncapped,2015,2031
1998,2882,EB-3,India,91523,Uncapped,2015,2031
768,2882,EB-3,China,22247,Uncapped,2015,2031
394,35406,EB-3,ROW,10048,Uncapped,2015,2031
106,715,EB-4,India,2756,Uncapped,2015,2031
0,460,EB-4,China,0,Uncapped,2015,2031
2809,9046,EB-4,ROW,52628,Uncapped,2015,2031
1,715,EB-5,India,88,Uncapped,2015,2031
30,4865,EB-5,China,5222,Uncapped,2015,2031
0,4641,EB-5,ROW,0,Uncapped,2015,2031
64,9074,EB-1,India,6604,Uncapped,2016,2031
56,5039,EB-1,China,3902,Uncapped,2016,2031
28,26027,EB-1,ROW,1688,Uncapped,2016,2031
2744,2810,EB-2,India,159760,Uncapped,2016,2031
560,2810,EB-2,China,20956,Uncapped,2016,2031
276,34520,EB-2,ROW,10104,Uncapped,2016,2031
2160,2810,EB-3,India,98144,Uncapped,2016,2031
889,2810,EB-3,China,23344,Uncapped,2016,2031
394,34520,EB-3,ROW,11319,Uncapped,2016,2031
126,698,EB-4,India,3332,Uncapped,2016,2031
0,191,EB-4,China,0,Uncapped,2016,2031
3878,9076,EB-4,ROW,74847,Uncapped,2016,2031
0,698,EB-5,India,255,Uncapped,2016,2031
65,5078,EB-5,China,8694,Uncapped,2016,2031
0,4189,EB-5,ROW,0,Uncapped,2016,2031
82,11580,EB-1,India,10091,Uncapped,2017,2031
80,5938,EB-1,China,6009,Uncapped,2017,2031
73,22409,EB-1,ROW,5920,Uncapped,2017,2031
3382,2795,EB-2,India,196070,Uncapped,2017,2031
617,2795,EB-2,China,25104,Uncapped,2017,2031
335,34337,EB-2,ROW,13034,Uncapped,2017,2031
2343,2795,EB-3,India,103217,Uncapped,2017,2031
1031,2795,EB-3,China,25380,Uncapped,2017,2031
515,34336,EB-3,ROW,13252,Uncapped,2017,2031
141,694,EB-4,India,3609,Uncapped,2017,2031
0,181,EB-4,China,0,Uncapped,2017,2031
4691,9037,EB-4,ROW,87424,Uncapped,2017,2031
2,694,EB-5,India,825,Uncapped,2017,2031
111,2744,EB-5,China,15493,Uncapped,2017,2031
0,6474,EB-5,ROW,0,Uncapped,2017,2031
98,11947,EB-1,India,12650,Uncapped,2018,2031
105,5973,EB-1,China,7383,Uncapped,2018,2031
102,21972,EB-1,ROW,7744,Uncapped,2018,2031
4008,2792,EB-2,India,229914,Uncapped,2018,2031
765,2792,EB-2,China,30756,Uncapped,2018,2031
398,34308,EB-2,ROW,16089,Uncapped,2018,2031
2550,2792,EB-3,India,107587,Uncapped,2018,2031
1077,2792,EB-3,China,27030,Uncapped,2018,2031
732,34308,EB-3,ROW,18589,Uncapped,2018,2031
141,693,EB-4,India,3725,Uncapped,2018,2031
0,124,EB-4,China,0,Uncapped,2018,2031
5011,9087,EB-4,ROW,90896,Uncapped,2018,2031
7,693,EB-5,India,1778,Uncapped,2018,2031
197,960,EB-5,China,24175,Uncapped,2018,2031
0,8250,EB-5,ROW,0,Uncapped,2018,2031
119,9493,EB-1,India,15401,Uncapped,2019,2031
117,4915,EB-1,China,8603,Uncapped,2019,2031
96,25800,EB-1,ROW,5713,Uncapped,2019,2031
4709,2814,EB-2,India,267531,Uncapped,2019,2031
1020,2814,EB-2,China,38557,Uncapped,2019,2031
457,34579,EB-2,ROW,19688,Uncapped,2019,2031
2343,2814,EB-3,India,115245,Uncapped,2019,2031
1069,2814,EB-3,China,28351,Uncapped,2019,2031
1111,34579,EB-3,ROW,27521,Uncapped,2019,2031
167,699,EB-4,India,4114,Uncapped,2019,2031
0,203,EB-4,China,0,Uncapped,2019,2031
6142,9080,EB-4,ROW,114219,Uncapped,2019,2031
12,699,EB-5,India,1880,Uncapped,2019,2031
158,6971,EB-5,China,23523,Uncapped,2019,2031
0,2312,EB-5,ROW,0,Uncapped,2019,2031
174,10730,EB-1,India,16939,Uncapped,2020,2031
116,4766,EB-1,China,9180,Uncapped,2020,2031
0,33442,EB-1,ROW,0,Uncapped,2020,2031
5129,2599,EB-2,India,296384,Uncapped,2020,2031
1261,3118,EB-2,China,45927,Uncapped,2020,2031
566,36369,EB-2,ROW,20966,Uncapped,2020,2031
2396,2946,EB-3,India,120733,Uncapped,2020,2031
1105,2946,EB-3,China,30284,Uncapped,2020,2031
1282,36193,EB-3,ROW,33545,Uncapped,2020,2031
164,731,EB-4,India,4600,Uncapped,2020,2031
0,137,EB-4,China,0,Uncapped,2020,2031
8010,9580,EB-4,ROW,151357,Uncapped,2020,2031
9,731,EB-5,India,1888,Uncapped,2020,2031
230,1237,EB-5,China,24442,Uncapped,2020,2031
0,1628,EB-5,ROW,0,Uncapped,2020,2031
120,30825,EB-1,India,11279,Uncapped,2021,2031
112,9118,EB-1,China,8015,Uncapped,2021,2031
0,18620,EB-1,ROW,0,Uncapped,2021,2031
5295,28246,EB-2,India,316416,Uncapped,2021,2031
1293,6091,EB-2,China,50644,Uncapped,2021,2031
750,25404,EB-2,ROW,27915,Uncapped,2021,2031
3419,21286,EB-3,India,156242,Uncapped,2021,2031
1415,3914,EB-3,China,36855,Uncapped,2021,2031
1577,35173,EB-3,ROW,40433,Uncapped,2021,2031
163,972,EB-4,India,4697,Uncapped,2021,2031
0,68,EB-4,China,0,Uncapped,2021,2031
8550,12841,EB-4,ROW,164741,Uncapped,2021,2031
18,972,EB-5,India,1848,Uncapped,2021,2031
268,972,EB-5,China,25219,Uncapped,2021,2031
4,1005,EB-5,ROW,209,Uncapped,2021,2031
100,20421,EB-1,India,10809,Uncapped,2022,2031
106,11425,EB-1,China,6804,Uncapped,2022,2031
0,22291,EB-1,ROW,0,Uncapped,2022,2031
5627,59432,EB-2,India,329868,Uncapped,2022,2031
1411,8523,EB-2,China,54390,Uncapped,2022,2031
868,41355,EB-2,ROW,31918,Uncapped,2022,2031
3653,13919,EB-3,India,162867,Uncapped,2022,2031
1319,5510,EB-3,China,36456,Uncapped,2022,2031
1642,61946,EB-3,ROW,41938,Uncapped,2022,2031
234,1368,EB-4,India,5389,Uncapped,2022,2031
0,161,EB-4,China,0,Uncapped,2022,2031
9462,18014,EB-4,ROW,184103,Uncapped,2022,2031
11,1368,EB-5,India,1415,Uncapped,2022,2031
261,8525,EB-5,China,21784,Uncapped,2022,2031
0,992,EB-5,ROW,0,Uncapped,2022,2031
126,15895,EB-1,India,15128,Uncapped,2023,2031
115,9157,EB-1,China,9449,Uncapped,2023,2031
0,30412,EB-1,ROW,0,Uncapped,2023,2031
6024,3882,EB-2,India,361212,Uncapped,2023,2031
1591,3882,EB-2,China,63014,Uncapped,2023,2031
969,47699,EB-2,ROW,39793,Uncapped,2023,2031
4007,3882,EB-3,India,169485,Uncapped,2023,2031
1410,3882,EB-3,China,36333,Uncapped,2023,2031
2269,47699,EB-3,ROW,58186,Uncapped,2023,2031
245,964,EB-4,India,6387,Uncapped,2023,2031
0,206,EB-4,China,0,Uncapped,2023,2031
12088,12599,EB-4,ROW,231452,Uncapped,2023,2031
6,964,EB-5,India,1453,Uncapped,2023,2031
260,11199,EB-5,China,18073,Uncapped,2023,2031
0,1606,EB-5,ROW,0,Uncapped,2023,2031
167,11933,EB-1,India,18671,Uncapped,2024,2031
170,5617,EB-1,China,12772,Uncapped,2024,2031
0,30325,EB-1,ROW,0,Uncapped,2024,2031
6490,3351,EB-2,India,391866,Uncapped,2024,2031
1878,3351,EB-2,China,71825,Uncapped,2024,2031
1114,41173,EB-2,ROW,43906,Uncapped,2024,2031
4111,3351,EB-3,India,173997,Uncapped,2024,2031
1491,3351,EB-3,China,40317,Uncapped,2024,2031
2794,41172,EB-3,ROW,73559,Uncapped,2024,2031
295,832,EB-4,India,7348,Uncapped,2024,2031
0,317,EB-4,China,0,Uncapped,2024,2031
15174,10736,EB-4,ROW,294123,Uncapped,2024,2031
10,832,EB-5,India,2133,Uncapped,2024,2031
218,7171,EB-5,China,17782,Uncapped,2024,2031
0,3882,EB-5,ROW,0,Uncapped,2024,2031
0,5375,EB-1,India,0,Capped,2009,2031
0,4301,EB-1,China,0,Capped,2009,2031
0,29705,EB-1,ROW,0,Capped,2009,2031
202,9329,EB-2,India,12073,Capped,2009,2031
216,5439,EB-2,China,9106,Capped,2009,2031
0,33262,EB-2,ROW,0,Capped,2009,2031
2200,2304,EB-3,India,81264,Capped,2009,2031
1051,1077,EB-3,China,29804,Capped,2009,2031
2851,36941,EB-3,ROW,74970,Capped,2009,2031
0,427,EB-4,India,0,Capped,2009,2031
0,28,EB-4,China,0,Capped,2009,2031
2,9555,EB-4,ROW,83,Capped,2009,2031
0,56,EB-5,India,0,Capped,2009,2031
0,1377,EB-5,China,0,Capped,2009,2031
0,1811,EB-5,ROW,0,Capped,2009,2031
0,6285,EB-1,India,0,Capped,2010,2031
0,5749,EB-1,China,0,Capped,2010,2031
0,27833,EB-1,ROW,0,Capped,2010,2031
438,10100,EB-2,India,22529,Capped,2010,2031
232,6084,EB-2,China,9026,Capped,2010,2031
11,36959,EB-2,ROW,448,Capped,2010,2031
2258,3008,EB-3,India,84464,Capped,2010,2031
1057,3008,EB-3,China,27785,Capped,2010,2031
2703,36959,EB-3,ROW,67588,Capped,2010,2031
0,601,EB-4,India,0,Capped,2010,2031
0,13,EB-4,China,0,Capped,2010,2031
68,10055,EB-4,ROW,1154,Capped,2010,2031
0,108,EB-5,India,0,Capped,2010,2031
0,1353,EB-5,China,0,Capped,2010,2031
0,2147,EB-5,ROW,0,Capped,2010,2031
0,7165,EB-1,India,0,Capped,2011,2031
0,5069,EB-1,China,0,Capped,2011,2031
0,20353,EB-1,ROW,0,Capped,2011,2031
660,14172,EB-2,India,38070,Capped,2011,2031
176,8145,EB-2,China,8011,Capped,2011,2031
61,34262,EB-2,ROW,2784,Capped,2011,2031
2468,2789,EB-3,India,87720,Capped,2011,2031
1064,2789,EB-3,China,25840,Capped,2011,2031
2357,34262,EB-3,ROW,58617,Capped,2011,2031
7,159,EB-4,India,160,Capped,2011,2031
0,13,EB-4,China,13,Capped,2011,2031
232,6209,EB-4,ROW,4990,Capped,2011,2031
0,68,EB-5,India,0,Capped,2011,2031
0,2572,EB-5,China,0,Capped,2011,2031
0,1275,EB-5,ROW,0,Capped,2011,2031
0,8698,EB-1,India,0,Capped,2012,2031
0,5713,EB-1,China,0,Capped,2012,2031
0,20641,EB-1,ROW,0,Capped,2012,2031
969,12681,EB-2,India,53850,Capped,2012,2031
258,3479,EB-2,China,9720,Capped,2012,2031
85,35577,EB-2,ROW,3173,Capped,2012,2031
2343,2896,EB-3,India,88263,Capped,2012,2031
913,2896,EB-3,China,23794,Capped,2012,2031
1776,35577,EB-3,ROW,45280,Capped,2012,2031
