year,dimension,group,scenario,n,mean,sd_across_runs,mcse_mean,mean_ci95_low,mean_ci95_high,p025,p975
2024,category,EB-5,Capped,50,154.44,12.573311547293581,1.7781347714124827,150.866704395091,158.013295604909,133.45,177.775
2025,category,EB-5,Capped,50,235.54,14.166949176854972,2.0035091663358657,231.51379759197,239.56620240803,210.45,260.875
2026,category,EB-5,Capped,50,160.92,13.434406027291361,1.8999119206222295,157.1019840515909,164.73801594840907,135.0,182.55
2027,category,EB-5,Capped,50,113.16,11.53762257546491,1.6316662323764475,109.88104394415632,116.43895605584368,91.675,137.325
2028,category,EB-5,Capped,50,53.28,9.247261039610262,1.3077601977021158,50.65195749059459,55.90804250940541,39.0,72.0
2029,category,EB-5,Capped,50,16.92,4.6459989369831955,0.6570434707452617,15.599621711472874,18.24037828852713,11.0,25.775
2030,category,EB-5,Capped,50,18.52,3.5870515434699577,0.5072856941706557,17.500571230844734,19.539428769155265,12.45,25.775
2031,category,EB-5,Capped,50,19.18,4.99669278378311,0.7066390701837849,17.759955622970637,20.600044377029363,11.0,29.0
2032,category,EB-5,Capped,50,24.94,5.460096433326475,0.7721742427875264,23.388257762945166,26.491742237054837,14.125,33.775
2033,category,EB-5,Capped,50,34.34,5.176911063874413,0.7321257837730523,32.868738154465845,35.81126184553416,25.0,43.0
2034,category,EB-5,Capped,50,40.38,7.082286037022515,1.001586496616284,38.36723657855689,42.392763421443114,29.45,52.775
2035,category,EB-5,Capped,50,50.04,6.426856914224742,0.9088948211527929,48.21350747425634,51.86649252574366,38.225,61.775
2036,category,EB-5,Capped,50,57.12,7.854908773291686,1.1108518518392512,54.88765962642468,59.352340373575316,44.45,74.55
2037,category,EB-5,Capped,50,63.74,7.087816508427885,1.002368623383063,61.72566483597407,65.75433516402593,48.675,73.775
2038,category,EB-5,Capped,50,70.3,9.058201830836143,1.2810231879881273,67.7256875232307,72.87431247676929,55.225,87.875
2039,category,EB-5,Capped,50,76.88,11.431499624872908,1.6166581807758214,73.6312037530105,80.1287962469895,58.45,102.0
2040,category,EB-5,Capped,50,86.94,9.692012280265452,1.3706575213437988,84.18556058652256,89.69443941347744,69.225,108.19999999999999
2009,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,category,EB-1,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,category,EB-2,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,category,EB-3,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,category,EB-4,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,nationality,China,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,nationality,India,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,nationality,ROW,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,category,EB-1,Capped minus uncapped,50,1.72,1.2623269733928297,0.1785199925921521,1.361250643554316,2.078749356445684,0.0,4.774999999999999
2025,category,EB-2,Capped minus uncapped,50,354.64,22.60373817738643,3.196651309079039,348.216088687538,361.063911312462,306.8,389.775
2025,category,EB-3,Capped minus uncapped,50,753.44,29.173765122598954,4.125793430186662,745.1489076891864,761.7310923108137,701.35,817.0
2025,category,EB-4,Capped minus uncapped,50,-2.12,14.298051815344834,2.0220498792773918,-6.183461365636014,1.943461365636014,-23.775,23.775
2025,category,EB-5,Capped minus uncapped,50,71.26,7.444515855751172,1.0528135288504854,69.14429200310742,73.37570799689259,58.225,85.55
2025,nationality,China,Capped minus uncapped,50,31.08,10.2695110469222,1.4523281801497698,28.161437252986047,33.99856274701395,8.45,49.775
2025,nationality,India,Capped minus uncapped,50,1167.3,38.51172628206232,5.44638056184929,1156.3550884909255,1178.2449115090744,1101.45,1220.775
2025,nationality,ROW,Capped minus uncapped,50,-19.44,16.040967958986283,2.2685354441190664,-23.99879265305166,-14.881207346948344,-52.1,9.974999999999987
2025,overall,All,Capped minus uncapped,50,1178.94,46.7400147581474,6.610036277649067,1165.6566347799105,1192.2233652200896,1097.225,1261.2
2026,category,EB-1,Capped minus uncapped,50,-3.76,3.825585189329382,0.5410194458763257,-4.847219281238447,-2.672780718761553,-10.775,3.549999999999997
2026,category,EB-2,Capped minus uncapped,50,715.44,29.046872746072523,4.107848138202119,707.1849701035816,723.6950298964185,644.175,760.325
2026,category,EB-3,Capped minus uncapped,50,1190.2,42.11451831686105,5.955892297651503,1178.2311863236307,1202.1688136763694,1121.45,1260.325
2026,category,EB-4,Capped minus uncapped,50,-3.14,19.679067922178486,2.7830404750406137,-8.732729222570011,2.4527292225700115,-36.875,36.324999999999996
2026,category,EB-5,Capped minus uncapped,50,112.46,11.556798511557371,1.6343781192657632,109.17559420341766,115.74440579658233,91.675,131.55
2026,nationality,China,Capped minus uncapped,50,46.22,15.6025769718744,2.2065375961594915,41.78579668696321,50.65420331303679,23.225,77.64999999999999
2026,nationality,India,Capped minus uncapped,50,2149.48,45.057894730568805,6.372148581994962,2136.6746880023147,2162.2853119976853,2073.8,2237.95
2026,nationality,ROW,Capped minus uncapped,50,-184.5,26.720205608398715,3.77880771607951,-192.09379841210628,-176.90620158789372,-234.75,-138.9
2026,overall,All,Capped minus uncapped,50,2011.2,52.96167270309921,7.489911582268784,1996.1484591559852,2026.251540844015,1934.225,2108.975
2027,category,EB-1,Capped minus uncapped,50,-1.4,4.7680912195081815,0.6743099269260541,-2.7550765313010253,-0.04492346869897479,-10.775,7.549999999999997
2027,category,EB-2,Capped minus uncapped,50,1047.56,40.53175122225608,5.732055228524682,1036.0410037548995,1059.0789962451004,967.375,1119.1
2027,category,EB-3,Capped minus uncapped,50,1772.22,56.911420610615295,8.048490288145183,1756.0459532206683,1788.3940467793318,1667.275,1869.1
2027,category,EB-4,Capped minus uncapped,50,4.16,29.76257065921723,4.209063107735255,-4.298428992819007,12.618428992819007,-42.75,63.97499999999999
2027,category,EB-5,Capped minus uncapped,50,105.04,11.448126127743993,1.6190095233613337,101.78647855317666,108.29352144682335,83.45,129.775
2027,nationality,China,Capped minus uncapped,50,45.18,17.148439567256162,2.425155580954907,40.30646739832724,50.05353260167276,9.125,72.32499999999999
2027,nationality,India,Capped minus uncapped,50,3223.36,70.88702135030339,10.02493869898302,3203.2141314367855,3243.505868563215,3091.175,3341.1
2027,nationality,ROW,Capped minus uncapped,50,-340.96,31.573018705915366,4.465099125896494,-349.93295263472896,-331.987047365271,-395.55,-291.225
2027,overall,All,Capped minus uncapped,50,2927.58,75.86295108245378,10.728641430245279,2906.01998785374,2949.14001214626,2795.525,3055.775
2028,category,EB-1,Capped minus uncapped,50,-0.66,4.913995008012881,0.6949438385765502,-2.056541929198975,0.7365419291989747,-10.775,7.774999999999999
2028,category,EB-2,Capped minus uncapped,50,1436.72,49.68555820233432,7.026599026381897,1422.5995205953466,1450.8404794046535,1339.35,1516.85
2028,category,EB-3,Capped minus uncapped,50,1907.88,59.468269707809874,8.410083355164582,1890.9793047472685,1924.7806952527317,1789.05,2018.9499999999998
2028,category,EB-4,Capped minus uncapped,50,16.56,32.48117822332666,4.593532276528619,7.328951286134185,25.791048713865813,-30.55,83.775
2028,category,EB-5,Capped minus uncapped,50,43.0,9.536182439016363,1.3486198538521081,40.28984693739795,45.71015306260205,28.225,64.875
2028,nationality,China,Capped minus uncapped,50,11.42,16.79296499934981,2.3748838854537193,6.647492152734933,16.192507847265066,-17.325,35.775
2028,nationality,India,Capped minus uncapped,50,4132.22,64.6757343386598,9.146530065817197,4113.839359674076,4150.600640325924,4020.575,4272.95
2028,nationality,ROW,Capped minus uncapped,50,-740.14,46.92460735595135,6.63614161318187,-753.4758258559332,-726.8041741440668,-852.55,-672.675
2028,overall,All,Capped minus uncapped,50,3403.5,90.04313025501973,12.734021600517607,3377.9100255225308,3429.0899744774692,3236.75,3585.625
2029,category,EB-1,Capped minus uncapped,50,10.6,6.53405521487387,0.9240549502169275,8.74304205429737,12.45695794570263,-1.775,24.324999999999996
2029,category,EB-2,Capped minus uncapped,50,1812.1,42.58592754055964,6.022559629409734,1799.9972133046037,1824.202786695396,1756.225,1898.625
2029,category,EB-3,Capped minus uncapped,50,1904.76,55.58466974089242,7.860859380759945,1888.9630116458698,1920.5569883541302,1796.0,1993.4
2029,category,EB-4,Capped minus uncapped,50,-4.74,30.11800600495135,4.259329256383651,-13.299442600408682,3.8194426004086814,-50.1,58.099999999999994
2029,category,EB-5,Capped minus uncapped,50,4.16,5.686934542422299,0.8042539958221646,2.5437910856335355,5.776208914366465,-7.55,15.0
2029,nationality,China,Capped minus uncapped,50,-13.72,16.725930009834357,2.36540370632109,-18.473456714036587,-8.966543285963414,-48.325,14.199999999999989
2029,nationality,India,Capped minus uncapped,50,4923.5,68.17631703224832,9.641587217965341,4904.124505080155,4942.875494919845,4815.175,5022.875
2029,nationality,ROW,Capped minus uncapped,50,-1182.9,45.2414159182238,6.398102397251413,-1195.7574681421338,-1170.0425318578664,-1252.325,-1107.15
2029,overall,All,Capped minus uncapped,50,3726.88,78.9157753040337,11.160375972015222,3704.452384809586,3749.3076151904143,3544.5,3850.0
2030,category,EB-1,Capped minus uncapped,50,21.52,7.251291229139532,1.0254874400966196,19.45920583439478,23.58079416560522,6.9,34.324999999999996
2030,category,EB-2,Capped minus uncapped,50,2306.56,71.96488939838962,10.177372260188235,2286.1078047268797,2327.01219527312,2171.225,2436.4
2030,category,EB-3,Capped minus uncapped,50,1901.38,58.17352297661028,8.226978516454512,1884.8472676969388,1917.9127323030614,1769.8,1992.85
2030,category,EB-4,Capped minus uncapped,50,-14.32,37.89482760461741,5.3591379142240285,-25.08959084478505,-3.550409155214952,-74.1,47.55
2030,category,EB-5,Capped minus uncapped,50,2.28,4.944756034922042,0.6992941047212962,0.874715883681622,3.6852841163183774,-6.775,13.0
2030,nationality,China,Capped minus uncapped,50,9.0,15.486663123277317,2.1901449024842057,4.598739038242908,13.401260961757092,-18.65,40.324999999999996
2030,nationality,India,Capped minus uncapped,50,6106.46,66.58835161969826,9.417014995664573,6087.535799857038,6125.384200142962,5992.225,6214.525
2030,nationality,ROW,Capped minus uncapped,50,-1898.04,65.24864843388696,9.227552354171694,-1916.583460710257,-1879.496539289743,-2034.4,-1779.25
2030,overall,All,Capped minus uncapped,50,4217.42,104.54782910911432,14.785295784277412,4187.7078357182845,4247.132164281716,4007.175,4403.4
2031,category,EB-1,Capped minus uncapped,50,30.88,8.047410535478516,1.1380757121257847,28.592951230933796,33.1670487690662,16.675,48.97499999999999
2031,category,EB-2,Capped minus uncapped,50,2795.18,85.0089287027173,12.022077989419028,2771.020729773627,2819.3392702263727,2613.2,2944.725
2031,category,EB-3,Capped minus uncapped,50,975.46,62.209721006890085,8.797783115939039,957.7801929085753,993.1398070914248,864.45,1090.5
2031,category,EB-4,Capped minus uncapped,50,7.9,43.679374481579295,6.177196378782272,-4.51354087768526,20.313540877685263,-70.625,84.875
2031,category,EB-5,Capped minus uncapped,50,0.06,5.463832847713691,0.7727026515776312,-1.49280411427451,1.6128041142745102,-9.775,9.774999999999999
2031,nationality,China,Capped minus uncapped,50,102.34,17.20774623860559,2.4335428108510637,97.44961262881982,107.23038737118019,70.675,128.775
2031,nationality,India,Capped minus uncapped,50,6319.24,97.66614520071603,13.812078712755257,6291.483588645567,6346.996411354433,6184.25,6503.7
2031,nationality,ROW,Capped minus uncapped,50,-2612.1,72.10288850394444,10.196888280855335,-2632.5914141849803,-2591.6085858150195,-2746.55,-2467.15
2031,overall,All,Capped minus uncapped,50,3809.48,111.53113228775074,15.772883990816489,3777.783202913943,3841.176797086057,3634.225,4007.05
2032,category,EB-1,Capped minus uncapped,50,39.18,8.503756672848795,1.202612801786347,36.76325909367554,41.596740906324456,21.45,54.775
2032,category,EB-2,Capped minus uncapped,50,3314.32,107.03183581323371,15.136587381276545,3283.901888823944,3344.7381111760565,3109.75,3557.575
2032,category,EB-3,Capped minus uncapped,50,801.18,58.246727156895226,8.237331150912649,784.6264632990926,817.7335367009073,689.825,910.675
2032,category,EB-4,Capped minus uncapped,50,-14.32,34.05663949771837,4.816336146652455,-23.998789854003235,-4.641210145996766,-72.775,43.0
2032,category,EB-5,Capped minus uncapped,50,1.9,7.086203900134805,1.0021405661311762,-0.11387686581988854,3.9138768658198884,-8.55,16.775
2032,nationality,China,Capped minus uncapped,50,131.98,22.46038689764352,3.176378376679443,125.5968286704722,138.36317132952777,80.575,164.42499999999998
2032,nationality,India,Capped minus uncapped,50,7289.7,86.40088104237108,12.218929777110562,7265.145141295698,7314.254858704302,7144.7,7473.725
2032,nationality,ROW,Capped minus uncapped,50,-3279.42,68.86754219040301,9.739341217296927,-3298.991938936232,-3259.848061063768,-3391.525,-3148.275
2032,overall,All,Capped minus uncapped,50,4142.26,120.88226858039542,17.095334367682227,4107.905639384262,4176.614360615738,3934.25,4398.05
2033,category,EB-1,Capped minus uncapped,50,58.36,10.026006998128947,1.417891507320152,55.51064033795357,61.20935966204643,35.675,77.0
2033,category,EB-2,Capped minus uncapped,50,3775.96,99.7026108597207,14.100078448182405,3747.624831508953,3804.295168491047,3612.8,3946.95
2033,category,EB-3,Capped minus uncapped,50,836.04,76.53169544811655,10.823216165413369,814.2899328078884,857.7900671921116,697.675,985.675
2033,category,EB-4,Capped minus uncapped,50,-36.56,47.283409525186855,6.686883902576043,-49.99779630417495,-23.122203695825057,-115.55,66.19999999999999
2033,category,EB-5,Capped minus uncapped,50,8.3,6.19166655221981,0.8756338811841117,6.540347835581043,10.059652164418958,-1.775,19.0
2033,nationality,China,Capped minus uncapped,50,192.98,26.587161241041564,3.7599924012081267,185.42401237873804,200.53598762126194,147.45,251.84999999999997
2033,nationality,India,Capped minus uncapped,50,8286.68,95.53233024714189,13.51031170806135,8259.530012145582,8313.829987854419,8117.925,8498.25
2033,nationality,ROW,Capped minus uncapped,50,-3837.56,79.34943642663437,11.221704916120801,-3860.1108603178077,-3815.009139682192,-3994.5,-3698.825
2033,overall,All,Capped minus uncapped,50,4642.1,127.98505174194273,18.09981959544777,4605.727050744482,4678.472949255519,4369.125,4870.875
2034,category,EB-1,Capped minus uncapped,50,103.9,13.400045689839864,1.895052635099067,100.09174915144841,107.7082508485516,75.575,128.0
