category,nationality,definition,marital_group,sample_principals,sample_parents,sample_children,weighted_principals,weighted_children_parent_weights,weighted_parent_pct,children_per_100_principals,kish_effective_principals,kish_effective_parents
EB-5,China,own_unmarried,All,236,114,137,22614.0,12506.0,46.97974705934377,55.30202529406562,165.0199924103962,89.84169244313125
EB-5,China,own_unmarried,Married,209,109,130,19901.0,11917.0,51.09290990402492,59.88141299432189,146.0963432183117,86.07579862296338
EB-5,China,own_unmarried,Unmarried,27,5,7,2713.0,589.0,16.80796166605234,21.71028381865094,18.96537961066234,3.768048709770948
EB-5,ROW,original,All,3125,1596,2928,331769.0,295119.0,48.668501276490574,88.95315716658277,2003.9574844808028,1038.7763479371906
EB-5,ROW,original,Married,2612,1563,2880,266971.0,288839.0,58.786909439602056,108.19115184795352,1697.0130552845396,1019.9329349295434
EB-5,ROW,original,Unmarried,513,33,48,64798.0,6280.0,6.980153708447792,9.691657149912034,324.800572867038,21.57213989630203
EB-5,ROW,own_unmarried,All,3125,1592,2920,331769.0,294585.0,48.59525754365236,88.79220180306177,2003.9574844808028,1036.3526798063363
EB-5,ROW,own_unmarried,Married,2612,1559,2872,266971.0,288305.0,58.6958883174577,107.99113012274742,1697.0130552845396,1017.4918642140489
EB-5,ROW,own_unmarried,Unmarried,513,33,48,64798.0,6280.0,6.980153708447792,9.691657149912034,324.800572867038,21.57213989630203
Other_EB4,All,original,All,396,162,299,42214.0,33614.0,41.82024920642441,79.62761169280334,250.89025473637557,99.63036762355348
Other_EB4,All,original,Married,285,161,297,30593.0,33468.0,57.467394502010265,109.3975746085706,180.01382303233504,98.97673038687797
Other_EB4,All,original,Unmarried,111,1,2,11621.0,146.0,0.6281731348420962,1.2563462696841925,70.94429317919513,1.0
Other_EB4,All,own_unmarried,All,396,162,299,42214.0,33614.0,41.82024920642441,79.62761169280334,250.89025473637557,99.63036762355348
Other_EB4,All,own_unmarried,Married,285,161,297,30593.0,33468.0,57.467394502010265,109.3975746085706,180.01382303233504,98.97673038687797
Other_EB4,All,own_unmarried,Unmarried,111,1,2,11621.0,146.0,0.6281731348420962,1.2563462696841925,70.94429317919513,1.0
Other_EB4,India,original,All,51,16,28,7310.0,5398.0,39.69904240766074,73.84404924760602,30.0496214843482,9.688423503642245
Other_EB4,India,original,Married,30,16,28,4337.0,5398.0,66.91261240488816,124.46391514872032,16.90876965880539,9.688423503642245
Other_EB4,India,original,Unmarried,21,0,0,2973.0,0.0,0.0,0.0,13.274414392495574,0.0
Other_EB4,India,own_unmarried,All,51,16,28,7310.0,5398.0,39.69904240766074,73.84404924760602,30.0496214843482,9.688423503642245
Other_EB4,India,own_unmarried,Married,30,16,28,4337.0,5398.0,66.91261240488816,124.46391514872032,16.90876965880539,9.688423503642245
Other_EB4,India,own_unmarried,Unmarried,21,0,0,2973.0,0.0,0.0,0.0,13.274414392495574,0.0
Other_EB4,China,original,All,16,8,14,1387.0,1177.0,43.691420331651045,84.85940879596251,9.79999796233374,7.198447545867963
Other_EB4,China,original,Married,13,8,14,1199.0,1177.0,50.54211843202669,98.1651376146789,7.792170976676622,7.198447545867963
Other_EB4,China,original,Unmarried,3,0,0,188.0,0.0,0.0,0.0,2.9927180355630822,0.0
